ID,Name,Pos,Price,Team,Pts,32,33,34,35,36,37,38
137792,Douglas Luiz,MID,5,AVL,,3.501255848,0,3.362039749,4.016509967,5.890952434,6.42779766,2.984497933
257275,Emerson R,DEF,5,TOT,,2.863513672,3.653477771,3.129516877,3.316487888,4.06330364,3.871386701,3.634477139
32973,Rice,MID,5.1,WHU,,3.388737204,3.682294662,3.120145022,3.442634993,3.550106023,3.203775912,3.33106984
176658,Harrison,MID,5.9,LEE,,4.00300663,0,3.711434843,3.459347892,5.973339926,4.07906336,3.8651131
23102,Kante,MID,5,CHE,,2.830940745,2.919077789,3.016403982,2.901027099,4.974966857,4.813938813,3.190717376
192210,Jensen,MID,5,BRE,,3.448242967,3.367185945,3.294723616,3.093215788,3.486148689,3.287431444,3.637261155
23490,Ben T Davies,DEF,4.7,TOT,,2.721610585,3.555465037,3.048387346,3.243035902,4.194833071,3.807807745,3.567910589
192211,Janelt,MID,5,BRE,,3.447544948,3.345685715,3.290154389,3.068436211,3.485220784,3.27050387,3.630014769
45068,Taylor,DEF,4.4,BUR,,3.034219287,4.619536498,3.194481535,2.625841254,2.791535146,3.713575278,3.139499459
139207,Neto,MID,6,WOL,,3.894018079,0,3.912210033,3.993479375,5.120727103,4.477330746,3.333807044
192741,Krul,GK,4.5,NOR,,3.377580091,2.764415879,3.245565745,2.904681434,5.484791546,3.058701033,2.772684051
45069,Perez,MID,6,LEI,,2.935334242,3.950213533,2.92264255,2.631611431,4.359305744,3.831657554,2.95237794
45018,March,DEF,4.9,BHA,,2.801540833,3.506232259,3.681501818,3.469686977,3.222557512,3.275583337,3.601247931
257274,Edouard,FWD,6,CRY,,3.318701058,3.072996664,3.494033423,3.038792971,3.491968753,3.844810952,3.190719613
23099,Albrighton,MID,5.5,LEI,,2.884874238,3.964755991,2.871711093,2.584043825,4.377961469,3.84527492,2.900548833
240869,Lukaku,FWD,9.9,CHE,,2.935862601,3.013026197,3.178552184,2.990763221,4.170676533,4.074805316,3.473903054
91483,Digne,DEF,5.3,AVL,,2.983597568,0,2.924204784,4.68287584,5.585711709,7.473018268,1.696183701
132438,Dawson,DEF,5.1,WHU,,3.325254021,4.260705818,2.309834734,3.258086196,3.97895555,2.236803113,3.282193836
45008,Dunk,DEF,5,BHA,,2.585963139,3.781011283,3.618098634,3.415737143,3.070530357,3.126662845,3.52699695
88466,Neves,MID,6.1,WOL,,3.894018079,0,3.644794085,3.725328162,5.518453429,4.158121768,3.126414333
23188,Shaw,DEF,5.4,MUN,,2.960305742,4.674611408,2.408289982,3.587985451,2.998692771,2.770942421,2.9235981
23543,A Cresswell,DEF,5.3,WHU,,3.281619641,4.164236877,2.336864966,3.208076594,3.894940091,2.247171311,3.268755859
91161,Schar,DEF,4.7,NEW,,3.456535856,5.57898266,3.339491838,1.866663907,1.247754578,2.722982539,2.995411175
23260,Walker,DEF,5.6,MCI,,2.578434685,3.39149111,3.416849995,2.912270602,4.746387375,2.788676817,3.184724934
23393,Azpilicueta,DEF,5.4,CHE,,2.720442679,2.865419506,3.053014435,2.963839899,4.493029483,3.990957311,3.381293388
186002,J Ramsey,MID,4.7,AVL,,3.350315043,0,3.17156816,3.871715016,5.343624444,5.883072518,2.733293919
202398,Sanson,MID,5,AVL,,3.372238223,0,3.201002555,3.887271344,5.249977389,5.770800949,2.771541882
181873,Cash,DEF,5.1,AVL,,2.900030582,0,2.822230672,4.561043165,5.340779046,7.184665164,1.62222572
46637,Walker-Peters,DEF,4.8,SOU,,2.552886375,5.333486577,2.848881099,3.409157844,2.851405708,1.890772834,2.419241608
32986,Jesus,FWD,8.5,MCI,,2.717696976,3.015100007,3.446114161,3.073943717,4.468489424,2.798276069,3.06490161
176640,Dallas,MID,5.4,LEE,,3.644815541,0,3.427592816,3.255301553,6.094350217,3.76374411,3.533880312
174861,Mitchell,DEF,4.8,CRY,,2.483484124,3.023138405,3.286279266,2.618562097,3.586313209,5.302584249,2.649738109
231961,Guehi,DEF,4.8,CRY,,2.451739615,2.996165869,3.347225745,2.583440019,3.64943043,5.279575656,2.660375851
