ID,Name,Pos,Price,Team,Pts,34,35,36,37,38
23076,Maguire,DEF,5.1,MUN,,4.488247804,3.350302682,2.856983444,0,2.817235071
45068,Taylor,DEF,4.4,BUR,,3.202695942,2.644553085,2.738076535,3.663937577,3.095144018
23059,Coleman,DEF,4.3,EVE,,1.156363669,2.181097103,4.304651112,5.197740956,1.85830876
185167,Semedo,DEF,4.8,WOL,,3.138493203,3.56058959,2.049640825,5.354173031,1.451093086
177020,Veltman,DEF,4.3,BHA,,3.140176495,2.978240049,2.650171627,2.623921178,3.031722894
241952,Romero,DEF,4.7,TOT,,2.559974836,2.907112669,3.593550201,3.397127662,3.110099638
187802,Telles,DEF,5.1,MUN,,3.741264863,3.033778911,2.613788438,0,2.582439776
131352,Godfrey,DEF,4.5,EVE,,1.048524719,2.300422956,4.690298501,5.842375459,1.885535387
88496,Coady,DEF,5,WOL,,2.954682317,3.414916478,1.877791767,5.289375806,1.240143843
184661,Reguilon,DEF,5.3,TOT,,3.324830269,3.733798883,4.282867249,4.21068839,4.007898392
186823,Fofana,DEF,4.5,LEI,,2.645065479,1.601749067,5.209388691,3.555353239,2.701861463
257276,Tomiyasu,DEF,4.8,ARS,,2.947863402,2.699257846,4.832432244,3.350650896,3.925305157
23148,Zinchenko,DEF,5.5,MCI,,4.210642346,2.877288236,3.425294539,4.141560596,3.087635442
92428,Soyuncu,DEF,4.4,LEI,,2.143175144,1.323670638,4.044583996,2.786673237,2.191120749
138601,Cedric,DEF,4.5,ARS,,2.538492725,2.065956718,2.622148992,1.658616635,1.915994208
88556,Boly,DEF,4.5,WOL,,2.778894248,3.157719793,1.691049018,4.264130631,1.092295791
92422,Mina,DEF,5,EVE,,1.295719673,2.406216211,4.563174533,5.559820174,2.030033039
132438,Dawson,DEF,5.1,WHU,,2.192049239,3.117412277,3.842290189,2.143074577,3.182834086
23521,Evans,DEF,4.9,LEI,,2.823535907,1.759213141,5.342625003,3.68006103,2.896828992
23044,Stones,DEF,5.8,MCI,,4.12176793,3.150622086,3.76152975,4.759724092,3.491087997
242981,T Chalobah,DEF,5.1,CHE,,4.462180576,2.272983282,3.443035265,2.217671659,2.47568107
23543,A Cresswell,DEF,5.3,WHU,,2.233625357,3.098277688,3.780929124,2.1701029,3.183656897
176652,Ayling,DEF,4.3,LEE,,2.495955364,1.510578072,3.86461874,3.192035336,2.451100411
274827,Mykolenko,DEF,4.5,EVE,,1.327447254,2.388480301,4.373612103,5.248446927,2.052999342
23379,Mee,DEF,5.1,BUR,,3.520458264,2.914973044,3.136646001,4.321024499,3.652016613
182119,Castagne,DEF,4.9,LEI,,2.770865017,1.747300553,5.161704039,3.602429392,2.831825004
156990,Lamptey,DEF,4.6,BHA,,3.695253846,3.465874619,3.166821381,3.144132769,3.5680408
137292,Justin,DEF,4.9,LEI,,2.873135535,1.849116169,5.201404891,3.639543911,2.953697277
32948,Wan-Bissaka,DEF,5.3,MUN,,4.251618059,3.375431963,2.938683694,0,2.896131631
189201,Clyne,DEF,4.6,CRY,,2.300333362,1.92431112,2.550072872,3.353288352,1.943349143
23544,Kouyate,DEF,4.6,CRY,,2.555429147,1.928180736,2.478598172,3.035137697,1.948204382
192193,Jansson,DEF,4.5,BRE,,2.337460665,1.822718258,3.103159389,2.795117157,3.158166605
225296,Sessegnon,DEF,4.6,TOT,,1.608189617,1.750833068,1.937196987,1.959347009,1.87540772
88564,R Pereira,DEF,5.2,LEI,,2.91423437,1.880242383,5.192603863,3.635715518,2.998959904
230250,Tavares,DEF,4.6,ARS,,2.987759694,2.618988495,3.383559478,2.32011045,2.666246454
92386,Targett,DEF,4.7,NEW,,3.53509899,2.036579149,1.431428488,2.887908172,3.151266501
192195,Henry,DEF,4.6,BRE,,2.456278983,1.998988186,3.202259132,2.940350427,3.254269798
88539,Saiss,DEF,4.9,WOL,,3.108073995,3.476780098,1.980737841,4.679683142,1.453198816
45003,Bednarek,DEF,4.2,SOU,,2.48552862,3.089395649,2.400935622,1.546513085,2.105281784
46637,Walker-Peters,DEF,4.8,SOU,,2.684791663,3.284955918,2.594369931,1.716560864,2.292352773
234799,Ajer,DEF,4.4,BRE,,2.155826778,1.691879713,2.777164565,2.539600356,2.810798647
45018,March,DEF,4.9,BHA,,3.847636311,3.59234679,3.339607889,3.338463273,3.71590645
92423,Burn,DEF,4.5,NEW,,3.152246779,1.825281659,1.246896367,2.563203106,2.774818285
178201,Salisu,DEF,4.4,SOU,,2.517109017,3.12329077,2.405693564,1.531762891,2.092621668
192743,Hanley,DEF,4.4,NOR,,2.621243189,1.610254504,3.598425883,2.15694365,1.506925298
278660,Samir,DEF,4.5,WAT,,0.64716514,2.886063412,4.717591128,2.314280012,1.20729366
45060,Femenia,DEF,4.3,WAT,,0.855411588,2.961465882,4.639594256,2.431634162,1.428538028
91161,Schar,DEF,4.7,NEW,,3.31165866,1.891775427,1.276684777,2.715552496,2.937915021
257280,C Roberts,DEF,4.5,BUR,,3.208154897,2.703734357,2.788284463,3.420642558,3.119871431
242908,Dalot,DEF,5.1,MUN,,2.392591298,2.147933677,1.888249273,0,1.864945159
176667,Chambers,DEF,4.5,AVL,,0.925464157,1.520205787,1.359679919,1.538974993,0.635801956
237976,Livramento,DEF,4.9,SOU,,2.662502484,3.227679313,2.579411543,1.746606336,2.294979296
192745,Aarons,DEF,4.2,NOR,,2.364332529,1.437633303,3.183238066,1.930236102,1.359232638
192733,Gibson,DEF,4.3,NOR,,2.486716372,1.48487759,3.368851816,2.029221522,1.387122748
23376,Lowton,DEF,4.6,BUR,,3.174131245,2.695765686,2.778751674,3.247288142,3.094609785
67736,Johnson,DEF,4.3,WHU,,1.552979617,2.033784889,2.313805362,1.367690962,1.81236225
185165,Llorente,DEF,4.3,LEE,,2.058602129,1.307923077,2.950234558,2.617168923,2.002616147
23378,Keane,DEF,4.7,EVE,,1.232223981,2.309052994,4.170276875,5.071180903,1.956647988
262617,M Sarr,DEF,5,CHE,,1.407910212,1.087421438,0.664572196,0.590017178,0.648951012
187323,Ait-Nouri,DEF,4.8,WOL,,2.732571409,3.100240171,1.840171124,4.020835659,1.325099588
225319,Konate,DEF,5.5,LIV,,1.543619952,1.402558947,1.528953572,1.319889445,1.557143493
276427,H Kamara,DEF,4,WAT,,0.433454859,2.516021367,4.112015828,1.985418137,0.989607641
234803,Collins,DEF,4.4,BUR,,3.156070416,1.453942517,0.618504151,0.200137562,0.25124664
175378,L Thomas,DEF,4.5,LEI,,2.32197946,1.488813722,4.038660012,2.861515777,2.367699808
186817,Coufal,DEF,4.9,WHU,,1.900486106,2.456288011,2.849372766,1.788380773,2.392477111
176637,Cooper,DEF,4.4,LEE,,2.346379369,1.502063032,3.342986104,2.946223889,2.287622032
278659,Trippier,DEF,4.7,NEW,,3.124384637,1.913366638,1.467884275,2.794877541,3.133587187
23265,Kabasele,DEF,4,WAT,,0.59227164,1.504548456,2.024677417,1.268826352,0.821766403
150363,B Williams,DEF,4.2,NOR,,2.027491124,1.135188316,2.609792769,1.611672597,1.076918002
56987,D Sanchez,DEF,4.6,TOT,,0.741064672,0.804812492,0.767027412,0.891610871,0.855545917
