ID,Name,Pos,Price,Team,Pts,30,31,32,33,34,35,36,37,38
131314,Mings,DEF,4.9,AVL,,3.080569032,3.289544013,2.856543921,0,2.713664842,4.21283854,5.156368792,6.980415658,1.590727859
137292,Justin,DEF,4.9,LEI,,3.21886545,1.844542014,2.932033528,3.689727514,2.538255083,1.704167618,4.369017512,3.090785717,2.601962845
176641,B White,DEF,5,ARS,,2.912373374,3.256209832,3.789913123,5.124435449,3.079939,2.885292669,3.679824297,5.362681636,3.940728834
182119,Castagne,DEF,4.9,LEI,,3.144896475,1.896449773,3.13656463,4.457045019,2.795808691,1.794935081,5.489650248,3.768619386,2.870806533
23521,Evans,DEF,4.9,LEI,,3.164446937,1.770567588,2.935192641,4.566422922,2.933921456,1.831815255,6.073985104,4.061326763,3.024341877
226789,Soumare,MID,5,LEI,,3.23172011,1.661728144,1.621313721,1.651122714,1.385171708,1.277845556,1.785388564,1.610023556,1.404468244
106466,Kilman,DEF,4.8,WOL,,3.001315687,2.835420117,2.622109679,0,2.756656849,3.007507213,3.230983951,3.463916636,1.104301827
175378,L Thomas,DEF,4.5,LEI,,3.164446937,1.723476374,2.881799768,3.823823523,2.406430609,1.547030118,4.530397827,3.115774089,2.467974258
242878,Dewsbury-Hall,MID,4.5,LEI,,3.23172011,1.600099137,1.483456129,1.529779437,1.224964384,1.123542423,1.666141486,1.488170524,1.244400703
233401,Onyeka,MID,5,BRE,,2.977111747,2.726506711,3.212781427,3.110399145,3.099211854,2.876935742,3.257470536,3.042262819,3.370246218
192216,Ghoddos,MID,5,BRE,,2.962748204,2.697091502,3.208199108,3.103248892,3.088845199,2.857204167,3.255336728,3.030580481,3.375354338
192201,Norgaard,MID,4.5,BRE,,2.939866308,2.673421116,3.188084908,3.081298705,3.067705114,2.83359158,3.235515614,3.00869663,3.355589085
88625,Vestergaard,DEF,4.9,LEI,,3.10654092,1.734534375,2.872857535,3.754971943,2.411870918,1.564019935,4.440893902,3.072844105,2.472736942
241952,Romero,DEF,4.7,TOT,,2.863073602,3.268121667,2.257883285,3.108703313,2.638352375,2.858942964,1.129949726,5.445318413,3.011956988
91162,Jonny,DEF,4.6,WOL,,3.116929341,1.994225359,1.436090778,0,1.014236239,1.068536835,0.907090862,1.19259554,0.608664506
185167,Semedo,DEF,4.8,WOL,,2.979799875,2.566359373,2.646796767,0,3.069602591,3.287511302,3.522510376,3.866390275,1.398148943
187323,Ait-Nouri,DEF,4.8,WOL,,2.982184031,2.568263306,2.262999816,0,2.234153325,2.393233833,2.245435642,2.722768146,1.157938266
186823,Fofana,DEF,4.5,LEI,,3.048300908,1.789285447,3.146934684,4.723744588,2.796329943,1.727799609,5.875468334,3.968503843,2.867715564
291492,Bentancur,MID,5,TOT,,2.887860678,2.754855439,2.282997045,2.469041759,2.354501063,2.482658447,2.122381897,4.010691747,2.455804364
182753,Marcal,DEF,4.7,WOL,,2.979799875,2.270776613,1.852192532,0,1.637868953,1.74315778,1.555086772,1.959101828,0.917454842
23241,Bertrand,DEF,4.5,LEI,,2.963225476,1.68982162,2.903588862,3.923062985,2.389875541,1.510778799,4.654518557,3.161037198,2.454481944
92428,Soyuncu,DEF,4.4,LEI,,2.963225476,1.660461857,2.928230936,4.109877941,2.36785289,1.457251943,4.893785712,3.270432352,2.434458342
180456,Koch,DEF,4.3,LEE,,2.694767833,2.788254915,2.517453659,0,2.432379158,1.601964123,3.49287409,2.943264514,2.517307356
176652,Ayling,DEF,4.2,LEE,,2.682571197,2.818312417,2.507407042,0,2.41010876,1.479866179,3.774557572,2.98197196,2.50593585
226984,Firpo,DEF,4.3,LEE,,2.682571197,2.818312417,2.489078044,0,2.408341007,1.486493888,3.744829202,2.976244271,2.503581687
132438,Dawson,DEF,5.1,WHU,,2.400580856,4.098285259,3.401758307,4.297650777,2.327672649,3.28114344,3.886768066,2.30330751,3.1974119
134708,Konsa,DEF,4.7,AVL,,2.668208958,2.696731217,2.337616529,0,2.253981553,3.29188221,3.634792581,4.725605396,1.46023397
23543,A Cresswell,DEF,5.4,WHU,,2.339827628,3.96967895,3.332075882,4.163650352,2.32657972,3.192013893,3.773337994,2.275554661,3.15828611
176657,Forshaw,MID,5,LEE,,2.685446267,1.830830702,1.515385469,0,1.486186805,1.464887093,2.158079544,1.580735954,1.501274957
176664,T Roberts,MID,5.1,LEE,,2.685446267,1.830830702,1.515385469,0,1.486186805,1.464887093,2.158079544,1.580735954,1.501274957
185165,Llorente,DEF,4.3,LEE,,2.512475078,2.685310254,2.369631634,0,2.292438787,1.404048727,3.538128175,2.874981639,2.380154449
23000,Zouma,DEF,5.5,WHU,,2.267159984,3.834058937,3.22872489,4.022016325,2.272798198,3.08744517,3.641338434,2.215595782,3.07295684
257178,Hwang,FWD,6,WOL,,2.532994944,2.469012104,2.429806837,0,2.353388871,2.392546936,3.173848955,2.710954818,2.126778243
176637,Cooper,DEF,4.4,LEE,,2.610200682,2.651357365,2.402288867,0,2.337394631,1.570460404,3.22011655,2.815089406,2.411454297
280662,Hjelde,DEF,4.5,LEE,,2.610200682,2.649419238,2.400532808,0,2.335686009,1.569312407,3.217762664,2.813031592,2.409691538
260200,C Cresswell,DEF,4.5,LEE,,2.583488102,2.642054357,2.393859784,0,2.329193246,1.564950017,3.208817896,2.805211899,2.402993054
192197,Pinnock,DEF,4.5,BRE,,2.382986486,1.890977329,2.978554714,2.855277708,2.468381465,1.968208936,3.119617429,2.853673301,3.191992712
