ID,Name,Pos,Price,Team,Pts,33,34,35,36,37,38
186823,Fofana,DEF,4.5,LEI,,4.676177157,2.800725813,1.661324015,5.859093904,3.930126149,2.811947266
181873,Cash,DEF,5.1,AVL,,0,2.857750215,4.561053277,5.386841151,7.241204069,1.619803814
92428,Soyuncu,DEF,4.4,LEI,,3.866081658,2.365094035,1.416156733,4.859264444,3.255366288,2.381937087
23479,Dier,DEF,4.8,TOT,,3.69138741,3.035817625,3.308537793,4.381720198,3.896279283,3.642029289
23490,Ben T Davies,DEF,4.7,TOT,,3.534729156,2.92724003,3.203976532,4.115589889,3.740852807,3.508079366
182119,Castagne,DEF,4.9,LEI,,4.744380416,2.934831056,1.80874951,5.894823447,4.021829543,2.954481568
92386,Targett,DEF,4.7,NEW,,6.063270371,3.54291051,2.044022391,1.384407688,2.890979183,3.179215415
134708,Konsa,DEF,4.7,AVL,,0,2.561545323,4.259791924,4.594536329,6.063472745,1.546899824
45008,Dunk,DEF,5,BHA,,3.80013446,3.632311576,3.486150083,3.120764926,3.120414367,3.601823551
131314,Mings,DEF,4.9,AVL,,0,2.677085762,4.157421096,5.167827322,6.992372228,1.509194824
231961,Guehi,DEF,4.8,CRY,,3.005228662,3.325510359,2.580040766,3.691469217,5.292576688,2.700838054
187804,Andersen,DEF,4.7,CRY,,2.996004596,3.277914556,2.548871545,3.636420591,5.192317214,2.66660463
45003,Bednarek,DEF,4.3,SOU,,4.965955179,2.569700143,3.173420289,2.498782523,1.669426349,2.174170131
174861,Mitchell,DEF,4.8,CRY,,3.011337747,3.252163696,2.587390529,3.615418163,4.970824047,2.673594113
92423,Burn,DEF,4.5,NEW,,5.255347418,3.177134243,1.844267841,1.210345384,2.581209783,2.813565626
46637,Walker-Peters,DEF,4.8,SOU,,5.178092198,2.780494863,3.39210768,2.709289305,1.854823837,2.378025987
132438,Dawson,DEF,5.1,WHU,,4.143576683,2.157986098,3.154205723,3.872142582,2.129231356,3.191549402
23260,Walker,DEF,5.6,MCI,,2.933643242,3.191691378,2.888649809,4.679293431,2.810402745,3.146995292
91161,Schar,DEF,4.7,NEW,,5.645352147,3.33514774,1.909696563,1.23658187,2.732123792,2.97920201
241952,Romero,DEF,4.7,TOT,,3.234863961,2.550127454,2.874816042,3.599303635,3.426966637,3.119189689
178201,Salisu,DEF,4.4,SOU,,4.986759739,2.591144272,3.205521883,2.500793633,1.650144235,2.158154413
23543,A Cresswell,DEF,5.3,WHU,,4.074615029,2.19996009,3.129039865,3.816153633,2.154648834,3.197990878
23059,Coleman,DEF,4.3,EVE,,2.740177027,1.154868986,2.044703934,3.975912114,4.818808317,1.789946815
23044,Stones,DEF,5.8,MCI,,3.451029178,3.681082365,3.224842421,5.043417818,3.129067164,3.496445254
184661,Reguilon,DEF,5.3,TOT,,3.983303547,3.348379288,3.731238574,4.357179462,4.268628145,4.042255277
177020,Veltman,DEF,4.3,BHA,,3.196898227,3.037571914,2.709044724,2.396583123,2.373781606,2.771722647
137292,Justin,DEF,4.9,LEI,,4.555722393,3.007628322,1.933888395,5.632747754,3.905239463,3.041577869
139208,Webster,DEF,4.5,BHA,,2.997653672,3.397523879,3.37996126,3.0214741,3.012173513,3.498619974
225290,Young,DEF,5,AVL,,0,2.705198667,4.102212672,4.842646195,6.386273839,1.6670073
131352,Godfrey,DEF,4.5,EVE,,2.808355501,1.10041733,2.255438129,4.505877522,5.622031543,1.907013549
88564,R Pereira,DEF,5.2,LEI,,4.66200651,3.087246384,1.982083258,5.797336516,3.995319501,3.130438811
237976,Livramento,DEF,5,SOU,,4.842746389,2.741676073,3.313470844,2.674200802,1.865747477,2.362065804
23378,Keane,DEF,4.7,EVE,,2.889995136,1.275459723,2.343920034,4.499628058,5.510118923,2.026784015
23000,Zouma,DEF,5.3,WHU,,3.773550086,2.115671746,3.005082903,3.658752185,2.065996782,3.094830417
32948,Wan-Bissaka,DEF,5.3,MUN,,4.661094607,4.347000307,3.477676876,3.012415887,0,2.978687119
192197,Pinnock,DEF,4.5,BRE,,2.965371592,2.391414596,1.959370769,3.087041143,2.933433193,3.210228313
45053,Lindelof,DEF,4.9,MUN,,4.313402769,2.294391422,0.903451191,0.815510398,0,0.807580847
185167,Semedo,DEF,4.8,WOL,,0,3.052872475,3.406778073,3.473706984,3.992241284,1.437876663
23346,Ake,DEF,5,MCI,,1.932070945,1.66881601,1.103371492,1.47232933,1.069201889,1.186540416
23544,Kouyate,DEF,4.6,CRY,,2.804498741,2.262887706,1.877786028,2.458840329,3.01855803,1.93412077
88496,Coady,DEF,5,WOL,,0,2.987296137,3.392387289,3.551723481,3.921392601,1.252515561
192193,Jansson,DEF,4.5,BRE,,2.801794768,2.258363993,1.780645684,2.964849287,2.765850048,3.09383953
88539,Saiss,DEF,4.9,WOL,,0,3.122454592,3.528672815,3.555114307,4.170348984,1.395046749
225296,Sessegnon,DEF,4.6,TOT,,1.86634976,1.603274329,1.734164477,1.94343406,1.968784418,1.87471147
192195,Henry,DEF,4.6,BRE,,3.025002492,2.472576103,2.041801123,3.152960788,2.988292918,3.279476761
241033,Varane,DEF,5.4,MUN,,4.406443902,4.164001961,3.691869983,3.210801863,0,3.171854828
257276,Tomiyasu,DEF,4.8,ARS,,4.021368999,2.881159768,2.740820742,4.595912822,3.322623657,3.911303007
189201,Clyne,DEF,4.6,CRY,,2.158526629,2.292377446,1.871411414,2.538437989,3.337720871,1.932516117
257280,C Roberts,DEF,4.5,BUR,,4.221930886,3.228762611,2.706470202,2.788365003,3.413913318,3.147299192
156990,Lamptey,DEF,4.6,BHA,,3.373448363,3.480289336,3.392447211,3.084866228,3.069871239,3.507589403
92422,Mina,DEF,5,EVE,,2.829361654,1.381101347,2.425075734,4.519829949,5.489249556,2.114422614
45018,March,DEF,4.9,BHA,,3.501129154,3.682838185,3.535535639,3.272113741,3.278852489,3.675774932
278660,Samir,DEF,4.5,WAT,,2.698743449,0.605822032,2.991834337,4.822587913,2.35218922,1.232536956
45060,Femenia,DEF,4.3,WAT,,2.781620068,0.87316969,3.052365618,4.725927736,2.460258289,1.453358599
234799,Ajer,DEF,4.4,BRE,,2.369811642,1.931213609,1.569294493,2.483782909,2.352948956,2.572213643
274827,Mykolenko,DEF,4.5,EVE,,2.821819456,1.386009624,2.280063477,3.89222015,4.641930921,2.022231552
176652,Ayling,DEF,4.2,LEE,,0,2.494601894,1.488448572,3.851177901,3.188088182,2.455847772
276427,H Kamara,DEF,4,WAT,,2.412443444,0.519054055,2.681272507,4.333685634,2.087582479,1.094463287
45111,Christensen,DEF,5,CHE,,0.972452964,1.17847865,1.013966122,1.296163386,1.018049258,1.127400562
139838,Krafth,DEF,4.5,NEW,,3.882158508,2.493846055,1.381870486,0.912340538,1.309204818,1.271169961
23148,Zinchenko,DEF,5.5,MCI,,2.634626926,2.308880702,1.68966079,2.188380978,1.640959955,1.815959243
23376,Lowton,DEF,4.6,BUR,,3.849601402,3.192328952,2.697584629,2.777214311,3.239872869,3.119604334
242908,Dalot,DEF,5.1,MUN,,3.871970306,2.703005423,1.806876928,1.598036489,0,1.582471241
192743,Hanley,DEF,4.3,NOR,,1.169369632,2.690583746,1.642736124,3.705038446,2.213507661,1.536608331
186817,Coufal,DEF,4.9,WHU,,2.609398926,1.614813164,2.104903111,2.462608321,1.58823218,2.154196759
242981,T Chalobah,DEF,5.1,CHE,,1.48893061,1.741876662,1.54941809,1.910231365,1.564632265,1.732394695
176667,Chambers,DEF,4.5,AVL,,0,0.926947414,1.533632156,1.247745233,1.552717722,0.636413142
192745,Aarons,DEF,4.2,NOR,,0.956892519,2.423823412,1.46337101,3.273958984,1.979862206,1.380296106
192733,Gibson,DEF,4.2,NOR,,0.927325721,2.445553465,1.449926602,3.328415484,1.996307037,1.350877097
106466,Kilman,DEF,4.8,WOL,,0,2.398212913,2.673705736,2.522912035,3.020139461,1.173079843
230250,Tavares,DEF,4.6,ARS,,4.200893059,2.91302035,2.7152157,3.458349844,2.532070603,2.947302824
67736,Johnson,DEF,4.3,WHU,,1.587031643,0.981913891,1.278014245,1.486464709,0.965198354,1.31878074
23265,Kabasele,DEF,4,WAT,,1.437792852,0.578130699,1.55925232,2.072477697,1.295137078,0.838203886
187323,Ait-Nouri,DEF,4.8,WOL,,0,2.388835178,2.641305364,2.44189162,2.99930787,1.231783712
185165,Llorente,DEF,4.3,LEE,,0,2.339793492,1.437907387,3.446639795,2.982664875,2.287765746
226790,Perraud,DEF,5,SOU,,4.487862422,2.661138264,3.194707202,2.595523409,1.839061407,2.302249077
225319,Konate,DEF,5.5,LIV,,1.173280105,1.370723204,1.24417914,1.290480633,1.153986573,1.380549002
88556,Boly,DEF,4.5,WOL,,0,1.464100313,1.544070503,1.441310699,1.738256735,0.72125323
175378,L Thomas,DEF,4.5,LEI,,3.645332491,2.426918276,1.524330676,4.505980536,3.112178338,2.440738836
56987,D Sanchez,DEF,4.6,TOT,,0.849894999,0.738234481,0.796827693,0.768668271,0.894456725,0.853974808
23503,Cathcart,DEF,4.1,WAT,,2.451194775,0.771207869,2.691692168,3.939283724,2.159735892,1.28639954
45072,Lascelles,DEF,4.3,NEW,,1.799126784,1.486955357,0.984610904,0.715478778,1.103206811,1.178626722
131320,Holgate,DEF,4.5,EVE,,2.623436186,1.266157445,2.107881338,3.467641173,4.138132117,1.862031785
23018,J Ward,DEF,4.3,CRY,,0.789968756,0.839341604,0.70590801,0.9115698,1.175334006,0.727617603
176637,Cooper,DEF,4.4,LEE,,0,2.283878511,1.46246934,3.174622275,2.856883258,2.22832734
150363,B Williams,DEF,4.2,NOR,,0,2.079522631,1.159166989,2.693515969,1.65727631,1.093471279
278659,Trippier,DEF,4.7,NEW,,5.199007416,3.145720117,1.924063522,1.425855104,2.791624728,3.155619149
176643,Struijk,DEF,4.1,LEE,,0,1.201956187,0.784612447,1.449855339,1.408774429,1.130106817
262617,M Sarr,DEF,5,CHE,,0.426996723,0.437774079,0.444138156,0.472271196,0.443958271,0.486734818
182753,Marcal,DEF,4.7,WOL,,0,1.913610979,2.07299499,1.87916653,2.334004886,1.008819643
242874,Kenny,DEF,4.4,EVE,,2.689951632,1.243797936,2.087549021,3.706731131,4.445772655,1.843754603
178132,Tsimikas,DEF,4.4,LIV,,0.416028862,0.480504976,0.434878918,0.409854726,0.408183707,0.479391467
234803,Collins,DEF,4.4,BUR,,1.259236152,0.334144696,0.221658209,0.226825363,0.197273054,0.247729771
24075,Holding,DEF,4.6,ARS,,4.255443027,2.857610737,2.673959694,3.241537113,2.487543939,2.896832058
25865,Manquillo,DEF,4,NEW,,0.828992786,0.595342573,0.360163553,0.181122584,0.217232389,0.230381241
180456,Koch,DEF,4.3,LEE,,0,2.490385266,1.625425595,3.515127357,3.094573221,2.457408
88449,Diop,DEF,4.9,WHU,,2.383912034,1.188341424,1.505741181,1.729305671,1.170734779,1.548114622
132423,Hause,DEF,4.5,AVL,,0,0.379538848,0.522083312,0.410983149,0.485768893,0.274177509
91162,Jonny,DEF,4.7,WOL,,0,1.754044524,1.866711365,1.663255937,2.104585592,0.94326263
192204,Roerslev,DEF,4.4,BRE,,0.608785655,0.541931181,0.489579249,0.62412834,0.60637011,0.637155912
