ID,Name,Pos,Price,Team,Pts,35,36,37,38
23109,Mahrez,MID,8.7,MCI,,6.080091359,9.150063724,5.581556643,5.953980512
186002,J Ramsey,MID,4.7,AVL,,4.24983767,5.227281963,5.787260487,2.513773335
201990,Odegaard,MID,6.3,ARS,,4.251235355,7.604199458,4.389643114,4.874996468
184630,Gallagher,MID,6.2,CRY,,4.05297759,4.800420827,7.103982419,4.179528217
161049,Bowen,MID,7,WHU,,5.096656464,6.108496607,4.177374908,4.866032431
283021,Diaz,MID,5.6,LIV,,4.946679081,7.345432832,4.624232819,4.811983755
132974,Rodri,MID,5,MCI,,3.641784042,6.620777324,3.47681615,3.688856648
242870,A Gordon,MID,4.5,EVE,,2.760694237,4.877021598,5.163136932,2.594535446
242878,Dewsbury-Hall,MID,4.5,LEI,,2.291057896,5.479053356,4.551343993,3.055581289
234800,D Gray,MID,5.7,EVE,,3.643262667,6.020987059,6.257200123,3.423856363
192214,Mbeumo,MID,6,BRE,,4.248554898,5.179725226,4.604871048,5.415791383
24092,Hojbjerg,MID,5.1,TOT,,3.897993576,6.011068807,4.032405752,4.012146641
23337,Xhaka,MID,4.9,ARS,,3.326246051,6.377484069,3.436677617,3.779690784
197966,Smith Rowe,MID,6.4,ARS,,4.399394756,7.400273034,4.477912775,4.954195612
88550,Fabinho,MID,5.4,LIV,,3.702274226,6.329589415,3.694152579,3.999276411
137792,Douglas Luiz,MID,5,AVL,,4.108870793,5.514863759,6.118988349,2.70904636
23102,Kante,MID,5.1,CHE,,3.309258911,5.379937012,2.92830765,3.084128791
176658,Harrison,MID,6.1,LEE,,3.498956191,6.548123999,4.368680385,4.031724544
140008,Martinelli,MID,5.6,ARS,,4.031936473,6.632154723,4.147539263,4.584372474
283053,Eriksen,MID,5.8,BRE,,4.104893908,4.916710072,4.377576574,5.049504588
132426,D James,MID,6,LEE,,3.337961779,6.373608457,4.207495119,3.836503061
23160,Gundogan,MID,7.4,MCI,,5.120736623,7.862192794,4.745564633,5.044072959
23492,Doucoure,MID,5.9,EVE,,3.423671381,5.808650227,5.817885813,3.220301337
160701,Fernandes,MID,11.4,MUN,,5.818677516,4.869349636,0,4.93262465
176640,Dallas,MID,5.4,LEE,,3.141664691,6.104602027,3.829429541,3.567166333
161009,Brownhill,MID,5.1,BUR,,3.570638494,3.571801127,5.829845248,3.757056975
23404,Ward-Prowse,MID,6.8,SOU,,4.462836594,4.121888115,3.781166635,4.090994131
28842,Sissoko,MID,4.5,WAT,,3.341798822,5.330384719,3.102109085,2.544367763
225295,Rashica,MID,5.4,NOR,,3.488039086,6.468965026,3.674758087,3.638183101
160700,Soucek,MID,6,WHU,,4.175427014,4.800305575,3.574331606,4.054457695
192747,McLean,MID,5,NOR,,3.096779422,6.028021331,3.266556388,3.196707056
131338,Grealish,MID,7.5,MCI,,4.904550129,7.276885379,4.556221976,4.83778463
291492,Bentancur,MID,5,TOT,,3.287443352,4.943527558,3.400725229,3.35564299
96761,McNeil,MID,5.7,BUR,,3.884530204,3.818931531,5.865288421,3.998422527
132424,Trossard,MID,6.4,BHA,,4.204374656,4.31971097,4.383090345,4.510842081
182530,Allan,MID,4.5,EVE,,2.561113434,4.309918785,4.191655203,2.134874474
91130,Moutinho,MID,5.7,WOL,,3.623279413,5.292742756,3.831505576,2.803139177
240547,Bailey,MID,6.4,AVL,,5.071431405,5.76182717,6.489206622,3.231385465
23121,J Henderson,MID,5.1,LIV,,2.73646009,4.208190728,2.788011746,2.964477071
256300,Cornet,MID,5.7,BUR,,3.721421086,4.029140319,6.33291965,4.563806037
23464,Cork,MID,4.5,BUR,,2.968726121,2.982604497,4.980815341,3.109059522
186746,Lookman,MID,6,LEI,,2.897730198,5.75542397,4.747323187,3.852216085
184638,Thiago,MID,5.5,LIV,,3.79973683,6.062886672,3.79403593,4.073608351
230249,Olise,MID,5.5,CRY,,3.149673595,3.922678273,5.017383309,3.490854523
176655,Klich,MID,5.3,LEE,,2.953973977,5.316481124,3.561739963,3.247642739
23103,Schlupp,MID,5.6,CRY,,3.571690267,3.977276323,5.515655481,3.555142819
88639,Jorginho,MID,5.5,CHE,,3.655748536,5.731760865,3.145893975,3.426057361
92413,Dendoncker,MID,5,WOL,,3.43470356,3.64184733,2.471220571,1.598903537
132434,Pulisic,MID,7.7,CHE,,4.612066051,7.021531569,4.946495937,5.292903263
176648,K Phillips,MID,5,LEE,,2.397634041,4.388452551,2.831459697,2.642258306
139204,Saint-Maximin,MID,6.8,NEW,,3.580234434,3.199018952,4.018805101,4.102220275
23326,Iwobi,MID,5.5,EVE,,3.183083106,5.078614121,5.141072254,2.924896847
257179,Cucurella,MID,4.5,BHA,,3.208704795,3.193869706,3.18778894,3.328329208
144450,Gilmour,MID,4.5,NOR,,2.365517524,4.219408164,2.485306576,2.433945018
23194,Rashford,MID,8,MUN,,5.01887413,4.30658329,0,4.351804345
233400,Lokonga,MID,5,ARS,,3.201808609,5.664696912,3.29517652,3.586871322
132425,Fornals,MID,6.1,WHU,,4.152317142,4.783568115,3.547901306,4.020178956
225310,Louza,MID,5.5,WAT,,3.551885375,5.26301673,3.353237974,2.757820171
242910,Elyounoussi,MID,5.3,SOU,,4.119393859,3.828533014,3.466609982,3.812701881
242864,Kucka,MID,5.5,WAT,,3.558979504,5.434068145,3.499515071,2.884372895
139207,Neto,MID,5.9,WOL,,4.08822672,5.057438483,4.573729634,3.147096806
