ID,Name,Pos,Price,Team,Pts,37,38
272775,Sarmiento,MID,5.5,BHA,,3.255225475,3.254581508
23177,Mata,MID,5,MUN,,0,3.163592747
160697,Bergwijn,MID,5.9,TOT,,4.46125878,4.497739514
225306,Baah,MID,4,WAT,,0,0
192744,Skipp,MID,4.5,TOT,,0,0
259750,Summerville,MID,4.5,LEE,,0,0
257281,Normann,MID,5,NOR,,2.935753445,2.843671613
23053,Cleverley,MID,5,WAT,,3.60389962,2.906454683
33589,Ndidi,MID,5,LEI,,4.544437314,3.062141698
192747,McLean,MID,5,NOR,,2.935753445,2.843671613
206669,Moder,MID,5,BHA,,3.255225475,3.259539267
176657,Forshaw,MID,5,LEE,,1.164782078,1.136348586
176664,T Roberts,MID,5.1,LEE,,3.296810154,3.166131369
84632,Willock,MID,5.4,NEW,,3.832777522,3.962266277
176640,Dallas,MID,5.4,LEE,,3.655192862,3.530842607
242864,Kucka,MID,5.5,WAT,,3.896967575,3.06534974
225310,Louza,MID,5.5,WAT,,3.896967575,3.06534974
35693,Westwood,MID,5.5,BUR,,5.687532331,3.883579184
187806,Partey,MID,5.5,ARS,,3.391908198,3.564264556
23016,Townsend,MID,5.6,EVE,,6.634752684,3.397205686
132426,D James,MID,6,LEE,,3.655192862,3.530842607
45042,Shelvey,MID,6,NEW,,3.752660964,3.970405802
139971,I Sarr,MID,6.2,WAT,,4.11993793,3.146560726
24380,Pogba,MID,6.6,MUN,,0,3.583778586
115171,M Greenwood,MID,7.2,MUN,,0,3.583778586
228177,Sancho,MID,7.7,MUN,,0,3.583778586
242906,Palmer,MID,4.5,MCI,,0,0
271700,McAtee,MID,4,MCI,,0,0
274590,Vale,MID,4,CHE,,0,0
274589,Simons,MID,4,CHE,,0,0
131369,El Ghazi,MID,5.8,EVE,,7.096945975,3.67348685
246493,Rak-Sakyi,MID,4.5,CRY,,0,0
271701,Onyango,MID,4,EVE,,0,0
200376,Anderson,MID,4.5,NEW,,0,0
271609,Morton,MID,4.5,LIV,,0,0
192199,Fosu,MID,5.5,BRE,,3.339257309,3.878487554
271705,McKinstry,MID,4,LEE,,0,0
221680,Chukwuemeka,MID,4.5,AVL,,0,0
45097,Riedewald,MID,5,CRY,,2.530064044,1.263612851
23325,Chamberlain,MID,5.6,LIV,,3.940924909,4.163263558
192216,Ghoddos,MID,5,BRE,,2.899181876,3.243795993
24079,Gudmundsson,MID,5.4,BUR,,5.687532331,3.883579184
68289,Choudhury,MID,4.5,LEI,,0.125082349,0.147827208
147612,Alzate,MID,5,BHA,,3.250877754,3.259264975
226789,Soumare,MID,5,LEI,,4.421072918,3.068895941
23324,Walcott,MID,5.9,SOU,,3.386832217,3.74115953
257279,Kral,MID,5,WHU,,1.333088101,1.405291104
157062,Minamino,MID,5.4,LIV,,3.647692748,3.82922577
132429,Djenepo,MID,5.9,SOU,,3.385445931,3.7395071
92420,Gomes,MID,5,EVE,,6.846282488,3.32359692
274588,Patino,MID,4,ARS,,0.061288236,0.062895537
160975,Podence,MID,5.4,WOL,,3.344679506,2.383919835
233401,Onyeka,MID,5,BRE,,2.899181876,3.232195445
257177,Vlasic,MID,5.9,WHU,,3.42101773,3.842180284
88575,Yarmolenko,MID,5.6,WHU,,3.320912169,3.569281712
45021,D Stephens,MID,4.5,BUR,,0.542001396,0.568713015
192753,Placheta,MID,4.5,NOR,,1.172932819,1.155199781
280714,Cundle,MID,4.5,WOL,,0.679815692,0.377238224
176654,Shackleton,MID,4.5,LEE,,0.65185981,0.633239291
23127,Lallana,MID,5.5,BHA,,3.294307609,3.308709638
23162,Delph,MID,4.5,EVE,,4.575508918,2.277967191
192215,S Baptiste,MID,4.5,BRE,,0.164067538,0.171549052
162785,Smallbone,MID,4.5,SOU,,0.735504762,0.772379008
187324,I Diallo,MID,4.3,SOU,,0.605157553,0.636659314
35690,Milivojevic,MID,5.5,CRY,,4.408340629,3.067530702
192202,Dasilva,MID,5.5,BRE,,3.437290997,3.92425236
242984,Tzolis,MID,5,NOR,,3.102832511,3.017367298
192210,Jensen,MID,5,BRE,,3.255442491,3.571549912
