ID,Name,Pos,Price,Team,Pts,31,32,33,34,35,36,37,38
45018,March,DEF,4.9,BHA,,4.445454726,2.814327426,3.587355877,3.696035451,3.524048827,3.304715453,3.308239684,3.65789955
180321,Eze,MID,6,CRY,,3.149993838,3.279361101,3.313261911,3.829384632,3.386632395,5.564158836,3.326816608,3.545802031
91483,Digne,DEF,5.3,AVL,,3.514576059,3.123086278,0,6.712110367,4.635041072,5.638190954,4.034130088,1.761927395
192212,Canos,MID,5.3,BRE,,3.108400946,3.797606561,3.687469464,3.621968638,3.361160712,3.843114663,3.571515901,4.027400847
23135,Matip,DEF,5.7,LIV,,4.028319195,2.198423482,3.341514193,3.86480415,3.475360028,5.148192915,3.173119339,3.859897917
23103,Schlupp,MID,5.6,CRY,,3.07222632,3.239001147,3.285032389,3.813043197,3.363371135,5.665821146,3.302689431,3.525173488
23479,Dier,DEF,4.8,TOT,,3.78208069,2.826771844,3.636547432,3.191057392,3.346698631,4.403483597,3.94428531,3.605892496
176658,Harrison,MID,5.8,LEE,,4.141503138,3.974377191,0,3.734043443,3.470413281,5.932421164,4.001795727,3.825948433
176642,Meslier,GK,4.9,LEE,,3.397769255,3.847332244,0,3.817572269,3.847252455,7.056662963,4.073170467,3.891792332
282728,Kalu,MID,5.5,WAT,,3.02567678,3.62772386,3.586859744,2.959480747,3.626670685,3.276447405,5.503163003,3.036748469
28842,Sissoko,MID,4.5,WAT,,2.899641212,3.567603461,3.530411744,2.831221422,3.575448748,3.182351542,6.421778039,2.91828717
88575,Yarmolenko,MID,5.6,WHU,,3.852755084,3.441224035,3.715381125,3.134177756,3.477536164,6.009318769,0,3.33343732
23053,Cleverley,MID,5,WAT,,2.966658969,3.59685009,3.556517786,2.898754387,3.598493308,3.230341649,5.88679063,2.980108543
225311,Sema,MID,5.4,WAT,,2.990416275,3.602779927,3.563258404,2.92420485,3.604042837,3.246681642,5.700260332,3.003265686
184926,Tella,MID,5,SOU,,2.92765972,3.17811301,5.36448224,3.149110351,3.46521813,3.235596786,3.145559505,3.177227034
192747,McLean,MID,5,NOR,,3.099147082,3.465636425,3.032391152,3.41879408,3.086620123,5.942139373,3.158221888,3.197146574
