ID,Name,Pos,Price,Team,Pts,36,37,38
192212,Canos,MID,5.3,BRE,,3.825257377,3.608141906,4.129397958
84632,Willock,MID,5.4,NEW,,3.069476326,3.771676675,3.833181682
88466,Neves,MID,6.1,WOL,,4.560843738,4.198117526,2.963019295
23099,Albrighton,MID,5.5,LEI,,3.76835512,3.802086137,3.072859384
88507,S Armstrong,MID,5.7,SOU,,3.862113496,3.48777819,3.8176007
92389,Kovacic,MID,5.1,CHE,,1.366189036,1.929669805,2.620377275
77665,Lucas Moura,MID,6.3,TOT,,5.607746296,4.430690353,4.464075523
242911,Wissa,MID,5.5,BRE,,4.33399577,3.855205467,4.397909452
257281,Normann,MID,5,NOR,,4.681653427,2.816240888,2.775722341
45042,Shelvey,MID,6,NEW,,2.900625984,3.481340793,3.567051877
192211,Janelt,MID,5,BRE,,3.620827245,3.322805991,3.718763392
219749,Elanga,MID,4.5,MUN,,3.076714662,0,3.032587909
255775,Lennon,MID,5,BUR,,3.223842105,4.819302427,3.303932092
94552,N Mendy,MID,4.5,LEI,,2.211156796,1.479768613,1.117590474
40951,McTominay,MID,5.5,MUN,,3.47562868,0,3.528977807
283020,Guimaraes,MID,5.3,NEW,,2.659484417,3.258720394,3.104927832
23236,Romeu,MID,4.5,SOU,,2.770472016,2.546632837,2.716135144
90433,Bissouma,MID,4.5,BHA,,2.606741075,2.574252741,2.699485991
23539,Lanzini,MID,5.5,WHU,,3.988547924,3.218154084,3.505978051
230256,Lees-Melou,MID,5,NOR,,4.604406521,2.883496436,2.846023161
88532,Fred,MID,5.1,MUN,,3.2301569,0,3.524980257
45069,Perez,MID,6,LEI,,3.999370912,3.805945826,3.212203437
160975,Podence,MID,5.4,WOL,,3.566443797,3.234001803,2.392192336
138306,Pepe,MID,7.4,ARS,,8.091067257,4.971592647,5.55859912
181309,van de Beek,MID,5.8,EVE,,5.90588636,5.973208228,3.484124058
23053,Cleverley,MID,5,WAT,,4.897744622,3.162768713,2.667076205
226791,Trincao,MID,5.8,WOL,,4.959456919,4.061278716,2.937661164
226789,Soumare,MID,5,LEI,,3.295706903,3.69013493,2.872276938
23162,Delph,MID,4.5,EVE,,4.094788155,4.093911204,2.339468941
185623,Murphy,MID,5,NEW,,1.571419396,1.861098771,1.602289039
203010,Caicedo,MID,4.5,BHA,,1.565746816,1.185673988,1.214831135
69539,Hudson-Odoi,MID,5.5,CHE,,4.314811847,3.07215347,3.268296361
23310,Fernandinho,MID,5,MCI,,0.694062453,0.619864783,0.649236295
25871,Winks,MID,4.5,TOT,,1.000998613,0.943179177,0.939191659
192210,Jensen,MID,5,BRE,,3.580833737,3.301943261,3.677767998
23127,Lallana,MID,5.5,BHA,,3.291895475,3.284745836,3.40314593
226985,Mwepu,MID,5.5,BHA,,3.325951776,3.359983493,3.479961011
45084,Gross,MID,5.7,BHA,,3.713844494,3.721877526,3.836232936
192736,Rupp,MID,4.5,NOR,,1.273330613,1.039624351,1.027464669
241953,Elliott,MID,5.5,LIV,,5.998751896,3.683206305,3.971981735
23008,Matic,MID,5,MUN,,3.039165833,0,2.993143823
202398,Sanson,MID,5,AVL,,4.974063246,5.609065112,2.613430073
184926,Tella,MID,5,SOU,,2.980105439,2.745698983,2.932218274
278691,Kayembe,MID,4.5,WAT,,0.731251006,0.663715646,0.598499074
257277,Saul,MID,6,CHE,,4.681800241,3.146223709,3.437403586
183359,Elneny,MID,4.5,ARS,,0.872352414,0.775603421,0.812959021
160697,Bergwijn,MID,5.9,TOT,,5.813715749,4.270354505,4.268153747
154682,C Jones,MID,4.6,LIV,,0.300835552,0.327430256,0.341770743
110898,Almiron,MID,5.5,NEW,,3.023364731,3.668128204,3.753911358
184648,B Traore,MID,5.9,AVL,,6.181745277,6.999543681,2.962710062
23482,Alli,MID,6.1,EVE,,5.728805518,5.754256821,3.279810993
