ID,Name,Pos,Price,Team,xPts GW6-38,xPts +2 per sub,"xPts +2 per sub, GW6-18 with 0.86 decay",GW xMins,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
257,Ederson,GK,6,MCI,137.0841565,137.6573144,24.97023748,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.781555306,3.439902715,4.50617718,4.164146945,4.691288221,3.573511228,4.384790033,4.25923485,4.065062222,4.348755872,4.587859475,4.245914953,4.266451429,4.166374067,4.184291681,3.960634882,4.119200808,4.131703964,4.508033569,4.268723218,4.111850127,4.03799409,3.935939792,4.360405714,4.500696513,4.170768382,3.750875504,4.254356108,4.664107898,3.917125836,4.602142146,3.916800694,4.408377601,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.748715483,3.410029876,4.467044589,4.127984616,4.650548086,3.542478104,4.346711593,4.222246758,4.029760366,4.31099036,4.548017537,4.209042534,4.229400666,4.130192397,4.147954411,3.926239894,4.083428801,4.095823377,4.468884856,4.231652727,4.076141955,4.002927299,3.901759263,4.322539033,4.461611517,4.134548551,3.718302112,4.217410384,4.623603804,3.88310869,4.562176175,3.882786372,4.370094322
231,Alisson,GK,6,LIV,131.4412318,132.3096528,24.31905575,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.062050973,3.687265682,4.235537131,3.368990928,4.412150591,3.739645936,4.160824634,4.361686804,3.866477012,4.120893067,4.279678294,4.503016378,3.519349954,4.086834861,3.624258877,3.62403824,4.423443047,4.252331489,4.01536877,4.012684078,4.49377292,3.794089497,4.115853143,4.025819026,3.753988386,4.596113153,3.376004699,3.891232169,4.258418684,4.113219222,3.929367862,3.979104167,4.510271843,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.008602934,3.638749028,4.17980638,3.3246621,4.354095978,3.690440068,4.106076941,4.304296188,3.815602315,4.066670789,4.223366738,4.443766163,3.473042718,4.033060718,3.57657126,3.576353526,4.365239849,4.196379759,3.96253497,3.959885603,4.434644329,3.744167267,4.06169718,3.972847723,3.704593802,4.53563798,3.331583584,3.840031746,4.202386859,4.059097917,3.877665654,3.926747534,4.450926161
143,E Mendy,GK,6,CHE,127.1477231,130.3582494,23.93444007,,58.26190476,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,3.611753937,4.363540898,4.050616864,4.502825584,4.115713596,4.395403226,3.614181979,3.745267133,4.23733639,3.728673148,4.082507757,4.253945971,4.107974744,3.880734746,4.408481631,3.527222489,3.320394953,3.939523989,4.014547041,4.153853413,4.251660506,4.01588502,4.006202184,4.509568798,4.139876547,4.42288754,3.974476781,3.71392742,4.115837819,3.853570698,4.503930283,3.345847314,4.602751433,,0.657894737,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,2.376153906,4.191295863,3.890724093,4.325082469,3.953251218,4.221900467,3.471516901,3.597427641,4.070073111,3.581488681,3.921356135,4.086027051,3.945817847,3.727547848,4.234462619,3.387990022,3.189326731,3.784016463,3.856078079,3.989885515,4.083831802,3.857363243,3.848062624,4.331559503,3.976460367,4.248299874,3.81758954,3.567325022,3.953370536,3.701456065,4.326143561,3.213774394,4.421063877
30,Martinez,GK,5.5,AVL,129.2006895,129.7738474,23.46395707,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.282440812,3.3857094,4.48218489,3.748787506,4.070158325,3.925378542,4.391817492,4.223779233,3.670797011,3.941249381,3.331588959,4.134740189,4.351478416,3.930368612,3.686852238,4.063451067,3.642222605,3.765094973,4.03603343,4.017555656,4.649295656,3.961729292,4.340814843,3.685133814,4.122206016,4.039356058,3.811082948,3.534639685,3.546603382,4.52729987,3.929541432,4.655101544,3.448031329,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.253935405,3.356307187,4.443260653,3.716232246,4.034812213,3.891289728,4.353678024,4.187099045,3.638919037,3.907022742,3.302656739,4.098833235,4.313689261,3.896236464,3.654834837,4.028163202,3.610592778,3.732398095,4.000983666,3.982666357,4.608920193,3.927324801,4.303118293,3.653131336,4.086407911,4.004277439,3.777986702,3.503944129,3.515803931,4.487983845,3.895416466,4.614675662,3.418087899
69,R Sanchez,GK,4.5,BHA,121.8352353,122.4083932,22.8632519,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.996410771,3.900206313,3.892310481,3.407200558,2.994273313,4.273134643,3.605550403,3.833469962,3.462531279,3.710891603,3.662363955,4.271293818,3.082866973,4.201800486,3.333659986,3.579470684,4.430702788,3.346781022,3.705099025,3.995368716,4.155477239,4.023021564,3.84539558,3.285072875,3.105904489,4.285234866,3.516928969,3.235187787,4.126161706,3.844824212,3.473232586,3.458643784,3.862074503,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.961705099,3.8663361,3.858508837,3.377611711,2.968270413,4.236025842,3.574239044,3.800179302,3.432461928,3.678665439,3.630559215,4.234201003,3.056094707,4.165311166,3.30470978,3.548385807,4.392225632,3.317716871,3.672923165,3.960672093,4.1193902,3.988084798,3.812001355,3.256544611,3.07893216,4.248020984,3.486387217,3.207092736,4.090329249,3.81143495,3.443070303,3.428608193,3.828535435
112,Pope,GK,5.5,BUR,118.4553619,121.8500987,22.76106891,,87.42857143,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,3.309187634,4.417896748,3.138739198,3.720363485,4.32675326,3.326612891,4.588235931,3.616427445,3.838868239,3.834119259,3.888107316,4.548117546,3.575460067,4.019241781,3.022513284,3.438891747,3.75006834,3.512558863,3.414912506,3.25844949,3.75730109,4.046839386,3.707526273,3.870141873,4.191406508,3.399062034,3.960476802,3.454345955,4.343318969,4.076246492,4.047028376,3.159063665,4.34005007,,0.986842105,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.265645691,4.185375867,2.973542398,3.524554881,4.099029404,3.151528002,4.346749829,3.426089158,3.636822542,3.632323509,3.683470089,4.308742938,3.387277958,3.80770274,2.863433638,3.257897444,3.552696322,3.327687344,3.235180268,3.086952148,3.559548401,3.83384784,3.512393311,3.666450196,3.970806166,3.220164032,3.752030654,3.272538273,4.114723234,3.861707203,3.834026882,2.992797157,4.111626382
199,Meslier,GK,5,LEE,117.1248703,117.6980282,22.57543355,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.641517883,4.19482135,3.483284505,4.053601647,3.676009077,3.491322912,2.968253065,3.534523287,4.241524486,3.995785387,3.184054928,3.025139813,3.668678174,2.921841831,3.768236441,3.909682494,3.244344819,4.023629628,3.366967813,3.345452377,3.20521793,3.356239917,3.120266348,4.05981084,3.621173919,3.884761397,3.785815915,3.499485877,3.779443295,3.222965307,3.316079825,3.950424441,3.610560844,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.609894175,4.158392638,3.453034929,4.018399317,3.64408584,3.461003529,2.94247613,3.503828743,4.204690194,3.961085146,3.156403925,2.998868862,3.6368186,2.896467942,3.735512283,3.875729988,3.216170246,3.988687581,3.337728356,3.316399765,3.177383143,3.327093623,3.093169298,4.024554588,3.589726882,3.851025311,3.752939093,3.469095605,3.746621814,3.194976398,3.28728229,3.916118123,3.579205973
353,Lloris,GK,5.6,TOT,118.5121557,119.0853136,21.81767684,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.370807556,3.855553834,3.711932516,3.315403521,3.313176162,3.435300721,3.662824285,3.592753941,4.055207067,4.123427661,3.622254377,3.202069487,3.145293321,4.306768169,3.56643607,3.853275013,3.749876337,3.219139269,3.974597163,4.145154202,3.009785615,3.309683661,3.846942754,2.946032979,3.697156674,4.122361326,3.457579651,4.039945835,3.666443385,3.59471971,2.896633308,4.002085373,3.739735211,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.341534753,3.822071393,3.679697312,3.286611859,3.284403843,3.405467846,3.631015548,3.56155371,4.019990795,4.087618947,3.590797957,3.174262042,3.117978931,4.269367288,3.535464389,3.819812361,3.717311621,3.191183586,3.940080924,4.109156811,2.983648003,3.280941671,3.813535093,2.920449008,3.665049787,4.086561872,3.427553301,4.004862095,3.634603219,3.563502407,2.871478335,3.967330421,3.707258564
475,Sa,GK,5,WOL,111.0426187,113.6478818,21.44015883,,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,,3.450155923,4.048880727,3.344134432,3.205267769,3.759336489,3.741680285,3.62151058,3.626183187,3.917138049,3.064407375,2.869785695,3.493516973,3.473931169,4.15067474,3.261043739,2.835402117,3.883544686,3.537500281,3.669912638,2.977241866,3.51950966,3.20329321,4.183421061,3.31995605,3.599981849,3.782448007,3.580589744,3.182826594,3.479862578,3.932869439,3.086599368,4.042770138,2.760637526,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.313965557,3.889056488,3.212129126,3.078744042,3.610941628,3.593982379,3.478556215,3.483044377,3.762514179,2.943443926,2.75650468,3.355614987,3.336802307,3.986832316,3.132318328,2.723478349,3.730246869,3.397862112,3.525047666,2.859719161,3.380581647,3.076847425,4.018286019,3.188905153,3.457877302,3.633140849,3.439250675,3.057188702,3.342499582,3.777624593,2.964759919,3.883187107,2.651664992
