ID,Name,Pos,Price,Team,xPts GW22-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
112,Pope,GK,5.4,BUR,74.74937009,75.06245854,30.73101995,,157.3714286,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,174.8571429,87.42857143,,6.605349305,3.348806453,3.035467607,7.002294065,3.801522207,3.398453773,7.763574922,4.023433832,3.106146971,4.179023294,3.322588798,4.227748898,7.217877942,3.766556438,6.374596591,4.185810038,,0.988953884,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.999809683,0.986842105,,6.532385852,3.30474321,2.995527243,7.000961406,3.751502178,3.353737276,7.762097379,3.970493913,3.065276616,4.124036145,3.278870524,4.172120623,7.216504254,3.716996485,6.373383394,4.13073359,,0.000375274,0.000174514,0.000138707,0.000268209,1.50E-04,0.000119083,0.000350366,0.000185444,9.84E-05,0.000190865,1.50E-04,0.000157832,0.000389698,0.000180293,0.000296734,1.99E-04
353,Lloris,GK,5.4,TOT,73.18094978,75.43214472,29.80378558,,85.17477619,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,,3.37329364,4.200694792,8.290400782,3.15153667,3.743199134,7.908449487,3.271089858,0.001353,4.319118054,3.639730416,4.295234609,3.993111351,3.798660723,6.917610746,8.478859913,4.268103306,,0.961576316,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.991315789,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,,3.243679271,4.164215074,8.289713335,3.124168062,3.710692405,7.907793711,3.242683025,0,4.281609924,3.608122231,4.257933887,3.958434331,3.765672353,6.917037131,8.478156838,4.231038198,,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0.00E+00
30,Martinez,GK,5.5,AVL,71.49019188,71.77333409,29.3686874,,86.05286667,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.911155455,4.157556312,4.011306352,8.781315075,4.049775071,4.277440265,3.668703047,3.862862036,4.094430269,3.737837127,3.436561109,3.587840156,4.723632233,7.984717291,4.442210096,3.321874852,,0.971489474,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.799646355,4.121451218,3.976471323,8.78058692,4.014605972,4.240294073,3.636843257,3.829316129,4.058873374,3.705376962,3.406717289,3.556682597,4.682611216,7.984055191,4.403633008,3.293026991,,0.000104284,0.000146524,0.000107472,0.000308974,8.20E-05,0.00012419,0.000100741,0.000110286,8.54E-05,0.000109892,9.29E-05,0.000104993,0.000158131,0.000237102,0.000124018,5.33E-05
231,Alisson,GK,6,LIV,69.65608728,74.0059134,28.01034082,,84.80571429,87.42857143,87.42857143,87.42857143,0,87.42857143,174.8571429,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,,4.228731438,4.065612835,4.350776467,4.773282691,0.001231,4.149576318,8.41374941,0.001231,4.451728446,3.371573216,3.922251047,4.431976656,4.219775691,7.693169113,7.708750207,4.617794244,,0.957236842,0.986842105,0.986842105,0.986842105,0,0.986842105,0.999809683,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,,4.047897527,4.012117929,4.293529408,4.710476339,0,4.094976629,8.412148127,0,4.393153072,3.327210411,3.87064248,4.373661173,4.164252327,7.691704969,7.707283098,4.557033794,,0.001111014,0.001439561,0.001315129,0.001752545,0.00E+00,0.001381257,0.002532918,0,1.80E-03,0.000590254,1.08E-03,0.001429835,0.0011911,0.002513165,0.002100545,1.17E-03
257,Ederson,GK,6.1,MCI,67.05915742,69.34213379,27.20963632,,86.05286667,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,4.140667989,4.543172279,4.480362243,4.008796515,4.155149881,3.954196259,4.246221268,0.001257,4.372883821,3.630559535,4.315781896,4.48196927,4.071332541,9.030191259,3.907076989,4.312714768,,0.971489474,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,4.022615365,4.503718414,4.441453834,3.973983282,4.119065685,3.919857186,4.209346189,0,4.334908778,3.599030992,4.278302738,4.443046906,4.035976232,9.029442467,3.87314711,4.275262245,,0.0012351,0.001607716,0.00157266,0.001352072,0.001283073,0.001437928,0.001233397,0,1.46E-03,0.001142895,0.001051201,0.001995291,0.00145722,0.002884323,0.001239481,1.49E-03
69,R Sanchez,GK,4.6,BHA,64.62288823,68.89374365,26.99939796,,84.29668571,0,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.593215261,0.001069,7.650291493,4.517250202,4.061058369,4.010467382,3.394654956,0.001069,4.679489767,3.522172809,6.702664592,4.261512685,4.068502282,6.868955981,3.83335919,3.985002025,,0.951663158,0,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.419530582,0,7.649657123,4.47802145,4.025791283,3.975639639,3.365175058,0,4.638852093,3.491585519,6.702108801,4.224504812,4.033170552,6.8683864,3.800069491,3.950395428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
475,Sa,GK,5.2,WOL,67.25976798,67.54291019,26.41343532,,86.05286667,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.921713876,3.693933584,3.270032525,3.752270018,3.505884279,4.258480642,7.850250863,4.002308551,3.895235586,3.848393371,3.338112657,4.025978007,4.20992645,6.60025389,4.53383976,3.095421228,,0.971489474,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.80990375,3.661854687,3.241634875,3.719684515,3.475438442,4.2214991,7.849599912,3.967551661,3.861408541,3.814973113,3.309123784,3.991015567,4.173366562,6.599706591,4.494466941,3.068539938,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Dubravka,GK,4.4,NEW,60.26787572,60.83442646,25.10047895,,78.68571429,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,,3.326267152,3.740435275,6.822199307,3.141015137,3.541127055,3.83972954,2.946331284,3.881238182,2.908754754,3.925817404,3.361890732,3.823288507,2.894950595,6.101107528,3.309073188,3.671030035,,0.888157895,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,,2.954250431,3.691219022,6.820900924,3.09968599,3.494533278,3.789206783,2.907563767,3.830169259,2.870481665,3.874161912,3.317655328,3.77298208,2.856859139,6.099946381,3.265532751,3.622727008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Ramsdale,GK,5.1,ARS,71.62867349,76.18940655,27.58181936,,74.31428571,87.42857143,0,87.42857143,0,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,,4.59002175,4.182839256,0.001579,4.496001853,0.001579,7.555157931,3.991827525,3.818784061,4.16311774,4.460389378,7.511644869,3.76738647,3.77780652,8.648613259,7.555549717,4.342169951,,0.838815789,0.986842105,0,0.986842105,0,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,,3.850182718,4.127801897,0,4.436843934,0,7.553720053,3.939303479,3.768536903,4.108339875,4.401700045,7.510215272,3.717815596,3.72809854,8.646967278,7.554111765,4.285036136,,0.000974723,0.00056728,0,0.000867603,0,0.001460149,0.000862432,0.000648008,0.000665602,0.000673727,0.001094528,0.000775977,0.000668885,0.001674673,0.001330343,0.000856605
