ID,Name,Pos,Price,Team,xPts GW7-38,xPts +2 per sub,"xPts +2 per sub, GW7-18 with 0.86 decay",GW xMins,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
257,Ederson,GK,6,MCI,135.489146,136.1854618,24.97071243,,87.80904762,81.83333333,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.532494536,4.59819722,4.290193893,4.743572082,3.617794682,4.426019265,4.317531043,4.161875572,4.406838734,4.655944677,4.319282954,4.401063665,4.226328932,4.297616752,3.992306292,4.110059518,4.260870412,4.60199952,4.385816609,4.213071099,4.083705498,3.977274176,4.424636606,4.611315254,4.277899581,3.834220993,4.33383649,4.713837255,3.998224145,4.71305481,3.984184373,4.490917328,,0.991315789,0.921052632,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.501817609,4.23518165,4.252936946,4.702377904,3.586376992,4.387582781,4.280036694,4.125732968,4.368568819,4.615511473,4.281773391,4.362843902,4.189626602,4.260295344,3.957636264,4.074366896,4.223868116,4.562034788,4.347729254,4.176483902,4.04824174,3.942734689,4.38621213,4.571269621,4.240749401,3.800923811,4.296200541,4.6729013,3.963502725,4.67212565,3.949584877,4.451917256
143,E Mendy,GK,6,CHE,127.5602008,130.0865166,24.85128172,,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,4.479586373,4.168587294,4.620623787,4.264755234,4.502470041,3.689194204,3.791655386,4.299014792,3.796926814,4.166419933,4.304483977,4.193075001,3.985279835,4.535620157,3.614603787,3.383200997,4.055640452,4.152605024,4.191745418,4.332283135,4.082439205,4.124563096,4.636839793,4.271407809,4.526799373,4.116542262,3.80077036,4.179502714,3.9045483,4.580387182,3.391093768,4.659735349,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,4.302760595,4.004037795,4.438230743,4.096409633,4.32474096,3.543568117,3.641984779,4.12931684,3.647048124,4.001955988,4.134570136,4.027558883,3.827966157,4.356582519,3.471922059,3.249653589,3.895549381,3.988686405,4.026281783,4.161271959,3.921290289,3.961751395,4.453806643,4.102799606,4.348109924,3.954047172,3.650739951,4.014522344,3.750421393,4.399582425,3.257234803,4.475798427
30,Martinez,GK,5.5,AVL,125.6998832,126.2556727,23.44056431,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.4105082,4.46345793,3.670712583,4.028216214,3.981272762,4.436578731,4.206679114,3.634354925,3.916845414,3.326786958,4.17239104,4.374022521,3.80298,3.667688993,4.090844988,3.584745072,3.708115855,4.018494889,4.098829851,4.598441407,4.008352727,4.389737893,3.647009442,4.050011313,4.030094905,3.83406855,3.524701885,3.532723239,4.56387324,3.956626366,4.655950856,3.415932392,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.380890629,4.424696322,3.638835342,3.993234336,3.946698551,4.398050547,4.170147427,3.602793422,3.882830704,3.297896439,4.136157118,4.336037589,3.769954121,3.635838009,4.055319229,3.553614391,3.675913796,3.983597434,4.06323475,4.558507574,3.973543348,4.351616485,3.615338044,4.014840162,3.995096713,3.800772691,3.494092632,3.502044326,4.524239604,3.92226619,4.615517598,3.386267716
231,Alisson,GK,6,LIV,125.8113106,126.7849948,23.16114959,,87.42857143,81.83333333,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.617660061,4.175913775,3.273420373,4.427384451,3.66905803,4.065863426,4.375038805,3.781397219,4.081730846,4.253818802,4.52654764,3.501243711,4.038967941,3.56493313,3.46638155,4.414015811,4.214581366,3.954796156,4.004828408,4.503745817,3.687636912,4.049535198,4.039463174,3.662845832,4.539558751,3.297942122,3.864825928,4.183484509,4.146008472,3.914541955,3.994343991,4.475674821,,0.986842105,0.921052632,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.57005927,3.846236372,3.230349052,4.369129393,3.620780951,4.012365223,4.317472505,3.731641993,4.028023861,4.197847502,4.466987803,3.455174715,3.985823626,3.518026115,3.420771266,4.355936656,4.159126348,3.902759365,3.952133297,4.444486003,3.639115373,3.996251841,3.986312343,3.614650492,4.479827714,3.254548147,3.813972955,4.12843866,4.091455729,3.863034824,3.941786833,4.416784363
112,Pope,GK,5.5,BUR,112.5696211,115.8501474,22.26900475,,87.80904762,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,4.367977023,3.022102119,3.695646155,4.256642278,3.115857668,4.501225397,3.559870573,3.747536612,3.832944751,3.758797047,4.419667962,3.50275617,3.887947093,2.883264705,3.339889855,3.640418492,3.354651559,3.273743363,3.164694502,3.725223229,3.97975935,3.496866264,3.80958544,4.164732135,3.276224221,3.92376657,3.329242639,4.252463575,3.940801417,3.970296105,3.100258882,4.326010171,,0.991315789,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,4.330044591,2.863044113,3.501138463,4.032608474,2.95186516,4.264318798,3.372508964,3.550297843,3.631210816,3.560965623,4.187053859,3.318400582,3.683318298,2.731513931,3.164106178,3.448817519,3.178090951,3.101441081,2.998131634,3.529158848,3.770298331,3.312820671,3.609080944,3.945535707,3.103791368,3.71725254,3.154019342,4.028649703,3.733390816,3.761333152,2.937087362,4.098325426
199,Meslier,GK,5,LEE,113.2067658,113.7625552,22.01006838,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.147736247,3.541206101,4.036864781,3.714918493,3.465351165,2.98819548,3.583593779,4.232207037,4.019382732,3.049733115,2.987150687,3.595858616,2.910194528,3.777379604,3.938255459,3.206075694,4.095158855,3.378482489,3.286819163,3.14589203,3.381269107,3.103628713,4.107216395,3.611617331,3.940629639,3.736844349,3.369303547,3.783996387,3.18315519,3.234295699,4.003395098,3.642681981,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.111716432,3.510453522,4.001807797,3.682657359,3.435257326,2.962245362,3.552473096,4.19545366,3.984477567,3.02324859,2.961209642,3.564631423,2.884921786,3.744576044,3.904054819,3.178233457,4.059595633,3.349143036,3.258275734,3.118572442,3.351905454,3.076676148,4.071548463,3.580253286,3.906408381,3.704392806,3.340043806,3.751135366,3.155512,3.206208394,3.968628772,3.611048164
559,Ramsdale,GK,4.5,ARS,102.6449692,114.2765481,21.80476586,,78.78571429,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,71.4047619,,3.989864233,4.499963122,4.124549144,3.51994497,4.453237794,3.342155427,4.405880371,3.243396942,3.686865304,4.270281888,3.94261001,3.652372244,4.096468207,4.349018311,3.586834023,3.415068516,4.268678288,3.984519323,3.459960943,4.345916813,3.502418828,4.107726108,3.841352622,3.779370887,4.123764754,4.313079314,3.926648068,3.54174215,3.623625251,3.946353314,4.049556414,4.043525981,,0.894736842,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,0.815789474,,3.569878525,3.671022547,3.364763775,2.871534054,3.632904517,2.726495217,3.594270829,2.645929084,3.007705906,3.483651014,3.216339745,2.979566831,3.341855643,3.547883359,2.92610144,2.785976947,3.482342814,3.250528921,2.822599717,3.545353189,2.857236413,3.351039719,3.133735034,3.083170986,3.364123878,3.518564703,3.203318161,2.889315965,2.956115336,3.219393493,3.303585496,3.298665932
353,Lloris,GK,5.6,TOT,116.1150667,116.6708561,21.67839034,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.899234548,3.819688331,3.315632934,3.291405165,3.414704242,3.682965788,3.653927736,4.111181877,4.201065875,3.70633027,3.215417258,3.164501109,4.33020251,3.655575398,3.848473805,3.716674732,3.123170369,4.059193125,4.17026059,3.005338729,3.326212276,3.832905207,2.92012994,3.697143171,4.215500436,3.501666143,4.124001745,3.731910968,3.602100222,2.917638862,4.060777171,3.817337418,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.865372774,3.786517353,3.286839279,3.262821909,3.385050231,3.650982138,3.622196259,4.075479508,4.164582934,3.674143718,3.187493897,3.137019915,4.292598119,3.623829612,3.815052848,3.684398346,3.0960481,4.023942237,4.134045169,2.979239735,3.297326748,3.799619451,2.894770916,3.665036402,4.178892143,3.471256937,4.088188046,3.699502268,3.570818826,2.892301472,4.025512528,3.784186856
69,R Sanchez,GK,4.5,BHA,116.093832,116.6496215,21.65933474,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.793498927,3.88691858,3.321618578,2.937493349,4.288540915,3.570789239,3.775569903,3.384346754,3.72009933,3.639636874,4.226867506,2.980941016,4.180771024,3.164413634,3.483925762,4.386639642,3.28082979,3.542516172,3.919239662,4.139769249,3.986776687,3.872297883,3.224575037,3.022574564,4.284189612,3.399894541,3.209921222,4.132306464,3.798108629,3.374554753,3.396721289,3.784500655,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.760555383,3.853163761,3.292772943,2.911983538,4.251298323,3.539779754,3.742782059,3.354956374,3.687793204,3.608029501,4.190160499,2.955053897,4.144464328,3.1369332,3.453670617,4.348545139,3.252338374,3.511752215,3.885204159,4.103818621,3.952154678,3.838670033,3.196572148,2.99632589,4.246984808,3.370369141,3.18204559,4.096420644,3.765125054,3.345249409,3.367223446,3.751635255
