ID,Name,Pos,Price,Team,xPts GW37-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,37,38,xPts if play,37,38,Probability to play,37,38,xPts,37,38,npG,37,38
133,Christensen,DEF,4.6,CHE,4.980238589,6.453922799,5.977832802,,52.64285714,52.64285714,,3.667693275,4.217684491,,0.631578947,0.631578947,,2.316437858,2.663800731,,0.021630938,0.023638324
201,Evans,DEF,5.4,LEI,5.683242043,6.443600043,6.049835622,,122.7142857,61.35714286,,3.793694678,3.143663491,,0.909294684,0.710526316,,3.449586404,2.233655639,,0.084231018,0.062465534
162,Mitchell,DEF,4.5,CRY,5.083439729,6.377295558,6.018994406,,103.4285714,46.35714286,,4.198957084,3.062658495,,0.826756296,0.526315789,,3.471514206,1.611925524,,0.01876974,0.012631945
76,Jansson,DEF,4.4,BRE,6.201648693,6.296385535,5.830663879,,85.87142857,85.42857143,,2.990658242,3.362436858,,0.978947368,0.973684211,,2.927697016,3.273951677,,0.053374549,0.075909108
474,J Ward,DEF,4.5,CRY,5.20456888,6.212897096,5.861885925,,112,54.92857143,,3.973573316,2.803102532,,0.864256944,0.631578947,,3.434188333,1.770380547,,0.016317404,0.010981535
218,Justin,DEF,4.9,LEI,5.080329019,6.204836627,5.817254327,,95.71428571,47.85714286,,3.725430504,3.269604783,,0.832483038,0.605263158,,3.101357703,1.978971316,,0.085230137,0.063206478
62,Veltman,DEF,4.2,BHA,5.987406332,6.124248437,5.659726639,,80.3952381,80.3952381,,2.834794345,3.364699949,,0.965789474,0.965789474,,2.737814539,3.249591793,,0.026905091,0.029184972
106,Mee,DEF,4.6,BUR,4.793875812,5.981819143,5.504269242,,69.86090226,69.21428571,,2.925706136,3.787356246,,0.61655465,0.789473684,,1.803857723,2.990018089,,0.096929827,0.077102023
433,Jonny,DEF,4.5,WOL,5.759352443,5.906720864,5.685406869,,78.64761905,77.36904762,,4.408295678,1.563587438,,0.965789474,0.960526316,,4.257485562,1.501866881,,0.09138766,0.033982677
483,Ajer,DEF,4.4,BRE,5.80660121,5.901338052,5.469423835,,84.98571429,83.66666667,,2.833789976,3.114428618,,0.978947368,0.973684211,,2.77413124,3.03246997,,0.02688357,0.03781814
39,Targett,DEF,4.7,NEW,5.685646165,5.896172481,5.465079282,,80.64285714,80.64285714,,2.862320648,3.139194748,,0.947368421,0.947368421,,2.711672193,2.973973972,,0.016467937,0.018292195
5,Cedric,DEF,4.2,ARS,4.732693471,5.890588208,5.500840018,,67.5,42.78571429,,3.314173672,3.35403611,,0.842105263,0.578947368,,2.790883092,1.941810379,,0.02233841,0.022346188
61,Webster,DEF,4.3,BHA,5.466347367,5.887399999,5.444245673,,68.26190476,68.26190476,,2.806954539,3.302492519,,0.894736842,0.894736842,,2.51148564,2.954861727,,0.052620758,0.057079731
83,Henry,DEF,4.5,BRE,5.734749777,5.855802409,5.433867418,,81.02380952,76.9,,2.864737287,3.049733294,,0.973684211,0.965789474,,2.789349464,2.945400313,,0.028663648,0.038912375
190,Llorente,DEF,4.5,LEE,5.676968621,5.782231778,5.412115373,,84.54761905,84.54761905,,3.169314604,2.661085601,,0.973684211,0.973684211,,3.085911588,2.591057033,,0.056212085,0.057049216
466,Tavares,DEF,4.3,ARS,4.487894456,5.645789193,5.2655593,,53.5,37.78571429,,3.17782442,3.133552363,,0.789473684,0.631578947,,2.508808753,1.979085703,,0.062459885,0.059982367
470,Ait-Nouri,DEF,4.1,WOL,5.008378112,5.63995706,5.421309479,,74.73809524,66.35714286,,4.322681402,1.444906686,,0.894736842,0.789473684,,3.867662307,1.140715805,,0.038685175,0.014554394
428,Boly,DEF,4.9,WOL,5.526621059,5.631884217,5.426126499,,85.42857143,85.42857143,,4.220623699,1.455365497,,0.973684211,0.973684211,,4.109554654,1.417066405,,0.057565457,0.021657659
305,Schar,DEF,4.3,NEW,5.187883427,5.608936058,5.201160819,,76.35714286,76.35714286,,2.778168223,3.02005443,,0.894736842,0.894736842,,2.485729463,2.702153964,,0.042915695,0.047669738
429,Coady,DEF,4.8,WOL,5.486400023,5.591663181,5.390948631,,85.42857143,85.42857143,,4.216311818,1.418369288,,0.973684211,0.973684211,,4.105356243,1.38104378,,0.065558362,0.024664803
411,A Cresswell,DEF,5.5,WHU,5.363261173,5.500103278,5.039153659,,82.14285714,82.14285714,,2.21495989,3.338280562,,0.965789474,0.965789474,,2.139184946,3.224076227,,0.018289094,0.023151862
10,Chambers,DEF,4.2,AVL,3.623392657,5.492046679,5.246206146,,70.73684211,35.36842105,,4.693124492,1.420509042,,0.644620357,0.421052632,,3.025283587,0.59810907,,0.074645676,0.016212356
207,R Pereira,DEF,5.2,LEI,4.111298731,5.476593507,5.105455935,,73.10150376,42.78571429,,3.11809993,3.124424588,,0.738405243,0.578947368,,2.302421338,1.808877393,,0.067477647,0.051349105
