ID,Name,Pos,Price,Team,xPts GW21-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
170,Pickford,GK,4.9,EVE,70.96300093,71.24980612,31.22481035,,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,7.242748809,7.636874971,3.624153923,3.558609174,3.625258618,3.360184369,2.897052556,6.401683697,3.927242873,3.395086089,3.122670866,3.082637685,3.892404914,2.667344134,3.132173739,3.046733405,3.865466442,3.013925219,,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,7.211026923,7.603426887,3.592681007,3.527705463,3.593776109,3.331003821,2.871893942,6.37364552,3.893137869,3.365602447,3.095552935,3.05586741,3.85860245,2.644180356,3.104973283,3.02027493,3.831897918,2.987751658,,0.000559588,0.000642913,0.000303899,0.000268051,0.00035661,0.000247381,1.64E-04,0.0005086,0.000263285,0.000316592,2.36E-04,0.00027051,0.000302278,0.000184104,0.000199079,0.000244155,0.00030889,2.27E-04
353,Lloris,GK,5.4,TOT,79.66003078,79.94683598,31.64015515,,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.828917712,7.213326335,3.289258424,4.141819936,8.281492463,3.10152196,3.730093148,8.03886618,3.203399873,3.875099683,4.3607502,3.721752021,4.288975594,3.954565094,3.778625923,3.024670097,4.293171203,4.129383909,,0.991315789,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.795666584,7.181733315,3.260693812,4.1058515,8.245221074,3.074587691,3.697700234,8.003657449,3.175580874,3.841447501,4.322880527,3.689431543,4.251729227,3.920222818,3.74581154,2.998403225,4.255888401,4.093523469,,0,0,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00
69,R Sanchez,GK,4.6,BHA,75.73282648,78.00226325,30.97976586,,87.80904762,175.6180952,87.80904762,0,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.874062544,7.990147694,3.537108249,0.001069,7.130131268,4.370602031,4.138102118,7.759723808,3.292589027,3.161206186,4.550017948,3.495697968,3.385881854,4.220451784,4.033933532,3.594491119,3.801845092,3.960928148,,0.991315789,0.995620187,0.991315789,0,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.84041937,7.955152341,3.506391256,0,7.098902626,4.332646803,4.102165968,7.725737668,3.263995491,3.133753606,4.510504634,3.465340591,3.356478143,4.183800492,3.998902003,3.563275801,3.768829069,3.926530614,,0,0,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0.00E+00
559,Ramsdale,GK,5.1,ARS,75.4219141,77.843313,30.85364486,,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,174.8571429,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.594867899,7.996060054,4.455708587,4.163812798,3.557425106,7.935495107,0.001579,4.025786682,3.970834531,3.908082109,4.146903629,4.457781412,3.98427634,3.703835078,3.77268085,4.234086409,4.138465832,4.27662434,,0.986842105,0.993334488,0.986842105,0.986842105,0.986842105,0.993334488,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.547567006,7.942762216,4.397080842,4.109025788,3.510616881,7.882600966,0,3.972815805,3.918586708,3.856659976,4.092339107,4.399126393,3.931851651,3.655100406,3.723040312,4.178374746,4.084012334,4.220352967,,0.000448469,0.0013315,0.000971125,0.000583538,0.000441235,0.00147148,0,0.000868083,0.000828219,0.000673556,6.70E-04,0.000706149,0.000678309,0.000741729,0.000646026,0.00097781,0.000734987,8.70E-04
231,Alisson,GK,6,LIV,74.70595603,78.98382999,30.53115144,,9.789473684,166.6190476,87.42857143,87.42857143,87.42857143,174.8571429,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.569427672,8.882000787,4.269379907,4.105737912,4.266018661,8.417131006,0.001231,4.195734025,4.260570203,3.859931011,4.439199296,3.371764258,4.054465642,4.427957623,4.313124088,4.004450638,4.117737413,4.642231174,,0.105263158,0.9466759,0.986842105,0.986842105,0.986842105,0.993334488,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,0.375729229,8.408376091,4.213203856,4.051715045,4.209886836,8.361026515,0,4.140526999,4.204510069,3.809142445,4.380788779,3.327398939,4.00111741,4.369695023,4.256372456,3.951760498,4.063556658,4.581149185,,0.000766461,0.003195955,0.001176294,0.001454153,0.001378232,0.002947793,0,0.001403241,0.001002175,0.001302296,1.89E-03,0.000636472,0.001182602,0.001527597,0.001290459,0.001324086,0.001190947,1.27E-03
112,Pope,GK,5.4,BUR,79.00676239,79.82324438,30.28358033,,69.92857143,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,,3.568777817,7.724475386,3.255581411,3.327998301,6.476352511,3.79029089,3.843619068,7.345477527,3.842628982,4.033702829,3.121221887,4.073455614,3.376193932,4.260805569,3.705200668,3.929140791,6.619892696,4.293821637,,0.789473684,0.993334488,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.993334488,0.986842105,,2.817456171,7.672987799,3.212744813,3.28420885,6.433184303,3.740418641,3.793045132,7.296516155,3.792068074,3.980627791,3.080153178,4.019857514,3.331770328,4.204742338,3.656448027,3.87744157,6.575767719,4.237323984,,0.000184182,0.000448023,0.000146727,0.000174702,0.00032472,0.000134441,0.000157799,0.000333497,0.000161251,0.000197651,0.00010563,0.000201043,0.000152161,0.000170036,0.000204463,0.000196266,0.000302223,2.14E-04
270,de Gea,GK,5.1,MUN,70.15667283,72.22189444,29.45865198,,82.55,165.1,82.55,82.55,165.1,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,4.167305327,7.199542783,3.739528817,3.824956405,7.852659517,3.626409861,3.973550388,3.114767402,3.535549913,3.052148505,3.653160203,3.650911026,4.241845686,3.363090124,4.09970401,3.831231743,3.476540423,3.818141214,,0.939473684,0.967905125,0.939473684,0.939473684,0.967905125,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.915073689,6.968474355,3.513188915,3.593445886,7.600629389,3.406916633,3.733046023,2.926242007,3.321556102,2.867413201,3.432047875,3.429934833,3.985102395,3.159534669,3.851564031,3.599341401,3.266118239,3.587043193,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,A Fernandez,GK,4.5,BRE,67.69333105,67.98874504,28.86157525,,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,7.039815189,5.898104053,3.950745562,2.838820411,3.915230178,3.082056855,3.949204345,3.744175672,3.902642459,3.114125374,2.952455022,3.480814339,3.448534027,3.259491431,2.861758522,3.73821538,3.384441362,3.669536053,,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,7.008982115,5.87227146,3.916436456,2.814167497,3.881229495,3.055291624,3.914908623,3.711660462,3.86875109,3.087081654,2.926815281,3.450586214,3.418586231,3.231185321,2.836906408,3.705751931,3.355050161,3.637669029,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Sa,GK,5.1,WOL,72.88526662,73.18068061,28.88421719,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.086797258,7.325482154,3.846760953,3.637774015,3.205521364,7.680592791,3.436941538,4.199779663,3.645662237,3.941884546,3.938089475,3.868386507,3.206199336,3.828449765,4.161596114,3.15461274,4.354507707,2.93956633,,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.059990861,7.293397912,3.813354871,3.606182819,3.177683941,7.646953231,3.407094414,4.163307892,3.614002538,3.907652391,3.903890277,3.834792624,3.178356026,3.795202701,4.125455937,3.127217419,4.316692245,2.914038517,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
