ID,Name,Pos,Price,Team,xPts GW32-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,32,33,34,35,36,37,38,xPts if play,32,33,34,35,36,37,38,Probability to play,32,33,34,35,36,37,38,xPts,32,33,34,35,36,37,38,npG,32,33,34,35,36,37,38
559,Ramsdale,GK,5.1,ARS,36.75193437,36.83910816,24.78340149,,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,4.669565213,7.69820954,3.90426871,3.933752707,7.869639512,4.224563413,4.638816143,,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,4.629013726,7.697571197,3.870363219,3.89959117,7.868986954,4.187876415,4.598531687,,0.000553556,8.25E-04,0.000559026,0.000479427,0.001160823,0.000518179,6.49E-04
112,Pope,GK,5.4,BUR,34.5263832,34.65872342,23.31699862,,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,,4.384169282,7.358277165,4.377179953,3.959398273,3.939915577,6.507149133,4.278447257,,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,,4.326482844,7.356876757,4.31958548,3.907300927,3.888074583,6.505910709,4.222151899,,0.000147402,2.41E-04,0.000124836,0.000131031,0.000126545,0.000195444,1.41E-04
143,E Mendy,GK,6.1,CHE,35.43870574,35.70490669,22.434973,,86.30952381,86.30952381,86.30952381,86.30952381,172.6190476,172.6190476,86.30952381,,3.841553474,3.968412671,4.110649048,4.118513888,8.199646398,7.311722003,4.438904342,,0.973684211,0.973684211,0.973684211,0.973684211,0.999239237,0.999239237,0.973684211,,3.740459962,3.863980759,4.002474073,4.010131944,8.193408414,7.306159519,4.32209107,,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.00E+00
257,Ederson,GK,6.1,MCI,33.33624612,33.44062249,21.62693826,,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.55666901,4.539943157,4.513175476,4.035659088,8.699047038,3.915351221,4.292957715,,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.525782147,4.500517335,4.47398211,4.000612575,8.698325704,3.881349486,4.255676766,,0.000839734,1.09E-03,0.001443194,0.001168966,0.002155012,0.000939803,1.13E-03
200,Schmeichel,GK,4.8,LEI,32.65728293,32.72725414,21.47420232,,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,,3.565970841,6.487547913,3.33010943,2.488859554,7.608644587,5.974453634,3.313638373,,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,,3.535003199,6.48700996,3.301190059,2.467245774,7.608013671,5.973958227,3.284862039,,0.000302227,0.000564977,0.000311367,0.000229208,0.000800345,0.000499244,3.34E-04
231,Alisson,GK,6,LIV,33.23993327,33.39820864,21.41377413,,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,,3.509459472,4.055965542,4.728605565,4.389216175,7.991201942,4.129691792,4.773983678,,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,,3.463282373,4.002597574,4.666387071,4.331463331,7.989681077,4.075353742,4.711168104,,0.000452219,0.000955127,0.001109011,0.000885339,0.001688009,0.000851418,9.69E-04
270,de Gea,GK,5.1,MUN,29.51657938,29.67485475,20.4589568,,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.804928272,7.365918525,3.391539327,4.05523215,3.883830339,3.597105562,3.714787902,,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.754863426,7.364516662,3.34691381,4.001873833,3.832727308,3.549775226,3.665909114,,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0.00E+00
353,Lloris,GK,5.4,TOT,30.67404925,30.77842562,19.94576908,,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.616634784,4.291337762,3.86451741,3.825352819,6.626283528,4.399817951,4.261324595,,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.585227166,4.254070881,3.830957127,3.792132649,6.62573407,4.361609006,4.224318355,,0.00E+00,0,0.00E+00,0,0,0,0.00E+00
295,Dubravka,GK,4.4,NEW,27.10254472,27.26082009,19.16328848,,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.981780998,7.15544731,3.906564169,2.74431324,2.605017425,3.317671811,3.659091033,,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.929389142,7.154085504,3.855162009,2.708203855,2.57074088,3.274018234,3.610945098,,0,0,0,0,0,0,0
