ID,Name,Pos,Price,Team,xPts GW24-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
112,Pope,GK,5.4,BUR,70.34746746,70.63846368,29.35641827,,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,,3.503414944,3.102961431,7.23280021,7.483924936,3.539886823,3.950442442,4.157742007,3.189964884,4.253466842,3.456202455,4.353114386,3.86295994,7.293133279,7.215036651,4.306353361,,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,,3.457317379,3.062132991,7.231423682,7.482500614,3.493309365,3.898462936,4.103034875,3.147991662,4.197500174,3.410726107,4.295836565,3.81213152,7.291745269,7.213663504,4.249690817,,0.000168311,0.000137549,0.000278108,3.36E-04,0.000113896,0.000152519,0.000179824,9.53E-05,0.000181347,1.47E-04,0.000155051,0.000185007,0.000318655,0.000309695,1.96E-04
559,Ramsdale,GK,5.1,ARS,67.77049775,72.0088624,29.68654286,,87.42857143,0,174.8571429,0,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,,4.197079538,0.001579,8.929467919,0.001579,7.602143676,3.989547638,3.821596599,4.12131534,4.434299579,4.023322,7.291908605,3.785089082,4.242333693,7.505467023,4.318855821,,0.986842105,0,0.999809683,0,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.999809683,0.986842105,,4.141854807,0,8.927768485,0,7.600696855,3.937053591,3.771312433,4.067087507,4.375953532,3.970383553,7.290520827,3.735285278,4.186513513,7.504038602,4.26202877,,0.000528901,0,0.001450592,0.00E+00,0.00116925,8.15E-04,0.000601098,6.02E-04,0.000633951,6.13E-04,0.001244735,0.000620234,0.000896528,0.001250568,7.72E-04
231,Alisson,GK,6,LIV,65.27225338,69.53655318,28.73864932,,87.42857143,87.42857143,174.8571429,0,87.42857143,87.42857143,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,,4.052680711,4.328160436,8.88037731,0.001231,4.143446485,4.153243432,0.001231,4.442742863,3.330255723,3.908302631,4.36741928,4.200843411,7.691597862,7.73078111,4.593348997,,0.986842105,0.986842105,0.999809683,0,0.986842105,0.986842105,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,,3.999355965,4.271210957,8.878687219,0,4.088927452,4.098595492,0,4.38428572,3.286436569,3.856877596,4.309953236,4.145569155,7.690134016,7.729309807,4.532910195,,0.001446171,0.001271227,0.003272391,0.00E+00,0.001362206,0.00090972,0,1.71E-03,0.000577396,1.07E-03,0.001371363,0.001189631,0.002434765,0.002073458,1.16E-03
353,Lloris,GK,5.4,TOT,70.45095966,72.62530724,29.38813274,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,175.6180952,175.6180952,87.80904762,,4.200603763,4.426375279,7.247043601,3.779388766,4.184322917,3.356770756,0.001353,4.361411101,3.690236921,4.291432992,7.854016738,3.828313363,6.979767927,8.354399668,4.249970982,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.999917079,0.999917079,0.991315789,,4.164124835,4.387935704,7.24644267,3.746567758,4.147985376,3.327619852,0,4.323535689,3.658190127,4.254165285,7.853365475,3.795067483,6.979189158,8.353706913,4.21306334,,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0.00E+00
270,de Gea,GK,5.2,MUN,58.26786138,60.90248338,27.02806558,,86.30952381,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,0,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,172.6190476,86.30952381,86.30952381,,3.946251089,7.870610107,3.636002065,4.041812576,3.172616492,3.524065829,0.00127,3.659817328,3.651441703,4.3126176,3.430322136,4.110940434,6.751339636,3.564464339,3.78660376,,0.973684211,0.999239237,0.973684211,0.973684211,0.973684211,0.973684211,0,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.999239237,0.973684211,0.973684211,,3.842402376,7.864622441,3.5403178,3.935449088,3.089126584,3.431327254,0,3.563506345,3.555351132,4.199127663,3.340050501,4.002757791,6.74620347,3.470662646,3.686956293,,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00
257,Ederson,GK,6.1,MCI,63.05988869,65.28584401,26.87776413,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,4.541529245,4.449633641,4.027918864,4.124832383,3.9946966,4.208922481,0.001257,4.386698375,3.607932167,4.327537429,4.501691252,4.074459719,9.023409541,3.933457266,4.331299562,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,4.502089648,4.410992086,3.992939569,4.089011471,3.960005814,4.172371312,0,4.348603363,3.576600124,4.289956183,4.462597617,4.039076253,9.022661311,3.899298295,4.293685644,,0.001563355,0.001502534,0.001298153,0.001225922,0.001394529,0.001182115,0,0.001405889,0.001139653,0.001038419,0.001896356,0.001422801,0.002872306,0.001217736,1.46E-03
69,R Sanchez,GK,4.6,BHA,61.18638866,65.3605704,26.65110126,,0,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,,0.001069,7.307102437,4.50471496,4.064464251,4.016901239,3.343322661,0.001069,4.639234753,3.578241239,3.405052857,4.262118018,4.0632359,6.864050727,7.489346015,3.996673574,,0,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,,0,7.306496526,4.465595067,4.029167588,3.982017623,3.314288543,0,4.598946662,3.547167039,3.375482661,4.225104888,4.027949904,6.863481553,7.488724992,3.961965619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Guaita,GK,4.6,CRY,54.4318331,55.54051739,25.12834871,,85.19047619,85.19047619,170.3809524,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,,3.916343761,3.648968071,6.62893598,4.16167755,3.673822077,2.946020178,3.631240111,3.487206654,3.108304996,3.453026145,3.746759701,3.48639257,3.966295506,3.274552915,3.27859473,,0.960526316,0.960526316,0.998289435,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.761751245,3.504929858,6.617596753,3.997400805,3.528802785,2.829729908,3.487901685,3.34955376,2.985608746,3.316722482,3.598861292,3.34877181,3.80973121,3.145294247,3.149176517,,0.000193891,0.000163069,0.000319578,0.000224441,0.000134,0.000101942,0.000169775,0.000173815,0.000166826,0.000158196,0.00022714,0.00015541,0.00024471,0.000152291,0.000179954
475,Sa,GK,5.2,WOL,62.03950335,62.26562451,26.26606044,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,,3.696612562,3.187446775,6.966267294,3.435044294,4.126441797,3.632957016,3.918319644,3.831552778,3.781548122,3.229055123,3.926922488,4.100271365,3.219149548,8.440561415,2.95715747,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,,3.664510401,3.159766316,6.965689645,3.405213646,4.090606908,3.601407652,3.884292131,3.798278767,3.748708362,3.201013328,3.892820267,4.064663745,3.191193775,8.439861515,2.931476892,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
