ID,Name,Pos,Price,Team,xPts GW20-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
112,Pope,GK,5.4,BUR,82.61385857,83.06191951,32.12637453,,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.014059526,7.622505415,7.090857228,3.250135971,3.328126483,6.983544559,3.808012099,3.843103066,6.818073905,3.806418366,4.011625109,3.11149301,4.098666484,3.391439225,4.260672204,3.716785209,3.931235593,3.142153819,4.298870855,,0.986842105,0.993334488,0.993334488,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,2.974400848,7.57169751,7.043593031,3.207371024,3.284335345,6.936995656,3.757906677,3.79253592,6.772627948,3.756333914,3.958840568,3.070552313,4.044736662,3.346815025,4.204610727,3.66788014,3.879508809,3.10080969,4.242306765,,0.000140445,0.0004339,0.000350468,0.000146217,0.00017375,0.000352853,0.000134698,1.56E-04,0.000307773,0.000165204,0.000193849,1.07E-04,0.000201694,0.000151458,0.000169321,0.000202207,0.000195409,0.00014693,2.13E-04
270,de Gea,GK,5.1,MUN,74.21076835,76.39704259,30.85793289,,82.55,165.1,165.1,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,4.14380655,7.738152388,7.533135052,3.760789913,3.84310132,3.960793516,3.623975246,3.998179107,3.118966435,3.561687062,3.04391269,3.658910969,3.662143184,4.277134107,3.370659291,4.081897148,3.852657581,3.47426638,3.825528946,,0.939473684,0.967905125,0.967905125,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.892997206,7.489797352,7.291360021,3.533163155,3.610492556,3.721061277,3.404629376,3.756184055,2.930186888,3.346111266,2.85967587,3.437450568,3.44048715,4.018254938,3.166645702,3.834834952,3.619470412,3.263981836,3.593983773,,0,0,0,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00
30,Martinez,GK,5.5,AVL,79.06246103,81.35787502,31.25977929,,0,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,0.00103,7.893813081,8.00394221,3.880383078,4.166965469,4.117984287,4.322822257,4.088619209,4.265028412,3.692049544,3.884986314,4.10188769,3.793087721,3.359393013,3.588084413,4.67461581,4.088012543,4.478368911,3.285997166,,0,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,0,7.859239656,7.96888644,3.846685014,4.130778664,4.082222845,4.285281959,4.053112779,4.227990008,3.659987009,3.851248275,4.066266034,3.760147749,3.330219337,3.556924733,4.634020463,4.052511382,4.439477813,3.257460874,,0,0.000235295,0.000270735,0.000111209,0.000153279,0.000116077,0.000168682,9.08E-05,0.000130713,0.000102128,0.000121975,9.23E-05,0.00012257,1.00E-04,0.000104931,0.000168254,0.000124137,0.000130008,5.81E-05
231,Alisson,GK,6,LIV,81.9537713,84.40148599,31.4291895,,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,174.8571429,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.785834722,3.580781368,8.853456792,4.261035639,4.094360036,4.26793977,8.427077105,0.001231,4.204095911,4.270091698,3.852523258,4.442951557,3.370885576,4.051415885,4.420685638,4.308645934,4.015203764,4.092066285,4.633749593,,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.986842105,0.993334488,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.736021107,3.533665824,8.794443965,4.204969381,4.040486877,4.211782668,8.370906317,0,4.14877886,4.213906281,3.801832163,4.384491668,3.326531818,3.998107781,4.362518722,4.251953225,3.962372136,4.038223308,4.572779204,,0.001201942,0.000786663,0.003334348,0.001203744,0.001486966,0.001421944,0.00305664,0,0.001447252,0.001040392,0.001342022,1.93E-03,0.000665663,0.001220002,0.001575938,0.001329614,0.001403988,0.001210265,1.31E-03
353,Lloris,GK,5.4,TOT,82.64128418,82.94545779,30.68516222,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.760506787,3.81300975,7.121657682,3.233313625,4.083011125,8.220721594,3.066251016,3.683494898,7.983258776,3.165864344,3.853800688,4.330255812,3.687294872,4.271153322,3.886742482,3.736026574,2.981900372,4.26639953,4.119299901,,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.727849755,3.77989677,7.090466153,3.205234849,4.047553397,8.184716371,3.039623046,3.651506652,7.948293595,3.138371311,3.820333471,4.292650959,3.655273627,4.234061727,3.852989192,3.703582133,2.956004921,4.229349218,4.083527033,,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00
69,R Sanchez,GK,4.6,BHA,78.80561535,81.09242054,29.7768002,,87.80904762,87.80904762,175.6180952,87.80904762,0,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.298538877,3.859980136,7.585487135,3.516251466,0.001069,7.616094211,4.37314657,4.133969272,7.627054049,3.261948622,3.136780151,4.573258843,3.480544719,3.387986227,4.193064855,4.026645307,3.582091744,3.775405935,3.968602675,,0.991315789,0.991315789,0.995620187,0.991315789,0,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.269893671,3.826459255,7.552264119,3.485715598,0,7.582737143,4.335169244,4.098069013,7.593648978,3.233621174,3.109539692,4.5335437,3.450318936,3.358564241,4.156651397,3.991677071,3.550984106,3.742619515,3.934138494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
170,Pickford,GK,4.9,EVE,70.92236678,71.24409656,28.49742093,,86.53571429,175.6180952,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.939768991,7.249397501,3.744216388,3.628217597,3.565675311,7.121968006,3.341791332,2.88628523,2.915894258,3.928928243,3.408986264,3.135494116,3.081255701,3.890508076,2.650884856,3.119418526,3.045289644,3.832499903,3.012564803,,0.986842105,0.995620187,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.887929926,7.217646495,3.711700825,3.596709391,3.534710236,7.090775118,3.312770513,2.861220122,2.890572018,3.894808603,3.379381909,3.108264825,3.054497428,3.856722085,2.627864014,3.092328839,3.018843707,3.799217667,2.986403056,,0.000327781,0.000558731,0.000313771,0.000303993,0.0002678,0.000640025,0.000243762,0.000165866,0.000228576,0.000263408,0.000314568,0.00023562,0.000270299,0.000299941,0.000187136,0.000196016,0.000242085,0.000317948,0.000227466
556,A Fernandez,GK,4.5,BRE,70.4749923,70.78777471,27.69509213,,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.974862285,6.740659972,6.15425725,3.931272187,2.859672713,3.894531526,3.078775803,3.930453565,3.755358101,3.893408347,3.111984053,2.949534391,3.480464933,3.450656859,3.261850172,2.857097163,3.699216148,3.373857514,3.638469371,,0.991315789,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.949027955,6.711137142,6.127302754,3.897132191,2.834838713,3.860710594,3.052039066,3.896320679,3.722745781,3.859597169,3.084958928,2.923920013,3.450239843,3.420690628,3.233523579,2.83228553,3.667091376,3.344558225,3.606872137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Meslier,GK,4.9,LEE,70.35370514,72.64911913,27.95661962,,0,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,0.001199,7.744061378,6.205980103,4.062840559,3.416704392,3.47171341,3.215131747,3.36449617,3.212431491,4.225012919,3.685662554,3.820292685,3.555554276,3.289490208,3.679969297,3.097746819,3.183870856,4.028301788,3.650190566,,0,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,0,7.710143837,6.178799071,4.027557996,3.387033012,3.44156432,3.187210866,3.335278177,3.184534059,4.188322017,3.653655485,3.78711646,3.524677094,3.260923583,3.648011669,3.070845334,3.156221452,3.993319167,3.618491543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
