ID,Name,Pos,Price,Team,xPts GW14-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Goals,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
257,Ederson,GK,6,MCI,105.7387008,106.1729114,29.73755388,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.149336678,4.331447356,4.612368875,4.379571733,4.357277307,4.195507859,4.23542729,3.917548235,4.039141928,4.197476561,4.523339969,4.428679177,4.167507987,4.160429987,3.934191057,4.301239311,4.632238632,4.290064548,3.704645547,4.320875732,4.612921477,4.095075817,4.653443313,3.972729627,4.452516169,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.113302965,4.293832155,4.572314093,4.34153861,4.319437794,4.159073185,4.198645947,3.883527422,4.004065169,4.161024791,4.484058333,4.390219594,4.13131647,4.124299937,3.900025714,4.263886443,4.592011296,4.252808724,3.672473626,4.283352337,4.572861895,4.059513317,4.613031832,3.938229607,4.413849581,,0.001856521,0.002296598,0.001885454,0.002585194,0.001949335,0.002155644,0.00189801,0.001696897,0.001408748,0.001751224,0.002348097,0.002333661,0.002004549,0.001856435,0.00187986,0.00173386,0.001887494,0.002135009,0.001741938,0.001524047,0.002841205,0.00208966,0.002411594,0.001710186,0.00229677
231,Alisson,GK,6,LIV,100.1167288,100.7746235,28.16006814,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.967675171,4.141266205,4.28365519,4.527025599,3.523121662,4.196542424,3.67626652,3.531904378,4.417377316,4.147344787,4.014172407,4.101801064,4.595049782,3.685725621,4.086752288,4.200427124,3.699669811,4.481048866,3.311135356,3.933471219,4.296349113,4.173505403,3.94952092,4.016095967,4.494714319,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.915468919,4.08677586,4.227291306,4.467459473,3.476764798,4.141324761,3.627894593,3.485431952,4.35925393,4.092774461,3.961354349,4.047829997,4.534588601,3.637229231,4.032979232,4.145158346,3.650989945,4.422087696,3.267567785,3.881715019,4.239818204,4.118590859,3.897553539,3.963252599,4.435573341,,0.001925928,0.001581098,0.002382746,0.002501868,0.001680968,0.002681968,0.001807672,0.001181343,0.002435995,0.001798765,0.002236337,0.00221493,0.00299513,0.001760418,0.002194934,0.001582808,0.00195023,0.002947561,0.000945718,0.001926017,0.002382636,0.002022306,0.002079586,0.001816778,0.001956034
143,E Mendy,GK,6.3,CHE,86.34558704,97.61047624,26.47351666,,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,44.46428571,88.92857143,0,0,0,0,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,168.6428571,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,4.230937035,3.809377853,4.264824796,4.363051745,4.199502751,3.997106453,4.587998158,6.172816503,0.001143,0.001143,0.001143,0.001143,4.215850679,4.075485755,4.167497127,4.610989247,4.359196304,4.473415581,4.089690062,7.89522807,4.16874011,4.016374947,4.566392196,3.413843065,4.563838206,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.486842105,0.61175554,0,0,0,0,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.979484072,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,4.063926363,3.659007674,4.096476448,4.190826018,4.033732906,3.839325935,2.233630682,3.776254694,0,0,0,0,4.049435521,3.914611318,4.002990661,4.428976514,4.187122766,4.296833387,3.928254928,7.73325014,4.00418458,3.857833831,4.386139873,3.279086102,4.383686698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Lloris,GK,5.4,TOT,98.25965997,98.6852617,28.05280827,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.373676577,4.005148265,3.365231751,3.161532146,4.240343812,3.815433978,3.925215552,7.94650599,3.777114571,3.275378578,4.124288,4.270766176,3.094103796,3.615605304,4.044744811,3.085478383,3.835154195,4.30345922,3.659498411,4.32834964,3.837435842,3.741600811,3.010099922,4.199810155,4.049962315,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.335694649,3.970366714,3.33600737,3.134076735,4.203519774,3.782299946,3.891128154,7.91170178,3.744313313,3.2469345,4.088471815,4.233677943,3.067233947,3.584206626,4.009619395,3.058683439,3.801848908,4.266087074,3.627718556,4.29076134,3.804110741,3.709107962,2.983959581,4.16333812,4.014791589,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
559,Ramsdale,GK,4.8,ARS,93.49562048,95.46930469,26.29592828,,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,,3.25504635,3.833138372,4.21622141,3.932216778,3.776959675,4.175864497,4.343891592,3.500680111,3.428652999,4.304937242,4.001310868,3.472251508,4.288352011,3.419461926,4.059145244,3.8443238,3.782348931,4.02510796,4.410972554,3.902097306,3.524753556,3.638440351,4.056781001,4.013662492,4.131287719,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.126557678,3.681830278,4.049791618,3.776997695,3.627869162,4.01102774,4.172422187,3.36249537,3.293311433,4.135005509,3.843364387,3.335188949,4.119074958,3.284483166,3.898915827,3.692574176,3.633045683,3.86622212,4.236855217,3.748067149,3.385618548,3.494817706,3.896644908,3.855228446,3.968210572,,0.000813056,0.000993327,0.001159236,0.001132071,0.001118119,0.001248677,0.001008854,0.000603436,0.000866985,0.001413285,0.000815475,0.000609296,0.001256402,0.000932063,0.001228846,0.001153425,0.000993373,0.000927741,0.001009946,0.000937031,0.001005861,0.000915073,0.001383266,0.001043035,1.23E-03
30,Martinez,GK,5.5,AVL,96.01272146,96.44693198,26.41448359,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.486364897,3.849720648,3.237131482,4.19302013,4.270900879,3.697409059,3.735867353,3.974974477,3.512192047,3.767740367,4.066582739,4.000837432,4.410912432,4.076003707,4.25794107,3.608606877,3.878227619,3.969297582,3.753979591,3.385893886,3.509337583,4.553678054,3.950652393,4.408540983,3.298007135,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.45608857,3.816288863,3.209019551,4.156607061,4.233811477,3.66529998,3.703424295,3.940454962,3.481691432,3.735020516,4.031267678,3.966093318,4.37260714,4.040606832,4.220964213,3.577268976,3.844548274,3.934827366,3.721379242,3.356490071,3.478861757,4.514132955,3.916344096,4.370256285,3.269366547,,9.81E-05,0.000187588,0.00012253,0.00020308,0.000229851,0.000122592,0.000181846,0.000165169,0.000163589,0.000161551,0.000224969,0.000169635,0.000247247,0.000132769,0.000188533,0.000148824,0.000182685,0.000132626,0.00017444,0.000151587,0.000151631,0.000251237,0.000185793,0.000186664,7.93E-05
270,de Gea,GK,5,MUN,85.23890001,88.2652158,25.26273523,,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,3.535238576,4.002118544,3.796288022,3.595721317,4.0502839,3.694830815,3.942636808,4.00530152,3.459160639,3.591377807,3.635073901,3.856737531,3.411942429,3.996228468,2.898416368,3.449139616,2.825779469,3.522292307,3.483657901,4.105057274,3.214259173,3.902083808,3.724561521,3.367548004,3.66474609,,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.32126361,3.759885053,3.566512694,3.378085553,3.805135138,3.471196318,3.704003528,3.762875376,3.249790389,3.37400494,3.41505627,3.623303417,3.205430124,3.754351482,2.722985903,3.240375902,2.654745448,3.309100931,3.272804923,3.856593281,3.019711907,3.665905051,3.499127534,3.16372273,3.442932511,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Pope,GK,5.4,BUR,89.44923698,92.03095444,26.09575807,,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,168.1428571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,3.761334602,3.798253391,4.252302324,3.51602966,3.927138919,2.923927598,3.45846575,7.068037116,3.590972864,3.250465358,3.221402835,3.029402643,3.824288833,3.784976676,3.411096918,3.725816378,4.049634434,3.145453168,3.979791559,3.313251047,4.172866976,3.814809659,3.899820959,3.080956035,4.232142358,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.972299169,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.563369623,3.598345318,4.028496938,3.330975467,3.720447397,2.770036672,3.276441237,6.872246614,3.401974293,3.079388233,3.051855317,2.869960399,3.623010474,3.585767377,3.231565502,3.529720779,3.836495779,2.979903001,3.770328846,3.138869413,3.953242398,3.614030204,3.694567225,2.918800455,4.009398023,,0.000245251,0.000266186,0.00035746,0.000233574,0.00028895,0.000191176,0.000262906,0.000443943,0.000271208,0.000213491,0.000236511,0.000219158,0.000191952,0.000218142,0.000177239,0.000238794,0.000272574,0.000141887,0.000293604,0.000215163,0.000237214,0.000288941,0.000288963,0.000203856,0.000303409
408,Fabianski,GK,5,WHU,85.77664467,88.40822362,25.09976158,,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,,4.123737862,3.36080207,3.622154599,3.21527073,4.208891385,3.920930113,3.727053502,3.701460358,3.743843368,2.890803842,4.075909816,3.203140177,4.106746363,4.06666809,2.805062741,3.827540132,3.098756104,3.845393436,3.63353082,4.006047403,3.071227392,3.559458812,3.856672633,3.109206655,3.761705415,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.906699027,3.18391775,3.431514884,3.046045955,3.987370786,3.714565371,3.530892791,3.506646655,3.54679898,2.738656271,3.861388246,3.034553852,3.890601817,3.852632928,2.65742786,3.626090652,2.935663678,3.643004308,3.442292355,3.795202802,2.909583845,3.372118875,3.653689863,2.9455642,3.56372092,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
