ID,Name,Pos,Price,Team,xPts GW36-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,36,37,38,xPts if play,36,37,38,Probability to play,36,37,38,xPts,36,37,38,npG,36,37,38
389,Bachmann,GK,4,WAT,1.057149707,6.333687496,5.514224993,,16.35789474,8.178947368,8.178947368,,3.375207039,2.718954897,2.349520982,,0.166994264,0.097368421,0.097368421,,0.563640214,0.264740345,0.228769148,,0,0,0
156,Butland,GK,4.4,CRY,0.750291293,6.320881593,5.481264136,,4.631578947,9.263157895,4.631578947,,3.647351244,3.671366354,3.039555558,,0.057894737,0.098915376,0.057894737,,0.21116244,0.363154583,0.175974269,,0,0,0
129,Kepa,GK,4.5,CHE,0.651077137,6.320011305,5.488582319,,6.978947368,3.489473684,3.489473684,,4.253735563,3.497288326,3.8242226,,0.076059232,0.044736842,0.044736842,,0.323535858,0.156457636,0.171083643,,0.014320249,0.00761721,0.008856276
489,Areola,GK,4.7,WHU,0.518758567,6.202969093,5.376679134,,4.526315789,4.526315789,4.526315789,,3.602127266,2.853045833,3.401239676,,0.052631579,0.052631579,0.052631579,,0.189585646,0.150160307,0.179012615,,0,0,0
242,Kelleher,GK,4.3,LIV,0.384680625,6.191166524,5.370278196,,4.210526316,2.105263158,2.105263158,,4.154647935,3.557224448,4.0942589,,0.044125472,0.026315789,0.026315789,,0.1833258,0.09361117,0.107743655,,0,0,0
260,Steffen,GK,4.4,MCI,0.325825607,6.151913168,5.338299573,,3.315789474,1.657894737,1.657894737,,4.273824349,3.158833563,3.454615061,,0.039587799,0.023684211,0.023684211,,0.169191297,0.074814479,0.08181983,,0,0,0
691,Olsen,GK,4,AVL,0.366859282,6.137725816,5.323808874,,3.684210526,3.684210526,1.842105263,,3.163018099,3.766230576,2.321910785,,0.044125472,0.044125472,0.026315789,,0.139569666,0.166186701,0.061102915,,0,0,0
448,Gunn,GK,4,NOR,0.516222276,6.126144585,5.317353418,,8.526315789,4.263157895,4.263157895,,2.860815238,2.746917489,2.181504303,,0.089775688,0.052631579,0.052631579,,0.256831656,0.144574605,0.114816016,,0,0,0
1,Leno,GK,4.5,ARS,0.315086932,6.121572831,5.30806139,,3.684210526,1.842105263,1.842105263,,3.366159774,3.025297802,3.30373689,,0.044125472,0.026315789,0.026315789,,0.148533388,0.0796131,0.086940444,,0,0,0
481,Begovic,GK,4,EVE,0.319713132,6.113993517,5.302380117,,3.315789474,3.315789474,1.657894737,,3.097867806,3.584635897,2.329295361,,0.039587799,0.039587799,0.023684211,,0.122637767,0.141907844,0.055167522,,0,0,0
480,Hennessey,GK,4.5,BUR,0.340929112,6.108161037,5.291899106,,2.368421053,4.736842105,2.368421053,,2.901739952,2.825171697,3.132537194,,0.031578947,0.053226143,0.031578947,,0.091633893,0.150372992,0.098922227,,0,0,0
486,Gollini,GK,4.2,TOT,0.277267172,6.103354733,5.291180248,,3.315789474,1.657894737,1.657894737,,3.155366053,3.272561178,3.160128496,,0.039587799,0.023684211,0.023684211,,0.124913996,0.077508028,0.074845149,,0,0,0
204,D Ward,GK,4,LEI,0.30554673,6.099827115,5.291450813,,3.315789474,3.315789474,1.657894737,,3.462035962,2.702220476,2.597400826,,0.039587799,0.039587799,0.023684211,,0.137054382,0.10697496,0.061517388,,0.007421981,0.004744622,0.003391562
490,Klaesson,GK,4.3,LEE,0.260698734,6.067184632,5.260087529,,3.684210526,1.842105263,1.842105263,,2.756256747,2.791617886,2.493331083,,0.044125472,0.026315789,0.026315789,,0.121621129,0.073463629,0.065613976,,0,0,0
294,Darlow,GK,4.5,NEW,0.256581332,6.067107648,5.255011437,,2.273684211,2.273684211,2.273684211,,2.372077865,2.820326059,2.932671591,,0.031578947,0.031578947,0.031578947,,0.074907722,0.089062928,0.092610682,,0,0,0
54,Steele,GK,3.9,BHA,0.221682304,6.063787567,5.253718781,,1.842105263,1.842105263,1.842105263,,2.728031484,2.74250389,2.953392172,,0.026315789,0.026315789,0.026315789,,0.071790302,0.072171155,0.077720847,,0,0,0
280,D Henderson,GK,4.7,MUN,0.184793736,6.058477947,5.249993368,,2.210526316,0,2.210526316,,2.917297106,0.00128,2.93450454,,0.031578947,0,0.031578947,,0.092125172,0,0.092668564,,0.000606733,0,0.000658126
452,Ruddy,GK,4.3,WOL,0.249764792,6.05625069,5.251677808,,3.684210526,1.842105263,1.842105263,,2.619757806,3.184694631,1.913641597,,0.044125472,0.026315789,0.026315789,,0.115598049,0.083807753,0.050358989,,0,0,0
673,Lossl,GK,4.5,BRE,0.2087316,6.050836863,5.243332651,,1.842105263,1.842105263,1.842105263,,2.690269234,2.56922567,2.672305879,,0.026315789,0.026315789,0.026315789,,0.070796559,0.067611202,0.070323839,,0,0,0
593,Carson,GK,3.9,MCI,0.035385638,6.016697995,5.214556689,,0.368421053,0.184210526,0.184210526,,4.509008736,3.075509428,3.379129341,,0.004080663,0.002631579,0.002631579,,0.018399746,0.008093446,0.008892446,,0,0,0
606,Bettinelli,GK,4,CHE,0.034530378,6.015842736,5.213628554,,0.368421053,0.184210526,0.184210526,,4.207018595,3.155395691,3.442526142,,0.004080663,0.002631579,0.002631579,,0.017167426,0.008303673,0.009059279,,0,0,0
0,Karius,GK,4.5,LIV,0.030487779,6.013695557,5.211506145,,0.331578947,0.165789474,0.165789474,,3.950110162,3.117634549,3.651965945,,0.003659269,0.002368421,0.002368421,,0.014454515,0.007383871,0.008649393,,0,0,0
571,Lonergan,GK,3.9,EVE,0.033422769,6.011836958,5.20998205,,0.368421053,0.368421053,0.184210526,,3.138003747,3.665310976,2.151078527,,0.004080663,0.004080663,0.002631579,,0.012805137,0.0149569,0.005660733,,0,0,0
573,Jakupovic,GK,3.9,LEI,0.033164849,6.011579038,5.209933582,,0.368421053,0.368421053,0.184210526,,3.657040612,2.832355593,2.539847286,,0.004080663,0.004080663,0.002631579,,0.014923151,0.011557889,0.006683809,,0,0,0
561,Matthews,GK,3.9,CRY,0.030117478,6.011429836,5.209247753,,0.184210526,0.368421053,0.184210526,,3.19188401,3.582481588,2.697575359,,0.002631579,0.004080663,0.002631579,,0.008399695,0.014618901,0.007098883,,0,0,0
596,Sinisalo,GK,4,AVL,0.031067199,6.009481388,5.207897628,,0.315789474,0.315789474,0.157894737,,2.879791158,3.527183058,1.870547865,,0.004080663,0.004080663,0.002631579,,0.011751458,0.014393246,0.004922494,,0,0,0
114,Norris,GK,4.3,BUR,0.02785911,6.009171468,5.207073148,,0.184210526,0.368421053,0.184210526,,2.806221487,3.09392094,2.982645651,,0.002631579,0.004080663,0.002631579,,0.007384793,0.01262525,0.007849068,,0,0,0
556,A Fernandez L,GK,4.5,BRE,0.022909825,6.007120351,5.205369183,,0.184210526,0.184210526,0.184210526,,2.931787665,2.834647711,2.939298042,,0.002631579,0.002631579,0.002631579,,0.007715231,0.007459599,0.007734995,,0,0,0
688,McGill,GK,4,BHA,0.022041964,6.00625249,5.204539755,,0.184210526,0.184210526,0.184210526,,2.710495418,2.721297819,2.944152968,,0.002631579,0.002631579,0.002631579,,0.007132883,0.00716131,0.007747771,,0,0,0
572,Okonkwo,GK,3.9,ARS,0.014905081,6.005656517,5.20429291,,0.184210526,0.092105263,0.092105263,,3.485088158,2.875757811,3.174096584,,0.001992703,0.001315789,0.001315789,,0.006944746,0.003783892,0.004176443,,0,0,0
407,Randolph,GK,4.3,WHU,0.018765898,6.004555372,5.203212164,,0.165789474,0.165789474,0.165789474,,2.930432563,2.242597501,2.750349086,,0.002368421,0.002368421,0.002368421,,0.006940498,0.005311415,0.006513985,,0,0,0
509,Heaton,GK,3.9,MUN,0.014642589,6.004116274,5.202774623,,0.184210526,0,0.184210526,,2.773756539,0.001524,2.790427395,,0.002631579,0,0.002631579,,0.007299359,0,0.00734323,,0.000125553,0,0.000136188
574,Elliot,GK,4,WAT,0.022365777,6.003678135,5.203064021,,0.368421053,0.184210526,0.184210526,,3.023120822,2.178321137,1.632865605,,0.004080663,0.002631579,0.002631579,,0.012336338,0.005732424,0.004297015,,0,0,0
656,Pitaluga,GK,4,LIV,0.012887677,6.003639113,5.202504497,,0.131578947,0.065789474,0.065789474,,3.068036206,2.371193706,2.777040051,,0.001992703,0.001315789,0.001315789,,0.006113685,0.003119992,0.003654,,0,0,0
313,McGovern,GK,3.9,NOR,0.021669273,6.00298163,5.202186187,,0.368421053,0.184210526,0.184210526,,2.640395714,2.317147419,1.82284121,,0.004080663,0.002631579,0.002631579,,0.010774566,0.006097756,0.004796951,,0,0,0
619,Cox,GK,4,BRE,0.010367244,6.002472507,5.201345899,,0.092105263,0.092105263,0.092105263,,2.669570374,2.554324434,2.65521087,,0.001315789,0.001315789,0.001315789,,0.003512593,0.003360953,0.003493699,,0,0,0
223,Adrian,GK,4.3,LIV,0.003376805,6.001567101,5.200614545,,0.036842105,0.018421053,0.018421053,,4.234935383,3.111531032,3.628638327,,0.000378536,0.000263158,0.000263158,,0.001603076,0.000818824,0.000954905,,0,0,0
615,Slicker,GK,4,MCI,0.00315504,6.001345336,5.200448215,,0.031578947,0.015789474,0.015789474,,4.326472486,2.753757071,3.012035748,,0.000378536,0.000263158,0.000263158,,0.001637726,0.000724673,0.000792641,,0,0,0
616,Tyrer,GK,4,EVE,0.003070348,6.001029887,5.200144486,,0.031578947,0.031578947,0.015789474,,3.117273111,3.594061254,2.013488172,,0.000378536,0.000378536,0.000263158,,0.00118,0.001360482,0.000529865,,0,0,0
0,Sarkic,GK,4,WOL,0.01941227,6.000724627,5.200055949,,0.131578947,0.065789474,0.065789474,,2.349484496,1.837935503,1.895493977,,0.004080663,0.002631579,0.002631579,,0.009587455,0.004836672,0.004988142,,0,0,0
666,McCracken,GK,4,NOR,0.019390639,6.000702997,5.200128347,,0.315789474,0.157894737,0.157894737,,2.361844749,2.075471218,1.630572236,,0.004080663,0.002631579,0.002631579,,0.009637893,0.005461766,0.00429098,,0,0,0
514,Gillespie,GK,3.9,NEW,0.002068568,6.000489621,5.19960484,,0.018421053,0.018421053,0.018421053,,2.287665016,2.726029417,2.846864431,,0.000263158,0.000263158,0.000263158,,0.000602017,0.000717376,0.000749175,,0,0,0
0,D Martin,GK,4,WHU,0.002009978,6.00043103,5.199581351,,0.018421053,0.018421053,0.018421053,,2.861460935,2.111356355,2.665097276,,0.000263158,0.000263158,0.000263158,,0.000753016,0.00055562,0.000701341,,0,0,0
642,Angelini,GK,4,WAT,0.002003254,6.00019355,5.199434346,,0.031578947,0.015789474,0.015789474,,2.936370518,1.965211801,1.423367437,,0.000378536,0.000263158,0.000263158,,0.001111522,0.000517161,0.00037457,,0,0,0
641,Caballero,GK,4.2,SOU,0.029987094,5.998408147,5.197994073,,0.368421053,0.368421053,0.368421053,,2.186168091,1.552237099,1.959142695,,0.005263158,0.005263158,0.005263158,,0.011506148,0.008169669,0.010311277,,0,0,0
659,Austin,GK,4,TOT,0.01641086,5.997723218,5.197245787,,0.131578947,0.065789474,0.065789474,,1.826355007,1.729237332,1.674848435,,0.004080663,0.002631579,0.002631579,,0.00745274,0.004550625,0.004407496,,0,0,0
708,Waller,GK,4,BUR,0.015352352,5.99666471,5.196280581,,0.065789474,0.131578947,0.065789474,,1.534388017,1.728133597,1.619771804,,0.002631579,0.004080663,0.002631579,,0.004037863,0.007051931,0.004262557,,0,0,0
621,Storer,GK,4,WOL,0.014581944,5.995894301,5.19575415,,0.131578947,0.065789474,0.065789474,,1.695618471,1.729082524,1.182741817,,0.004080663,0.002631579,0.002631579,,0.006919248,0.004550217,0.003112478,,0,0,0
637,H Lewis,GK,3.9,SOU,0.010200147,5.994410673,5.194389142,,0.065789474,0.065789474,0.065789474,,1.406358984,1.147237048,1.322459755,,0.002631579,0.002631579,0.002631579,,0.003700945,0.003019045,0.003480157,,0,0,0
237,Trent,DEF,8.4,LIV,22.34437023,22.48378267,19.98700245,,164.2857143,82.14285714,82.14285714,,10.38017314,5.586174963,6.815634863,,0.998714829,0.965789474,0.965789474,,10.36683284,5.395068977,6.582468407,,0.126237038,0.069163311,0.076066867
256,Cancelo,DEF,7.2,MCI,20.78458443,21.00118863,18.94486871,,163,81.5,81.5,,10.96140161,4.843443517,5.560633371,,0.996961057,0.947368421,0.947368421,,10.92809053,4.588525437,5.267968457,,0.171274397,0.076403656,0.086445302
122,Alonso,DEF,5.7,CHE,16.78273808,17.33175037,15.50780948,,130.9285714,62.42857143,62.42857143,,8.451135175,4.552030734,5.152372986,,0.988651751,0.868421053,0.868421053,,8.355229585,3.953079322,4.474429172,,0.253725653,0.132347768,0.153876329
262,Dias,DEF,6.1,MCI,16.62402413,17.15944422,15.50990127,,159.9761905,74.21428571,74.21428571,,9.101645452,4.068958949,4.640883726,,0.995447849,0.868421053,0.868421053,,9.060213387,3.533569614,4.03024113,,0.117580285,0.052199267,0.059059758
127,Rudiger,DEF,6.1,CHE,16.78205517,17.10694894,15.30519905,,162.5238095,80.16666667,80.16666667,,8.292752708,4.345703,4.912239518,,0.995447849,0.921052632,0.921052632,,8.255002845,4.002621185,4.524431135,,0.166707048,0.08867462,0.103099019
229,van Dijk,DEF,6.8,LIV,16.51067098,16.65008343,14.79400127,,167.7809524,83.89047619,83.89047619,,7.668407543,4.097015961,5.06866548,,0.998714829,0.965789474,0.965789474,,7.658552328,3.956854889,4.895263766,,0.112669611,0.061729928,0.067891519
234,Robertson,DEF,7.3,LIV,16.97422249,17.24739945,15.14774626,,132.2857143,80.64285714,80.64285714,,7.236902418,4.709010098,5.80856484,,0.968674679,0.947368421,0.947368421,,7.01020413,4.461167461,5.502850901,,0.086355408,0.047798522,0.052569546
168,Digne,DEF,5,AVL,16.21303659,16.28659833,14.62850345,,164.2857143,164.2857143,82.14285714,,5.994961124,8.50657131,1.791426758,,0.998714829,0.998714829,0.965789474,,5.987256573,8.495638911,1.730141106,,0.051946538,0.066944777,0.014647865
142,R James,DEF,6.4,CHE,15.65287684,16.02694261,14.18963908,,105.0952381,63.5,63.5,,7.157073626,4.441414612,5.00901939,,0.970861848,0.921052632,0.921052632,,6.948529728,4.090776616,4.613570491,,0.151083331,0.085154324,0.099006088
259,Laporte,DEF,6,MCI,15.30611158,16.01277463,14.366044,,137.7142857,72.07142857,72.07142857,,8.162819071,4.138734862,4.707833151,,0.962457949,0.842105263,0.842105263,,7.856370099,3.48525041,3.964491074,,0.185492516,0.082746205,0.093621445
119,Azpilicueta,DEF,5.6,CHE,14.74470658,15.34610647,13.64772967,,130.5714286,71.07142857,71.07142857,,7.196692669,4.235442513,4.767324622,,0.962457949,0.868421053,0.868421053,,6.926514064,3.678147446,4.140045066,,0.090680226,0.048809203,0.05674883
44,Cash,DEF,5.3,AVL,15.21250737,15.268182,13.72102486,,170.8571429,170.8571429,85.42857143,,5.602460406,8.065332061,1.597142923,,0.999239237,0.999239237,0.973684211,,5.598198264,8.059196259,1.555112846,,0.085910876,0.110715452,0.024225116
165,Coleman,DEF,4.9,EVE,15.04217727,15.115739,13.52730922,,164.2857143,164.2857143,82.14285714,,5.751473514,7.076960086,2.309230383,,0.998714829,0.998714829,0.965789474,,5.744081887,7.067864982,2.230230396,,0.08348502,0.087769469,0.029353273
121,T Silva,DEF,5.6,CHE,14.57011463,15.01386376,13.41703288,,147.9047619,74.73809524,74.73809524,,7.227025309,3.907687615,4.390957365,,0.988651751,0.894736842,0.894736842,,7.145011223,3.496352076,3.928751326,,0.044462754,0.023925879,0.02781782
23,Gabriel,DEF,5.4,ARS,14.85925984,14.96604452,13.27975131,,170.8571429,85.42857143,85.42857143,,6.737519345,3.847226349,4.499284829,,0.999239237,0.973684211,0.973684211,,6.732393693,3.74598355,4.380882597,,0.147767908,0.062925877,0.0765837
38,Mings,DEF,5,AVL,14.44986544,14.50554007,13.03298523,,170.8571429,170.8571429,85.42857143,,5.308501652,7.670504828,1.520752709,,0.999239237,0.999239237,0.973684211,,5.304463143,7.664669395,1.480732901,,0.069796081,0.089947921,0.019681072
675,Mykolenko,DEF,4.9,EVE,14.31600697,14.4334259,12.91023253,,157.8571429,157.8571429,78.92857143,,5.492228622,6.724139974,2.255472285,,0.996961057,0.996961057,0.947368421,,5.475538053,6.703705696,2.136763217,,0.056717098,0.059627817,0.019941691
224,Matip,DEF,5.2,LIV,12.56532635,13.76812613,12.16446063,,129.6666667,64.83333333,64.83333333,,6.298439825,4.08174303,5.065127345,,0.924915898,0.736842105,0.736842105,,5.825527124,3.007600127,3.732199097,,0.102224313,0.056007112,0.061597478
590,Tomiyasu,DEF,4.5,ARS,13.20796842,13.34738086,11.83969677,,164.2857143,82.14285714,82.14285714,,5.978702952,3.476174639,4.017124176,,0.998714829,0.965789474,0.965789474,,5.971019297,3.357252875,3.879696244,,0.051340235,0.021862861,0.026608113
588,Emerson R,DEF,4.5,TOT,13.10906092,13.2158456,11.57939767,,165.5714286,82.78571429,82.78571429,,4.964881841,4.319258869,4.048912335,,0.999239237,0.973684211,0.973684211,,4.961104745,4.205594162,3.942362011,,0.058796555,0.047896705,0.049234111
488,Andersen,DEF,4.6,CRY,13.02051446,13.10569902,11.46809306,,85.87142857,171.7428571,85.87142857,,4.058135445,6.062298283,3.052735732,,0.978947368,0.999512982,0.978947368,,3.972701015,6.059345833,2.988467611,,0.035264927,0.044913504,0.02740058
175,Mina,DEF,4.9,EVE,12.480913,12.81972589,11.44018789,,142.1428571,142.1428571,71.07142857,,4.831923375,6.009670075,2.123825441,,0.981086251,0.981086251,0.868421053,,4.740533589,5.896004683,1.844374725,,0.09752725,0.102532344,0.034290511
477,Guehi,DEF,4.5,CRY,12.44030243,12.52548699,10.95630563,,85.87142857,171.7428571,85.87142857,,3.853508855,5.808855565,2.92343963,,0.978947368,0.999512982,0.978947368,,3.772382353,5.806026547,2.861893532,,0.049873502,0.063519023,0.038751331
220,Fofana,DEF,4.3,LEI,11.64436974,12.25823899,10.99439785,,135.5714286,135.5714286,67.78571429,,5.854008694,3.844714756,3.056675741,,0.951795845,0.951795845,0.789473684,,5.57182115,3.659383529,2.413165059,,0.066065262,0.042233293,0.030189305
207,R Pereira,DEF,5.2,LEI,11.15881482,12.10058345,10.82470513,,107.2857143,107.2857143,53.64285714,,5.824864323,3.898636274,3.261367475,,0.909294684,0.909294684,0.710526316,,5.296518165,3.54500924,2.317287416,,0.111517785,0.071289558,0.050959375
361,Dier,DEF,4.6,TOT,11.91382836,12.07514423,10.58989643,,166.9047619,83.45238095,83.45238095,,4.592816072,3.93264562,3.697409359,,0.998289435,0.960526316,0.960526316,,4.58495976,3.777409609,3.551458989,,0.048459574,0.039476018,0.040578296
162,Mitchell,DEF,4.5,CRY,11.92097063,12.03828483,10.53475381,,84.54761905,152.3333333,84.54761905,,3.866553688,5.312138263,2.953769252,,0.973684211,0.993974481,0.973684211,,3.764802276,5.280129871,2.876038483,,0.013296171,0.016741028,0.010331024
364,Ben T Davies,DEF,4.5,TOT,11.69756928,11.91417349,10.44318093,,157.8571429,78.92857143,78.92857143,,4.507351333,3.919358548,3.684774517,,0.996961057,0.947368421,0.947368421,,4.49365375,3.713076519,3.490839016,,0.064051664,0.052177608,0.053634549
258,Ake,DEF,4.7,MCI,9.337674688,11.82562683,10.67468481,,107.8571429,35.78947368,35.78947368,,6.806010951,3.651650679,4.117662406,,0.861287089,0.447368421,0.447368421,,5.86192936,1.633633198,1.842112129,,0.169604893,0.068576759,0.077589724
67,B White,DEF,4.6,ARS,11.06961916,11.65171999,10.15144151,,117.1428571,72.83333333,85.42857143,,4.678447942,3.472331868,4.074161926,,0.89316011,0.842105263,0.973684211,,4.178603079,2.924068941,3.966947138,,0.058433541,0.025520314,0.031742026
494,Romero,DEF,4.8,TOT,11.47108889,11.63240476,10.17874965,,163.4285714,81.71428571,81.71428571,,4.283547108,3.904103771,3.586444847,,0.998289435,0.960526316,0.960526316,,4.276219821,3.749994411,3.444874655,,0.055191495,0.044959959,0.046215364
201,Evans,DEF,5.4,LEI,10.33166901,11.52094083,10.29370016,,114.1428571,114.1428571,57.07142857,,5.650148501,3.717991438,3.262528454,,0.873734676,0.873734676,0.657894737,,4.936730668,3.248538043,2.146400299,,0.150469681,0.096190191,0.068758905
368,Sessegnon,DEF,4.3,TOT,11.29845189,11.51505609,10.10378565,,144.1428571,72.07142857,72.07142857,,4.418986448,3.732902551,3.542930519,,0.996961057,0.947368421,0.947368421,,4.405557401,3.536433996,3.356460492,,0.045826113,0.037330755,0.038373131
169,Keane,DEF,4.6,EVE,9.996332126,11.41508573,10.14251841,,114.1428571,111.4285714,47.5,,4.51335547,5.521942078,2.31705934,,0.873734676,0.864256944,0.552631579,,3.943475177,4.772376788,1.280480161,,0.075187245,0.078630424,0.02584832
98,Tarkowski,DEF,4.9,BUR,11.3036205,11.38880506,9.808112234,,85.87142857,171.7428571,85.87142857,,3.273707076,4.481784138,3.697065091,,0.978947368,0.999512982,0.978947368,,3.204786927,4.479601428,3.619232142,,0.054639149,0.086533178,0.061215544
45,Konsa,DEF,4.9,AVL,10.41988266,11.36165129,10.13031821,,122.7142857,122.7142857,61.35714286,,4.234048573,5.988544146,1.582676697,,0.909294684,0.909294684,0.710526316,,3.84999786,5.445351358,1.124533442,,0.095597038,0.123198247,0.026956416
466,Tavares,DEF,4.3,ARS,10.39103484,11.32954841,10.01479889,,117,58.5,58.5,,5.035238513,3.279166972,3.812286305,,0.951795845,0.789473684,0.789473684,,4.792519094,2.588816031,3.009699715,,0.146263809,0.062285367,0.07580417
218,Justin,DEF,4.9,LEI,9.749683864,11.2092254,9.994070141,,95.71428571,95.71428571,47.85714286,,5.541862988,3.739253033,3.342863644,,0.832483038,0.832483038,0.605263158,,4.613506935,3.112864724,2.023312206,,0.146770436,0.093825389,0.067068492
113,Taylor,DEF,4.4,BUR,10.83888,10.94566468,9.435205942,,84.54761905,165.5714286,82.78571429,,3.167212438,4.346043081,3.504502228,,0.973684211,0.999239237,0.973684211,,3.083864742,4.342736774,3.412278485,,0.00479398,0.007427277,0.005254225
584,Cucurella,DEF,4.9,BHA,10.50036257,10.65825731,9.176027969,,84.54761905,84.54761905,84.54761905,,3.452443238,3.393120366,3.938592555,,0.973684211,0.973684211,0.973684211,,3.361589468,3.303827724,3.834945382,,0.022048841,0.023230723,0.023256469
