ID,Name,Pos,Price,Team,xPts GW18-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
257,Ederson,GK,6,MCI,88.5684276,88.93316444,28.84319869,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.403307007,4.208461031,4.264824156,3.932174714,3.970882573,4.187515542,4.559032967,4.444482174,4.208141433,4.187406957,3.963141064,4.279750879,4.599772745,4.320073157,3.657134125,4.344993053,4.519469266,4.155705973,4.701905869,3.997052902,4.439084828,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.365067762,4.171913869,4.227787526,3.898026881,3.936398593,4.151150275,4.519441365,4.405885355,4.171597047,4.151042634,3.928724312,4.242584621,4.55982735,4.282556732,3.625374802,4.307260219,4.480221244,4.119616947,4.661073528,3.962341653,4.400534881,,0.00151198,0.00170424,0.001483841,0.00133242,0.001144748,0.001400915,0.001835713,0.001806137,0.001621458,0.001467502,0.0015122,0.001345072,0.001473785,0.001645168,0.001236704,0.001232171,0.002223162,0.001607833,0.001870526,0.001360926,0.001738385
231,Alisson,GK,6,LIV,88.16376755,88.71639913,28.49852912,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.879878869,4.48919374,3.930914742,3.701309033,4.637184406,4.334078377,4.231577122,4.362996799,4.795410618,3.950902991,4.326709044,4.379184058,3.954948915,4.565628599,3.504109653,4.155395564,4.5324248,4.452185509,4.21322464,4.230209088,4.711817882,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.828827831,4.430125401,3.87919218,3.652607599,4.576168822,4.27705103,4.175898476,4.305588947,4.73231311,3.898917426,4.269778662,4.321563215,3.902910113,4.505554539,3.458002947,4.100719307,4.472787632,4.393604121,4.157787474,4.174548442,4.649820278,,0.001170938,0.00177707,0.00123072,0.000826681,0.001640027,0.001201688,0.001522568,0.001469793,0.001996247,0.001190384,0.001504174,0.001064296,0.001351,0.001986173,0.000636422,0.001255378,0.001621968,0.001350803,0.00144861,0.001251577,0.001361866
30,Martinez,GK,5.5,AVL,83.78831805,84.15305489,27.55952938,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.448790352,3.72212,3.950883651,4.098920933,3.647293,3.927019482,4.244517542,4.187101716,4.381713841,4.13622308,4.321680555,3.746650867,3.992262573,4.111417105,3.907581772,3.431474753,3.65552399,4.672307104,4.108076536,4.474988856,3.355780028,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.41015612,3.689796326,3.916573346,4.063325041,3.61561914,3.892916418,4.207657258,4.150740043,4.343662115,4.100303248,4.284150172,3.714114163,3.957592925,4.075712693,3.873647509,3.401675103,3.62377865,4.631731806,4.072401134,4.436127111,3.326637728,,0.000159821,8.99E-05,0.000126254,0.000116518,0.000118745,0.000115235,0.000156194,0.000118728,0.000174573,9.35E-05,0.000136093,0.000106866,0.000129439,9.68E-05,0.000127324,9.71117E-05,0.000108173,0.000175458,0.000129186,0.000130668,5.59E-05
559,Ramsdale,GK,4.9,ARS,82.16372072,83.26898388,27.22690118,,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.984587258,4.327669746,4.465356139,3.578027931,3.579460001,4.442440765,4.101541782,3.514417101,4.409595264,3.5077687,4.045589227,3.970630705,3.870976127,4.093161284,4.450271212,3.976838225,3.655997797,3.769471898,4.229384154,4.152083805,4.259092701,,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.879729699,4.2137837,4.347846767,3.483869301,3.485263685,4.325534429,3.993606472,3.421932441,4.293553284,3.415458997,3.939126353,3.866140423,3.769108334,3.985446513,4.333158812,3.872184588,3.559787329,3.670275269,4.118084571,4.042818442,4.147011315,,0.00081915,0.000920181,0.000776625,0.000448993,0.000667745,0.001036932,0.00062776,0.000471427,0.00093525,0.00063007,0.000915538,0.000868267,0.000715898,0.00068528,0.000750856,0.000713731,0.000770428,0.000693357,0.001013401,0.000770316,9.25E-04
143,E Mendy,GK,6.3,CHE,70.33484183,80.5864,23.84225904,,84.32142857,84.32142857,44.46428571,0,0,0,0,84.32142857,84.32142857,84.32142857,168.6428571,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,4.218761119,3.981572301,4.527325972,0.001143,0.001143,0.001143,0.001143,4.091055397,4.157871948,4.068636005,8.214641586,4.589178367,4.337867897,4.456362398,4.052139654,4.009823979,4.15976581,4.03471926,4.527621526,3.466568366,4.401926012,,0.960526316,0.960526316,0.486842105,0,0,0,0,0.960526316,0.960526316,0.960526316,0.979484072,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,4.052231075,3.824404973,2.204092908,0,0,0,0,3.929566368,3.993745424,3.908031952,8.046110591,4.40802659,4.16663627,4.280453356,3.892186773,3.851541454,3.995564528,3.875454026,4.348899624,3.329730141,4.228165775,,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00
353,Lloris,GK,5.4,TOT,90.95259058,91.29150104,27.95410732,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.206225985,4.257411178,3.800013904,3.842142204,3.799210406,3.236925592,4.108375497,8.22244484,3.093857895,3.725810959,4.098803933,7.053227378,3.871688562,4.371250221,3.679245523,4.275875417,3.891668735,3.778720673,6.977187572,4.256521735,4.106128883,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,,3.178382444,4.220438923,3.767013783,3.808776233,3.766217263,3.208815449,4.072697499,8.186432069,3.066990181,3.693455232,4.063209057,7.02233556,3.838066003,4.333289364,3.64729418,4.238742814,3.857872665,3.745905467,6.946628795,4.219557204,4.070470395,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
475,Sa,GK,5,WOL,73.85351338,75.51140812,24.38374573,,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,,3.416890016,4.075487495,3.378007111,3.060792938,4.018395356,3.784600093,3.681903871,3.267035873,3.675474623,3.442754047,4.140875096,3.636088751,3.938508742,3.905205378,3.88472913,3.203316689,3.803886878,4.16248313,3.134693355,4.326112841,2.951347864,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.282012778,3.914612989,3.244664725,2.939972164,3.859774487,3.635207984,3.53656556,3.13807393,3.530390099,3.306855861,3.9774195,3.492558932,3.783041292,3.751052534,3.731384559,3.076869977,3.653733449,3.998174585,3.010955459,4.155345229,2.834847291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Pope,GK,5.4,BUR,79.1203402,81.23114352,26.6941491,,84.07142857,84.07142857,84.07142857,168.1428571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,168.1428571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,3.488466291,4.019115323,2.968429375,7.503888504,3.647580293,3.315812884,3.28466641,3.020661553,3.789737115,3.77496786,3.330565313,7.160803241,4.007477434,3.108803079,4.033433856,3.380101929,4.196751496,3.72076459,3.885725727,3.183137584,4.309111854,,0.947368421,0.947368421,0.947368421,0.972299169,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.972299169,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.304862802,3.807582937,2.81219625,7.296024556,3.455602382,3.141296417,3.11178923,2.861679366,3.590277267,3.576285341,3.155272402,6.962443041,3.796557569,2.945181864,3.821147864,3.202201827,3.975869838,3.524934875,3.681213846,3.015604027,4.082316493,,0.000161652,0.000208857,0.000140619,0.000440722,0.000196058,0.000153283,0.000173965,0.000142272,0.000137047,0.000154738,0.000131693,0.000357237,0.00019938,0.000101384,0.00020778,0.000156562,0.000175364,0.000206731,0.000199986,0.000150779,0.000215187
199,Meslier,GK,4.9,LEE,73.50144894,73.86618578,23.96240485,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.549629742,2.899739756,3.747110771,4.000770355,3.279606937,4.075102105,3.38501067,3.455024001,3.171097214,3.414093444,3.198994462,4.170798325,3.636361229,3.823175643,3.55559267,3.251403696,3.623772891,3.073612553,3.212111893,4.005906673,3.616427676,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.51880401,2.874557806,3.714570073,3.966026823,3.25112614,4.03971306,3.355614524,3.425019845,3.143558738,3.384444738,3.17121372,4.134578234,3.604782303,3.789974381,3.524715155,3.223167822,3.592303284,3.046920655,3.184217237,3.971118536,3.585021857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,R Sanchez,GK,4.6,BHA,80.82378513,85.13108277,26.93830282,,0,87.80904762,87.80904762,144.4519048,87.80904762,87.80904762,0,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,0.001069,4.31598602,3.235662819,5.772270304,4.278967377,3.471166382,0.001069,7.619820417,4.294154221,4.0565311,7.521305283,3.213445189,3.067997171,4.477584771,3.483026977,3.394322685,4.148189017,3.941871799,3.50283637,3.741623278,3.913350669,,0,0.991315789,0.991315789,0.994058172,0.991315789,0.991315789,0,0.995620187,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,0,4.278505089,3.207563642,5.737972466,4.241807923,3.441022042,0,7.586447028,4.256862882,4.021303329,7.488363372,3.185538955,3.041354037,4.438700482,3.452779638,3.364845673,4.112165271,3.907639754,3.472417002,3.709130234,3.879366308,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Dubravka,GK,4.4,NEW,70.2723766,70.82500817,22.78694516,,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,,2.926373664,3.094448833,3.375516194,3.400406329,3.786550944,3.35366222,3.710436179,3.628576631,3.175106006,3.506570878,3.885591999,2.88841471,3.865042549,3.005836848,3.903615952,3.399377123,3.725469846,2.85817875,2.774605914,3.40627131,3.539288735,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,2.887868747,3.053732401,3.331101508,3.355664141,3.736727905,3.309535086,3.66161465,3.580832202,3.133328296,3.460431788,3.834465789,2.850409253,3.814186726,2.966286363,3.852252584,3.354648476,3.676450506,2.820571134,2.738097942,3.361451951,3.492719147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Fabianski,GK,5,WHU,72.90895382,76.96435549,24.18034194,,0,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,167.2857143,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,,0.001408,3.956494456,3.649751513,3.700047069,3.862323539,2.971938432,3.977141711,3.274363913,8.234543273,4.119709205,2.839671425,3.835655814,3.193110813,3.916842897,3.702391073,4.078137663,3.049723776,3.60755403,3.921316259,3.099165664,3.752870229,,0,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.972299169,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,0,3.748257905,3.457659328,3.50530775,3.659043352,2.81552062,3.767818463,3.10202897,8.006439581,3.902882404,2.690215034,3.633779192,3.025052349,3.710693271,3.507528385,3.863498838,2.889211998,3.417682765,3.714931193,2.936051681,3.555350743,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,de Gea,GK,5,MUN,77.6966078,82.00393467,26.8933707,,0,82.55,82.55,165.1,82.55,82.55,82.55,82.55,82.55,82.55,165.1,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,0.00127,3.878101022,4.11465311,8.060995855,3.595074567,3.754710755,3.81321026,3.96947945,3.639818864,4.00437352,6.668927885,3.619209234,3.022727992,3.673255758,3.653221179,4.246693902,3.409708609,4.064355762,3.836174504,3.445285888,3.78651948,,0,0.939473684,0.939473684,0.967905125,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.967905125,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,0,3.643373855,3.865608317,7.802279197,3.377477949,3.527451946,3.582410692,3.729221483,3.419514038,3.762003543,6.454889476,3.400151833,2.839773403,3.45092712,3.43210516,3.989657166,3.203331509,3.818355282,3.603984994,3.236755426,3.557335407,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
