ID,Name,Pos,Price,Team,xPts GW12-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Goals,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
257,Ederson,GK,6,MCI,113.1754315,113.6443789,29.75527367,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.389139796,4.213090967,4.095076253,4.336284775,4.560609096,4.340905919,4.311703368,4.160425968,4.164574419,3.873727379,3.982722452,4.153645212,4.449291156,4.400180728,4.135071867,4.081992477,3.904226793,4.274077614,4.57067964,4.259078408,3.670309623,4.262424296,4.616340305,4.048756915,4.609161624,3.907952844,4.395430816,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.351023582,4.176503598,4.059513748,4.298627566,4.521003806,4.303208578,4.274259629,4.124295953,4.128408378,3.840087115,3.948135652,4.117574082,4.410652575,4.361968632,4.099162032,4.046543595,3.870321666,4.236960625,4.530986895,4.222091674,3.638435882,4.225408506,4.576251033,4.013596658,4.569134694,3.874015359,4.357259969,,0.002361346,0.002209347,0.001996262,0.002385306,0.00196267,0.002620223,0.002031239,0.00216791,0.001937664,0.001732881,0.001478567,0.001830311,0.002397155,0.002500888,0.0020908,0.001908719,0.001936302,0.001807547,0.001945955,0.002180583,0.001834195,0.001586462,0.002950949,0.002117974,0.00251292,0.001785855,0.002469648
231,Alisson,GK,6,LIV,107.6388711,108.3493974,28.35213714,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.013972557,4.33297374,3.904920567,4.099644781,4.241755323,4.500548269,3.571491422,4.175228668,3.644019802,3.479981643,4.334135371,4.137679989,3.984209961,4.093494036,4.586704336,3.661844599,4.038920639,4.145005011,3.692298517,4.512676938,3.274668566,3.893882807,4.235729775,4.142668743,3.939112497,3.985364456,4.451123004,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.961157129,4.275960927,3.853540033,4.045702087,4.185942753,4.441330528,3.524498114,4.120291448,3.596072174,3.434192411,4.277107274,4.083236831,3.931786146,4.039632272,4.526352964,3.613662433,3.985776946,4.090465472,3.643715641,4.45329961,3.231580822,3.842647507,4.179996488,4.088159943,3.88728207,3.93292545,4.392555596,,0.00212602,0.002245553,0.001892879,0.001573296,0.002449153,0.002492066,0.001676007,0.002598479,0.001737818,0.001185234,0.002377261,0.001792546,0.002149918,0.002162487,0.003068263,0.0017185,0.002191012,0.001559898,0.001920233,0.002926459,0.000967281,0.001979695,0.00234175,0.002014382,0.002073449,0.001815121,0.001946382
353,Lloris,GK,5.5,TOT,102.1300754,102.5990228,27.1628381,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.947134266,3.862889675,4.139383565,4.410265994,3.928149838,3.408565199,3.230171948,4.295454661,3.761488484,3.976186283,3.767409793,3.247747918,4.11790741,4.243213656,3.090031458,3.617639515,4.000986035,3.107812491,3.80626332,4.290439086,3.644888756,4.291750796,3.801212204,3.747432616,3.013219876,4.213891471,4.063227834,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.912856521,3.829343527,4.103436286,4.371966315,3.894036957,3.378964502,3.202120455,4.258152028,3.728822926,3.941656244,3.734692813,3.219543792,4.082146635,4.206364695,3.063196975,3.586223172,3.96624063,3.080823593,3.773208928,4.253180009,3.613235775,4.254480329,3.768201677,3.714889123,2.98705244,4.177297151,4.027941908,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,E Mendy,GK,6.1,CHE,105.9768824,108.1084614,27.56809093,,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,3.720748351,3.787127388,4.284889322,3.775633555,4.256530557,4.317932879,4.168550589,3.967561319,4.549355251,3.497749897,3.301777295,4.033041086,4.208099611,4.092908645,4.213224111,4.058237911,4.161563939,4.581829224,4.352087303,4.409840515,4.062521703,3.920174718,4.121770524,3.958000181,4.521085641,3.412265324,4.597589916,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.573876706,3.637635518,4.115748954,3.626595388,4.088509614,4.14748816,4.004002539,3.810947056,4.369775438,3.359680822,3.171443981,3.873842095,4.041990416,3.931346461,4.046912633,3.898044309,3.997291678,4.400967544,4.180294383,4.235767863,3.902159004,3.765430979,3.959069056,3.801763332,4.342621734,3.27757064,4.416106103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
30,Martinez,GK,5.5,AVL,102.9336686,103.402616,27.03435056,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.393660146,3.98577462,3.4208291,3.789603449,3.170145054,4.147282389,4.279998451,3.623883449,3.682451443,3.892209176,3.469169309,3.675439311,4.009392561,3.933551808,4.416107708,3.983895244,4.19208191,3.527090052,3.818450059,3.89562168,3.706486438,3.326718686,3.462399923,4.51299514,3.912253769,4.375675121,3.232231082,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.355504677,3.951161314,3.3911219,3.756693735,3.142614847,4.111266516,4.242830044,3.592412882,3.650472259,3.858408412,3.439042312,3.643521022,3.974574152,3.899392016,4.377757299,3.949298259,4.155676988,3.496460059,3.785289835,3.861791282,3.67429853,3.297828761,3.432331713,4.47380334,3.878278933,4.337675837,3.204161707,,0.00016834,0.000156367,0.000104386,0.000187541,0.000128257,0.000216346,0.00023337,0.000127907,0.000183221,0.000167623,0.000167505,0.000165119,0.000226669,0.000175718,0.00025528,0.000136072,0.000195883,0.00015449,0.000185456,0.000137241,0.00018087,0.000158672,0.000151593,0.000267649,0.000188637,0.000193447,8.44E-05
112,Pope,GK,5.4,BUR,94.46665096,97.30875622,25.76345715,,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,4.304732894,3.569903276,3.742696362,3.810892933,3.723284424,4.35639664,3.509551342,3.931342493,2.940728079,3.495260511,3.638085925,3.288639325,3.290178526,3.084597115,3.839210804,3.861614321,3.439996314,3.738778028,4.095119983,3.179545246,4.051796343,3.33955089,4.19593585,3.933390983,3.929357608,3.1470808,4.277131223,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,4.078168004,3.38201363,3.545712343,3.610319621,3.527322086,4.127112606,3.324838113,3.72442973,2.785952917,3.311299432,3.446607718,3.115553045,3.117011235,2.922249898,3.637147077,3.658371462,3.258943876,3.542000237,3.879587352,3.01220076,3.838543904,3.163785054,3.975097121,3.726370405,3.722549313,2.981444968,4.052019053,,0.000282674,0.000264297,0.000200544,0.000256768,0.000279282,0.000373027,0.000252346,0.000298496,0.000197849,0.000267732,0.000274044,0.000219052,0.000244767,0.000231859,0.000198836,0.000228491,0.000186905,0.000244939,0.000286234,0.000152535,0.000316135,0.000225749,0.0002481,0.000301525,0.000312187,0.000213636,0.000317656
559,Ramsdale,GK,4.6,ARS,101.3577085,103.4892874,26.50244026,,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,,3.326199525,4.373465045,3.309215712,3.818582013,4.233949898,3.937257314,3.808783507,4.214404119,4.337633302,3.526840696,3.462643106,4.331512774,4.003740442,3.468084707,4.274086413,3.452172102,4.12812543,3.880191709,3.803288965,4.063102484,4.397207015,3.921364195,3.574312026,3.650176413,4.083677073,4.028868139,4.114209633,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.194902175,4.200828266,3.178588776,3.667848513,4.066820297,3.781839262,3.65843679,4.048046062,4.166410934,3.3876233,3.325959826,4.160532007,3.845698057,3.331186627,4.105372475,3.315902151,3.96517311,3.727026246,3.653159137,3.90271686,4.223633054,3.766573503,3.433220762,3.506090502,3.922479294,3.869833871,3.951806621,,0.000798878,0.00135404,0.000843351,0.001028478,0.0012201,0.001190465,0.001141231,0.001347557,0.001057548,0.000650193,0.000910642,0.001453594,0.000854835,0.000643986,0.001291662,0.000988322,0.001285277,0.001168138,0.001075648,0.000973963,0.001048542,0.000986229,0.00104334,0.000962275,0.001411859,0.001094495,0.001272367
270,de Gea,GK,5,MUN,92.15597606,95.42439712,25.03530696,,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,3.754837275,3.096884282,3.561649906,4.033906789,3.830330732,3.588562605,4.036325746,3.707076886,3.987924242,4.003679901,3.47395878,3.594747415,3.674835558,3.872391779,3.441423373,4.066470222,2.929388431,3.487182119,2.86322409,3.554358125,3.470622025,4.136874835,3.244986805,3.887035693,3.717523623,3.373674803,3.703319769,,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.527570808,2.909441286,3.346076359,3.789749272,3.598494925,3.371360131,3.792021819,3.48270118,3.74654988,3.761351907,3.263692854,3.377170598,3.4524113,3.638010172,3.233126696,3.820341762,2.752083342,3.276115833,2.689923685,3.339225923,3.26055806,3.886485043,3.048579709,3.651767743,3.492515614,3.169478697,3.479171467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Guaita,GK,4.5,CRY,93.44047611,94.86152874,24.7730659,,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.624023288,3.814245374,3.362951748,2.811881366,3.821699953,3.950002956,3.788098928,3.040636332,4.319375076,3.592185803,3.689734083,2.906187346,3.897804656,3.565480106,3.28745037,4.048315299,3.620905918,3.00472212,3.701831411,3.556158141,3.126468515,3.382195747,3.745792587,3.525165016,4.212883969,3.38931989,3.180378387,,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.528654254,3.713870495,3.274453018,2.737884488,3.721128901,3.84605551,3.688412114,2.960619586,4.205707311,3.497654597,3.592635817,2.829708731,3.795230849,3.471651682,3.200938518,3.941780686,3.52561892,2.925650485,3.604414795,3.462575032,3.044193028,3.293190596,3.647219098,3.432397516,4.102018602,3.300127261,3.096684219,,0.000285553,0.000323407,0.000277354,0.00020496,0.000309224,0.000296522,0.000312362,0.000221314,0.000405159,0.00028932,0.000205982,0.000240193,0.000327498,0.000253742,0.000193622,0.000353268,0.000207751,0.000158017,0.000265996,0.000280738,0.000229476,0.000249952,0.000343125,0.000239684,0.000386434,0.000261416,0.000253564
