Name,FFS 17,FFS 18,FFS 19,FFS 20,FFS 21,FFS 22,FFS 23,fbref,fbref ID,FPL code,FPL ID,FPL name,FPL pos,Team,FPL price,FT ID,FanTeam name,FT pos,FT price,DOB
Lavia,,,,,,Lavia,Lavia,RomÈo Lavia,ecad9aa5,514356,667,Lavia,MID,Chelsea,5,1783661,Lavia,MID,5,37992
Nkunku,,,,,,,Nkunku,Christopher Nkunku,7c56da38,213198,212,Nkunku,FWD,Chelsea,7.4,3584407,Nkunku,FWD,8,35748
Jackson,,,,,,,Jackson,Nicolas Jackson,9c36ed83,517052,211,N.Jackson,FWD,Chelsea,7.1,3590554,Jackson,FWD,7,37062
Broja,,,,,Broja,Broja,Broja,Armando Broja,97220da2,440323,193,Broja,FWD,Chelsea,4.9,242869,Broja,FWD,6,37144
Guaita,,Guaita,Guaita,Guaita,Guaita,Guaita,Guaita,Vicente Guaita,ab13a5aa,40836,227,Guaita,GK,Crystal Palace,4.4,88473,Guaita,GK,4.5,31787
Johnstone,,,,Johnstone,,Johnstone,Johnstone,Sam Johnstone,9e5708be,101982,230,Johnstone,GK,Crystal Palace,4.5,1758328,Johnstone,GK,4.5,34053
Whitworth,,,,,,Whitworth,Whitworth,Joseph Whitworth,3f847d95,487818,243,Whitworth,GK,Crystal Palace,4,3087036,Whitworth,GK,4,38046
Hall,,,,,,Lewis Hall,Lewis Hall,Lewis Hall,da011f18,487838,204,Hall,DEF,Newcastle United,4.5,2707125,Hall,MID,5,38238
J Andersen,,,,Andersen,Andersen,Andersen,Andersen (Joachim),Joachim Andersen,e34fc66d,174874,220,Andersen,DEF,Crystal Palace,4.6,187804,Andersen,DEF,4.5,35216
Clyne,Clyne,Clyne,,Clyne,Clyne,Clyne,Clyne,Nathaniel Clyne,0442183b,57328,222,Clyne,DEF,Crystal Palace,4.4,189201,Clyne,DEF,4.5,33333
Guehi,,,,,Marc Guehi,Marc Guehi,Marc Guehi,Marc GuÈhi,d0706b27,209036,228,GuÈhi,DEF,Crystal Palace,4.5,231961,Guehi,DEF,4.5,36720
Mitchell,,,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,Tyrick Mitchell,5cbd1eb0,244723,234,Mitchell,DEF,Crystal Palace,4.5,174861,Mitchell,DEF,4.5,36404
Ward,Ward (Joel),Ward (Joel),Ward (Joel),Ward (Joel),Ward (Joel),Ward (Joel),Ward (Joel),Joel Ward,8a7ff278,55494,242,Ward,DEF,Crystal Palace,4.5,23018,Ward,DEF,4.5,32810
C Richards,,,,,,Richards (Chris),Richards (Chris),Chris Richards,0a3d6d2b,427623,238,C.Richards,DEF,Crystal Palace,4,1908560,Richards,DEF,4,36613
N Ferguson,,,,,Ferguson (Nathan),,Ferguson (Nathan),Nathan Ferguson,2f8d27bc,232423,,N. Ferguson,DEF,Crystal Palace,3.5,178020,Ferguson,DEF,4,36805
Eze,,,,Eze,Eze,Eze,Eze,Eberechi Eze,ae4fc6a4,232413,226,Eze,MID,Crystal Palace,6.4,180321,Eze,MID,7.4,35975
Olise,,,,,Olise,Olise,Olise,Michael Olise,c4486bac,443661,236,Olise,MID,Crystal Palace,5.9,230249,Olise,MID,6,37237
Ayew,Jordan Ayew,Jordan Ayew,Jordan Ayew,Jordan Ayew,Jordan Ayew,Ayew (Jordan),Ayew (Jordan),Jordan Ayew,da052c14,80146,221,J.Ayew,MID,Crystal Palace,5.5,35701,Ayew,FWD,5.5,33492
C Doucoure,,,,,,DoucourÈ (Cheick),DoucourÈ (Cheick),Cheick DoucourÈ,ce4f40c7,438464,223,C.DoucourÈ,MID,Crystal Palace,5,1812135,Doucoure,MID,5,36533
Hughes,Hughes (Will),Hughes (Will),Hughes,,Hughes (Will),Hughes (Will),Hughes (Will),Will Hughes,a0666d3e,108413,229,Hughes,MID,Crystal Palace,4.9,45036,Hughes,MID,4.5,34806
Lerma,,Lerma,Lerma,,,Lerma,Lerma,Jefferson Lerma,9b5ce51a,152551,231,Lerma,MID,Crystal Palace,4.9,230744,Lerma,MID,5,34663
Schlupp,Schlupp,Schlupp,Schlupp,Schlupp,Schlupp,Schlupp,Schlupp,Jeffrey Schlupp,3312f911,86417,240,Schlupp,MID,Crystal Palace,5,23103,Schlupp,MID,5.5,33961
Ahamada,,,,,,Ahamada,Ahamada,Naouirou Ahamada,a6c58494,466117,219,Ahamada,MID,Crystal Palace,4.4,2930174,Ahamada,MID,4.5,37344
Edouard,,,,,Edouard,Edouard,Edouard,Odsonne …douard,0562b7f1,199670,225,Edouard,FWD,Crystal Palace,5.5,257274,Edouard,FWD,6,35811
Mateta,,,,Mateta,Mateta,Mateta,Mateta,Jean-Philippe Mateta,50e6dc35,231747,232,Mateta,FWD,Crystal Palace,4.9,201968,Mateta,FWD,5,35609
Rak-Sakyi,,,,,Rak-Sakyi,,Rak-Sakyi,Jesuran Rak Sakyi,45685411,450542,657,Rak-Sakyi,FWD,Crystal Palace,4.5,,,,,37534
Pickford,Pickford,Pickford,Pickford,Pickford,Pickford,Pickford,Pickford,Jordan Pickford,4806ec67,111234,263,Pickford,GK,Everton,4.5,23433,Pickford,GK,4.4,34400
Virginia,,,,Jo„o VirgÌnia,Jo„o VirgÌnia,,J.Virginia,Jo„o VirgÌnia,728e9b2e,222627,266,J.Virginia,GK,Everton,4,3556537,Virginia,GK,4,36443
Coleman,Coleman (Seamus),Coleman (Seamus),Coleman,Coleman,Coleman,Coleman,Coleman,SÈamus Coleman,0420d84f,59949,247,Coleman,DEF,Everton,4.4,23059,Coleman,DEF,4.5,32427
Godfrey,,,Godfrey,Godfrey,Godfrey,Godfrey,Godfrey,Ben Godfrey,9f7c837d,198826,252,Godfrey,DEF,Everton,4.4,131352,Godfrey,DEF,4.5,35810
Keane,Keane,Keane,Keane,Keane,Keane,Keane,Keane,Michael Keane,c5b7c315,106611,257,Keane,DEF,Everton,4.5,23378,Keane,DEF,4.4,33980
Mykolenko,,,,,Mykolenko,Mykolenko,Mykolenko,Vitaliy Mykolenko,30d4a2e5,224967,260,Mykolenko,DEF,Everton,4.4,274827,Mykolenko,DEF,4.5,36309
Patterson,,,,,,Patterson (Nathan),Patterson (Nathan),Nathan Patterson,230f0471,243571,262,Patterson,DEF,Everton,4.5,274923,Patterson,DEF,4.4,37180
Tarkowski,Tarkowski,Tarkowski,Tarkowski,Tarkowski,Tarkowski,Tarkowski,Tarkowski,James Tarkowski,15ea812b,17761,265,Tarkowski,DEF,Everton,4.5,23287,Tarkowski,DEF,4.5,33927
Young,Young,Young,Young (Ashley),,Young (Ashley),Young (Ashley),Young (Ashley),Ashley Young,be927d03,18892,588,Young,DEF,Everton,4.5,3627935,Young,DEF,4.5,31237
A Doucoure,DoucourÈ,DoucourÈ,DoucourÈ,DoucourÈ,DoucourÈ,DoucourÈ (Abdoulaye),DoucourÈ (Abdoulaye),Abdoulaye DoucourÈ,02b29014,121599,249,A.Doucoure,MID,Everton,5.5,23492,Doucoure,MID,5,33970
Gray,Gray (Demarai),Gray (Demarai),Gray (Demarai),Gray,Gray (Demarai),Gray (Demarai),Gray (Demarai),Demarai Gray,4468ec10,172632,253,Gray,MID,Everton,5.4,234800,Gray,MID,6,35244
Iwobi,Iwobi,Iwobi,Iwobi,Iwobi,Iwobi,Iwobi,Iwobi,Alex Iwobi,6ca5ec4b,153133,256,Iwobi,MID,Everton,5.4,23326,Iwobi,MID,6,35188
McNeil,McNeil,McNeil,McNeil,McNeil,McNeil,McNeil,McNeil,Dwight McNeil,fc15fb84,433154,259,McNeil,MID,Everton,5.4,96761,McNeil,MID,6,36486
Danjuma,,,Danjuma Groeneveld,,,Danjuma Groeneveld,Danjuma Groeneveld,Arnaut Danjuma,f08490a6,220307,601,Danjuma,MID,Everton,5.5,3628798,Danjuma,MID,6,35461
Garner,,Garner,Garner,,,Garner,Garner,James Garner,4e015693,232928,250,Garner,MID,Everton,5,255546,Garner,MID,4.5,36963
Gueye,Gueye,Gueye,,,,Gueye,Gueye,Idrissa Gana Gueye,72c812f3,80801,254,Gana,MID,Everton,4.9,2268238,Gueye,MID,5,32777
Amadou Onana,,,,,,Mvom Onana,Mvom Onana,Amadou Onana,828657ff,449871,261,Onana,MID,Everton,4.9,2018116,Onana,MID,5,37119
Calvert-Lewin,Calvert-Lewin,Calvert-Lewin,Calvert-Lewin,Calvert-Lewin,Calvert-Lewin,Calvert-Lewin,Calvert-Lewin,Dominic Calvert-Lewin,59e6e5bf,177815,246,Calvert-Lewin,FWD,Everton,5.8,40266,Calvert-Lewin,FWD,6.4,35505
Maupay,,,Maupay,Maupay,Maupay,Maupay,Maupay,Neal Maupay,4bcf39f6,115382,258,Maupay,FWD,Everton,5,139797,Maupay,FWD,5.5,35291
Gnonto,,,,,,Gnonto,Gnonto,Wilfried Gnonto,75fdd638,492859,,Gnonto,FWD,Everton,3.5,2268242,,,,37930
Leno,,Leno,Leno,Leno,Leno,Leno,Leno,Bernd Leno,2628fd2b,80201,275,Leno,GK,Fulham,4.5,88472,Leno,GK,4.5,33667
Rodak,,,,Rod·k,,Rod·k,Rod·k,Marek Rod·k,17acc2ed,155529,284,Rod·k,GK,Fulham,4,231145,Rodak,GK,4,35412
Diop,,Diop,Diop,Diop,Diop,Diop,Diop,Issa Diop,a712ca2b,219924,271,Diop,DEF,Fulham,4.5,88449,Diop,DEF,4.5,35439
Ream,,Ream,,,,Ream,Ream,Tim Ream,28b40c9c,82514,281,Ream,DEF,Fulham,4.5,231152,Ream,DEF,4.4,32055
A Robinson,,,,Robinson (Antonee),,Robinson (Antonee),Robinson (Antonee),Antonee Robinson,289601e6,169528,283,Robinson,DEF,Fulham,4.5,231153,Robinson,DEF,4.5,35650
Tete,,,,Tete,,Tete,Tete,Kenny Tete,77d7c96f,167074,285,Tete,DEF,Fulham,4.5,231155,Tete,DEF,4.5,34981
Bassey,,,,,,,Ughelumba,Calvin Bassey,a36524bf,232892,610,Bassey,DEF,Fulham,4.5,3629982,Bassey,DEF,4.5,36525
Mbabu,,,,,,Mbabu,Mbabu,Kevin Mbabu,493924a7,120721,277,Mbabu,DEF,Fulham,4,1908559,Mbabu,DEF,4,34808
Castagne,,,,Castagne,Castagne,Castagne,Castagne,Timothy Castagne,197640fd,166477,688,Castagne,DEF,Fulham,4.5,182119,Castagne,DEF,4.5,35038
Pereira,,Pereira (Andreas),Pereira,,,Pereira,Pereira (Andreas),Andreas Pereira,6639e500,156689,267,Andreas,MID,Fulham,5.5,242909,Pereira,MID,6,35065
Reid,,Reid (Bobby),,DeCordova-Reid,,DeCordova-Reid,DeCordova-Reid,Bobby Reid,0f7533cd,96994,270,De Cordova-Reid,MID,Fulham,5.5,231165,De-Cordova Reid,MID,5.5,34002
H Wilson,,,H Wilson,,,Wilson (Harry),Wilson (Harry),Harry Wilson,c6dc9ecd,153682,288,Wilson,MID,Fulham,5.4,234793,Wilson,MID,5.5,35511
Willian,Willian,Willian,Willian,Willian,,Willian,Willian,Willian,8b9ebd03,47431,591,Willian,MID,Fulham,5.4,2268237,Willian,MID,5.9,32364
Hudson-Odoi,Hudson-Odoi,Hudson-Odoi,Hudson-Odoi,Hudson-Odoi,Hudson-Odoi,,Hudson-Odoi,Callum Hudson-Odoi,15f3ec41,209046,205,Hudson-Odoi,MID,Nott'm Forest,4.9,69539,Hudson-Odoi,MID,5,36837
Cairney,,Cairney,,Cairney,,Cairney,Cairney,Tom Cairney,a8748947,76357,268,Cairney,MID,Fulham,5,231161,Cairney,MID,4.5,33258
Palhinha,,,,,,Jo„o Palhinha,Jo„o Palhinha,Jo„o Palhinha,a78ff07f,154296,280,J.Palhinha,MID,Fulham,5,1761568,Palhinha,MID,5,34889
Reed,,,,Reed,,Reed,Reed,Harrison Reed,803ae100,153366,282,Reed,MID,Fulham,4.9,231160,Reed,MID,5,34726
Lukic,,,,,,Lukic,Lukic,Saöa Luki?,c6e8cf1f,212314,276,Luki?,MID,Fulham,4.5,2930172,Lukic,MID,4.5,35290
Jimenez,,Ra˙l JimÈnez,Ra˙l JimÈnez,Ra˙l JimÈnez,Ra˙l JimÈnez,Ra˙l JimÈnez,Ra˙l JimÈnez,Ra˙l JimÈnez,b561db50,102057,558,Ra˙l,FWD,Fulham,5.4,88528,Jimenez,FWD,6,33363
Vinicius,,,,Carlos Vinicius,,Carlos Vinicius,Carlos Vinicius,Carlos VinÌcius,8b529245,245824,287,VinÌcius,FWD,Fulham,4.9,2268244,Vinicius,FWD,6,34783
Alisson,,Alisson,Alisson,Alisson,Alisson,Alisson,Alisson,Alisson,7a2e46a8,116535,291,Alisson,GK,Liverpool,5.5,90826,Alisson,GK,6,33879
Kelleher,,,,Kelleher,Kelleher,Kelleher,Kelleher,CaoimhÌn Kelleher,62d7ef38,200720,301,Kelleher,GK,Liverpool,4,140028,Kelleher,GK,5.5,36122
Trent,Alexander-Arnold,Alexander-Arnold,Alexander-Arnold,Alexander-Arnold,Alexander-Arnold,Alexander-Arnold,Alexander-Arnold,Trent Alexander-Arnold,cd1acf9d,169187,290,Alexander-Arnold,DEF,Liverpool,7.9,28906,Alexander-Arnold,DEF,6.9,36075
Robertson,Robertson,Robertson,Robertson,Robertson,Robertson,Robertson (Andrew),Robertson (Andrew),Andrew Robertson,2e4f5f03,122798,307,Robertson,DEF,Liverpool,6.5,45120,Robertson,DEF,6.4,34404
van Dijk,van Dijk,van Dijk,van Dijk,van Dijk,van Dijk,van Dijk,van Dijk,Virgil van Dijk,e06683ca,97032,313,Virgil,DEF,Liverpool,6,23238,van Dijk,DEF,6,33427
Konate,,,,,KonatÈ,KonatÈ,KonatÈ,Ibrahima KonatÈ,5ed9b537,204716,302,KonatÈ,DEF,Liverpool,5,225319,Konate,DEF,5.5,36305
Matip,Matip,Matip,Matip,Matip,Matip,Matip,Matip,JoÎl Matip,b217ef29,60914,305,Matip,DEF,Liverpool,4.9,23135,Matip,DEF,5.5,33458
J Gomez,Gomez,Gomez,Gomez,Gomez,Gomez,Gomez,Gomez,Joe Gomez,7a11550b,171287,298,Gomez,DEF,Liverpool,4.5,23120,Gomez,DEF,5.9,35573
Tsimikas,,,,Tsimikas,Tsimikas,Tsimikas,Tsimikas,Kostas Tsimikas,f315ca93,214285,311,Tsimikas,DEF,Liverpool,4.4,178132,Tsimikas,DEF,5.5,35197
Salah,Salah,Salah,Salah,Salah,Salah,Salah,Salah,Mohamed Salah,e342ad68,118748,308,Salah,MID,Liverpool,12.5,45106,Salah,MID,12,33770
Jota,,Diogo Jota,Diogo Jota,Diogo Jota,Diogo Jota,Diogo Jota,Diogo Jota,Diogo Jota,178ae8f8,194634,294,Diogo J.,MID,Liverpool,8,88567,Jota,MID,7.5,35403
Diaz,,,,,DÌaz,DÌaz,DÌaz,Luis DÌaz,4a1a9578,244731,303,Luis DÌaz,MID,Liverpool,7.7,283021,Diaz,MID,7.6,35443
Szoboszlai,,,,,,,Szoboszlai,Dominik Szoboszlai,934e1968,424876,309,Szoboszlai,MID,Liverpool,7,3590555,Szoboszlai,MID,7,36824
Mac Allister,,,Alexis Mac Allister,Mac Allister,Mac Allister,Mac Allister,Mac Allister,Alexis Mac Allister,83d074ff,243016,304,Mac Allister,MID,Liverpool,6,163914,Mac Allister,MID,6.4,36153
Caicedo,,,,,Moises Caicedo,Moises Caicedo,Moises Caicedo,MoisÈs Caicedo,16264a81,486672,126,Caicedo,MID,Chelsea,4.9,203010,Caicedo,MID,5.4,37197
Bajcetic,,,,,,Bajcetic,Bajcetic,Stefan Bajcetic,32e8417f,535928,292,Bajcetic,MID,Liverpool,4.9,2207564,Bajƒçetiƒá,MID,4.5,38282
Elliott,,,,,Elliott,Elliott (Harvey),Elliott,Harvey Elliott,c8387671,444884,295,Elliott,MID,Liverpool,4.9,241953,Elliott,MID,5.5,37715
Jones,,,Jones (Curtis),Jones (Curtis),Jones (Curtis),Jones (Curtis),Jones (Curtis),Curtis Jones,4fb9c88f,206915,300,Jones,MID,Liverpool,4.9,154682,Jones,MID,5.5,36921
Thiago,,,,Thiago Alc·ntara,Thiago Alc·ntara,Thiago Alc·ntara,Thiago Alc·ntara,Thiago Alc·ntara,77e84962,61558,310,Thiago,MID,Liverpool,4.9,184638,Alcantara,MID,5,33339
Nunez,,,,,,N˙Òez,N˙Òez,Darwin N˙Òez,4d77b365,447203,293,Darwin,FWD,Liverpool,7.3,1677500,Nunez,FWD,7.9,36335
Gakpo,,,,,,Gakpo,Gakpo,Cody Gakpo,1971591f,243298,297,Gakpo,FWD,Liverpool,7.4,2818755,Gakpo,FWD,7.5,36287
Shea,,,,,,,Shea,James Shea,ee7c0a5e,77818,335,Shea,GK,Luton Town,4.5,3584394,Shea,GK,4,33405
Kaminski,,,,,,,Kaminski,Thomas Kaminski,1caa93a5,54738,614,Kaminski,GK,Luton Town,4.5,3634177,Kaminski,GK,4,33900
Doughty,,,,,,,Doughty,Alfie Doughty,bf33b257,244262,321,Doughty,DEF,Luton Town,4.4,3584388,Doughty,DEF,4.5,36515
Osho,,,,,,,Osho,Gabriel Osho,cd889153,199056,330,Osho,DEF,Luton Town,4.5,3584398,Osho,DEF,4,36021
Giles,,,,,,,Giles,Ryan John Giles,73b1d65b,232351,553,Giles,DEF,Luton Town,4.5,3627792,Giles,DEF,4.5,36551
Lockyer,,,,,,,Lockyer,Tom Lockyer,37118440,108796,575,Lockyer,DEF,Luton Town,4.4,3584387,Lockyer,DEF,4.4,34671
M Andersen,,,,,,,Andersen (Mads),Mads Juel Andersen,f098c03e,208904,315,Andersen,DEF,Luton Town,4,3591231,Andersen,DEF,4,35791
Bell,,,,,,,Bell,Amari'i Bell,399e9474,165183,316,Bell,DEF,Luton Town,4,3584378,Bell,DEF,4,34459
Burke,,,,,,,Burke,Reece Burke,a681b7b7,156658,318,Burke,DEF,Luton Town,4,3584406,Burke,DEF,4,35310
Kabore,,,,,,,Issa Kabore,Issa KaborÈ,c066d1a5,476369,602,KaborÈ,DEF,Luton Town,4,3628729,Kabore,DEF,4,37023
Campbell,,,,,,,Campbell,Allan Campbell,858409be,193195,319,Campbell,MID,Luton Town,4.9,3584401,Campbell,MID,5,35980
Clark,,,,,,,Clark,Jordan Clark,7c5fa6cf,96784,320,Clark,MID,Luton Town,4.9,3584393,Clark,MID,5,34234
Freeman,,,Freeman (Luke),,,,Freeman,Luke Freeman,636b64cd,49083,322,Freeman,MID,Luton Town,4.9,3584404,Freeman,MID,4.5,33685
Mpanzu,,,,,,,Ruddock Mpanzu,Pelly Ruddock Mpanzu,a9b1c319,104047,582,Mpanzu,MID,Luton Town,4.9,3584382,Mpanzu,MID,4.5,34167
Chong,,Chong,Chong,,,,Chong,Tahith Chong,2696b6a9,222677,586,Chong,MID,Luton Town,5,3627954,Chong,MID,5,36498
Nakamba,,,Nakamba,Nakamba,Nakamba,,Nakamba,Marvelous Nakamba,de5b5570,184704,52,Nakamba,MID,Luton Town,4.5,138600,Nakamba,MID,4.5,34353
Barkley,Barkley,Barkley,Barkley,Barkley,Barkley,,Barkley,Ross Barkley,3a24769f,88894,630,Barkley,MID,Luton Town,5,3638248,Barkley,MID,5.5,34308
Morris,,,,,,,Morris,Carlton Morris,2da834f1,156700,326,Morris,FWD,Luton Town,5.5,3584386,Morris,FWD,6,35049
Adebayo,,,,,,,Adebayo,Elijah Adebayo,0480ebc7,174310,314,Adebayo,FWD,Luton Town,5,3584405,Adebayo,FWD,5.5,35802
Ogbene,,,,,,,Ogbene,Chiedozie Ogbene,788c0277,229164,328,Ogbene,FWD,Luton Town,4.9,3584410,Ogbene,MID,5,35551
Woodrow,,,,,,,Woodrow,Cauley Woodrow,d3085b49,91046,340,Woodrow,FWD,Luton Town,4.5,3584395,Woodrow,MID,4.5,34670
Ederson,Ederson,Ederson,Ederson,Ederson,Ederson,Ederson,Ederson,Ederson,3bb7b8b4,121160,352,Ederson M.,GK,Man City,5.6,45113,Ederson,GK,6,34198
Ortega,,,,,,Ortega Moreno,Ortega Moreno,Stefan Ortega,c1242d4e,88248,361,Ortega Moreno,GK,Man City,4,1758327,Ortega,GK,5,33914
Dias,,,,R˙ben Dias,R˙ben Dias,R˙ben Dias,R˙ben Dias,R˙ben Dias,31c69ef1,171314,350,R˙ben,DEF,Man City,5.5,186737,Dias,DEF,6,35564
Stones,Stones,Stones,Stones,Stones,Stones,Stones,Stones,John Stones,5eecec3d,97299,368,Stones,DEF,Man City,5.3,23044,Stones,DEF,5.5,34482
Akanji,,,,,,Akanji,Akanji,Manuel Akanji,89ac64a6,211975,341,Akanji,DEF,Man City,5.1,2258875,Akanji,DEF,5.5,34899
Ake,AkÈ,AkÈ,AkÈ,AkÈ,AkÈ,AkÈ,AkÈ,Nathan AkÈ,eaeca114,126184,342,AkÈ,DEF,Man City,5.1,23346,Ake,DEF,5.5,34748
Walker,Walker,Walker,Walker,Walker (Kyle),Walker (Kyle),Walker,Walker,Kyle Walker,86dd77d1,58621,369,Walker,DEF,Man City,5.1,23260,Walker,DEF,5.5,33021
Gvardiol,,,,,,,Gvardiol,Joöko Gvardiol,5ad50391,477424,616,Josko Gvardiol,DEF,Man City,5.1,3634364,Gvardiol,DEF,5.5,37279
Lewis,,,,,,Lewis (Rico),Lewis (Rico),Rico Lewis,b57e066e,477064,358,R.Lewis,DEF,Man City,4.5,2087563,Lewis,DEF,5,38312
De Bruyne,De Bruyne,De Bruyne,De Bruyne,De Bruyne,De Bruyne,De Bruyne,De Bruyne,Kevin De Bruyne,e46012d4,61366,349,De Bruyne,MID,Man City,10.3,23161,De Bruyne,MID,10,33417
Foden,Foden,Foden,Foden,Foden,Foden,Foden,Foden,Phil Foden,ed1e53f3,209244,353,Foden,MID,Man City,7.6,55898,Foden,MID,8.5,36674
Grealish,,,Grealish,Grealish,Grealish,Grealish,Grealish,Jack Grealish,b0b4fd3e,114283,354,Grealish,MID,Man City,7.4,131338,Grealish,MID,8,34952
B Silva,Bernardo Silva,Bernardo Silva,Bernardo Silva,Bernardo Silva,Bernardo Silva,Bernardo Silva,Bernardo Silva,Bernardo Silva,3eb22ec9,165809,344,Bernardo,MID,Man City,6.4,45081,Silva,MID,7,34556
Rodri,,,Rodri,Rodri,Rodri,Rodri,Rodri,Rodri,6434f10d,220566,365,Rodrigo,MID,Man City,5.7,132974,Rodri,MID,6.1,35238
Kovacic,,Kovacic,Kovacic,Kovacic,Kovacic,Kovacic,Kovacic,Mateo Kova?i?,79c0821a,91651,356,Kova?i?,MID,Man City,5,92389,Kovacic,MID,5.5,34460
Palmer,,,,,Palmer,Palmer,Palmer,Cole Palmer,dc7f8a28,244851,362,Palmer,MID,Chelsea,5,242906,Palmer,MID,5,37382
Phillips,,,,Phillips (Kalvin),Phillips (Kalvin),Phillips (Kalvin),Phillips (Kalvin),Kalvin Phillips,4f565d77,155405,364,Phillips,MID,Man City,4.9,176648,Phillips,MID,5,35035
Haaland,,,,,,Haaland,Haaland,Erling Haaland,1f44ac21,223094,355,Haaland,FWD,Man City,14,1677501,Haaland,FWD,12.6,36728
J Alvarez,,,,,,¡lvarez,¡lvarez (Juli·n),Juli·n ¡lvarez,15ab5a2b,461358,343,J.Alvarez,FWD,Man City,6.6,1677502,Alvarez,FWD,8.5,36556
Andre Onana,,,,,,,Onana,AndrÈ Onana,e9c0c1b2,202641,597,Onana,GK,Man United,5,3628569,Onana,GK,5.5,35157
Henderson,,,Henderson (Dean),Henderson (Dean),,Henderson (Dean),Henderson (Dean),Dean Henderson,e5a76dfe,172649,385,Henderson,GK,Crystal Palace,4.5,137863,Henderson,GK,5.5,35501
Heaton,Heaton,Heaton,Heaton,,,,Heaton,Tom Heaton,a6de6361,21205,384,Heaton,GK,Man United,4,176811,Heaton,GK,4.5,31517
Shaw,Shaw,Shaw,Shaw,Shaw,Shaw,Shaw,Shaw,Luke Shaw,9c94165b,106760,398,Shaw,DEF,Man United,5.4,23188,Shaw,DEF,5.9,34892
Dalot,,Diogo Dalot,Diogo Dalot,,Diogo Dalot,Dalot,Dalot,Diogo Dalot,d9565625,216051,377,Dalot,DEF,Man United,4.9,242908,Dalot,DEF,5,36237
L Martinez,,,,,,MartÌnez,MartÌnez,Lisandro MartÌnez,bac46a10,221820,391,Martinez,DEF,Man United,4.9,1818085,Martinez,DEF,5.4,35813
Varane,,,,,Varane,Varane,Varane,RaphaÎl Varane,9f8e9423,90152,395,R.Varane,DEF,Man United,5.1,241033,Varane,DEF,5.6,34084
Lindelof,Lindelof,Lindelof,Lindelof,Lindelof,Lindelof,Lindelof,Lindelof,Victor Lindelˆf,f5deef4c,184667,386,Lindelof,DEF,Man United,4.5,45053,Lindelof,DEF,5,34532
Malacia,,,,,,Malacia,Malacia,Tyrell Malacia,6b6c793c,222690,389,Malacia,DEF,Man United,4.4,1777193,Malacia,DEF,5,36389
Wan-Bissaka,Wan-Bissaka,Wan-Bissaka,Wan-Bissaka,Wan-Bissaka,Wan-Bissaka,Wan-Bissaka,Wan-Bissaka,Aaron Wan-Bissaka,9e525177,214590,401,Wan-Bissaka,DEF,Man United,4.6,32948,Wan-Bissaka,DEF,5.1,35760
Rashford,Rashford,Rashford,Rashford,Rashford,Rashford,Rashford,Rashford,Marcus Rashford,a1d5bd30,176297,396,Rashford,MID,Man United,9,23194,Rashford,FWD,9.4,35734
Fernandes,,,Bruno Fernandes,Bruno Fernandes,Bruno Fernandes,Bruno Fernandes,Bruno Fernandes,Bruno Fernandes,507c7bdf,141746,373,B.Fernandes,MID,Man United,8.5,160701,Fernandes,MID,9.4,34585
Mount,,,Mount,Mount,Mount,Mount,Mount,Mason Mount,9674002f,184341,209,Mount,MID,Man United,6.9,139802,Mount,MID,7.4,36170
Antony,,,,,,Antony,Antony,Antony,99127249,467169,372,Antony,MID,Man United,6.9,2229322,Antony,MID,7,36580
Sancho,,,,,Sancho,Sancho,Sancho,Jadon Sancho,dbf053da,209243,397,Sancho,MID,Man United,6.9,228177,Sancho,MID,6.4,36610
Eriksen,Eriksen,Eriksen,Eriksen,,Eriksen,Eriksen,Eriksen,Christian Eriksen,980522ec,80607,379,Eriksen,MID,Man United,5.9,283053,Eriksen,MID,6,33648
Casemiro,,,,,,Casemiro,Casemiro,Casemiro,4d224fe8,61256,376,Casemiro,MID,Man United,5.4,2170280,Casemiro,MID,6,33657
McTominay,McTominay,McTominay,McTominay,McTominay,McTominay,McTominay,McTominay,Scott McTominay,d93c2511,195851,392,McTominay,MID,Man United,4.9,40951,McTominay,MID,5.5,35407
Amrabat,,,,,,,Amrabat,Sofyan Amrabat,5a2cb25d,,,Amrabat,MID,Man United,3.5,,,,,35298
Hojlund,,,,,,,Rasmus H¯jlund,Rasmus H¯jlund,491a433d,497894,617,Rasmus H¯jlund,FWD,Man United,7,3634387,Hojlund,FWD,8,37656
Pope,Pope,,Pope,Pope,Pope,Pope,Pope,Nick Pope,4b40d9ca,98747,424,Pope,GK,Newcastle United,5.5,24087,Pope,GK,5.5,33713
Dubravka,Dubravka,Dubravka,Dubravka,Dubravka,Dubravka,Dubravka,Dubravka,Martin D˙bravka,3a949a25,67089,409,Dubravka,GK,Newcastle United,4,77662,Dubravka,GK,5,32523
Trippier,Trippier,Trippier,,,Trippier,Trippier,Trippier,Kieran Trippier,21512407,77794,430,Trippier,DEF,Newcastle United,6.5,278659,Trippier,DEF,6.9,33135
Schar,,Sch‰r,Sch‰r,Sch‰r,Sch‰r,Sch‰r,Sch‰r,Fabian Sch‰r,c8aa95da,119471,427,Sch‰r,DEF,Newcastle United,5,91161,Schar,DEF,6,33592
Botman,,,,,,Botman,Botman,Sven Botman,ccce7025,220237,405,Botman,DEF,Newcastle United,4.5,1727421,Botman,DEF,5.5,36537
Burn,,,Burn,Burn,Burn,Burn,Burn,Dan Burn,b2d31e83,78916,407,Burn,DEF,Newcastle United,4.5,92423,Burn,DEF,5.5,33733
