fbref ID,FPL ID,FT ID
839c14e1,1,138601
2628fd2b,2,88472
e61b8aee,3,23337
47a34c4f,4,183359
d79a8c87,5,24075
529f49ab,6,187806
79300479,7,201990
fce2302c,8,139989
57e3f0c7,9,138306
35e413f1,10,176641
a53649b7,11,76982
17695062,12,197966
bc7dc64d,13,106430
b3af9be1,14,257276
466fb2c5,15,140080
67ac5bb8,16,181081
a65c844b,17,230250
1b4f1169,18,233400
48a5a5d6,19,140008
aa54ec6f,20,160699
e3a5814e,21,32246
52611641,22,1783646
c5bdb6e3,23,77164
4a51ba65,24,1677492
6412cc03,25,1681493
972aeb2a,26,1677493
59878425,27,1697058
b66315ae,28,32986
0ef89a37,29,278661
07802f7f,30,23134
7956236f,31,131313
dc6f5bdd,32,176667
1b84dbe1,33,91483
c47541e0,34,184648
e7ee38c3,35,187807
6e7f1353,36,202398
90f91999,37,131333
bf8fad51,38,132423
8397a50c,39,131314
aed3a70f,40,183114
de5b5570,41,138600
66b76d44,42,192735
2389cdc2,43,181873
0313a347,44,134708
3a233281,45,240547
6f7d826d,46,137792
1544f145,47,186002
18c70acb,48,221680
84c5ceea,49,495578
b4a014b1,50,1677494
ffa90327,51,131369
9deaf2c8,52,280850
cc77354e,53,1697059
05e8ca6d,54,1783649
19f4d211,55,1783648
5d8d7454,56,1783647
20b104bc,57,230742
6992791d,58,230750
c067631c,59,88450
dc4cae05,60,230752
b2856bc0,61,231143
01ce9e70,62,230801
4d960fc3,63,230749
9b5ce51a,64,230744
558807c0,65,230743
e77dc3b2,66,230753
2afc7272,67,230747
a6b461e7,68,230746
26ce2263,69,258290
d328a254,70,230745
fed96827,71,230738
fe558029,72,230737
f31def1e,73,230736
11f54bd5,74,231015
e4238fb1,75,230755
e8271ad9,76,230741
d8edc4be,77,235433
172e52d8,78,192193
df0a4c90,79,192201
e09f279b,80,192217
98ea5115,81,192208
1137759d,82,192212
60344e4f,83,192202
a8c0acb7,84,234799
8a3c1dc7,85,192195
8449d35e,86,192211
f7b1d4e0,87,192216
0f134faf,88,192210
2500cef9,89,242911
57c94db2,90,192204
30db8574,91,192205
e541326e,92,192197
2944f86f,93,233401
2886c9b5,94,192215
6afaebf2,95,192214
7aee4dd3,96,192209
82c215a0,97,1783651
235a62f8,98,1783650
407db0d5,99,223579
e827567f,100,225291
99813635,101,23127
28300a16,102,197282
ce5143da,103,23331
8aec0537,104,45084
7314bba4,105,230254
282f75f3,106,45008
bb5fbd2b,107,45018
c40b6180,108,139208
dad4b285,109,177020
4bcf39f6,110,139797
38ceb24a,111,132424
1daec722,112,257179
6a713852,113,192988
f4e433d4,114,156990
ad1f61f3,115,147612
83d074ff,116,163914
f230bc30,117,206669
1d5cab82,118,226985
ac0d576d,119,272775
16264a81,120,203010
e0243d23,121,255575
a731e8a0,122,1677495
dd549382,123,1758326
74618572,124,1783652
9cfbad36,125,1695163
3ece036c,126,1783653
53cad200,127,23393
86e7deaf,128,180322
f4290206,129,28849
45db685d,130,88639
3a24769f,131,23058
79c0821a,132,92389
28d596a0,133,92390
b9fbae28,134,23102
6622454d,135,176631
e97fd090,136,23394
49fe9070,137,176630
5eebbfdf,138,280703
d2424d1b,139,24083
1bf33a9a,140,132434
5515376c,141,242981
9674002f,142,139802
4315f30d,143,262617
15f3ec41,144,69539
fed7cb61,145,182529
1265a93a,146,148332
33887998,147,185291
c2731c10,148,184630
df10e27c,149,144450
97220da2,150,242869
10b9fa99,151,1783654
ab13a5aa,152,88473
e7ca0439,153,23015
cee31595,154,23028
ab070c55,155,23118
8a7ff278,156,23018
0442183b,157,189201
2ce2508a,158,35690
da052c14,159,35701
b2bc3b1f,160,23023
3312f911,161,23103
cc70a1d5,162,189710
a0666d3e,163,45036
7a1f2c08,164,45097
e34fc66d,165,187804
0562b7f1,166,257274
d0706b27,167,231961
50e6dc35,168,201968
ae4fc6a4,169,180321
5cbd1eb0,170,174861
c4486bac,171,230249
45685411,172,246493
fa9fa773,173,1727420
2f8d27bc,174,178020
9e5708be,175,1758328
7b4de647,176,233403
b318a643,177,257278
0420d84f,178,23059
b28bbd58,179,23016
c5b7c315,180,23378
cea4ee8f,181,23482
4806ec67,182,23433
cc700722,183,182530
1961b2aa,184,92420
02b29014,185,23492
6ca5ec4b,186,23326
6bd603db,187,1783657
6d5701f2,188,92422
4468ec10,189,234800
9228b07c,190,34400
59e6e5bf,191,40266
d0042ab9,192,131320
9f7c837d,193,131352
30d4a2e5,194,274827
2bd83368,195,242870
c1949191,196,242875
230f0471,197,274923
f5b281e7,198,1783656
15ea812b,199,23287
a8748947,200,231161
28b40c9c,201,231152
6c679c6d,202,231169
422862ea,203,258284
18b999f4,204,231166
0f7533cd,205,231165
af69e7f0,206,231154
63d17038,207,234792
1f9a3a04,208,231150
c81d773d,209,231147
3925dbd6,210,231170
803ae100,211,231160
c6dc9ecd,212,234793
17acc2ed,213,231145
979b811d,214,231168
77d7c96f,215,231155
6612cd8c,216,231164
289601e6,217,231153
a755db8c,218,252855
b2626673,219,262883
a78ff07f,220,1761568
dc64b8b3,221,176637
420d7c7d,222,176652
282679b4,223,176655
9f1938ab,224,176657
1fb1c435,225,179153
67ca8566,226,176640
93feac6e,227,176665
bba30585,228,185165
6c17e046,229,
ea6bc03a,230,180456
c931d9f9,231,132426
3423f250,232,187805
aa849a12,233,176658
8d03ca5a,234,176654
f4d296e4,235,176643
3f70db80,236,236836
f3354c07,237,249318
6b625ac2,238,176642
24f59bb2,239,226984
df04eb4b,240,259750
cd4256d3,241,280768
01962d0d,242,259613
d102b8a2,243,280662
39769cff,244,1677497
da27e268,245,1695164
5bc43860,246,1677498
56d838f7,247,1783658
53af52f3,248,23397
f8fcd2a5,249,23521
01226327,250,23241
b827d5b3,251,23099
1598599e,252,94552
1900032e,253,88625
d3ce0e89,254,90843
45963054,255,23097
75a72a99,256,88564
1a4ef233,257,23101
197640fd,258,182119
56f7a928,259,110910
819aa8e7,260,45069
ee38d9c5,261,88492
c92e1a31,262,23170
7d2d3329,263,68289
3ea50f67,264,45039
6b47c5db,265,33589
5c74c0f5,266,242878
21166ff4,267,92428
fb614c44,268,137292
ae59b359,269,226789
fc027d02,270,175378
ca45605e,271,225294
132a82f1,272,186823
a2081c6b,273,1225539
2f90f6b8,274,23117
935e6b8f,275,23121
b217ef29,276,23135
77e84962,277,184638
38c7feef,278,23325
4c370d81,279,23119
e06683ca,280,23238
7a2e46a8,281,90826
7f3b388c,282,88550
e342ad68,283,45106
2e4f5f03,284,45120
cd1acf9d,285,28906
7a11550b,286,23120
f25c8e3a,287,88518
178ae8f8,288,88567
62d7ef38,289,140028
5ed9b537,290,225319
4fb9c88f,291,154682
f315ca93,292,178132
4a1a9578,293,283021
c8387671,294,241953
dd323728,295,156926
966e28d0,296,231167
4d77b365,297,1677500
d720e834,298,1695165
86dd77d1,299,23260
819b3158,300,23160
e46012d4,301,23161
5eecec3d,302,23044
892d5bb1,303,23109
b400bde0,304,23153
b0b4fd3e,305,131338
bd6351cd,306,139835
3bb7b8b4,307,45113
eaeca114,308,23346
119b9a8e,309,77347
42130443,310,193308
3eb22ec9,311,45081
31c69ef1,312,186737
51cf8561,313,23148
ed1e53f3,314,55898
6434f10d,315,132974
dc7f8a28,316,242906
96593e89,317,271700
1f44ac21,318,1677501
15ab5a2b,319,1677502
387e1d35,320,1783659
ecad9aa5,321,1783661
c19a2df1,322,1783660
dd897ee7,323,185537
c1242d4e,324,1758327
4f565d77,325,176648
dea698d9,326,254679
7ba6d84e,327,23173
def899bd,328,274845
9f8e9423,329,241033
d8931174,330,23076
b853e0ad,331,88532
9c94165b,332,23188
507c7bdf,333,160701
e73c9bb2,334,187802
a1d5bd30,335,23194
50dc94ce,336,181309
f5deef4c,337,45053
d93c2511,338,40951
a1232f4e,339,23171
dbf053da,340,228177
9e525177,341,32948
d9565625,342,242908
5e74d6c8,343,150363
2fba6108,344,219749
8b788c01,345,23178
6639e500,346,242909
ac7e7b1c,347,1783662
a6de6361,348,176811
3727dd3c,349,45042
71ef519e,350,45117
f25b010f,351,23466
2b91cf8e,352,45099
cde3309f,353,45019
4e9a0555,354,57345
3a949a25,355,77662
c596fcb0,356,23360
21512407,357,278659
b2d31e83,358,92423
d56543a0,359,183010
450ab6fc,360,45072
e58a03c6,361,131312
3fe6bd8c,362,45114
758dd7f0,363,25865
77cf6852,364,139838
de112b84,365,185623
c8aa95da,366,91161
e514ab62,367,92386
2b16cb1a,368,139204
862a1c15,369,110898
a2b105e0,370,95817
c17bfb65,371,137599
efb9215a,372,131350
a3b03921,373,84632
82518f62,374,283020
989d5705,375,179115
4b40d9ca,376,24087
ccce7025,377,1727421
2f4c5a52,378,230986
3e5e4e63,379,230735
3e80e04e,380,1677506
963a9201,381,230983
85322440,383,240804
c5f13182,384,230989
4e5a4cbc,385,230974
8954fddc,386,258320
c1fe2a48,387,230985
a5212312,388,230975
c795c408,389,310755
15d561fa,390,258321
b017b770,391,230754
276fdbe4,392,280846
8f534f8e,393,230976
0cd31129,394,230991
10ec4169,395,230988
60953af0,396,258319
e5478b87,397,1727417
e5a76dfe,398,137863
de40e38c,399,1761567
1ecb65be,400,23324
36c2ca73,401,23024
4b511457,402,23236
ab651565,403,23226
6adbc307,404,23242
97333cf5,405,88507
68dc0dac,406,242910
3515d404,407,23404
68c720b5,408,242879
984a5a64,409,46637
4115ce4e,410,45003
f2bf1b0f,411,132437
f1e94cd6,412,184926
b5bf1770,413,256301
531a4aa8,414,242872
5e105217,415,162785
11ff3d56,416,187324
6dfd8f05,417,226790
254147d4,418,132429
afed6722,419,237976
0b33f6ad,420,178201
fd78b105,421,1695162
c91441dc,422,1695161
a39d11bc,423,1712439
a179d516,424,23157
8f62b6ee,425,23259
c3e39f12,426,178022
21a66f6a,427,23474
92e7e919,428,23472
d557d734,429,88464
ac861941,430,23479
2b622f01,431,77665
44781702,432,23490
8b04d6c1,433,24092
2f7acede,434,25871
da7b447d,435,56987
6aa3e78b,436,225296
a29b1131,437,160697
3353737a,438,184661
e9971f2d,439,157546
3b8674e6,440,291492
6250083a,441,192744
8d62d31a,442,189708
a3d94a58,443,241952
6c203af0,444,90433
df8b52a5,445,257275
df3cda47,446,291491
21945a9e,447,203938
6fe90922,448,1677508
4d90ce8c,449,1783663
feb5d972,450,1783664
5e253986,451,1677507
ba08056d,452,1783665
4357f557,453,1783666
fa031b34,454,45474
9328b835,455,23448
74b2cd7e,456,23278
4f974391,457,23543
ac05f970,458,23550
3e9e06cb,459,132438
26f6dca8,460,23539
ce4246f5,461,23000
57df7a11,462,24382
fdf3cb77,463,186817
5a04fd92,464,189709
79c84d1c,465,161049
aa8e289e,466,257177
1c7012b8,467,32973
6613c819,468,160700
82927de4,469,132425
a712ca2b,470,88449
9319781b,471,67736
288e1e13,472,1695166
2f965a72,473,183126
a4ac4b8f,474,88556
2928dca2,475,88496
b561db50,476,88528
e28868f3,477,91162
903b6e8b,478,231959
5a7301ae,479,92413
44bfb6c5,480,88466
169fd162,481,257178
d04b94db,482,185167
7fcc71d8,483,160975
d0f72bf1,484,106466
cc3b8e78,485,280714
7ba2eaa9,486,139207
9b398aea,487,187323
e7aa9d7c,488,182752
f0caab96,489,280711
dc6c2f02,490,293578
9a28eba4,491,92375
a89e7b29,492,1677509
32f60ed8,493,88531
1e159d70,494,225312
27f4f772,495,1677496
2140e999,496,1783655
f76e6b4e,497,23273
012c975a,498,192955
c9009a1f,499,203019
7bf9400b,500,1677499
515ebe8d,501,192967
3e1550ee,502,139990
f5a00fa4,503,91130
6b6c793c,504,1777193
10a10454,505,1727419
2b09d998,506,1783669
00242715,507,1783668
8e16dd48,508,1783667
69fdb896,509,1803643
1780bb4a,510,1803646
f9b1b7bf,511,1803644
328f7d51,512,1803645
4f28a6ff,513,1803647
ce4f40c7,514,1812135
41f08ac8,515,1814996
a8c19eb8,516,234803
339fe0e8,517,1818084
76eca7e2,518,233402
980522ec,519,283053
da974c7b,520,1818083
6722d4f0,521,221693
9bc9a519,522,230938
a105d46a,523,1855091
089667a5,524,1855090
9fec8860,525,1833297
8df7a2fb,526,23379
810e3c74,527,23192
3544641e,528,1863450
8790f988,529,1892666
0a3d6d2b,530,1908560
b937e490,531,1908561
493924a7,532,1908559
bac46a10,533,1818085
fc15fb84,534,96761
5c0da4a4,535,1954998
a572e291,536,1954997
be927d03,538,225290
69942fb3,539,280848
7e003182,540,
9d8cf204,541,
f0e4c69e,542,231960
8ea2227a,543,
4fd08daa,544,
e0bc6fdc,545,
42dd1b56,546,
e0d1510a,547,
10d221cd,548,1954996
86695068,549,140007
9dc96f10,550,198784
6fa3c28e,551,
de31038e,552,
3766178e,553,
7b5ab7f2,554,
b391383a,555,
a5ca9127,556,
15fdac60,557,
bfc3b3a0,558,
f874dd44,,23332
8d3c902d,,23544
a8a3d139,,131328
5cdddffa,,132450
27c01749,,144449
6385ebfb,,158282
8574c61f,,176644
55b4f1d6,,176666
d01231f0,,186816
3dcef539,,192199
0d85a4e8,,237977
ce7c1536,,246209
4596da74,,426576
2baec6ce,,1677503
cfca9c4e,,1677504
909222de,,1677505
886f9aac,,1897014
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
215f3907,,
