ID,Name,Pos,Price,Team,xPts GW2-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
281,Alisson,GK,5.5,LIV,155.1705119,156.1441961,26.69767052,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.668921677,3.628594806,4.921859372,4.446420592,4.524327313,4.742586528,3.467703516,4.524045107,3.712680266,3.174452241,4.336021638,4.748104534,4.657425416,3.367540194,4.705187565,4.136857969,4.321151012,4.325316756,4.218010552,3.867603622,4.485439113,4.771691346,4.146442729,4.408471181,3.974558088,4.716571202,4.722076549,2.731425034,4.054763255,4.446876452,4.946703827,4.031404295,3.746966124,4.601772262,4.039089465,4.439829384,4.480561077,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.607488497,3.580850138,4.857098064,4.387915058,4.464796691,4.680184073,3.422075838,4.464518198,3.66382921,3.132683133,4.278968722,4.685629474,4.596143503,3.323230455,4.643277202,4.082425627,4.264293762,4.268404693,4.162510413,3.816714101,4.426420177,4.708905933,4.091884272,4.350464981,3.922261271,4.654511055,4.659943963,2.695485231,4.001411107,4.388364919,4.881615619,3.978359501,3.697663938,4.541222627,3.985943551,4.381410576,4.421606326,,0.001033475,0.000828102,0.001404589,0.000931944,0.000976443,0.001147528,0.000625833,0.001017283,0.000730914,0.000635464,0.001105027,0.001056495,0.001460167,0.000712314,0.001403864,0.000865408,0.001251697,0.000977467,0.000822288,0.000774241,0.000927567,0.001207994,0.000753307,0.000835377,0.001024475,0.001135355,0.001310935,0.000513657,0.00090424,0.00118028,0.001307028,0.000893214,0.00088123,0.00120926,0.001011769,0.001070627,0.001134769
307,Ederson,GK,5.5,MCI,149.3114839,150.8693786,26.14239676,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.741760914,4.005824639,4.524957121,4.756510421,3.99844233,3.652574422,4.319370505,3.848650659,4.529320494,2.803489783,3.596942032,4.383908536,3.884252456,4.553666883,4.438654859,4.250796346,4.597659295,3.379228248,3.501136286,4.58803012,3.266907284,4.309278645,4.542486274,4.514572725,4.323668562,4.246221456,4.200607224,3.231926988,4.286272868,4.180853453,4.072767209,3.945499973,4.292092379,4.483121978,4.34428608,3.775826238,4.150917841,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.641934368,3.921491489,4.429694865,4.656373359,3.914264596,3.575678119,4.228436389,3.767626434,4.433966378,2.744468946,3.521216937,4.291615725,3.80247872,4.457800212,4.345209493,4.161305896,4.500866467,3.308086601,3.427428153,4.491440012,3.198130289,4.218556989,4.446854984,4.419529088,4.23264396,4.15682732,4.112173387,3.16388642,4.196035544,4.092835486,3.987024741,3.862436816,4.201732539,4.388740463,4.252827426,3.69633516,4.063530097,,0.001579801,0.000847277,0.001162393,0.00147007,0.000973361,0.000991157,0.001043275,0.001152271,0.001578986,0.000638319,0.00082209,0.001144181,0.00113798,0.001474464,0.001360106,0.001327511,0.001358682,0.000703902,0.000931402,0.001290673,0.00080117,0.00120418,0.001188285,0.001276982,0.001048197,0.000939584,0.001242871,0.000789688,0.001276323,0.001407837,0.000924863,0.001017037,0.001191836,0.001642312,0.001098247,0.000870822,0.001099399
15,Ramsdale,GK,5,ARS,144.7642513,145.7379355,25.22394516,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.064810651,4.534831911,4.521647568,4.192498741,3.356971081,4.604101064,4.112807048,3.42038955,2.922013981,4.246924996,2.803626968,4.287797874,4.797791572,3.164723665,4.267083185,4.074527244,3.958928499,4.213916294,3.038162233,3.694175812,4.340839951,4.409518196,3.871110636,3.785074196,4.778764896,4.253994395,4.501304054,4.458703753,2.495706235,3.756864823,4.520840234,2.355859899,3.577559606,3.883806621,4.29065149,4.584367069,4.551745338,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.011326301,4.47516307,4.462152206,4.137334284,3.312800408,4.543520786,4.058691166,3.375384424,2.883566429,4.191044404,2.766737139,4.231379481,4.734662735,3.123082564,4.210937353,4.020915044,3.906837334,4.158470027,2.998186414,3.645568236,4.283723636,4.35149822,3.82017497,3.735270588,4.715886411,4.198020784,4.442076369,4.400036599,2.462867995,3.707432391,4.461355494,2.324861742,3.530486453,3.832703903,4.234195549,4.52404645,4.491853952,,0.00073735,0.000668815,0.000772246,0.000630686,0.000487819,0.000711606,0.000575807,0.000519116,0.000413597,0.00069528,0.000374339,0.000668471,0.000769945,0.000368666,0.000546412,0.00065095,0.000484394,0.00054899,0.000419611,0.000603499,0.000575204,0.000712352,0.000509795,0.000596014,0.000827416,0.000624221,0.0006088,0.000860156,0.000334318,0.000526175,0.000826989,0.000302585,0.000456091,0.000443759,0.000599262,0.000622361,0.000675986
31,E Martinez,GK,5,AVL,138.6384563,139.2810879,23.96042566,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.480750232,4.036954944,3.913722518,3.247032895,2.583311725,3.64154408,4.396902101,4.127023287,4.472351321,3.399913845,4.115763077,4.273915034,3.730354525,3.527183164,3.800377902,2.722220637,2.862244246,4.416745493,4.332838799,4.166650767,3.921347411,2.151258818,3.591425599,4.214577748,4.36349653,3.600253868,4.657901677,2.993268756,4.686655588,4.060290651,3.978687671,4.383317431,3.198529466,4.129489947,3.234728218,2.307202873,4.132736093,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.441838453,4.001897178,3.879734928,3.218834977,2.560877702,3.609920144,4.358718477,4.091183348,4.43351248,3.370388278,4.080020924,4.236799456,3.697959341,3.496552363,3.767374621,2.6985803,2.837387914,4.378389545,4.295211514,4.130466695,3.887293604,2.132576833,3.560236903,4.177977467,4.325603007,3.568988505,4.617451478,2.96727458,4.645955684,4.025030232,3.94413591,4.345251779,3.170752763,4.093628587,3.206637157,2.287166637,4.096846543,,3.70E-05,2.56E-05,3.39E-05,2.24E-05,1.95E-05,3.10E-05,4.30E-05,3.62E-05,3.24E-05,2.37E-05,3.25E-05,3.71E-05,2.31E-05,3.14E-05,2.52E-05,2.15E-05,2.18E-05,3.52E-05,4.47E-05,3.48E-05,3.84E-05,1.57E-05,2.77E-05,2.99E-05,3.17E-05,2.74E-05,4.30E-05,1.92E-05,4.00E-05,2.86E-05,2.99E-05,4.02E-05,2.54E-05,2.84E-05,2.70E-05,1.74E-05,3.12E-05
113,R Sanchez,GK,4.5,BHA,138.5841951,139.2268267,23.96168982,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.03178578,3.559083469,4.277210926,4.060475483,3.89984432,4.349805855,4.332576988,2.311877028,3.243996265,3.92653511,4.630565785,2.167882393,3.405699386,4.08123724,4.021101679,4.100362209,3.588817237,4.153684712,2.748076431,3.599579485,4.60880885,4.008833392,4.348097304,3.698631033,3.900269492,4.058899774,3.518839964,4.239066697,2.849671221,2.978734565,2.626985316,4.398645175,4.382856419,4.429811292,3.224224026,4.351069501,3.684590624,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.996772903,3.528175639,4.240066726,4.025213459,3.865977251,4.312031225,4.294951978,2.291800202,3.215824719,3.892436253,4.590352977,2.149056046,3.376123576,4.045794916,3.986181586,4.0647538,3.557651192,4.11761324,2.724211557,3.568319979,4.568784983,3.974019839,4.310337512,3.666511342,3.866398731,4.023651434,3.488281617,4.202253749,2.824924076,2.952866607,2.604172022,4.360446414,4.344794772,4.391341878,3.196224186,4.313283897,3.652592863,,3.27E-05,3.14E-05,5.13E-05,3.72E-05,4.40E-05,3.99E-05,3.63E-05,1.99E-05,3.10E-05,3.43E-05,4.59E-05,1.80E-05,2.72E-05,3.26E-05,3.76E-05,3.99E-05,3.18E-05,3.43E-05,2.47E-05,3.55E-05,4.93E-05,2.94E-05,4.61E-05,2.65E-05,3.88E-05,4.15E-05,3.60E-05,4.25E-05,2.50E-05,2.20E-05,2.23E-05,3.71E-05,4.03E-05,4.24E-05,2.57E-05,4.93E-05,3.04E-05
147,E Mendy,GK,5,CHE,140.664434,142.2223287,23.89147285,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,3.403885784,4.084640016,3.998539519,4.130870104,4.008240313,4.120465273,2.942381015,4.07443878,4.438294697,3.793150073,3.982444854,3.641680292,3.871860279,3.723099803,3.809408142,4.624887136,4.408617581,2.817924252,4.381189023,2.519534589,4.401630176,3.677931156,4.389945173,3.014233724,4.335052055,3.688579503,4.463689184,4.120962137,4.147399975,4.202397665,3.285834805,4.288563983,3.363643346,4.370551311,4.643171891,2.378244186,4.142093795,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.332225031,3.998647594,3.91435974,4.043904417,3.923856306,4.033718635,2.880436151,3.988661121,4.344856913,3.713294282,3.89860391,3.565013339,3.790347431,3.644718755,3.729210076,4.527521091,4.315804579,2.75859953,4.288953464,2.466491756,4.308964278,3.600501026,4.297525275,2.950776172,4.243787801,3.610925198,4.36971678,4.03420504,4.060086291,4.113926136,3.216659336,4.198278425,3.292829802,4.278539704,4.545420904,2.328175887,4.054891821,,3.00E-05,4.01E-05,4.26E-05,3.86E-05,3.76E-05,3.60E-05,2.39E-05,2.84E-05,3.90E-05,2.94E-05,3.33E-05,3.48E-05,2.80E-05,3.08E-05,2.56E-05,4.78E-05,3.59E-05,2.16E-05,3.52E-05,1.93E-05,4.46E-05,3.04E-05,4.78E-05,2.42E-05,4.97E-05,3.44E-05,4.11E-05,3.64E-05,3.16E-05,3.46E-05,2.82E-05,4.11E-05,2.49E-05,3.86E-05,4.45E-05,1.75E-05,3.17E-05
81,Raya,GK,4.5,BRE,130.4573453,132.01524,23.40368456,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,3.310088609,3.940557506,4.310364829,3.867024249,4.173140205,4.014724657,3.37925245,4.25287604,3.554325616,3.92813702,3.1719172,3.543300554,4.237966106,4.326052735,1.929503891,3.016290533,3.423287931,2.48702124,4.489656227,3.983722862,4.236973206,3.058613091,4.172880171,3.019503489,4.203233668,4.05213378,3.745269428,3.61081358,3.866483501,3.962509804,3.84684411,2.788713823,4.53242625,2.102764083,3.719738507,2.669592173,2.335176462,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.240402533,3.857598401,4.219620306,3.785613212,4.085284622,3.930204138,3.308110293,4.163341808,3.479497708,3.845439399,3.105139996,3.468704753,4.148745767,4.23497794,1.888882756,2.952789679,3.351218712,2.434662898,4.395137149,3.899855012,4.14777377,2.994221236,4.085030062,2.955934994,4.114744538,3.9668257,3.666421651,3.534796452,3.785083848,3.879088545,3.765857918,2.730004058,4.43700675,2.058495366,3.641428223,2.613390233,2.286014852,,3.92E-05,4.05E-05,4.62E-05,3.19E-05,5.58E-05,4.34E-05,3.46E-05,4.34E-05,2.88E-05,3.89E-05,2.96E-05,3.31E-05,4.39E-05,4.04E-05,1.96E-05,3.37E-05,3.41E-05,2.68E-05,5.37E-05,4.51E-05,5.37E-05,2.79E-05,3.95E-05,3.17E-05,5.01E-05,3.73E-05,4.78E-05,3.14E-05,3.56E-05,3.55E-05,4.09E-05,2.39E-05,5.00E-05,2.17E-05,4.22E-05,2.72E-05,2.43E-05
425,Lloris,GK,5.5,TOT,142.5681075,143.210739,23.67625362,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.100763059,4.453966502,4.466250783,3.674414346,4.409496078,2.319835084,3.984786583,3.343176628,3.875733073,4.485935265,3.278183566,4.133892724,4.417429275,2.88066776,4.348434492,4.01200492,4.10903974,4.101195557,3.690865721,4.144932887,2.762650058,3.698288119,3.989390507,3.510880595,4.172746982,4.67964507,4.17432916,4.23187901,4.201033846,4.65472102,3.808695916,3.614188432,2.45866829,4.401368516,3.791702997,4.303579321,4.132273072,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.07383538,4.415287319,4.427464921,3.642504958,4.371203085,2.299689148,3.950181857,3.314143778,3.842075391,4.446978459,3.24971513,4.097993129,4.379067389,2.855651435,4.310671771,3.977163825,4.073355973,4.065579911,3.658813466,4.108937417,2.738658624,3.666171406,3.9547458,3.480391369,4.136509969,4.639006047,4.138078407,4.195128482,4.164551184,4.614298443,3.775620399,3.582802058,2.437316697,4.363146106,3.75877505,4.266206132,4.096387542,,1.49E-05,2.73E-05,2.51E-05,2.12E-05,3.11E-05,1.22E-05,2.97E-05,1.74E-05,1.95E-05,2.87E-05,1.97E-05,2.21E-05,2.70E-05,1.67E-05,3.47E-05,2.32E-05,2.54E-05,1.98E-05,2.15E-05,2.52E-05,1.51E-05,2.40E-05,2.62E-05,1.84E-05,2.20E-05,3.10E-05,2.70E-05,2.32E-05,2.42E-05,3.34E-05,1.79E-05,2.43E-05,1.35E-05,2.45E-05,2.06E-05,2.87E-05,2.80E-05
182,Pickford,GK,4.5,EVE,132.2779033,132.9205349,22.79102089,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.533437801,4.582261353,3.819841064,3.966909781,2.502616996,3.054137175,3.738695889,3.996463427,3.335151089,2.652415804,3.536331888,4.218614001,3.943880511,3.740758416,4.262427448,4.262536122,1.926303107,3.965800923,4.249095392,3.403620439,3.404873836,2.096526531,4.176017574,3.865401908,4.313547488,4.128224239,2.805970512,3.03269861,3.002628722,4.236248538,3.884075644,3.8835462,3.450752283,3.611131698,2.368384892,3.951286053,4.534082279,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.502752683,4.542468031,3.78666876,3.932460302,2.480883744,3.027614405,3.706228267,3.961757297,3.306187934,2.629381667,3.505621637,4.181978668,3.909631022,3.708272882,4.225411631,4.225519361,1.909574686,3.931361073,4.212195353,3.374062683,3.375305195,2.078319853,4.139752158,3.831833944,4.276087734,4.092373871,2.781602873,3.006362016,2.976553262,4.199460064,3.850345514,3.849820667,3.420785224,3.57977187,2.347817339,3.916972253,4.494707354,,1.91E-04,2.88E-04,2.16E-04,2.60E-04,1.55E-04,1.61E-04,2.44E-04,2.50E-04,2.26E-04,1.57E-04,1.66E-04,2.28E-04,2.34E-04,2.76E-04,2.50E-04,2.53E-04,1.13E-04,2.24E-04,3.10E-04,1.97E-04,1.99E-04,1.25E-04,3.22E-04,2.36E-04,2.33E-04,2.67E-04,1.38E-04,1.94E-04,1.83E-04,2.89E-04,1.84E-04,2.06E-04,2.23E-04,1.81E-04,1.40E-04,2.05E-04,3.10E-04
