ID,Name,Pos,Price,Team,xPts GW27-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,28,29,30,31,32,33,34,35,36,37,38,xPts if play,28,29,30,31,32,33,34,35,36,37,38,Probability to play,28,29,30,31,32,33,34,35,36,37,38,xPts,28,29,30,31,32,33,34,35,36,37,38,npG,28,29,30,31,32,33,34,35,36,37,38
376,Pope,GK,5.4,NEW,45.46737454,45.6331993,23.79802893,,87.80904762,175.6180952,87.80904762,131.7135714,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.174772716,6.975781007,3.494129135,5.57664561,3.27757639,4.05231001,4.231770682,3.294155196,3.763144984,3.927028333,3.015268256,,0.991315789,0.999917079,0.991315789,0.995328433,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.138518111,6.975202569,3.463785381,5.550593936,3.249113227,4.017118897,4.195021094,3.265548059,3.730465041,3.892925193,2.989083032,,1.16E-04,2.00E-04,8.82E-05,1.89E-04,1.01E-04,1.01E-04,1.51E-04,8.77E-05,1.05E-04,1.41E-04,6.73E-05
133,Kepa,GK,4.7,CHE,44.97625074,47.61467195,23.91519792,,85.19047619,170.3809524,85.19047619,85.19047619,0,85.19047619,85.19047619,85.19047619,85.19047619,170.3809524,85.19047619,,4.616605837,7.135920983,4.291607647,4.024281783,0.001167,4.114785385,3.257932824,4.513038573,4.740780533,5.539576997,4.091721692,,0.960526316,0.998289435,0.960526316,0.960526316,0,0.960526316,0.960526316,0.960526316,0.960526316,0.998289435,0.960526316,,4.434371396,7.123714525,4.122202082,3.865428555,0,3.952359646,3.129330212,4.334892313,4.553644459,5.530101189,3.930206362,,3.47E-03,5.46E-03,2.60E-03,2.57E-03,0.00E+00,3.03E-03,1.97E-03,3.29E-03,3.98E-03,3.91E-03,2.52E-03
281,Alisson,GK,5.4,LIV,49.76737325,51.97866083,23.91250458,,0,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,,0.001342,6.281861383,3.897944554,4.418810165,4.980751099,4.235286316,8.487633168,4.405208372,4.291703223,4.611026757,4.626634964,,0,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,,0,6.280665836,3.84665581,4.360667926,4.9152149,4.179558865,8.486017823,4.347245104,4.235233444,4.550355352,4.565758188,,0.00E+00,6.50E-04,4.68E-04,5.62E-04,7.67E-04,4.96E-04,1.24E-03,5.83E-04,6.07E-04,6.37E-04,6.52E-04
81,Raya,GK,4.8,BRE,45.90757399,46.08142404,24.50469939,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.421174401,7.311340865,4.164773192,4.518878334,4.458959412,3.385530847,4.946662456,2.717695864,4.338594721,3.305763711,2.676925825,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.382779992,7.310734602,4.128605425,4.479635443,4.42023687,3.356130185,4.903704598,2.694094821,4.300917451,3.277055763,2.653678837,,3.58E-03,4.11E-03,2.31E-03,2.39E-03,3.03E-03,1.71E-03,3.65E-03,1.60E-03,2.93E-03,2.09E-03,1.72E-03
327,de Gea,GK,5,MUN,44.75086619,48.85557424,22.56776255,,0,175.6180952,87.80904762,87.80904762,0,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,,0.001399,7.162314601,4.320112288,4.181747933,0.001399,2.829770807,7.24394329,3.553206035,4.218701795,7.377636218,4.066452645,,0,0.999917079,0.991315789,0.991315789,0,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.991315789,,0,7.161720695,4.282595524,4.145432754,0,2.805196482,7.243342615,3.522349246,4.182065701,7.377024458,4.031138714,,0.00E+00,4.73E-05,3.24E-05,3.00E-05,0.00E+00,2.12E-05,5.03E-05,2.40E-05,3.01E-05,5.23E-05,3.37E-05
238,Meslier,GK,4.5,LEE,41.72084659,41.89469665,22.17947739,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.981502322,7.150987662,4.194607974,2.621536484,3.836506306,3.900060144,4.169204185,1.821757927,3.697826503,3.538203979,3.112093145,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.946926118,7.150394695,4.158181115,2.598770509,3.803189278,3.866191201,4.132997938,1.805937398,3.665713799,3.507477471,3.085067073,,2.41E-03,5.49E-03,2.85E-03,1.99E-03,2.69E-03,3.60E-03,3.04E-03,1.40E-03,2.33E-03,2.38E-03,2.60E-03
254,D Ward,GK,4,LEI,41.39461946,41.92245677,21.69112873,,86.30952381,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.334202251,7.457722379,4.262769955,1.841153576,4.20532752,3.615585575,4.20843104,3.647031849,2.698334681,3.280272043,3.766828917,,0.973684211,0.999239237,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.246460086,7.452048823,4.150591799,1.792702166,4.094661006,3.520438586,4.097682854,3.551057327,2.627325874,3.193949095,3.66770184,,7.20E-04,1.71E-03,1.20E-03,4.45E-04,9.48E-04,8.59E-04,1.02E-03,8.59E-04,6.34E-04,6.00E-04,9.39E-04
31,E Martinez,GK,4.9,AVL,41.11123176,41.28508182,22.01436429,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.276952682,6.293226617,4.310557121,3.64346918,3.341844333,3.963847819,2.901866187,3.837392975,3.070198435,2.202609485,3.574809048,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.239810724,6.292704776,4.273123335,3.611828527,3.312823054,3.92942493,2.87666577,3.804068247,3.043536185,2.18348156,3.543764654,,4.17E-05,5.13E-05,4.07E-05,2.58E-05,2.50E-05,3.69E-05,2.45E-05,2.66E-05,2.88E-05,1.78E-05,2.63E-05
455,Fabianski,GK,5,WHU,28.81925055,35.47267371,15.64590637,,0,42.63157895,28.42105263,42.5,58.26190476,76.57142857,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,,0.001555,4.501573011,3.585202517,3.028671455,3.958325451,2.626984279,5.645223025,3.253637928,3.380677889,3.914275017,3.529820384,,0,0.392318707,0.315789474,0.473684211,0.657894737,0.868421053,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,,0,1.766051302,1.132169216,1.434633847,2.604161481,2.281328453,5.644754918,3.225382652,3.351319371,3.880282629,3.49916668,,0.00E+00,5.48E-05,2.38E-05,2.01E-05,2.75E-05,1.82E-05,3.42E-05,2.53E-05,2.09E-05,3.08E-05,2.69E-05
15,Ramsdale,GK,4.9,ARS,41.49994741,41.69100004,20.1964978,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.43243703,4.251918772,2.618018469,3.816214086,4.431053631,2.265597634,3.561778194,3.692229244,3.941837849,4.413543341,4.438870594,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.393944813,4.214994214,2.595283045,3.78307328,4.392573428,2.245922707,3.530846963,3.660165147,3.907606099,4.375215201,4.400322508,,3.40E-04,3.98E-04,1.92E-04,2.84E-04,4.62E-04,1.67E-04,2.54E-04,2.25E-04,2.84E-04,3.55E-04,3.55E-04
307,Ederson,GK,5.4,MCI,43.98838282,48.11029345,20.4557966,,0,87.80904762,87.80904762,87.80904762,0,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,,0.001372,3.409197274,4.227895466,4.259026249,0.001372,3.779694957,8.347820097,4.374879643,4.332887573,7.646547021,3.857008031,,0,0.991315789,0.991315789,0.991315789,0,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.991315789,,0,3.379591087,4.191179532,4.222039968,0,3.74687129,8.347127888,4.336887267,4.295259865,7.645912962,3.823512961,,0.00E+00,4.62E-04,7.26E-04,8.37E-04,0.00E+00,5.22E-04,1.31E-03,7.75E-04,6.02E-04,9.42E-04,5.25E-04
574,N Neto,GK,4.5,BOU,36.96996699,37.12799879,19.08729136,,87.87619048,175.752381,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,,3.135572339,6.500453518,3.102679354,2.201435151,3.233729738,3.499267029,3.442228932,2.504836902,3.349602012,2.715756798,3.527317226,,0.992105263,0.999931468,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,,3.110817821,6.500008026,3.078184517,2.1840554,3.208200293,3.471641237,3.41505344,2.485061874,3.323157786,2.694316613,3.499469985,,3.27E-05,7.55E-05,3.85E-05,2.78E-05,3.89E-05,4.13E-05,4.41E-05,2.82E-05,3.04E-05,3.63E-05,3.42E-05
102,Steele,GK,3.9,BHA,20.3528647,32.59120665,16.40550247,,0,132.5714286,53.33333333,67.86904762,0,34.34210526,68.68421053,34.34210526,34.34210526,68.68421053,34.34210526,,0.001133,6.211570518,2.756540555,3.575952096,0.001133,4.032784262,4.599980688,4.093207483,2.781867792,4.010949207,3.563814553,,0,0.934032498,0.605263158,0.623454808,0,0.381578947,0.595881385,0.381578947,0.381578947,0.595881385,0.381578947,,0,5.801808725,1.668432441,2.229444529,0,1.538825574,2.741042865,1.561881803,1.061502184,2.39004997,1.359876606,,0.00E+00,2.44E-04,8.65E-05,1.48E-04,0.00E+00,1.21E-04,2.33E-04,1.31E-04,7.39E-05,2.28E-04,1.01E-04
478,Sa,GK,5,WOL,40.94713077,41.1381834,20.44625231,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.100054135,4.219159352,3.444842393,3.842974113,3.690225618,4.284231048,3.369150204,4.041557739,3.081830365,4.365585173,2.866229231,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.064448401,4.182519284,3.414926656,3.809600917,3.658178922,4.247025884,3.339891794,4.006460001,3.055067101,4.327673512,2.841338292,,3.92E-05,3.49E-05,2.51E-05,3.28E-05,3.42E-05,3.35E-05,2.26E-05,3.59E-05,2.61E-05,3.77E-05,2.13E-05
152,Guaita,GK,4.4,CRY,39.26292962,40.99819277,18.85845341,,37.78571429,69.92857143,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.776613102,3.86264524,3.763707424,3.988592108,4.311881048,3.95407332,3.874679896,2.852722936,4.373478889,3.821728632,4.410507092,,0.421052632,0.789473684,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,1.169100253,3.049456768,3.731022596,3.953954335,4.274435765,3.919735315,3.84103136,2.82794929,4.335498678,3.788539936,4.37220532,,6.62E-05,1.36E-04,1.03E-04,1.19E-04,1.22E-04,9.16E-05,1.12E-04,8.00E-05,1.43E-04,1.03E-04,1.40E-04
729,Navas,GK,4.5,NFO,32.13260443,32.62517859,17.17484639,,87.80904762,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,2.988752212,6.211827355,2.889310873,2.544041521,1.519477663,2.905295011,2.681727023,3.422867452,2.050778385,2.420506625,3.149314653,,0.991315789,0.999239237,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,2.962797259,6.20710163,2.813276377,2.47709306,1.479491409,2.828839879,2.611155259,3.332791993,1.996810532,2.356809082,3.066437951,,2.79E-05,6.80E-05,2.96E-05,3.29E-05,1.93E-05,2.85E-05,2.71E-05,4.64E-05,2.07E-05,2.69E-05,2.76E-05
2,Leno,GK,4.5,FUL,37.79351835,39.94999998,18.66968657,,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,,0.001002,4.072409055,3.694294494,3.974637256,3.889146853,3.586951799,4.169575055,3.769368511,3.961752147,4.061446409,2.908840925,,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,,0,4.037043397,3.662212463,3.940120669,3.855372683,3.555801955,4.169229309,3.736634522,3.927347457,4.026175953,2.883579938,,0.00E+00,3.08E-05,2.98E-05,2.62E-05,3.38E-05,2.50E-05,3.38E-05,3.65E-05,3.16E-05,2.88E-05,2.24E-05
