ID,Name,Pos,Price,Team,xPts GW3-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
281,Alisson,GK,5.5,LIV,150.2390505,151.186419,26.28355268,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.664279602,4.931421277,4.458666178,4.528640674,4.763569322,3.458274361,4.497818758,3.681650675,3.155978505,4.337222701,4.702042968,4.618630185,3.361056146,4.685856162,4.126265763,4.32227691,4.282193761,4.189065254,3.860959915,4.50788971,4.76530489,4.159236483,4.398338402,4.004856541,4.715997241,4.75455135,2.713578109,4.025257269,4.403986533,4.90278847,4.034482032,3.739371631,4.562460734,4.042130753,4.425026793,4.461111818,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.616065396,4.866534155,4.399999517,4.469053296,4.700890778,3.412770751,4.438636932,3.633207903,3.114452472,4.280153981,4.640173982,4.557858735,3.316831723,4.624200159,4.071972793,4.265404845,4.225849106,4.133945974,3.810157811,4.448575372,4.70260351,4.104509687,4.340465528,3.95216106,4.653944645,4.691991464,2.677873134,3.972293357,4.346039342,4.838278096,3.981396742,3.690169372,4.502428356,3.988944822,4.366802756,4.402412979,,0.000836723,0.001340757,0.000917653,0.000968513,0.001107435,0.000613314,0.00098739,0.000712152,0.000625629,0.001089468,0.001070053,0.001440665,0.000705678,0.001399959,0.000877071,0.001240875,0.000953189,0.000798125,0.000758753,0.00089516,0.001198183,0.000741755,0.000821769,0.001035141,0.001083759,0.001252705,0.000505707,0.000881029,0.001164516,0.001323802,0.000880637,0.00087302,0.001179225,0.001003022,0.001085057,0.001131612
307,Ederson,GK,5.5,MCI,144.3644014,145.8801909,25.5163509,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.018941252,4.517883473,4.724102497,3.99012141,3.644202722,4.340872028,3.871382351,4.511133021,2.799320636,3.566082798,4.360365143,3.885270221,4.583092957,4.400057925,4.211155731,4.591871114,3.364772941,3.5289612,4.609221145,3.259530553,4.295951481,4.498193032,4.515913925,4.330939838,4.234373939,4.199328399,3.225726545,4.267600001,4.180215032,4.047835585,3.915655841,4.322706523,4.447599673,4.339646122,3.7602264,4.10875876,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.934331962,4.422770137,4.624647708,3.906118854,3.567482665,4.249485248,3.789879565,4.416161799,2.74038757,3.491007371,4.268567982,3.803475059,4.486606789,4.307425126,4.12249982,4.495200143,3.293935616,3.45466728,4.512184911,3.190908857,4.205510397,4.403494231,4.420842053,4.239762157,4.145229224,4.110921486,3.157816512,4.177755791,4.092210505,3.962617994,3.833220981,4.231702175,4.353965996,4.248285151,3.681063739,4.022258576,,0.000834212,0.00114336,0.001488808,0.000986394,0.000981838,0.001006738,0.001164166,0.001574457,0.000630806,0.000800918,0.001110463,0.001128044,0.001408849,0.00132621,0.001309667,0.001347531,0.000689761,0.000941017,0.001245472,0.000793638,0.001220304,0.001203431,0.001218844,0.001032034,0.000924199,0.001225265,0.000780394,0.001272663,0.001395544,0.000897608,0.000990845,0.001138799,0.001620237,0.001089234,0.000853328,0.001072
15,Ramsdale,GK,5,ARS,140.4268972,141.3742656,25.18979099,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.525601747,4.553173935,4.169213264,3.395573595,4.600867703,4.059253434,3.413190455,2.924758321,4.1890913,2.792090503,4.256506988,4.740706679,3.172334357,4.289106396,4.07587528,3.926902502,4.226703524,3.030512971,3.736260956,4.328952324,4.361781586,3.852490353,3.785006397,4.775680192,4.284501525,4.488832014,4.406424543,2.497465451,3.758546807,4.49071861,2.343876594,3.58568042,3.898235248,4.261794518,4.525323566,4.576221775,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.466054355,4.493263752,4.114355195,3.350894995,4.54032997,4.005842205,3.368280054,2.886274659,4.133971677,2.75535247,4.200500317,4.67832896,3.130593116,4.232670785,4.022245342,3.875232732,4.171089004,2.990637801,3.687099627,4.271992425,4.304389723,3.801799691,3.735203681,4.712842295,4.228126505,4.429768435,4.348445273,2.464604064,3.709092244,4.431630208,2.313036113,3.538500414,3.846942679,4.205718274,4.465779835,4.51600833,,0.000647254,0.000748154,0.000648029,0.000499717,0.000715592,0.000569274,0.000521395,0.00041442,0.000695485,0.000373645,0.000675834,0.000790616,0.00036629,0.000534617,0.000650664,0.000476665,0.000548051,0.000421453,0.000618218,0.000578426,0.00070427,0.000523814,0.000599036,0.000800742,0.000604747,0.000607169,0.00086041,0.000334983,0.000525944,0.000836099,0.000302024,0.000453151,0.000442999,0.0005897,0.000639069,0.000661395
81,Raya,GK,4.5,BRE,127.6020461,129.1178355,24.02790276,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,3.989606845,4.333716477,3.872788047,4.147280354,4.014814663,3.359556594,4.263920305,3.591657164,3.917772078,3.188029144,3.55173668,4.283541709,4.299056308,1.931348025,3.02217359,3.449344275,2.498191178,4.503362852,3.956713443,4.231342687,3.043439842,4.176705664,3.090885161,4.256321663,4.070078727,3.768157584,3.603634815,3.897667604,4.0102459,3.8440411,2.807997391,4.500095975,2.117643398,3.740381218,2.680385107,2.332542521,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.905615122,4.242480341,3.791255667,4.059969189,3.93029225,3.288829087,4.174153562,3.516043329,3.835292666,3.120912741,3.476963276,4.193361884,4.208549859,1.890688067,2.958548883,3.376726501,2.44559768,4.408555213,3.873414213,4.142261788,2.979367424,4.088775018,3.025813895,4.166714891,3.984392859,3.688827951,3.527768819,3.815611444,3.925819671,3.763113919,2.748881656,4.405357112,2.073061431,3.66163635,2.623955947,2.283436362,,3.90E-05,4.62E-05,3.17E-05,5.55E-05,4.36E-05,3.40E-05,4.18E-05,2.86E-05,3.81E-05,2.92E-05,3.38E-05,4.27E-05,4.12E-05,1.95E-05,3.36E-05,3.39E-05,2.67E-05,5.17E-05,4.49E-05,5.40E-05,2.74E-05,3.92E-05,3.22E-05,4.83E-05,3.73E-05,4.78E-05,3.08E-05,3.54E-05,3.45E-05,4.18E-05,2.36E-05,5.10E-05,2.16E-05,4.20E-05,2.72E-05,2.41E-05
147,E Mendy,GK,5,CHE,137.7874448,139.3032342,24.44114915,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.044116931,3.995048575,4.112899922,4.019561777,4.165689674,2.957906791,4.085650548,4.488947893,3.800131782,3.961205962,3.700676174,3.867614215,3.718544193,3.840904137,4.661601445,4.381448179,2.827871921,4.39898645,2.533222499,4.467609196,3.701706504,4.396266037,3.026471467,4.320927698,3.710043855,4.485865129,4.129287239,4.192977698,4.20605135,3.34272139,4.277016622,3.351874681,4.397310468,4.623692014,2.382493807,4.176271397,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.958977627,3.910942289,4.026312555,3.934939424,4.077990944,2.895635069,3.999636852,4.394443726,3.720129007,3.877812153,3.622767202,3.786190758,3.640259052,3.760042997,4.563462467,4.289207164,2.768337775,4.306376209,2.479891499,4.373554265,3.623775841,4.303713068,2.962756278,4.229960799,3.631937668,4.391425863,4.042354876,4.104704483,4.1175029,3.272348308,4.186974167,3.281308898,4.304735511,4.52635113,2.332336042,4.088349894,,4.02E-05,4.28E-05,3.90E-05,3.76E-05,3.49E-05,2.39E-05,2.83E-05,3.82E-05,3.02E-05,3.29E-05,3.57E-05,2.75E-05,3.04E-05,2.56E-05,4.62E-05,3.69E-05,2.16E-05,3.51E-05,1.93E-05,4.32E-05,3.04E-05,4.83E-05,2.43E-05,4.97E-05,3.46E-05,4.13E-05,3.74E-05,3.09E-05,3.40E-05,2.89E-05,4.07E-05,2.46E-05,3.74E-05,4.56E-05,1.74E-05,3.16E-05
425,Lloris,GK,5.5,TOT,138.8731696,139.4984328,24.43534054,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.477307937,4.407659454,3.668434424,4.438187371,2.299205573,3.97556134,3.301712891,3.839289752,4.470219377,3.309087417,4.136439501,4.403817373,2.871981653,4.291962336,3.954631714,4.080317153,4.080587198,3.650815389,4.168086735,2.740519368,3.690582227,3.980769117,3.502398071,4.189208416,4.617445352,4.13905423,4.215382812,4.167113003,4.647173693,3.813804296,3.640201,2.45013497,4.381266769,3.76786097,4.249762341,4.07175719,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.438426052,4.369382412,3.636576967,4.399645218,2.279238787,3.941036729,3.273040121,3.805948551,4.431399051,3.280350606,4.100517789,4.365573696,2.847040759,4.254690032,3.92028886,4.04488282,4.045150519,3.619110939,4.131890192,2.716720121,3.658532434,3.94619928,3.471982509,4.152828448,4.577346484,4.103109811,4.17877554,4.130924917,4.606816658,3.780684417,3.608588728,2.428857482,4.343218926,3.735140072,4.21285651,4.036397194,,2.65E-05,2.56E-05,2.10E-05,2.99E-05,1.21E-05,2.96E-05,1.70E-05,1.91E-05,2.86E-05,2.00E-05,2.19E-05,2.59E-05,1.66E-05,3.44E-05,2.28E-05,2.59E-05,1.96E-05,2.10E-05,2.42E-05,1.49E-05,2.40E-05,2.60E-05,1.81E-05,2.14E-05,3.16E-05,2.70E-05,2.31E-05,2.36E-05,3.20E-05,1.77E-05,2.47E-05,1.34E-05,2.43E-05,2.10E-05,2.82E-05,2.78E-05
113,R Sanchez,GK,4.5,BHA,134.0656311,134.6908943,23.67617895,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.555755136,4.241045713,4.092809247,3.898933992,4.338312411,4.308465543,2.308018618,3.226987172,3.87415075,4.57337669,2.147425842,3.393624722,4.105085608,3.993988326,4.074856749,3.548029147,4.144230685,2.736313919,3.604020599,4.599960527,3.992361128,4.375809398,3.712749064,3.895960369,4.00857715,3.553182806,4.184462351,2.839846722,2.975052937,2.59623141,4.344563848,4.402876467,4.414240719,3.188437823,4.321651117,3.66868979,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.524876209,4.204215579,4.05726643,3.865074829,4.300637593,4.271049921,2.287975298,3.198963336,3.840506809,4.533660524,2.128777144,3.36415377,4.069436181,3.959303691,4.039469835,3.517217315,4.108241313,2.712551193,3.572722526,4.560013501,3.957690623,4.337808948,3.68050677,3.862127029,3.973765822,3.522326218,4.148123599,2.815184896,2.949216951,2.57368519,4.306834741,4.364640961,4.375906524,3.160748758,4.284120989,3.636830116,,3.09E-05,5.06E-05,3.56E-05,4.36E-05,3.81E-05,3.57E-05,1.97E-05,3.07E-05,3.35E-05,4.65E-05,1.78E-05,2.67E-05,3.14E-05,3.81E-05,3.98E-05,3.10E-05,3.40E-05,2.44E-05,3.52E-05,4.71E-05,2.89E-05,4.40E-05,2.61E-05,3.83E-05,4.09E-05,3.64E-05,4.14E-05,2.48E-05,2.15E-05,2.20E-05,3.76E-05,3.89E-05,4.21E-05,2.50E-05,4.92E-05,3.08E-05
182,Pickford,GK,4.5,EVE,127.8587663,128.4840294,22.729355,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.519512342,3.762466056,3.911358033,2.497564903,3.007918705,3.730868752,3.951563904,3.375627356,2.625025667,3.538497503,4.186677323,3.959055172,3.72583919,4.230498859,4.274654117,1.892857006,3.915480121,4.200957594,3.389219307,3.349308065,2.077232399,4.104537682,3.816677858,4.242267117,4.058692943,2.800895542,2.999839772,3.041623875,4.256697632,3.853240198,3.88272885,3.437102629,3.561656309,2.329337797,3.960714666,4.510650487,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.480263946,3.729792009,3.877390976,2.475875523,2.981797306,3.698469102,3.917247691,3.346312697,2.602229392,3.507768445,4.150319335,3.924673904,3.693483218,4.193760317,4.237532121,1.876419037,3.881477267,4.164475594,3.359786613,3.320221969,2.059193276,4.068893013,3.783533024,4.205426376,4.023446399,2.776571976,2.973788532,3.015209772,4.219731573,3.819777849,3.849010415,3.407254106,3.530726136,2.309109337,3.926318986,4.471479048,,2.93E-04,2.11E-04,2.58E-04,1.53E-04,1.58E-04,2.41E-04,2.50E-04,2.29E-04,1.56E-04,1.64E-04,2.25E-04,2.24E-04,2.74E-04,2.40E-04,2.45E-04,1.12E-04,2.18E-04,3.10E-04,1.95E-04,1.95E-04,1.24E-04,3.19E-04,2.40E-04,2.37E-04,2.61E-04,1.36E-04,1.93E-04,1.85E-04,2.77E-04,1.82E-04,2.03E-04,2.22E-04,1.77E-04,1.38E-04,1.98E-04,2.97E-04
31,E Martinez,GK,5,AVL,132.148707,132.7739701,22.82872172,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.983903882,3.854822636,3.166263595,2.516195766,3.603018491,4.319278846,4.030547994,4.376332221,3.350298898,4.099384961,4.172930844,3.703617833,3.51818752,3.723821328,2.667297505,2.806421879,4.395056578,4.232662434,4.09658948,3.873792535,2.087916929,3.503358224,4.163135141,4.299499599,3.557683264,4.601355975,2.953364599,4.583958326,4.024274451,3.882018181,4.363612072,3.20271679,4.111814756,3.169331849,2.260702529,4.051199604,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.949306822,3.821346544,3.138767095,2.494344593,3.57172912,4.281769319,3.995545866,4.338327231,3.321204197,4.063785039,4.136692234,3.671454836,3.487634839,3.691482879,2.644134132,2.782050321,4.356888981,4.195905102,4.061013834,3.840151705,2.069785019,3.472934323,4.126981599,4.262161839,3.526787593,4.561396831,2.927716959,4.544150266,3.989326804,3.848305918,4.325717546,3.174903723,4.076106891,3.141808704,2.241070112,4.016018133,,2.51E-05,3.32E-05,2.17E-05,1.91E-05,3.06E-05,4.27E-05,3.55E-05,3.26E-05,2.31E-05,3.09E-05,3.60E-05,2.26E-05,3.16E-05,2.43E-05,2.12E-05,2.15E-05,3.38E-05,4.39E-05,3.45E-05,3.78E-05,1.54E-05,2.69E-05,2.95E-05,3.10E-05,2.68E-05,4.09E-05,1.87E-05,4.04E-05,2.80E-05,2.91E-05,3.82E-05,2.55E-05,2.73E-05,2.66E-05,1.71E-05,3.01E-05
