ID,Name,Pos,Price,Team,xPts GW8-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
376,Pope,GK,5.1,NEW,130.846656,131.3678745,27.13330619,,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.14041901,4.425508297,4.411594046,3.489328609,4.756806906,3.164369012,4.412869012,4.381444042,3.744209543,4.009646498,4.583201229,3.481881261,8.538869259,4.353832914,4.257607829,4.894054937,3.05540592,4.396764183,2.395603299,4.668951641,4.800106219,3.814534721,4.138638477,4.121584256,3.533852638,4.513682696,4.600249807,3.825433153,4.393250594,4.269374495,3.345747005,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.095778529,4.387076252,4.373282835,3.459026545,4.715497793,3.136888965,4.374546728,4.34339466,3.711694039,3.974825883,4.543399745,3.451643871,8.538161208,4.316023313,4.220633866,4.851553934,3.028872132,4.358581757,2.374799376,4.628405482,4.758421086,3.781408499,4.102697669,4.08579155,3.503163918,4.474484925,4.560300269,3.792212286,4.355098681,4.232298348,3.316691833,,0.000227552,0.000172208,0.000200783,0.00013359,0.000196407,0.000117875,0.000181126,0.000179203,0.000124067,0.000170288,0.000247997,0.000117035,0.000356816,0.000134366,0.000177864,0.000183934,0.000115026,0.000164774,8.26E-05,0.000178635,0.000174421,0.000165269,0.000162296,0.000146407,0.000145827,0.000158759,0.000221699,0.000144789,0.00020046,0.00021067,0.000100285
31,E Martinez,GK,4.9,AVL,118.2210201,118.7422386,24.52432208,,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.245590669,4.018150686,4.435691567,3.378083698,4.035319675,4.059766457,3.676344171,3.452717751,3.704508493,2.693037402,2.801081759,4.326752369,7.797126927,4.006536897,3.913633085,2.035951424,3.464663716,4.150589257,4.304844599,3.586195234,4.755901818,2.987559698,4.647057254,4.002265984,3.769301418,4.295770352,3.122833576,4.030793543,3.16890177,2.279656998,4.042389037,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.208721066,3.98325622,4.397171087,3.348747708,4.000276109,4.024510591,3.644418025,3.422733623,3.672337761,2.669650498,2.776756575,4.289177941,7.796480382,3.971743288,3.879646272,2.018270794,3.434575846,4.114544666,4.267460422,3.55505196,4.714600565,2.961615101,4.606701231,3.967509464,3.736568011,4.258464978,3.095714232,3.995789283,3.14138236,2.259859977,4.00728408,,4.26514E-05,3.85655E-05,3.3556E-05,2.38685E-05,3.31302E-05,3.86275E-05,2.35141E-05,3.17952E-05,2.56236E-05,2.21293E-05,2.26773E-05,3.43666E-05,8.04716E-05,3.44759E-05,4.05296E-05,1.5897E-05,2.78551E-05,3.05428E-05,3.19798E-05,2.76593E-05,4.37774E-05,1.92934E-05,4.15133E-05,2.90902E-05,3.12233E-05,4.09865E-05,2.57006E-05,2.77792E-05,2.80549E-05,1.78875E-05,3.16999E-05
307,Ederson,GK,5.5,MCI,126.1811683,128.288492,24.6208101,,87.80904762,8.78E+01,87.80904762,87.80904762,17.56180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.28142029,3.82756702,4.448811954,2.835403693,3.552765649,4.359154686,3.927299319,4.519361619,4.299810136,4.207504904,4.584653322,3.459073353,7.079449065,4.556933371,3.279416189,4.364309414,4.527856174,4.631666418,4.330589124,4.247674594,4.232230406,3.266344798,4.194927454,4.218736773,4.043782772,3.905865548,4.260020168,4.447218817,4.33034901,3.842816602,4.004325562,,0.991315789,0.991315789,0.991315789,0.991315789,0.198263158,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.244239534,3.794327623,4.410177534,2.810780451,0.704382537,4.321298869,3.893193825,4.480114532,4.262469679,4.170966046,4.544839228,3.429034032,7.078862031,4.517360002,3.250937048,4.326408832,4.488535317,4.591444052,4.292981376,4.210786893,4.195476826,3.237979172,4.15849782,4.182100375,4.008665711,3.87194619,4.223025256,4.408598232,4.292743348,3.809444774,3.969551156,,9.57E-04,1.10E-03,1.47E-03,6.16E-04,7.76E-04,1.09E-03,1.13E-03,1.41E-03,1.33E-03,1.33E-03,1.30E-03,6.65E-04,1.85E-03,1.18E-03,7.81E-04,1.20E-03,1.16E-03,1.22E-03,1.00E-03,8.91E-04,1.18E-03,7.62E-04,1.19E-03,1.40E-03,8.83E-04,9.60E-04,1.14E-03,1.64E-03,1.05E-03,8.22E-04,1.08E-03
425,Lloris,GK,5.5,TOT,121.8842622,122.5046123,24.00248935,,83.41859524,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.013281308,3.276696069,3.832993114,4.464908431,3.244420306,4.125837501,4.548248775,2.914906763,4.283858583,3.841438046,4.16900044,4.087610489,5.859806288,4.101072865,2.724124329,3.732391638,4.016974693,3.561789054,4.118893674,4.660297781,4.055626674,4.203236564,4.166634788,4.772896618,3.801232115,3.587285359,2.4875282,4.390818237,3.864066633,4.135995446,4.05795317,,0.94175,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.779507672,3.24824055,3.799706595,4.426134226,3.216245077,4.090007859,4.508750825,2.889593099,4.246656654,3.808078189,4.132795963,4.052112819,5.859320387,4.065458285,2.700467459,3.699978764,3.982090439,3.530857728,4.083124334,4.619826774,4.020406758,4.166734773,4.130450854,4.731447779,3.768221415,3.556132617,2.465925981,4.352687447,3.830510265,4.100077591,4.02271305,,3.11E-05,1.73E-05,1.97E-05,2.90E-05,1.97E-05,2.24E-05,2.72E-05,1.70E-05,3.67E-05,2.40E-05,2.68E-05,1.99E-05,3.36E-05,2.55E-05,1.51E-05,2.52E-05,2.63E-05,1.83E-05,2.13E-05,3.19E-05,2.65E-05,2.35E-05,2.44E-05,3.36E-05,1.81E-05,2.44E-05,1.37E-05,2.46E-05,2.16E-05,2.97E-05,2.96E-05
281,Alisson,GK,5.5,LIV,133.4904454,136.2280488,24.36984181,,0,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,0.001342,4.511576036,3.672793615,3.150671635,4.386998057,4.76075524,4.637730291,3.388224892,4.646815979,4.229354866,4.382629018,4.198083604,8.815342521,3.943731815,7.912255355,4.778961751,4.167509922,4.425910867,3.972537957,4.867426252,4.713760699,2.710939839,4.024688626,4.419810327,4.959507091,4.08700454,3.769306099,4.481365735,4.105490968,4.518815484,4.410510309,,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,0,4.452213193,3.624467384,3.10921543,4.329274398,4.698113724,4.576707524,3.343642986,4.585673663,4.17370546,4.324962846,4.142845662,8.813664808,3.891840607,7.910749515,4.716080675,4.112674265,4.367675198,3.92026772,4.80338117,4.651737532,2.675269578,3.971732197,4.361654928,4.894250419,4.033228165,3.719709966,4.422400397,4.05147135,4.459357386,4.352477278,,0.00E+00,9.44E-04,6.71E-04,5.86E-04,1.02E-03,9.99E-04,1.42E-03,6.75E-04,1.27E-03,8.39E-04,1.21E-03,9.30E-04,1.79E-03,7.11E-04,1.40E-03,1.13E-03,7.00E-04,7.70E-04,9.47E-04,1.05E-03,1.22E-03,4.73E-04,8.30E-04,1.15E-03,1.24E-03,8.24E-04,8.35E-04,1.15E-03,9.76E-04,1.04E-03,1.03E-03
2,Leno,GK,4.5,FUL,107.5444769,108.8086088,22.79562966,,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,173.5142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.10643898,3.686665527,3.244604349,4.452275968,3.739028482,3.668655186,4.099883089,1.694833279,3.117062052,3.667273975,3.919755347,3.303773966,6.268990405,2.824803911,2.658542212,4.341825595,3.36775532,4.011442241,3.434836441,3.126354025,1.949329648,4.196830953,3.56204005,3.822588854,3.888318688,3.425496008,2.117237429,3.581281073,3.667989207,3.993035301,2.786615519,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.999512982,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.019987633,3.609051516,3.176296889,4.358543843,3.660312093,3.59142034,4.013569761,1.659152578,3.051439693,3.590068207,3.837234182,3.23422083,6.265937293,2.765334355,2.602572902,4.25041874,3.296855208,3.926990825,3.362524094,3.060536046,1.908291129,4.108476617,3.487049733,3.742113299,3.806459347,3.353380302,2.072664009,3.505885682,3.590768381,3.9089714,2.727949929,,2.79E-05,2.42E-05,2.30E-05,3.64E-05,2.89E-05,3.20E-05,3.14E-05,1.32E-05,2.64E-05,2.15E-05,3.54E-05,2.72E-05,3.94E-05,2.33E-05,1.60E-05,3.45E-05,2.13E-05,2.85E-05,2.59E-05,2.31E-05,1.49E-05,2.94E-05,2.84E-05,2.54E-05,3.96E-05,2.34E-05,1.63E-05,3.37E-05,2.86E-05,2.66E-05,2.14E-05
455,Fabianski,GK,5,WHU,106.4362723,111.1867708,22.84857889,,81.41666667,8.14E+01,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,162.8333333,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,,3.949722314,4.150679659,4.101097224,3.79222749,2.163725567,4.548682261,2.954533088,4.13549768,3.736487649,2.968082235,3.87439775,3.794343046,7.134197246,4.219547699,3.511927461,3.254632841,2.657961458,4.436300912,3.540573303,3.893800035,1.938182744,4.046558006,3.828718761,3.320288414,4.306128896,2.584137793,3.817566205,3.293108735,3.573735399,4.021584908,3.452341336,,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.993171773,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,,3.637902131,3.822994423,3.77732639,3.492841109,1.992905127,4.189575767,2.721280476,3.809011021,3.441501782,2.733759953,3.568524243,3.494789647,7.085483331,3.886425512,3.23467003,2.997688143,2.448122395,4.08606663,3.261054358,3.586394769,1.785168317,3.7270929,3.526451491,3.058160381,3.966171352,2.380126914,3.516179399,3.033126466,3.291598394,3.704091363,3.179788073,,2.38E-05,2.68E-05,3.20E-05,2.69E-05,1.39E-05,3.41E-05,2.00E-05,2.49E-05,3.16E-05,1.76E-05,3.01E-05,3.01E-05,4.43E-05,2.95E-05,1.83E-05,1.86E-05,1.77E-05,3.24E-05,2.00E-05,2.72E-05,1.24E-05,3.33E-05,2.58E-05,2.17E-05,2.76E-05,1.73E-05,2.02E-05,2.48E-05,2.43E-05,3.72E-05,2.55E-05
81,Raya,GK,4.5,BRE,112.4345282,113.0548782,22.96172288,,83.41859524,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.299806021,4.422697273,3.551840935,3.886410164,3.195684049,3.645645693,4.194743209,4.351740031,1.861078211,2.999450785,3.464024294,2.500536275,8.483550981,3.934546872,4.132374552,2.984057109,4.159835281,2.998431093,4.168478251,4.046663974,3.790054306,3.572165627,3.854853985,3.918722164,3.92700792,2.829749403,4.545777163,2.118706521,3.750888879,2.662436219,2.258911242,,0.94175,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.10759232,4.384289638,3.520996,3.85265976,3.167932056,3.613986138,4.158315176,4.313948604,1.844916216,2.973402923,3.433941977,2.478821092,8.482847517,3.900378439,4.096488141,2.958142929,4.123710396,2.972392086,4.132278308,4.011521892,3.757140677,3.541144189,3.821377622,3.884691156,3.892904956,2.805175263,4.506300677,2.100307228,3.718315371,2.639315063,2.239294381,,3.46E-05,4.40E-05,2.92E-05,3.94E-05,2.97E-05,3.50E-05,4.27E-05,4.17E-05,1.98E-05,3.49E-05,3.44E-05,2.75E-05,9.73E-05,4.80E-05,5.30E-05,2.80E-05,3.98E-05,3.20E-05,5.10E-05,3.80E-05,5.04E-05,3.19E-05,3.62E-05,3.45E-05,4.33E-05,2.40E-05,5.16E-05,2.22E-05,4.25E-05,2.82E-05,2.45E-05
15,Ramsdale,GK,4.9,ARS,120.8043299,123.2718158,23.12855957,,83.05714286,8.74E+01,87.42857143,87.42857143,17.48571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.92828732,3.40536363,2.943852226,4.158737951,2.74984523,4.152709197,4.757588245,3.209636799,4.19772934,4.085937794,3.900064274,4.188150295,7.476062627,3.651427306,4.294905066,4.21712959,3.93867926,3.814581127,4.87008826,4.194387412,4.464589214,4.373640107,2.522408684,3.7764162,4.391162844,2.307078858,3.607860664,3.867220416,4.231136819,4.552434576,4.483994472,,0.9375,0.986842105,0.986842105,0.986842105,0.197368421,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.682769363,3.360556214,2.905117329,4.104017715,0.542732611,4.098068287,4.6949884,3.167404736,4.14249606,4.032175454,3.848747639,4.133043054,7.474639802,3.60338221,4.238393158,4.161641043,3.886854533,3.76438927,4.806008152,4.139198104,4.405844619,4.316092211,2.489219096,3.726726513,4.333384385,2.276722557,3.560388813,3.816335937,4.175463966,4.492534121,4.424994545,,5.63E-04,5.06E-04,3.99E-04,6.95E-04,3.55E-04,6.21E-04,7.48E-04,3.48E-04,5.01E-04,6.17E-04,4.62E-04,5.24E-04,1.09E-03,5.73E-04,5.51E-04,6.96E-04,5.08E-04,5.91E-04,7.89E-04,5.97E-04,5.76E-04,8.60E-04,3.22E-04,4.99E-04,7.69E-04,2.87E-04,4.30E-04,4.24E-04,5.71E-04,6.05E-04,6.20E-04
