ID,Name,Pos,Price,Team,xPts GW9-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
376,Pope,GK,5.2,NEW,124.6285858,125.1324359,25.8816495,,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.370905938,4.39204865,3.451314569,4.709805708,3.113752176,4.39391334,4.348416942,3.718008235,3.961912202,4.53902961,3.438908709,4.606618204,8.166254458,4.234032007,4.858981187,3.016562718,4.356325839,2.362571205,4.644444576,4.770300813,3.780044712,4.118863756,4.095720361,3.485273543,4.472574523,4.569724285,3.784718316,4.345077263,4.225808252,3.317600232,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.33294807,4.353907175,3.421342627,4.668904764,3.086711697,4.355755671,4.310654374,3.685720269,3.927506123,4.499611722,3.409044502,4.566613361,8.165577304,4.197262781,4.816784772,2.990366252,4.318494588,2.342054139,4.604111241,4.728874516,3.747218008,4.083094676,4.060152263,3.455006694,4.433733744,4.530039838,3.751851026,4.307343697,4.189110443,3.288789493,,0.000169582,0.000196787,0.000132492,0.0001951,0.000116234,0.000176472,0.000177826,0.000123349,0.000167271,0.000245272,0.000115343,0.000209796,0.000274976,0.000177158,0.000180824,0.000113507,0.000162276,8.17E-05,0.000175991,0.000176552,0.000163911,0.000159067,0.000142646,0.000143797,0.000157703,0.000219994,0.000142695,0.000198258,0.000206937,9.97E-05
31,E Martinez,GK,4.9,AVL,114.5330144,115.0368645,24.23553552,,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.039815529,4.476421015,3.430920685,4.050420341,4.099032693,3.700077688,3.465121303,3.709953846,2.697056943,2.801945676,4.349168413,4.236037688,7.615529425,3.922384366,2.049523804,3.47258449,4.163605658,4.303821994,3.616356926,4.772836792,3.005261211,4.66856313,4.0225715,3.804538254,4.299492588,3.139951522,4.054417192,3.168623223,2.285996319,4.048249073,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.004732921,4.437546833,3.401125847,4.015245638,4.06343583,3.667945435,3.43502946,3.677735826,2.673635133,2.77761299,4.311399319,4.199251045,7.614897938,3.888321555,2.031725308,3.442427835,4.12744803,4.266446698,3.584951722,4.731388473,2.97916289,4.628020345,3.987638642,3.771498843,4.26215489,3.112683522,4.01920778,3.141106232,2.266144246,4.013093226,,3.92E-05,3.49E-05,2.44E-05,3.35E-05,3.89E-05,2.41E-05,3.24E-05,2.59E-05,2.24E-05,2.30E-05,3.48E-05,4.85E-05,6.83E-05,4.09E-05,1.62E-05,2.82E-05,3.12E-05,3.22E-05,2.83E-05,4.42E-05,1.97E-05,4.32E-05,2.98E-05,3.15E-05,4.15E-05,2.62E-05,2.81E-05,2.84E-05,1.81E-05,3.21E-05
281,Alisson,GK,5.4,LIV,133.475193,134.2127963,26.51453526,,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.496637308,3.670465027,3.156190836,4.397463297,4.771571462,4.631593788,3.371476898,4.650351644,4.24031775,4.371238882,4.213967911,4.19075777,8.567470832,7.919170804,4.775530452,4.173207975,4.411676737,3.969604466,4.869726012,4.704673349,2.704364698,4.014583301,4.414153367,4.966798338,4.095867155,3.752624356,4.496143346,4.093717707,4.530900488,4.415973897,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.437471028,3.622169434,3.114662009,4.339601938,4.708787627,4.570651765,3.32711536,4.589162806,4.184524095,4.313722581,4.158520964,4.13561622,8.565840293,7.917663647,4.712694525,4.118297344,4.353628359,3.917372828,4.80565067,4.642769752,2.668780952,3.961759836,4.356072402,4.901445728,4.041974166,3.70324772,4.436983565,4.039853,4.471283377,4.357868977,,9.44E-04,6.71E-04,5.88E-04,1.03E-03,1.03E-03,1.43E-03,6.76E-04,1.28E-03,8.30E-04,1.20E-03,9.26E-04,7.63E-04,1.74E-03,1.41E-03,1.14E-03,7.08E-04,7.67E-04,9.54E-04,1.05E-03,1.22E-03,4.75E-04,8.30E-04,1.15E-03,1.27E-03,8.33E-04,8.37E-04,1.15E-03,9.73E-04,1.03E-03,1.03E-03
81,Raya,GK,4.5,BRE,109.7307032,110.2345532,23.49825143,,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.437474359,3.570885092,3.88715823,3.210979799,3.672845643,4.216470732,4.377862354,1.868403793,2.994151888,3.491478324,2.50033671,4.661685274,7.817311613,4.154788167,2.989116217,4.158321155,3.012553106,4.171731958,4.059552025,3.79485359,3.57633453,3.873479014,3.939081883,3.954626738,2.844426249,4.569243914,2.119839497,3.776401958,2.657763981,2.264989795,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.398938398,3.539874774,3.85340133,3.183094974,3.640949878,4.179854012,4.339844076,1.852178181,2.968150042,3.461157592,2.47862326,4.621202217,7.816663394,4.118707112,2.963158102,4.122209419,2.98639146,4.135503759,4.024298021,3.761898283,3.545276888,3.839840906,3.904874067,3.920283927,2.819724653,4.529563638,2.101430364,3.743606889,2.634683399,2.245320147,,4.48E-05,3.02E-05,4.02E-05,3.05E-05,3.53E-05,4.36E-05,4.37E-05,2.02E-05,3.56E-05,3.55E-05,2.81E-05,5.54E-05,9.31E-05,5.45E-05,2.86E-05,4.04E-05,3.28E-05,5.20E-05,3.91E-05,5.13E-05,3.25E-05,3.73E-05,3.52E-05,4.37E-05,2.47E-05,5.41E-05,2.27E-05,4.39E-05,2.88E-05,2.50E-05
478,Sa,GK,5,WOL,112.995359,113.499209,23.32009349,,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.592833638,2.970197429,4.648540976,3.957860478,3.881430245,3.767956234,3.998755242,3.420922412,4.126550112,3.419079716,3.752356281,3.875876669,4.20980375,2.642635855,3.999024959,4.726331402,4.003968308,3.117917624,3.663440441,4.197546638,4.428368045,3.342315267,4.046804263,3.617736809,4.253917655,3.672022277,4.048335417,3.101633242,4.37504938,3.089493023,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.561632714,2.944403609,4.608172067,3.923489584,3.847723088,3.735234509,3.96402921,3.391214402,4.090714283,3.389387708,3.719770029,3.84221774,4.209454669,2.619686649,3.964296584,4.685286945,3.969197004,3.090840971,3.631626353,4.161094259,4.389911165,3.313289897,4.011660963,3.586319621,4.216975739,3.640133663,4.01317882,3.074698006,4.337055531,3.062663215,,3.27E-05,2.27E-05,4.98E-05,3.00E-05,4.72E-05,3.63E-05,3.70E-05,3.25E-05,3.60E-05,3.74E-05,3.25E-05,4.04E-05,3.96E-05,2.59E-05,4.06E-05,5.10E-05,3.87E-05,3.28E-05,2.78E-05,5.59E-05,4.03E-05,2.81E-05,4.49E-05,3.81E-05,3.72E-05,2.99E-05,4.02E-05,3.02E-05,4.45E-05,2.63E-05
2,Leno,GK,4.5,FUL,102.2099609,103.4319876,21.97920838,,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,173.5142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,3.650226335,3.209951073,4.407286065,3.722381457,3.606646685,4.048914488,1.661832585,3.075023176,3.608154209,3.876772703,3.243835253,3.308004544,5.676201318,2.625647702,4.297031871,3.316378052,3.977814065,3.404029616,3.080929928,1.906836261,4.148229761,3.530558699,3.768700835,3.831211955,3.391969359,2.085790236,3.527275159,3.620984021,3.93829087,2.741871359,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.999512982,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.573379465,3.142373155,4.314501095,3.644015531,3.530717281,3.963674183,1.626846635,3.010285846,3.532193067,3.795156435,3.175543984,3.238362343,5.673436905,2.570370908,4.206568043,3.246559567,3.894070611,3.332365835,3.016068245,1.86669234,4.060898608,3.456231148,3.689359765,3.750554861,3.320559478,2.041878863,3.453016734,3.544752779,3.855379484,2.684147752,,2.47E-05,2.35E-05,3.66E-05,2.89E-05,3.25E-05,3.20E-05,1.34E-05,2.68E-05,2.16E-05,3.60E-05,2.74E-05,1.99E-05,4.38E-05,1.63E-05,3.58E-05,2.15E-05,2.88E-05,2.61E-05,2.34E-05,1.50E-05,2.96E-05,2.90E-05,2.58E-05,4.02E-05,2.34E-05,1.66E-05,3.39E-05,2.91E-05,2.67E-05,2.17E-05
152,Guaita,GK,4.5,CRY,111.3760168,115.8796455,23.75753704,,7.90E+01,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,162.8333333,162.8333333,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,,3.447405976,4.157342634,3.563878875,4.332232958,4.074476885,4.211305882,3.567615745,4.337854677,4.266075686,4.44949522,3.211861428,3.026441817,6.958644612,6.292483466,4.064411124,3.733341459,2.783192966,3.730305754,2.589804483,3.111913483,3.887754925,3.899781752,3.925995393,4.381884812,3.990368921,3.922179075,2.795867072,4.721189004,3.960860563,4.592414342,,0.893421053,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.993171773,0.993171773,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,,3.079985076,3.829131373,3.282520017,3.990214566,3.752807657,3.878834365,3.285961871,3.995392466,3.929280237,4.098219282,2.958293421,2.7875122,6.91112941,6.249516963,3.743536562,3.438603976,2.563467205,3.435807931,2.385346235,2.866236103,3.580826904,3.591904245,3.616048389,4.035946537,3.675339796,3.612533359,2.575140724,4.348463557,3.648161045,4.229855315,,1.33E-04,2.64E-04,1.80E-04,1.90E-04,1.70E-04,2.37E-04,1.54E-04,1.90E-04,2.26E-04,1.95E-04,1.55E-04,1.07E-04,3.39E-04,2.84E-04,1.75E-04,1.71E-04,1.22E-04,1.54E-04,1.09E-04,1.24E-04,2.23E-04,2.14E-04,1.92E-04,2.10E-04,1.53E-04,1.91E-04,1.25E-04,2.41E-04,1.83E-04,2.35E-04
455,Fabianski,GK,5,WHU,102.3756998,106.9683037,22.53393159,,8.14E+01,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,162.8333333,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,,4.163496555,4.076366406,3.783391943,2.142620021,4.542712495,2.938670059,4.109589257,3.712826625,2.944580609,3.881262297,3.772724054,3.840915245,7.455918805,3.503229088,3.241960301,2.625116229,4.43071332,3.516543711,3.897356669,1.918330079,4.039265669,3.803200847,3.297739296,4.297161764,2.558587246,3.788813039,3.278032616,3.577912283,4.00176705,3.426151973,,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.993171773,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,,3.834799458,3.754548005,3.484703105,1.973465809,4.184077298,2.706669792,3.785148,3.419708733,2.712113719,3.574846853,3.474877418,3.537685094,7.405008102,3.226658371,2.986016067,2.417870211,4.080920163,3.238921839,3.589670616,1.766882968,3.720376274,3.502948148,3.037391456,3.957912151,2.356593516,3.489696221,3.019240567,3.295445523,3.685838073,3.155666291,,2.71E-05,3.23E-05,2.74E-05,1.41E-05,3.44E-05,2.04E-05,2.51E-05,3.19E-05,1.78E-05,3.03E-05,3.05E-05,2.19E-05,5.32E-05,1.87E-05,1.90E-05,1.79E-05,3.36E-05,2.02E-05,2.72E-05,1.26E-05,3.39E-05,2.61E-05,2.20E-05,2.78E-05,1.75E-05,2.03E-05,2.52E-05,2.45E-05,3.78E-05,2.58E-05
254,D Ward,GK,4,LEI,78.28746584,90.22597941,19.99445578,,8.18E+01,74.73809524,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,139.8571429,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,69.92857143,,4.023204393,3.845725536,3.6836312,3.555062714,3.399432086,1.934849422,3.475716857,2.953601245,3.415741187,1.741635504,3.628323098,3.734544284,5.731990317,3.13700649,2.572957699,2.499682261,2.869795546,3.315089274,2.81598548,3.121174266,3.34931919,4.106313246,1.52031389,3.727150571,3.296461563,3.77287118,3.329858548,2.144615334,3.0694758,3.287135978,,0.921052632,0.842105263,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.951795845,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,0.789473684,,3.705582994,3.238505714,2.908129895,2.806628459,2.683762173,1.527512701,2.743986992,2.331790457,2.69663778,1.374975398,2.864465604,2.948324434,5.455684565,2.476584071,2.031282394,1.973433364,2.265628063,2.617175743,2.223146431,2.464084947,2.64419936,3.241826247,1.200247808,2.942487293,2.602469655,2.978582511,2.628835696,1.693117369,2.423270368,2.595107351,,3.51E-03,2.89E-03,2.59E-03,3.90E-03,2.26E-03,1.61E-03,2.51E-03,2.27E-03,2.39E-03,1.46E-03,3.33E-03,2.80E-03,5.38E-03,2.27E-03,2.28E-03,2.10E-03,2.27E-03,2.83E-03,1.96E-03,2.53E-03,2.09E-03,3.55E-03,1.30E-03,2.80E-03,3.15E-03,3.10E-03,2.69E-03,1.80E-03,1.93E-03,2.81E-03
