ID,Name,Pos,Price,Team,xPts GW22-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
15,Ramsdale,GK,4.9,ARS,70.18653322,71.03153167,26.92089331,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,131.7135714,87.80904762,87.80904762,87.80904762,62.34442381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.309845417,6.78136479,3.960283889,3.851238066,4.847658721,4.051296291,6.654208876,4.399489511,2.627519718,3.779471783,4.416701155,2.272698743,3.613998734,3.660360483,3.98521723,4.291026096,4.494076872,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.995328433,0.991315789,0.991315789,0.991315789,0.703834211,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.272417812,6.780802472,3.92589195,3.817793103,4.805560632,4.016113981,6.623123293,4.361283418,2.604701783,3.746650054,3.10862537,2.252962148,3.582614009,3.628573142,3.950608765,4.253761922,4.455049362,,0.000381378,0.000704104,0.000326415,4.01E-04,5.45E-04,3.92E-04,8.66E-04,5.52E-04,2.31E-04,3.47E-04,5.33E-04,1.99E-04,3.03E-04,2.59E-04,3.38E-04,4.20E-04,4.23E-04
281,Alisson,GK,5.4,LIV,75.35108643,76.50477272,27.57665328,,87.42857143,87.42857143,87.42857143,87.42857143,148.6285714,87.42857143,103.1657143,87.42857143,87.42857143,87.42857143,69.94285714,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.57524884,4.858418849,4.021679049,4.491541211,7.284448563,5.006047517,5.985353975,2.713007532,3.899491194,4.572483106,4.864219876,4.17623043,3.878704718,4.518244823,4.233003804,4.610183882,4.57366755,,0.986842105,0.986842105,0.986842105,0.986842105,0.995601351,0.986842105,0.82229235,0.986842105,0.986842105,0.986842105,0.789473684,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.515048197,4.794492286,3.96876222,4.432441984,7.252406828,4.940178471,4.921710784,2.677310064,3.8481821,4.512318855,3.840173587,4.121280029,3.827669129,4.458794233,4.177306385,4.549523568,4.513487713,,0.000591035,8.15E-04,0.000446615,5.50E-04,1.39E-03,7.61E-04,1.26E-03,3.44E-04,5.54E-04,7.70E-04,8.97E-04,5.99E-04,6.20E-04,7.90E-04,6.93E-04,6.97E-04,7.44E-04
307,Ederson,GK,5.4,MCI,68.40462408,71.02218992,26.54750762,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,35.12361905,87.80904762,87.80904762,87.80904762,36.8798,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.370519868,7.809266312,4.383011869,4.693459828,4.223048854,4.294337328,4.283850632,3.440195641,4.253989191,4.267528167,3.885362908,3.815419093,4.160907826,4.515653477,4.379991439,3.974274669,4.009113777,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.396526316,0.991315789,0.991315789,0.991315789,0.416352632,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.341249563,7.80861876,4.344948871,4.652700835,4.186375008,4.257044399,1.698659508,3.410320258,4.217046654,4.230468054,1.617681071,3.782285191,4.124773627,4.476438591,4.341954671,3.939761231,3.974297788,,5.40E-04,1.23E-03,7.81E-04,8.20E-04,5.96E-04,5.93E-04,7.99E-04,5.33E-04,8.02E-04,9.24E-04,5.08E-04,5.97E-04,7.31E-04,1.03E-03,7.10E-04,5.65E-04,6.88E-04
113,R Sanchez,GK,4.6,BHA,69.10427832,73.61617434,25.69982295,,87.80904762,87.80904762,87.80904762,0,175.6180952,149.275381,37.75789048,87.80904762,87.80904762,87.80904762,36.8798,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,4.804047658,4.061395203,4.225865718,0.001132,7.520388978,7.081685796,3.538129892,4.095943585,3.030132698,3.251715147,2.721263686,4.16798106,4.437269009,4.4582633,3.077062308,4.328338476,8.326236042,,0.991315789,0.991315789,0.991315789,0,0.999917079,0.997125726,0.426265789,0.991315789,0.991315789,0.991315789,0.416352632,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,4.762328297,4.026125192,4.18916741,0,7.51976538,7.061331093,1.508183732,4.060373549,3.003818388,3.223476568,1.133005297,4.131785435,4.398734831,4.419546803,3.050340451,4.290750273,8.325545623,,5.07E-05,2.96E-05,4.51E-05,0.00E+00,6.39E-05,7.80E-05,3.54E-05,4.25E-05,2.70E-05,2.28E-05,2.29E-05,3.90E-05,3.93E-05,4.38E-05,2.41E-05,4.95E-05,7.13E-05
327,de Gea,GK,5,MUN,61.30587057,65.58187439,25.10912445,,175.6180952,87.80904762,87.80904762,0,87.80904762,87.80904762,37.75789048,126.4450286,87.80904762,87.80904762,48.29497619,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,8.173335855,3.904277281,3.817642382,0.001399,2.296186945,4.146236197,3.359007289,5.056896946,4.26166071,4.006144518,3.317248767,2.784978143,3.957552269,3.478438978,4.232490057,4.367813862,4.001712213,,0.999917079,0.991315789,0.991315789,0,0.991315789,0.991315789,0.426265789,0.994802063,0.991315789,0.991315789,0.545223684,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,8.172658114,3.870371715,3.784489172,0,2.276246374,4.110229408,1.431829894,5.030611517,4.224651551,3.971354316,1.808642594,2.760792806,3.923184051,3.448231482,4.195734222,4.329882847,3.966960502,,7.19E-05,3.39E-05,3.77E-05,0.00E+00,1.76E-05,4.05E-05,2.08E-05,5.44E-05,3.59E-05,3.19E-05,2.31E-05,2.21E-05,3.07E-05,2.64E-05,3.22E-05,3.35E-05,3.69E-05
133,Kepa,GK,4.6,CHE,64.96768773,67.38773195,24.21014766,,87.80904762,87.80904762,84.07142857,84.07142857,84.07142857,84.07142857,126.1071429,84.07142857,84.07142857,84.07142857,46.23928571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,4.368874964,3.871643449,4.506406498,3.183416605,4.504298901,3.968381911,5.966823157,4.306585432,4.318416405,4.031387729,3.355423229,4.238112097,3.255030939,4.729986733,4.605371129,2.318112364,4.030687718,,0.991315789,0.991315789,0.947368421,0.947368421,0.947368421,0.947368421,0.970504204,0.947368421,0.947368421,0.947368421,0.521052632,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,4.330934734,3.838021282,4.269227209,3.015868363,4.267230538,3.759519705,5.790826958,4.079923041,4.091131331,3.819209427,1.748352104,4.015053566,3.083713521,4.481040063,4.362983175,2.19610645,3.818546259,,5.17E-03,3.69E-03,5.68E-03,3.09E-03,5.87E-03,4.27E-03,8.07E-03,4.30E-03,3.64E-03,3.60E-03,3.28E-03,4.87E-03,2.76E-03,4.69E-03,5.53E-03,2.12E-03,3.41E-03
238,Meslier,GK,4.5,LEE,58.04625069,59.37282822,23.39284884,,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,101.8584952,87.80904762,87.80904762,87.80904762,57.07588095,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,6.570279427,3.035359078,3.878131498,4.004727723,2.719918975,3.428968148,5.557182234,2.598699458,3.929920705,2.381461678,3.601376931,3.64313338,4.241450242,1.602266694,3.441620214,3.270918528,2.846719892,,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.814017837,0.991315789,0.991315789,0.991315789,0.644355263,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,6.569734614,3.008999381,3.844452987,3.969949825,2.696298626,3.399190267,4.523645464,2.576131804,3.895792446,2.360780563,2.32056618,3.611495642,4.204616595,1.588352272,3.411732459,3.242513182,2.821998377,,6.03E-05,3.16E-05,3.16E-05,4.42E-05,2.04E-05,2.80E-05,7.15E-05,2.15E-05,3.27E-05,2.38E-05,3.26E-05,4.12E-05,3.66E-05,1.65E-05,2.65E-05,2.88E-05,2.98E-05
376,Pope,GK,5.5,NEW,62.93142839,65.91766894,23.20961205,,87.80904762,87.80904762,87.80904762,0,175.6180952,87.80904762,131.7135714,87.80904762,87.80904762,87.80904762,55.3197,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.911205872,4.488496942,2.866267549,0.001429,5.935061125,4.37347311,5.896903331,3.448937877,3.724982144,3.795497843,3.317313851,4.133806995,4.278314905,3.362956624,4.011021298,3.969958508,3.120568051,,0.991315789,0.991315789,0.991315789,0,0.999917079,0.991315789,0.995328433,0.991315789,0.991315789,0.991315789,0.624528947,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.877240136,4.449517889,2.841376278,0,5.934568984,4.335492949,5.869355551,3.418986575,3.692633615,3.762536941,2.071758527,4.097908145,4.241161117,3.333752,3.976188745,3.935482552,3.093468381,,1.29E-04,1.33E-04,8.61E-05,0.00E+00,1.61E-04,1.27E-04,2.30E-04,1.14E-04,1.11E-04,9.81E-05,1.08E-04,1.15E-04,1.60E-04,9.64E-05,1.34E-04,1.49E-04,7.38E-05
81,Raya,GK,4.7,BRE,64.21296311,67.16060377,22.75654348,,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,57.07588095,126.4450286,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,4.479951973,3.072490678,4.38776797,0.001097,4.299757914,4.372427347,4.122725786,5.00542375,3.897273308,4.314006591,4.198175402,3.187859518,4.545865816,2.491033341,4.017268358,3.025646533,6.724814872,,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.644355263,0.994802063,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,4.441047127,3.045808522,4.34966367,0,4.262417911,4.334456267,2.656500059,4.979405875,3.863428566,4.276542849,4.161717563,3.160175474,4.50638856,2.469400683,3.982381554,2.999371182,6.724257244,,4.93E-05,2.40E-05,3.64E-05,0.00E+00,4.49E-05,3.52E-05,4.59E-05,5.37E-05,2.96E-05,3.16E-05,3.73E-05,2.27E-05,4.80E-05,2.14E-05,3.96E-05,2.68E-05,6.26E-05
