ID,Name,Pos,Price,Team,xPts GW15-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
307,Ederson,GK,5.4,MCI,106.2836963,106.6661333,28.18714214,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.510396293,4.339888945,4.243655317,4.598285514,3.450622325,3.490173533,8.335412054,6.891659866,4.414914098,4.657835443,4.701605454,4.328591659,4.24382813,4.239574976,3.31079504,4.25810801,4.23792282,3.974188048,3.875989005,4.258216069,4.490151318,4.343557836,3.838324099,4.048956297,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.471227062,4.302200436,4.206802521,4.558353034,3.420656394,3.459864132,8.334720874,6.891088404,4.376574055,4.617385819,4.660775722,4.291001258,4.206973833,4.202757614,3.282043399,4.221129704,4.201119806,3.939675362,3.842329101,4.221236825,4.451157899,4.305837465,3.804991285,4.013794308,,1.22E-03,1.10E-03,1.06E-03,1.10E-03,5.68E-04,7.58E-04,1.84E-03,1.29E-03,9.79E-04,9.71E-04,9.95E-04,8.21E-04,7.49E-04,9.97E-04,6.65E-04,1.02E-03,1.18E-03,7.08E-04,7.85E-04,9.86E-04,1.31E-03,8.87E-04,7.02E-04,8.87E-04
182,Pickford,GK,4.5,EVE,90.70409492,91.10373444,24.02889233,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.885155961,4.558727511,4.355935279,1.886276789,3.901854836,4.288133031,6.438803335,3.338211263,2.234082197,4.225608306,4.069407301,4.518645943,4.080208433,2.901774661,3.262971939,3.040508083,4.264013129,3.910737513,3.949624167,3.604335845,3.529318731,2.330800528,4.035559893,4.832126945,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.851416449,4.519138561,4.31810742,1.869895965,3.867970307,4.250893981,6.438269423,3.309221534,2.214680957,4.188912234,4.034067711,4.479405071,4.044775044,2.876575038,3.234635603,3.014103671,4.226983541,3.876775845,3.9153248,3.573035034,3.498669385,2.310559365,4.000514241,4.790163738,,2.36E-04,1.99E-04,2.05E-04,9.40E-05,1.75E-04,2.52E-04,2.88E-04,1.57E-04,1.07E-04,2.62E-04,1.96E-04,1.94E-04,2.19E-04,1.13E-04,1.64E-04,1.51E-04,2.44E-04,1.50E-04,1.64E-04,1.90E-04,1.42E-04,1.16E-04,1.65E-04,2.46E-04
281,Alisson,GK,5.4,LIV,111.3814403,111.961149,28.98153428,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.613191558,4.785757688,4.363585236,4.47057389,4.328925002,4.192677154,8.732176235,8.106832504,4.869370134,4.234615312,4.492738916,4.033272727,5.025620278,4.780454975,2.733221904,4.040994613,4.548085339,5.160085903,4.16516725,3.965536834,4.593017179,4.209832595,4.632598385,4.56692196,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.565649564,4.722787192,4.306169641,4.41175055,4.271965462,4.137510349,8.730514349,8.105289632,4.805299474,4.178896689,4.433623931,3.980203349,4.959493695,4.717554251,2.697258458,3.987823631,4.488242111,5.092190036,4.110362417,3.913358718,4.532582743,4.154440061,4.571643143,4.506830882,,5.63E-04,1.07E-03,6.72E-04,1.00E-03,7.53E-04,6.01E-04,1.47E-03,1.18E-03,9.32E-04,5.64E-04,6.36E-04,7.96E-04,8.45E-04,1.04E-03,3.99E-04,6.67E-04,8.99E-04,1.02E-03,6.85E-04,6.97E-04,9.32E-04,8.09E-04,8.31E-04,8.65E-04
113,R Sanchez,GK,4.7,BHA,100.0706691,100.453106,26.82587178,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.107357951,4.150377037,4.045829778,3.507375468,4.137856241,2.874456907,8.147362588,9.024069743,3.988926864,4.284645133,3.705437432,3.950079031,4.003505517,3.507031906,4.114515901,3.032341806,3.056183465,2.601271968,4.499503108,4.397341105,4.411776549,3.130893915,4.297004549,3.82318255,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.07168879,4.114334289,4.010694941,3.476916681,4.101922226,2.849494518,8.146687001,9.023321458,3.954286183,4.247436373,3.673258633,3.915775713,3.968738233,3.476576102,4.078784579,3.006008311,3.029642925,2.578681975,4.460428476,4.359153669,4.373463752,3.103704573,4.259688457,3.789981228,,2.89E-05,3.42E-05,3.55E-05,2.74E-05,3.10E-05,2.32E-05,6.80E-05,7.53E-05,2.61E-05,4.26E-05,2.32E-05,3.48E-05,3.69E-05,3.27E-05,3.83E-05,2.32E-05,1.98E-05,2.03E-05,3.39E-05,3.57E-05,3.83E-05,2.21E-05,4.40E-05,2.76E-05
398,D Henderson,GK,4.7,NFO,82.99470185,87.35960454,23.38823296,,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.034807316,4.148300983,0.001461,3.223332298,3.968768719,3.801496414,8.33974974,4.136725117,3.925640358,2.179065689,3.426272206,4.326732713,2.764965089,3.848134321,4.259746418,3.639277907,0.001461,2.113714585,3.789396938,3.689858768,4.205075051,2.79099885,3.218445482,3.818893272,,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.9997682,4.112276264,0,3.195340202,3.934303096,3.768483419,8.3390582,4.100800926,3.891549271,2.160142224,3.396517736,4.289158455,2.74095355,3.814716313,4.222753883,3.607673652,0,2.095358642,3.756489017,3.657815258,4.168557294,2.766761228,3.190495824,3.785729199,,4.56E-04,3.85E-04,0.00E+00,2.92E-04,4.23E-04,4.89E-04,8.53E-04,5.44E-04,4.09E-04,2.42E-04,3.35E-04,4.56E-04,2.75E-04,3.41E-04,4.25E-04,3.29E-04,0.00E+00,2.23E-04,3.64E-04,3.68E-04,5.23E-04,2.36E-04,3.26E-04,3.11E-04
152,Guaita,GK,4.5,CRY,97.68239425,98.26210289,25.85326831,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.59228159,4.487323428,4.294414753,4.555530975,3.429162943,3.060164159,7.467467476,6.682489224,4.031776525,3.797835383,2.880945348,3.804403475,2.600006342,3.10563638,3.953174359,3.97536666,4.0203874,4.434764912,4.081564871,3.954262456,3.011079941,4.82266835,4.004698072,4.751483951,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.545014727,4.428279699,4.237909295,4.495589778,3.384042378,3.019898841,7.466046287,6.68121743,3.978726834,3.747863864,2.843038173,3.754345535,2.565795732,3.064772744,3.901158907,3.923059204,3.967487566,4.376412742,4.02786007,3.902232686,2.971460468,4.759212187,3.952004677,4.688964425,,1.28E-04,1.54E-04,1.93E-04,1.57E-04,1.30E-04,8.98E-05,2.78E-04,2.32E-04,1.39E-04,1.40E-04,1.05E-04,1.25E-04,9.20E-05,1.00E-04,1.86E-04,1.67E-04,1.61E-04,1.74E-04,1.31E-04,1.58E-04,1.05E-04,1.95E-04,1.56E-04,1.90E-04
376,Pope,GK,5.3,NEW,97.20349061,97.60313014,25.52761219,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.186871553,3.634118091,3.807202028,4.40856366,3.254858427,4.450034868,7.826444416,4.096543368,4.72289367,3.000366851,4.164963541,2.248905585,4.553511833,4.665263632,3.642358573,3.962121975,3.960378203,3.560773725,4.298496143,4.454758653,3.634086629,4.152940927,4.104786492,3.195870981,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.150511879,3.602558645,3.774139484,4.370278765,3.226592552,4.411389828,7.82579544,4.060968122,4.681879068,2.974311034,4.128794121,2.229375615,4.513968178,4.624749501,3.610727564,3.927714073,3.925985445,3.529851216,4.261167097,4.416072591,3.602527456,4.116875914,4.069139662,3.168117365,,1.49E-04,1.03E-04,1.39E-04,1.92E-04,9.28E-05,1.78E-04,2.27E-04,1.46E-04,1.46E-04,9.73E-05,1.28E-04,6.88E-05,1.50E-04,1.42E-04,1.37E-04,1.30E-04,1.16E-04,1.20E-04,1.30E-04,1.84E-04,1.15E-04,1.55E-04,1.72E-04,8.30E-05
238,Meslier,GK,4.5,LEE,91.87524839,92.25768534,24.3944086,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.728005064,2.795662306,2.160058433,3.518906588,3.734982096,3.659227312,8.583029867,7.376643839,3.257462207,4.061950785,4.1884088,2.806814982,3.774089998,3.964930341,2.880545847,4.145066577,2.527284551,3.928070746,3.78099151,4.518867851,1.746726635,3.83517447,3.444160454,3.124564314,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.686946073,2.771384186,2.141300031,3.488347663,3.702546725,3.627449812,8.582318154,7.376032161,3.229173719,4.026675949,4.152035776,2.782440009,3.741315006,3.930498051,2.85553058,4.109069946,2.50533708,3.893958553,3.748156584,4.479625051,1.731557693,3.801869007,3.41425064,3.097429939,,3.99E-05,2.15E-05,1.88E-05,2.15E-05,3.23E-05,2.56E-05,7.45E-05,5.60E-05,3.04E-05,2.87E-05,4.08E-05,1.84E-05,2.84E-05,2.68E-05,2.06E-05,3.00E-05,2.16E-05,3.19E-05,3.82E-05,3.22E-05,1.52E-05,2.66E-05,2.61E-05,2.66E-05
327,de Gea,GK,4.9,MUN,96.63149984,97.20226111,25.75836488,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.80904762,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.681676774,3.889626746,4.591202104,3.952925481,4.628300608,2.324010003,6.697889179,8.094815158,3.8738852,3.78968564,3.932756202,2.229863466,4.138143131,3.483095465,3.544005989,4.235687815,4.383127957,3.222235042,2.850705606,3.95767535,3.460290662,4.218758975,4.416184796,4.11292312,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.991315789,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.633233658,3.838447447,4.53079155,3.900913303,4.567401916,2.293430924,6.696614454,8.093274574,3.822913027,3.739821355,3.88100941,2.200523157,4.083693879,3.437265261,3.513229095,4.179955081,4.325455221,3.179837212,2.813196322,3.905600675,3.414760522,4.163248989,4.358077102,4.058805711,,2.20E-05,2.74E-05,3.34E-05,2.30E-05,3.42E-05,1.62E-05,3.84E-05,6.21E-05,2.94E-05,3.27E-05,3.05E-05,1.49E-05,3.50E-05,1.97E-05,1.84E-05,3.05E-05,2.70E-05,1.95E-05,1.84E-05,2.72E-05,2.24E-05,2.84E-05,2.76E-05,3.39E-05
