ID,Name,Pos,Price,Team,xPts GW37-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,38,xPts if play,38,Probability to play,38,xPts,38
260200,C Cresswell,DEF,4.5,LEE,0.047747426,1.995115847,1.995115847,,1.842105263,,1.814402198,,0.026315789,,0.047747426
242872,Valery,DEF,4,SOU,0.168500624,1.957974308,1.957974308,,7.368421053,,1.600755927,,0.105263158,,0.168500624
46637,Walker-Peters,DEF,4.7,SOU,1.907121891,1.949227154,1.949227154,,84.98571429,,1.948135265,,0.978947368,,1.907121891
262155,Nkoulou,DEF,4.5,WAT,0.042302956,1.937039798,1.937039798,,3.368421053,,0.80375616,,0.052631579,,0.042302956
92422,Mina,DEF,5,EVE,0.137803353,1.927277037,1.927277037,,8.421052632,,1.309131851,,0.105263158,,0.137803353
24382,Masuaku,DEF,4.9,WHU,0.234005266,1.918215792,1.918215792,,4.736842105,,1.482033352,,0.157894737,,0.234005266
88479,Masina,DEF,4.4,WAT,0.069955214,1.912060478,1.912060478,,5.921052632,,0.886099383,,0.078947368,,0.069955214
88450,Fredericks,DEF,4.5,WHU,0.227077262,1.911287788,1.911287788,,4.736842105,,1.43815599,,0.157894737,,0.227077262
225312,Mosquera,DEF,4.5,WOL,0.060622109,1.902727372,1.902727372,,6.631578947,,0.767880049,,0.078947368,,0.060622109
131352,Godfrey,DEF,4.5,EVE,0.198981354,1.883191881,1.883191881,,14.21052632,,1.260215245,,0.157894737,,0.198981354
45003,Bednarek,DEF,4.2,SOU,1.579416812,1.842574707,1.842574707,,74.21428571,,1.81872239,,0.868421053,,1.579416812
242875,Branthwaite,DEF,4,EVE,0.464127348,1.8325484,1.8325484,,26.52631579,,1.4697366,,0.315789474,,0.464127348
184652,Hoever,DEF,4.5,WOL,0.121976457,1.806186984,1.806186984,,12.63157895,,0.772517563,,0.157894737,,0.121976457
242874,Kenny,DEF,4.4,EVE,0.42755063,1.795971683,1.795971683,,26.52631579,,1.353910329,,0.315789474,,0.42755063
182753,Marcal,DEF,4.7,WOL,0.177048181,1.755995549,1.755995549,,16.84210526,,0.840978858,,0.210526316,,0.177048181
178201,Salisu,DEF,4.4,SOU,1.689572713,1.731677976,1.731677976,,84.98571429,,1.72590761,,0.978947368,,1.689572713
256301,Lyanco,DEF,4.5,SOU,0.811606103,1.706342945,1.706342945,,44.5,,1.468620568,,0.552631579,,0.811606103
192733,Gibson,DEF,4.3,NOR,0.311082966,1.679504019,1.679504019,,29.05263158,,0.985096059,,0.315789474,,0.311082966
23242,J Stephens,DEF,4.5,SOU,1.354154298,1.669943772,1.669943772,,69.02380952,,1.608058229,,0.842105263,,1.354154298
192749,J Sorensen,DEF,4.5,NOR,0.404578455,1.667736349,1.667736349,,27.63157895,,1.098141519,,0.368421053,,0.404578455
150363,B Williams,DEF,4.2,NOR,0.238053721,1.606474774,1.606474774,,25.26315789,,0.753836784,,0.315789474,,0.238053721
225298,Ngakia,DEF,4.5,WAT,0.324045372,1.587203267,1.587203267,,27.63157895,,0.879551723,,0.368421053,,0.324045372
23378,Keane,DEF,4.7,EVE,1.022867937,1.549183727,1.549183727,,62.16666667,,1.388177915,,0.736842105,,1.022867937
