ID,Name,Pos,Price,Team,xPts GW16-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
45113,Ederson,GK,6,MCI,100.5541866,100.9536603,30.60927603,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.721009065,4.60050399,4.387607194,4.432990436,4.353961363,4.068612697,4.299422752,4.268897383,4.699943567,4.495910677,4.398784529,4.245811497,4.174318729,4.329644876,4.760280424,4.369659578,4.062267096,4.369720922,4.700121685,4.248848919,4.74300826,4.111792272,4.591952203,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.680010829,4.560552245,4.349504289,4.394493414,4.316150645,4.033280008,4.26208566,4.231825379,4.659128267,4.456867242,4.360584559,4.208939977,4.138068067,4.292045328,4.718941147,4.331712534,4.026989514,4.331773345,4.659304839,4.211951021,4.701818977,4.076084603,4.552074724
90826,Alisson,GK,6.1,LIV,91.12874013,91.73400329,27.73164756,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.215567143,4.366523203,3.615556537,4.237358193,3.701018969,3.618545481,4.343117698,3.942066155,4.072856816,3.978809367,4.479644497,3.677876623,4.101865997,4.060023069,3.795286673,4.331911513,3.518718375,3.830835922,4.234789009,3.971798102,4.008227793,3.882769633,4.358623231,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.160099154,4.30906895,3.567983424,4.18160348,3.652321351,3.570933041,4.285971413,3.890196864,4.019266595,3.926456613,4.420701806,3.62948351,4.047894076,4.006601713,3.74534869,4.274912678,3.472419449,3.780430186,4.179068101,3.919537601,3.955487954,3.831680559,4.301272925
185291,E Mendy,GK,6.3,CHE,67.33210601,78.70208524,22.9341674,,84.32142857,84.32142857,84.32142857,84.32142857,44.46428571,84.32142857,0,0,0,0,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,168.6428571,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,3.815205166,3.810168333,3.455718691,3.321060353,3.996714943,7.087071327,0.001143,0.001143,0.001143,0.001143,3.424765183,3.65681226,3.460502588,3.931734414,3.585719865,3.916122459,3.372614465,6.867968199,3.687171962,3.337209203,3.929662437,2.922169683,3.899753702,,0.960526316,0.960526316,0.960526316,0.960526316,0.486842105,0.480263158,0,0,0,0,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.979484072,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.664604962,3.659766951,3.319308743,3.189965865,1.945769117,3.403659256,0,0,0,0,3.289577084,3.512464408,3.323903801,3.776534371,3.444178292,3.761538677,3.239484946,6.727065458,3.5416257,3.205477261,3.774544183,2.80682088,3.745816055
140080,Ramsdale,GK,4.9,ARS,81.76680004,82.95170308,24.50840738,,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.74144766,3.604471155,3.367058917,3.532525951,3.799478056,3.542911426,3.06886529,3.822960545,3.363740811,3.262839334,3.830506158,3.593145447,3.382110652,3.596099501,3.266478136,3.359108155,3.927975493,6.522287739,3.312352604,3.234267343,3.742249251,3.321983684,3.696030667,,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.986495845,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.642988511,3.509616651,3.278452104,3.439564742,3.699491791,3.449676915,2.988105678,3.72235632,3.275221316,3.176975141,3.729703364,3.498588988,3.29310774,3.501465304,3.180518185,3.270710572,3.824607716,6.434209754,3.22518543,3.149155044,3.643769007,3.234563061,3.598766702
131313,Martinez,GK,5.5,AVL,77.73361911,78.1330928,23.49928255,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.317057634,3.430957726,3.730493264,3.449999648,3.253591365,3.327528294,3.207972735,3.178923792,3.640289558,3.229467219,3.70038045,3.427587722,3.645639496,3.120559776,3.446033346,3.269144982,3.370146439,3.458271344,3.117959904,3.856859607,3.304482363,3.699827052,3.231414186,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.288251608,3.401162567,3.698096875,3.420039125,3.225336492,3.298631338,3.180114025,3.151317349,3.608676517,3.201421846,3.668245567,3.397821829,3.613979995,3.093460178,3.416107267,3.240755038,3.340879378,3.428238988,3.090882883,3.823365826,3.275785542,3.667696975,3.203351905
23173,de Gea,GK,5.1,MUN,74.24710774,77.03131826,23.46741108,,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,3.447397133,3.320273143,3.860191704,3.28899582,3.769995825,3.772301393,3.167748352,3.516475848,3.317120694,3.673921453,3.223180534,3.739282009,2.999484247,3.409144009,3.039796108,3.496297491,3.187949001,3.895204037,3.030535469,3.761116108,3.420516034,3.409651092,3.283957342,,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.238738885,3.119309243,3.626548522,3.08992502,3.541811867,3.543977887,2.976016215,3.30363652,3.1163476,3.451552523,3.028093291,3.512957045,2.817936516,3.202801083,2.855808449,3.284679485,2.994994193,3.659441687,2.847108322,3.533469607,3.2134848,3.203277473,3.085191503
77662,Dubravka,GK,4.5,NEW,80.87144625,81.47670941,24.07653266,,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,86.53571429,,3.354338084,3.391171502,3.435535027,3.328296246,3.457305665,3.502758351,3.867841284,3.49872261,3.767347704,3.740069731,3.360407115,3.595260889,4.006153038,3.328499624,3.883311212,3.221858805,3.905793681,3.6211069,3.724110308,3.452524276,3.335961701,3.581013844,3.590344605,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.310202057,3.346550824,3.390330619,3.284502875,3.411814801,3.456669426,3.816948635,3.452686786,3.71777734,3.690858287,3.316191231,3.547954824,3.953440498,3.284703576,3.832215012,3.179465926,3.854401659,3.573460757,3.675108857,3.407096325,3.292067468,3.533895241,3.543103229
23448,Fabianski,GK,5.1,WHU,69.13395002,71.55500265,21.54395358,,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,,3.090454182,2.786358694,3.686884184,3.446858727,3.057205096,3.062925285,3.419838648,2.544818644,3.519408906,2.829920174,3.560133494,3.562387322,2.78219246,3.392627951,2.713411291,3.419370239,3.088625517,3.553868731,2.780045539,3.226418386,3.226382756,3.025012244,3.199576548,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,2.927798699,2.639708236,3.492837648,3.265445109,2.896299565,2.901718691,3.23984714,2.410880821,3.334176858,2.680977007,3.372758047,3.374893252,2.635761278,3.214068586,2.570600171,3.239403384,2.92606628,3.366823008,2.633727353,3.056606892,3.056573137,2.865801073,3.031177783
23433,Pickford,GK,5,EVE,70.37186966,70.77134335,21.4818345,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.026213704,2.730409592,3.18243253,3.051823733,3.503092393,3.592007803,3.192672402,3.319356971,3.032232083,3.346264378,2.950076797,2.931089227,2.662670972,3.501374543,3.017469198,2.792437648,2.878644493,3.476268249,2.735270934,3.073317329,2.78487237,3.47255349,2.735796581,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.999933427,2.70669814,3.154795616,3.025321053,3.472670801,3.560814051,3.164946562,3.290530977,3.005899542,3.317204713,2.924457709,2.905635031,2.639547777,3.470967869,2.99126486,2.768187531,2.853645738,3.446079603,2.711517265,3.046627994,2.760687952,3.442397105,2.712038348
