ID,Name,Pos,Price,Team,xPts GW14-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
45113,Ederson,GK,6,MCI,119.3090919,119.7433024,33.48127605,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.691352229,4.862885348,5.080043071,4.963061845,4.815883182,4.781486383,4.805957474,4.503125412,4.6891068,4.739836633,5.064169193,4.911273073,4.707012276,4.711974877,4.551864156,4.779369601,5.09567489,4.836455675,4.509376299,4.815647936,5.122544898,4.698759,5.08751103,4.562776044,4.967126406,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.650611538,4.820655028,5.035926908,4.919961571,4.774061039,4.739962949,4.764221528,4.464019323,4.64838561,4.698674894,5.020190882,4.868622543,4.66613559,4.671055095,4.512334809,4.73786455,5.051422977,4.794454876,4.470215926,4.773827836,5.078059639,4.657953987,5.043330013,4.523151937,4.923990835
90826,Alisson,GK,6.1,LIV,112.5512101,113.2091048,31.59918963,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.488386862,4.59665295,4.720362182,4.851704521,4.149404538,4.727779373,4.288438324,4.254314435,4.842591682,4.566936928,4.539996492,4.624607918,4.949721293,4.265608093,4.58752475,4.641003153,4.291701164,4.902471561,4.178727837,4.453960126,4.748598959,4.577439611,4.427133657,4.518465506,4.858360972,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.42932914,4.536170674,4.658252154,4.787866303,4.094807109,4.66557175,4.232011504,4.198336613,4.778873371,4.506845652,4.480259696,4.563757814,4.884593381,4.209481671,4.527162582,4.579937322,4.235231411,4.837965356,4.123744576,4.395355388,4.686117393,4.517210143,4.368881898,4.459012013,4.794435169
185291,E Mendy,GK,6.3,CHE,93.0144922,104.2793814,28.36547098,,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,44.46428571,88.92857143,0,0,0,0,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,168.6428571,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,4.534229291,4.221378373,4.625796251,4.657672346,4.497636396,4.352101843,4.796711035,6.932551841,0.001143,0.001143,0.001143,0.001143,4.463105579,4.445713904,4.510412616,4.769135059,4.58348291,4.743561487,4.409805228,8.630751832,4.497708796,4.380136584,4.773197929,3.922669293,4.801640594,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.486842105,0.61175554,0,0,0,0,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.979484072,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,4.355246556,4.054745016,4.443199031,4.473816859,4.320098117,4.18030835,2.335240898,4.241026996,0,0,0,0,4.286930359,4.270225197,4.332370012,4.580879728,4.402555953,4.556315639,4.235733969,8.453683949,4.32016766,4.207236456,4.584782221,3.767827084,4.61210215
131313,Martinez,GK,5.5,AVL,106.5180562,106.9522667,29.87658903,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.256068527,4.246692325,4.358238827,4.343965506,4.547195158,4.266661814,4.245639764,4.327371013,4.009437139,4.192568392,4.427676686,4.198074475,4.563888898,4.35684812,4.445146085,4.090058644,4.199451693,4.268194709,4.064268187,4.30259768,4.067567948,4.589464489,4.324170328,4.489988208,4.269950298,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.219107931,4.209813154,4.320390964,4.306241595,4.507706358,4.229609225,4.208769734,4.289791212,3.974618342,4.156159246,4.38922581,4.161617512,4.524255126,4.319012334,4.4065435,4.054539714,4.16298277,4.231128808,4.028973227,4.265233016,4.032244332,4.549608614,4.286618323,4.450996205,4.232869151
140080,Ramsdale,GK,4.9,ARS,105.8176549,107.7913391,29.8442104,,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,85.19047619,,3.986531941,4.343264733,4.582606944,4.409854538,4.389244777,4.50512023,4.650445251,4.350711561,3.993841242,4.687860339,4.422424921,4.283764381,4.667599209,4.393912388,4.492481874,4.378161175,4.289301557,4.401755255,4.714093352,4.377906634,4.136920149,4.232056467,4.562746667,4.361342205,4.552377833,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.829168838,4.171820073,4.401714565,4.235781332,4.215985115,4.327286537,4.466875043,4.178972947,3.836189614,4.502813221,4.247855516,4.114668418,4.483351871,4.220468478,4.315147063,4.205339023,4.119987022,4.228001758,4.528010719,4.20509453,3.973620669,4.065001606,4.382638246,4.18918396,4.372678708
23173,de Gea,GK,5.1,MUN,98.73987144,101.7661872,28.77328108,,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,4.113492787,4.451414339,4.270828496,4.175254643,4.516013475,4.158370264,4.486165638,4.478739466,4.026862397,4.178040775,4.204522352,4.379131962,4.054283017,4.509095153,3.779874475,4.01337058,3.802838578,4.135003562,4.065734408,4.561048474,3.835259744,4.447949317,4.235560538,4.065156623,4.157252655,,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.864518223,4.181986629,4.012330981,3.922541862,4.242675817,3.906679432,4.21463456,4.207657867,3.783131252,3.92515936,3.950038104,4.114079238,3.808892203,4.236176236,3.551092599,3.770456044,3.572666769,3.884727031,3.819650483,4.284985014,3.603125601,4.178731332,3.979197664,3.819107669,3.905629468
23259,Lloris,GK,5.6,TOT,103.5676511,103.9932528,29.58392595,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.264784312,4.362092755,4.06944278,3.720279367,3.820064248,4.254732208,3.93302566,8.060103197,3.929637184,3.731263265,4.190710476,4.280893013,3.713978585,3.907191182,4.161892414,3.482053396,3.998014761,4.257450561,3.856466918,4.326919842,4.017897018,3.958057987,3.755124641,4.296377521,4.091482286,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.227748028,4.324211423,4.034102882,3.687971678,3.786890005,4.217783217,3.898870437,8.024801452,3.895511387,3.698860189,4.154317464,4.243716837,3.681725613,3.873260312,4.125749664,3.451814512,3.963295159,4.220477964,3.822976547,4.289343959,3.983004754,3.923685378,3.722514348,4.259066874,4.055950992
23448,Fabianski,GK,5.1,WHU,96.46724419,99.09882314,27.93351262,,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,,4.408522477,3.957437815,4.101703581,3.730060412,4.449069065,4.263365597,4.122339826,4.053102136,4.20407409,3.525952075,4.397393457,3.768860544,4.347094276,4.365378456,3.75593001,4.199203235,3.604888851,4.235428938,4.074429664,4.374672115,3.762427023,3.990772907,4.163862676,3.834177339,4.13638897,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,4.176494979,3.749151614,3.885824445,3.533741443,4.214907536,4.038977934,3.905374572,3.839780971,3.982807032,3.34037565,4.165951696,3.570499463,4.11829984,4.135621696,3.558249483,3.978192538,3.415157859,4.012511625,3.859985998,4.144426214,3.564404548,3.780732228,3.944712009,3.632378532,3.918684288
192988,R Sanchez,GK,4.6,BHA,95.90543706,100.2963019,27.26112236,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,0,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.829068121,4.021541999,3.944714862,4.414633396,3.540312967,4.383588566,3.763941931,3.990461607,4.38702678,3.788348504,0.001069,0.001069,4.422386706,4.254019696,4.08467184,3.850814942,3.698249716,4.498317168,3.757243948,7.757337599,4.314090613,4.111542673,3.810119517,3.978651848,4.110828005,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.795815687,3.986618082,3.910458128,4.37629579,3.509568143,4.34552056,3.731255067,3.955807599,4.348928916,3.755449688,0,0,4.383981769,4.217076893,4.04919969,3.817373654,3.666133337,4.459252835,3.724615251,7.723361911,4.276626142,4.075837171,3.777031637,3.944100398,4.075128709
