ID,xMins,xPts
1,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
19,6.315789474,0.247458934
20,0,0
21,0,0
22,0,0
23,0,0
26,0,0
28,0,0
30,0,0
32,0,0
33,49.21428571,2.684236687
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,53.5,1.677837809
54,1.289473684,0.04432578
55,54.16666667,1.975999115
56,47.5,1.240560835
58,82.14285714,2.17518608
59,0,0
60,25.78947368,1.106019893
61,82.14285714,2.085719141
62,46.5,1.202763304
63,56.83333333,2.274483319
64,60.64285714,2.27714055
67,0,0
69,87.80904762,3.269893671
70,81.71428571,2.005452114
71,73.4047619,1.998610007
72,2.631578947,0.155164478
73,3.157894737,0.152329785
74,14.21052632,0.653839586
75,58.5,1.834527009
76,84.54761905,1.783230337
77,0,0
78,83.89047619,2.959721235
79,0,0
80,0,0
81,75.15238095,2.429035098
82,0,0
83,0,0
84,0,0
85,35.52631579,1.399609042
86,75.15238095,2.311992675
87,0,0
88,14.21052632,0.743157934
89,17.68421053,0.503314919
90,81.71428571,1.578555282
91,84.54761905,1.903055477
93,0.078947368,0.003762717
96,82.14285714,2.839018691
97,0.394736842,0.019115745
98,85.87142857,2.014614716
99,1.973684211,0.041496322
100,9.210526316,0.231839448
101,36.21052632,0.907638289
102,0.328947368,0.017261185
103,0.315789474,0.008113112
104,44.33333333,1.802743964
105,0,0
106,85.87142857,1.864389387
107,83.01666667,2.531219982
108,70.05,2.35049907
109,76.9,3.341341495
110,83.89047619,1.866371571
111,46.83333333,2.125545935
112,87.42857143,2.974400848
113,82.78571429,1.874274483
114,0.184210526,0.005721133
115,72.07142857,1.942289725
118,80.3952381,2.605152588
119,58.78571429,3.292900216
121,18.10526316,0.901012746
122,78.92857143,4.92267179
123,76.9,3.104755616
124,3.157894737,0.210062372
125,66.83333333,2.645913193
127,83.89047619,4.614771212
128,8.842105263,0.325254026
129,3.489473684,0.170604839
130,11.36842105,0.457780875
131,29.60526316,1.738214907
132,14.21052632,0.630340321
133,76.35714286,3.71182047
134,8.526315789,0.460649329
135,7.578947368,0.445857215
137,56.83333333,3.101196643
138,74.76190476,4.233205743
140,20.21052632,1.070186737
141,9.473684211,0.559229574
142,73.02380952,4.751401435
143,86.30952381,4.441464974
144,64.83333333,3.158007939
145,82.78571429,2.386291388
146,9.578947368,0.442780714
147,33.52631579,1.558162958
148,0,0
149,35.36842105,2.315974606
150,84.54761905,3.846039261
151,1.052631579,0.045407834
152,2.368421053,0.121435278
153,78.64761905,3.533011698
154,0,0
155,41,2.083158837
156,79.50952381,3.830345302
157,36.83333333,1.419781333
158,1.052631579,0.045599036
159,12.89473684,0.885072499
160,1.842105263,0.121483627
161,27.15789474,1.088282668
162,84.54761905,3.807278039
163,16.57894737,0.631910026
165,76.19047619,3.488145028
168,51.69047619,2.70640489
169,84.32142857,4.04645077
170,86.53571429,3.887929926
171,45.5,1.391120166
172,53.5,1.86153855
173,82.14285714,3.498318913
174,43.5,1.956605447
175,19.73684211,0.890354019
176,24.63157895,1.019722238
177,80.3952381,5.033124713
178,74.73809524,3.248269097
179,82.58333333,3.47968338
180,16.84210526,0.871375652
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
193,0,0
194,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,87.80904762,2.543412907
201,37.78571429,0.816091596
202,32.05263158,1.210049641
203,0,0
204,0,0
205,19.73684211,1.009021015
207,0,0
208,82.14285714,1.529257939
209,23.15789474,0.49884476
210,84.54761905,3.519076416
211,21.31578947,1.114573298
212,67.78571429,3.370861658
213,73.4047619,4.035630362
214,1.842105263,0.077105495
215,4.736842105,0.252018414
216,80.3952381,2.304706356
217,9.263157895,0.190177943
218,7.368421053,0.200823262
219,81.71428571,1.677385332
220,0,0
221,31.57894737,1.309139716
222,41.5952381,1.632969045
223,0.018421053,0.000737242
224,52.07142857,2.012616383
225,56.83333333,2.078463069
227,25.26315789,1.207864855
228,62.66666667,3.388186499
229,80.64285714,3.395985787
230,69.42857143,4.322659998
231,87.42857143,3.736021107
232,75.16666667,2.237385538
233,76.5,5.598889782
234,0,0
235,0.657894737,0.04814391
236,3.157894737,0.18838318
