ID,xMins,xPts
1,3.684210526,0.144114018
5,164.2857143,5.204799209
6,61.60526316,2.736690187
7,170.8571429,4.661869162
10,0,0
12,41.68421053,1.503595407
14,35.92105263,1.19136593
15,0,0
16,0,0
17,75.57142857,4.619154435
19,104.3333333,4.719657886
20,87.57142857,4.087909292
21,129.3333333,5.5854612
22,152.9261905,6.764506114
23,170.8571429,5.896733242
26,138.0714286,6.432364412
30,0,0
32,0,0
33,51.83333333,2.781548636
34,0,0
35,0,0
36,0,0
38,0,0
39,161.2857143,6.666427913
40,0,0
41,0,0
42,2.631578947,0.187286429
43,0,0
44,0,0
45,0,0
50,0,0
51,0,0
52,0,0
53,75.57142857,2.431997798
54,3.684210526,0.114455436
55,118.6190476,4.360100564
56,4.263157895,0.076979442
58,152.7142857,5.973511701
59,167.3333333,4.023176119
60,84.14285714,2.939484176
61,85.46992481,1.812386481
62,165.5714286,3.496537612
63,144.1428571,5.161641947
64,145.9642857,5.404254567
67,170.8571429,5.529559408
69,175.6180952,5.92425915
70,137.4761905,3.344239447
71,120.3333333,3.015315016
73,8.421052632,0.316786386
74,128.7142857,4.432717936
75,0,0
76,85.42857143,3.028691203
77,76.9,2.459346445
78,82.14285714,4.062746406
79,0.065789474,0.004001241
80,87.80904762,3.632040761
81,60.16666667,2.508846524
82,6.315789474,0.356921785
83,76.9,2.929977216
84,66,2.529335239
85,9.473684211,0.54636388
86,47.5,2.121552557
89,18.94736842,0.815780696
90,7.894736842,0.264275141
91,84.54761905,3.18311704
96,78.64761905,3.663373376
98,171.7428571,5.859334868
99,8.105263158,0.252210008
100,4.631578947,0.178086753
101,35.76315789,0.963747869
102,0.789473684,0.037852772
103,0.315789474,0.011292615
104,118.2380952,5.025234047
105,19.89473684,1.615288552
106,121.3333333,4.20429164
107,159.952381,5.473475471
108,0,0
109,164.2857143,7.759677794
110,51.22243108,1.557848648
111,60.78947368,3.52771389
112,174.8571429,7.166280143
113,165.5714286,5.5798402
114,0.368421053,0.014072116
115,150.5714286,4.570064634
118,123.6666667,4.85917478
119,58.78571429,2.832992808
121,78.5,3.496343649
122,51.71428571,2.914897163
123,37.02380952,1.551517441
124,0.078947368,0.005167365
125,59.42380952,2.419316347
127,80.16666667,3.695905808
128,53.78571429,2.459764037
129,3.489473684,0.152847208
130,68.64285714,2.547340844
131,39.21428571,2.088883575
132,38.21428571,1.657611573
133,29.42105263,1.185225239
134,47.78571429,2.692324822
135,0,0
137,56.14285714,2.981826103
138,61.78571429,3.672519425
140,4.210526316,0.230480334
141,63.21428571,3.616887761
142,63.5,3.785735987
143,86.30952381,3.887949763
144,79.97619048,3.132301983
145,55.60714286,1.641866153
146,85.19047619,3.5627899
147,6.315789474,0.244952885
148,53.5,1.773866175
149,6.315789474,0.392144923
150,78.92857143,2.993790921
151,2.105263158,0.076789766
152,9.210526316,0.548700414
153,34.10526316,1.455443982
154,82.78571429,3.791931058
155,40.64285714,1.620058977
156,4.631578947,0.190737665
157,0.394736842,0.019757465
158,1.052631579,0.038133325
