ID,xMins,xPts
1,87.80904762,3.001743291
2,0,0
3,2.105263158,0.096388953
4,73.02380952,2.969422031
5,43.02380952,0.92360254
6,31.26315789,1.337860302
7,76.5,1.973497906
8,59.83333333,1.202176766
9,4.210526316,0.101703662
10,43.97619048,0.969444214
11,8.421052632,0.18201598
12,9.473684211,0.274511284
13,4.736842105,0.167659518
14,83.66666667,1.814681609
15,6.315789474,0.23586575
16,79.10714286,1.769189415
17,63.5,2.526809335
18,0,0
19,68.64285714,3.443756792
20,0,0
21,61.83333333,1.959246186
22,40.64285714,1.41129495
23,35.36842105,0.722179145
26,49.21428571,1.917200694
28,1.842105263,0.078271779
29,4.736842105,0.288082542
30,87.80904762,4.373953808
32,0,0
33,72.07142857,3.849381344
34,8.421052632,0.449395229
35,82.78571429,3.111258888
36,10.52631579,0.502166701
37,0,0
38,81,3.457000198
39,71.85714286,3.263225105
40,45.28571429,2.695642171
41,16.42105263,0.604002893
42,63.5,3.905257832
43,77.5,4.280485775
44,79.97619048,3.593970043
45,81,3.593215358
46,3.684210526,0.159226438
47,0.526315789,0.041336005
49,0,0
50,73.02380952,2.565233004
51,43.5,1.817534176
52,62.92857143,2.780954721
53,58.35714286,2.685545696
54,1.823684211,0.077091112
55,76.5,3.886539827
56,44.5,1.96058055
58,5.921052632,0.250772398
59,82.78571429,4.016423901
60,73.97619048,3.147737
61,83.66666667,3.504093303
62,59.5,2.598933532
63,56.83333333,2.922767022
64,66.07142857,3.622736349
67,2.105263158,0.043258722
69,87.80904762,3.829571384
70,81.71428571,2.49429404
71,0,0
72,23.68421053,1.234313162
73,23.57894737,0.911588477
74,60.16666667,2.694491332
75,35.36842105,1.463251534
76,81.5,2.224165859
77,74.5,2.309748363
78,81.71428571,3.508187352
79,11.57894737,0.503129075
80,87.80904762,2.659188378
81,66.07142857,2.78312424
82,8.684210526,0.343966189
83,62.88095238,1.779838379
84,71.59047619,2.193849939
85,17.36842105,0.769676308
86,11.78947368,0.447185009
87,4.210526316,0.112173733
88,25.78947368,1.441808265
89,20.52631579,0.647358213
90,27.63157895,0.756536497
91,81.5,2.416657143
93,1.842105263,0.083763294
94,0.921052632,0.027697362
95,2.105263158,0.091855394
96,68.67857143,2.88479091
97,24.5,0.952629835
98,86.53571429,3.292153598
99,4.736842105,0.188809091
100,7.105263158,0.312602159
101,75.16666667,2.279381315
102,1.473684211,0.075888931
103,1.842105263,0.062278363
104,31.26315789,1.730423419
105,48.5,2.581710077
106,86.53571429,2.960251664
107,76.35714286,2.940405398
108,60.07142857,2.576384047
109,74.76190476,4.444319165
110,83.45238095,2.753739578
111,27.63157895,1.721852072
112,84.07142857,3.574339128
113,79.78571429,2.613142419
114,0.184210526,0.006940622
115,60.64285714,2.09323542
118,81.02380952,3.255744406
119,77.21428571,2.759054662
121,48.54761905,1.5037138
122,17.76315789,0.717684578
123,67.78571429,2.391805919
124,2.368421053,0.110955569
125,48.5,1.552227258
127,78.5,2.626522295
128,12.63157895,0.60231839
129,6.631578947,0.244215659
130,56.11904762,1.824514723
131,19.34210526,1.077537504
132,2.368421053,0.100578882
133,47.5,1.443305659
134,56.64285714,2.506112602
135,70.54761905,2.55843381
137,11.78947368,0.549077791
138,66,2.859602074
139,1.973684211,0.058759043
140,32.42105263,1.319476414
141,64.21428571,2.879523273
142,61.83333333,2.417630945
143,83.21428571,3.291739923
144,72.30952381,2.355357655
145,67.78571429,2.148160095
146,86.30952381,2.993062995
147,8.421052632,0.245656207
148,75.63095238,2.403316989
149,73.02380952,3.214119644
150,82.14285714,2.244901269
151,1.578947368,0.048106871
152,0,0
153,50.64285714,1.964082396
154,82.78571429,3.824090044
155,64.33333333,2.395156627
156,3.315789474,0.115207708
157,33.15789474,1.072284555
158,4.210526316,0.112483085
159,18.94736842,0.989608755
160,0,0
161,0,0
162,80.16666667,2.217767961
163,0,0
164,0,0
165,68.26190476,2.58387124
166,31.57894737,1.560496909
168,83.66666667,3.557709157
169,74.73809524,2.804400379
170,87.80904762,3.53268151
171,79.97619048,2.264784119
172,21.31578947,0.786450139
173,79.97619048,2.773296853
174,14.73684211,0.696139612
175,64.45238095,2.459129256
176,19.89473684,0.680379358
177,81.71428571,3.913434337
178,46.35714286,1.627937193
179,44.45238095,1.466732951
180,78.92857143,3.256429109
184,59.42857143,2.015635089
185,85.87142857,3.069311096
186,53.78571429,2.099534222
187,45.16666667,2.656607136
188,79.10714286,3.190766565
189,73.97619048,4.053067228
190,63.5,2.250595815
191,75.5,2.353946059
192,23.68421053,1.070173023
193,33.15789474,1.547605886
194,22.10526316,0.855366693
196,77.5,4.083311924
197,5.684210526,0.260485074
198,46.35714286,1.682704803
