ID,xMins,xPts
1,17.89473684,0.834151359
4,70.16666667,4.305768778
5,7.368421053,0.359535529
6,18.94736842,1.313890208
7,0,0
8,9.052631579,0.410803914
10,6.157894737,0.30813193
11,7.894736842,0.383892389
12,8.842105263,0.325122155
13,31.57894737,1.462396209
14,8.842105263,0.421854435
15,68.67857143,2.467408289
16,80.14285714,4.069450098
17,52.07142857,3.276329859
19,58.5,2.786497075
20,1.578947368,0.104999931
21,65.21428571,2.72596894
22,68.67857143,3.388249549
23,83.89047619,4.021817551
26,7.368421053,0.488988816
28,1.657894737,0.07209824
30,87.80904762,4.423851729
32,25.78947368,1.569272633
33,72.07142857,4.207356
34,1.578947368,0.089292198
35,82.78571429,2.798783205
36,3.947368421,0.182676814
37,0,0
38,84.76428571,3.657330925
39,80.64285714,3.642475811
40,79.26190476,3.627534936
41,35.36842105,1.170033795
42,5.526315789,0.347083675
43,73.4047619,3.384652781
44,80.3952381,3.604031782
45,84.76428571,3.756332676
49,1.315789474,0.083525719
50,46.35714286,1.501355691
51,28.42105263,1.21469987
52,12.63157895,0.571341582
53,51.5,2.518188277
54,0.921052632,0.039573382
55,75.15238095,3.808320733
56,43.5,1.913728603
58,24.94736842,1.049906443
59,82.78571429,4.040389857
60,23.57894737,1.04966476
61,54.35714286,2.250395815
62,80.64285714,3.552189498
63,79.26190476,4.214883067
64,73.4047619,4.129294289
67,83.89047619,3.888545374
69,87.80904762,3.901947442
70,73.11904762,2.262987019
71,41.83333333,1.763334989
72,7.368421053,0.444307387
73,0.592105263,0.025781807
74,51.5,2.544111608
75,39.21428571,1.744467757
76,82.35714286,2.303937033
77,77.21428571,2.311671541
78,83.89047619,3.255551992
79,1.842105263,0.084196167
80,87.80904762,2.869278419
81,70.41666667,2.689900429
82,18.94736842,0.686463651
83,78.5,2.256083273
84,69.5,2.10333022
85,9.210526316,0.441894007
86,31.57894737,1.207394917
87,2.105263158,0.057215086
88,7.368421053,0.381726496
89,9.473684211,0.360747669
90,7.368421053,0.214235225
91,83.45238095,2.506787869
93,0.460526316,0.020520628
96,80.3952381,2.961092626
97,6.315789474,0.318316573
98,86.53571429,1.43520781
99,17.68421053,0.241573254
100,14.73684211,0.272861778
101,42.07142857,1.041073698
102,3.368421053,0.141291007
103,43.5,0.664179672
104,25.78947368,1.138243607
105,53.5,1.861097313
106,0,0
107,78.5,2.142385846
108,22.10526316,0.956748553
109,80.3952381,2.898527174
110,49.5,0.714775043
111,19.73684211,1.013006983
112,84.07142857,2.845869042
113,45.5,0.704306319
114,0.184210526,0.005812158
115,75.16666667,1.960134841
118,78.23809524,2.250503055
119,82.78571429,4.101728459
121,0,0
122,39.5,2.164395733
123,63.5,2.463681108
124,3.157894737,0.200118043
125,48.83333333,1.756959999
127,0,0
128,63.5,2.204838238
129,5.394736842,0.237659681
130,34.10526316,1.273329564
131,4.210526316,0.246885482
132,0.592105263,0.027582232
133,84.54761905,3.639948186
134,47.5,2.53342959
135,49.5952381,2.433698888
137,0,0
138,66.64285714,3.311219948
140,48.5,2.103693821
141,50.16666667,2.787065027
142,66.07142857,3.504252824
143,84.32142857,3.959715652
144,74.64285714,2.369933941
145,47.5,1.478712076
146,86.30952381,3.01325264
147,8.421052632,0.243197035
148,64.45238095,2.002294426
149,22.10526316,1.30692456
150,60.64285714,1.706125407
151,1.578947368,0.048556644
152,63.5,2.155113736
153,55.30952381,2.010784533
154,82.14285714,3.541206367
155,29.60526316,1.235169094
156,3.315789474,0.1157162
