ID,xMins,xPts
1,1.842105263,0.078951527
5,26.52631579,1.007497536
6,69.90952381,4.178717179
7,82.14285714,2.499752655
10,24.63157895,0.937886982
12,6.631578947,0.270246351
14,10.52631579,0.407087206
15,78.23809524,2.561576397
16,82.14285714,3.710165496
17,24.86842105,1.697388711
19,125.2857143,5.276642789
20,10.52631579,0.763126111
21,46.16666667,2.365992661
22,76.02619048,3.985564505
23,84.54761905,3.657647445
26,64.33333333,3.644071486
30,175.6180952,7.698428206
32,5.263157895,0.3908758
33,52.26190476,2.895306022
34,3.157894737,0.177091347
35,170.8571429,6.134944637
36,7.368421053,0.303849597
37,3.157894737,0.209710434
38,169.0952381,6.541325596
39,165.5714286,6.276273259
40,140.3333333,7.050129383
41,0,0
42,7.368421053,0.391644956
43,120.1428571,5.969711171
44,164.7142857,6.419154247
45,169.0952381,6.538594563
50,169.0952381,5.003931204
51,165.5714286,6.119266857
52,25.26315789,1.399588626
53,21.31578947,0.915820451
54,1.842105263,0.076592915
55,30.94736842,1.446305298
56,76.83333333,3.141587868
58,154.8571429,5.431866731
59,84.54761905,3.724429066
60,35.52631579,1.515725768
61,0,0
62,82.78571429,3.27595139
63,74.27857143,3.291383606
64,69.90952381,3.28840284
67,84.54761905,3.343163974
69,87.80904762,3.907560754
70,80.3952381,2.26888969
71,56.83333333,2.491082211
73,4.736842105,0.245239244
74,78.64761905,3.286773329
75,67.78571429,2.485730427
76,81.5,3.136077037
77,78.64761905,2.669458842
78,81.71428571,3.929103762
79,3.947368421,0.244557045
80,87.42857143,3.737810863
81,66,2.82752469
82,0,0
83,78.5,3.173242942
84,61.83333333,2.35236089
85,3.157894737,0.186577866
86,46.16666667,2.130245323
89,9.947368421,0.451350345
90,7.894736842,0.285116504
91,80.64285714,3.359994185
96,72.07142857,3.33933853
98,85.87142857,2.62913143
99,0.921052632,0.026889717
100,7.368421053,0.231665836
101,35.36842105,0.912045241
102,1.842105263,0.076990088
103,0.157894737,0.005164607
104,58.35714286,2.136970551
105,28.42105263,1.380706444
106,54.92857143,1.62931347
107,82.58333333,2.544579183
108,0,0
109,164.6904762,7.304978349
110,11.05263158,0.323565599
111,0,0
112,87.42857143,3.607375974
113,82.14285714,2.493701049
114,0.184210526,0.006764304
115,74.73809524,2.088498923
118,78.92857143,2.524497384
119,25.26315789,1.376639218
121,161.2857143,8.220771912
122,84.14285714,5.167686953
123,142.5714286,5.806063757
124,3.157894737,0.215663803
125,107.4761905,4.457460296
127,170.8571429,9.006874762
128,80.64285714,1.475843586
129,6.978947368,0.334109895
130,120.4285714,4.76459298
131,56.52631579,3.402975144
132,8.421052632,0.43131914
133,95.54761905,4.439302477
134,44.73684211,2.596690611
135,0,0
137,109.1904762,5.93571018
138,123.6666667,7.439305062
140,43.89473684,2.302958907
141,120.2857143,6.631493633
142,132.952381,8.615063785
143,172.6190476,8.582348326
144,78.92857143,2.966200822
145,75.5,2.450863151
146,85.19047619,3.51061307
147,9.947368421,0.367917226
148,71.5,2.244069441
149,19.34210526,1.053168153
150,74.73809524,2.746973524
151,9.947368421,0.350178974
152,6.315789474,0.274421054
153,58.5,2.130887098
154,82.78571429,3.593578353
155,26.52631579,1.121191972
156,4.631578947,0.189820267
157,0.394736842,0.019496686
158,1.052631579,0.03702453
159,3.157894737,0.179177693
160,16.84210526,0.835846747
161,0,0
162,84.54761905,3.155906624
163,0.657894737,0.03391962
165,78.92857143,2.061913558
168,170.8571429,7.452000301
169,85.42857143,2.149454582
170,87.80904762,2.902902649
171,61.35714286,1.544004533
172,6.315789474,0.238845053
173,82.14285714,2.701875415
174,14.21052632,0.616227459
175,0,0
176,1.842105263,0.082804583
177,56.83333333,2.644451492
178,82.14285714,1.836775734
179,0,0
180,76.9,3.130318937
184,0,0
185,171.7428571,4.956338024
186,98.42857143,3.812025373
187,120.3333333,5.328829398
188,164.2857143,5.834537066
189,20.63157895,1.222867123
190,164.2857143,4.528680629
191,0,0
193,44.21052632,2.083553061
194,147,4.286050202
196,155.547619,8.043417865
197,11.05263158,0.459517743
198,164.2857143,4.539415416
199,175.6180952,6.581710656
200,87.80904762,3.322743951
201,0,0
202,73.14285714,3.087532136
203,8.421052632,0.327778761
204,1.657894737,0.061376608
205,73.14285714,5.195690174
207,4.736842105,0.300611949
208,84.75,2.969449846
209,1.578947368,0.091199709
210,84.75,4.272175725
211,4.736842105,0.365908568
212,14.73684211,1.190038979
213,19.89473684,1.662996519
214,67.78571429,2.132547106
215,73.14285714,4.815127714
216,85.64285714,2.858019589
217,86.53571429,3.16943824
218,4.736842105,0.296072935
219,83.85714286,2.942138834
220,8.421052632,0.394306169
221,18.94736842,0.931731172
222,76.9,3.138608348
223,0.018421053,0.00084654
224,0,0
225,0,0
227,7.368421053,0.414449981
228,14.73684211,0.955890451
229,86.53571429,4.461551328
230,78.64761905,5.702414482
231,87.42857143,4.261003704
232,82.78571429,2.930618787
233,80.3952381,6.823111267
234,79.57142857,4.744894266
235,1.315789474,0.100364857
236,2.105263158,0.178987469
237,82.14285714,5.781603415
238,8.842105263,0.372745305
239,18.94736842,1.041334675
240,52.07142857,4.159302219
242,2.105263158,0.096004552
243,83.89047619,3.555572646
244,7.368421053,0.386969418
245,13.81578947,0.691706395
247,0.921052632,0.041298808
249,67.78571429,3.094277803
250,45.92857143,2.91455504
251,61.78571429,4.286878996
252,86.53571429,4.254997671
254,46.16666667,3.345123298
255,58.5,4.28793528
256,76.35714286,4.471980988
257,87.80904762,3.852374218
258,0,0
259,86.53571429,4.345798495
260,0.921052632,0.041058702
261,65.10714286,3.452732624
262,0,0
263,60.16666667,3.556288169
264,41.5,1.882648384
265,58.54761905,4.130855486
266,77.21428571,2.733493009
267,142.5714286,6.261449708
269,13.26315789,0.671082622
270,87.42857143,3.108899134
271,9.473684211,0.315459561
272,56.92857143,2.028807518
273,66.35714286,1.22184792
274,73.4047619,2.013606884
275,53.78571429,1.059618178
276,6.578947368,0.386525572
277,78.23809524,3.085912946
279,37.02380952,0.733850266
280,2.210526316,0.07383648
281,48.83333333,2.07618153
282,58.5,2.212136466
284,37.02380952,0.663177403
285,46.35714286,1.233721941
286,2.105263158,0.037597589
287,123.6666667,5.143217436
288,35.13157895,0.663203076
289,0,0
290,152.9809524,4.0624353
291,144.1428571,5.03533144
292,0,0
294,4.547368421,0.182858375
295,174.8571429,7.055680321
296,0,0
298,135.5714286,6.000868619
299,55.57894737,1.83705788
300,23.57894737,1.39114788
301,27.78947368,0.876931204
302,34.73684211,1.057483013
303,131.4285714,4.542998839
304,53.05263158,2.609654543
305,148.4285714,5.336363917
307,70.81578947,2.827175404
308,68.21052632,2.914878047
309,3.157894737,0.163026726
310,135.5714286,4.442950164
313,0.368421053,0.012252637
314,170.402381,6.005141699
315,164.2857143,6.831797364
317,42.10526316,1.686649122
318,166.6904762,4.84667714
319,160,4.867948083
321,15.89473684,0.589689
323,29.47368421,1.394413122
324,1.842105263,0.054239605
326,163.2238095,4.762704546
327,1.842105263,0.058412503
328,42.10526316,1.712774874
329,0,0
331,4.210526316,0.119181719
332,5.526315789,0.321211799
333,130.2071429,4.911276096
334,47.89473684,1.783595554
335,169.0952381,4.876645281
336,107.1904762,4.962510864
337,107.5714286,5.793097744
338,43.47368421,1.353073341
339,135.6190476,5.580606825
340,6.315789474,0.30056798
341,170.8571429,7.412919372
342,137.6666667,5.484010491
343,169.0952381,6.638470336
345,152.052381,7.659846184
346,25.26315789,1.226757219
347,1.578947368,0.080615357
349,57.10526316,2.622652757
350,3.947368421,0.218034442
351,145.8333333,5.011207094
353,87.80904762,4.061520069
354,167.3333333,4.783743653
357,82.14285714,5.788573884
359,82.14285714,5.862593855
360,56.83333333,3.371167796
361,83.89047619,3.633995292
362,35.52631579,1.959383531
363,31.97368421,1.52753924
364,79.97619048,3.686691909
365,80.64285714,2.887322836
366,34.73684211,1.25968024
367,23.73684211,1.084579367
368,39.21428571,1.787164701
369,9.473684211,0.66718451
370,44.35714286,2.430276046
371,0,0
373,0,0
374,0.986842105,0.041331136
376,162.8333333,5.210562634
379,169.0952381,4.376354967
381,97.66666667,3.519542535
382,143,4.073757088
384,15.78947368,0.451459705
386,16.57894737,0.643143594
387,0,0
389,16.35789474,0.514344599
390,29.47368421,0.829785434
391,18.94736842,0.984847966
396,15.78947368,0.444629217
399,0,0
400,18.94736842,0.682954114
403,61.89473684,2.070007813
404,63.15789474,2.945358179
405,0.921052632,0.040291552
406,9.473684211,0.359513521
407,0.165789474,0.004933372
408,85.19047619,2.626087266
409,0,0
411,84.54761905,1.728827028
412,0,0
413,82.14285714,3.173299488
414,83.66666667,1.506974779
415,15.78947368,0.333004623
416,45.92857143,1.804423138
417,6.315789474,0.19137115
418,0,0
419,58.55,2.428331053
420,78.64761905,3.314561462
421,86.53571429,2.259054774
422,53.78571429,1.757249016
423,69.03571429,2.406298015
424,18.10526316,0.293861218
425,80.3952381,1.269842303
426,148.5571429,5.554784113
428,45.26315789,1.956270075
429,168.6428571,7.238339565
430,145.8571429,7.868923382
431,158.6666667,7.590493092
432,60.42105263,2.468766208
433,102.2380952,4.661049272
434,72.94736842,3.474205539
436,148.5571429,5.663592331
437,0,0
438,52.57894737,3.018388089
439,143,5.900667272
441,123.5714286,6.527068482
443,54.73684211,1.989329724
445,7.894736842,0.497431196
446,6.315789474,0.240960083
447,42.07142857,2.2476305
448,8.526315789,0.298834721
449,130.4285714,5.037160741
450,153,6.064640203
451,39.92857143,1.069105796
452,3.684210526,0.155745547
453,11.36842105,0.568866793
455,15.15789474,1.213696494
456,167.9785714,4.815971022
457,24.63157895,0.839304878
458,3.684210526,0.171688688
459,7.368421053,0.337265019
460,84.52380952,3.033462876
461,72.42105263,4.025272756
462,4.210526316,0.205243461
463,147,4.076426112
464,44.35714286,1.944013445
465,4.631578947,0.160838751
466,11.05263158,0.474393714
467,16.84210526,0.6237837
468,142.5714286,6.138531963
470,141.0952381,6.464678507
471,90.06140351,2.968521512
472,25.26315789,1.362228276
473,0,0
474,0,0
475,175.6180952,8.244538723
477,84.54761905,3.036581958
478,14.21052632,0.538385975
479,12.89473684,0.596045391
480,2.368421053,0.081879613
481,1.657894737,0.043531365
482,18.94736842,0.835224689
483,66.35714286,2.427537027
484,58.5,2.332645791
485,67.78571429,2.572318925
486,1.657894737,0.074532748
488,82.78571429,3.102535297
489,4.526315789,0.143665779
490,3.684210526,0.126377795
491,140.9285714,5.195930232
492,37.89473684,2.553874249
493,82.14285714,2.737765962
494,81.71428571,3.441336377
495,80.14285714,3.069982734
499,28.42105263,1.20048186
501,42.57894737,1.96422371
502,58.78571429,1.367320455
503,36.83333333,1.485011996
504,1.578947368,0.074949507
505,76.71428571,3.005468124
506,47.5,2.073977187
507,0.394736842,0.025810094
508,0.032894737,0.002056075
509,0.184210526,0.005595313
510,47.5,0.885771276
512,50.64285714,1.815412531
514,0.036842105,0.001465708
516,133.6666667,4.919201868
517,76.27192982,3.816530995
518,141.5666667,6.223955077
519,0.921052632,0.046713103
520,0.065789474,0.004398234
524,37.78571429,2.088655855
525,26.52631579,1.496865449
526,0,0
527,60.56265664,2.882040718
528,35.52631579,1.967530733
529,115.4285714,7.099884225
533,0.032894737,0.001786157
534,0.078947368,0.002355809
538,2.631578947,0.159874879
540,0.105263158,0.004935768
541,0.065789474,0.003664037
543,0.065789474,0.00376604
544,8.421052632,0.208164805
546,0.236842105,0.010169569
547,3.157894737,0.167324054
548,0.131578947,0.007569143
550,0.657894737,0.03720399
551,1.052631579,0.050725909
552,102.7142857,3.207683807
554,0.157894737,0.003020015
555,82.14285714,1.697548032
556,0.368421053,0.015563859
558,69.90952381,3.323895635
559,87.80904762,4.154201857
560,0.368421053,0.01372713
561,0.184210526,0.007476662
563,3.684210526,0.098976672
565,0.078947368,0.002515139
567,0,0
569,0.315789474,0.012487323
571,0.184210526,0.005101585
572,0.092105263,0.003641941
573,0.184210526,0.006618332
574,0.368421053,0.010994528
575,40.83333333,1.35316413
576,1.052631579,0.043681679
