ID,Name,Pos,Price,Team,xPts GW15-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
45113,Ederson,GK,6,MCI,114.1786957,114.5955378,33.37805578,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.835528661,5.072448041,4.945535435,4.789220205,4.784914584,4.779909508,4.492247765,4.684063152,4.702035548,5.043045834,4.904696427,4.679374481,4.686338079,4.513583078,4.766611187,5.081456781,4.80978915,4.476450781,4.805615038,5.098189302,4.677646034,5.066153703,4.537380632,4.946700375,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.793535913,5.028397834,4.902587364,4.747629608,4.743361379,4.738399768,4.45323614,4.643385761,4.661202081,4.999250962,4.862103011,4.638737808,4.645640932,4.474386173,4.725216932,5.03732834,4.768019929,4.43757634,4.763882065,5.053915553,4.637024371,5.022158157,4.497977064,4.903742188
90826,Alisson,GK,6.1,LIV,108.9376409,109.5692198,31.81686777,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.639294114,4.750165679,4.873586473,4.18465582,4.761754749,4.355197719,4.303136176,4.868176953,4.607541853,4.601326862,4.648913278,4.992951065,4.317974501,4.61884646,4.678791997,4.305487129,4.925258227,4.204551803,4.48809959,4.775163699,4.598910279,4.456161475,4.536009309,4.898187536,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.57825077,4.687663499,4.809460335,4.129594559,4.699100081,4.297892486,4.246515963,4.804121993,4.546916302,4.540783087,4.587743367,4.927254341,4.261159047,4.558072165,4.617228944,4.248835982,4.860452198,4.149228753,4.429045648,4.712332597,4.538398301,4.397527771,4.476324976,4.8337377
140080,Ramsdale,GK,4.9,ARS,104.0239894,105.2871473,30.56441357,,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,4.361310968,4.594894005,4.439330481,4.414548256,4.562516047,4.685914653,4.365794708,4.034932571,4.703757578,4.457365087,4.316827435,4.683666788,4.417717869,4.51841728,4.441223644,4.321778918,4.439038988,4.747742815,4.394332325,4.13943019,4.26559611,4.589497735,4.368059339,4.571754806,,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,4.246539627,4.473975742,4.322505995,4.298375933,4.442449836,4.562601109,4.250905374,3.928750135,4.579974483,4.340066005,4.203226713,4.560412399,4.301462136,4.399511562,4.324349337,4.208047894,4.322222172,4.622802214,4.278692001,4.030497816,4.153343581,4.468721479,4.253110409,4.451445469
131313,Martinez,GK,5.5,AVL,103.7580418,104.1748839,30.25883761,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.342274202,4.417546973,4.43403773,4.592256053,4.337261541,4.302896645,4.370573944,4.044255925,4.241800141,4.485862935,4.234136644,4.616250752,4.426271212,4.488692149,4.157060365,4.28130507,4.333434351,4.130820814,4.360518754,4.168140887,4.668874264,4.368818161,4.554326321,4.309576153,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.304564978,4.379184065,4.395531613,4.552375935,4.299595848,4.265529385,4.33261896,4.009134755,4.204963456,4.446906756,4.19736651,4.576162259,4.387832541,4.449711401,4.120959577,4.244125315,4.295801895,4.094947896,4.322651091,4.131943874,4.628328777,4.330878424,4.514775592,4.272150887
185291,E Mendy,GK,6.3,CHE,88.00797092,99.19391275,27.65004056,,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,44.46428571,88.92857143,0,0,0,0,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,168.6428571,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,4.182063293,4.594870214,4.622494214,4.475938253,4.316143772,4.769728169,6.871884607,0.001143,0.001143,0.001143,0.001143,4.438655993,4.43747932,4.470149097,4.735037895,4.566270213,4.708043297,4.357124555,8.573756497,4.46016712,4.340319986,4.754871565,3.863465268,4.764456912,,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.486842105,0.61175554,0,0,0,0,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.979484072,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,4.016981847,4.413493758,4.440027338,4.299256479,4.145769676,2.322104503,4.20391348,0,0,0,0,4.263445888,4.262315662,4.293695843,4.548128504,4.386022705,4.522199482,4.185132797,8.397857926,4.284107892,4.168991566,4.567179266,3.71096006,4.576386244
23173,de Gea,GK,5.1,MUN,95.10745412,98.01271728,28.88986966,,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,4.468433491,4.299414643,4.175413663,4.527542903,4.156754476,4.488325912,4.499332276,4.035743987,4.183911741,4.205040249,4.368877286,4.06367768,4.510100576,3.776684131,4.016734721,3.80554199,4.172891209,4.068305092,4.584493807,3.861666231,4.450493146,4.249701248,4.090212603,4.175532055,,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,4.197975674,4.039186915,3.922691257,4.253507412,3.905161442,4.21666408,4.22700427,3.791475272,3.930674977,3.950524655,4.10444524,3.817718242,4.237120804,3.548095355,3.773616567,3.575206554,3.920321478,3.822065574,4.307011288,3.627933801,4.181121192,3.992482488,3.842647103,3.922802483
23259,Lloris,GK,5.6,TOT,99.91766441,100.3258977,29.66118305,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.401525224,4.097778525,3.77725828,3.836974758,4.285226773,3.93916088,8.088311591,3.96878648,3.7633503,4.195523737,4.313852911,3.721679427,3.928620241,4.178486802,3.478664865,4.019687802,4.269660191,3.879911872,4.353087121,4.028625853,4.012321501,3.772684709,4.310641949,4.136029705,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.363301452,4.062192553,3.744455774,3.803653662,4.248012962,3.904952378,8.052886299,3.934320702,3.730668573,4.159088925,4.276390504,3.68935958,3.894503276,4.142199943,3.448455407,3.984779987,4.232581563,3.8462179,4.315283996,3.993640418,3.977477656,3.73992192,4.273207427,4.100111552
192988,R Sanchez,GK,4.6,BHA,91.45117173,95.8246682,27.06923494,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,0,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.976009413,3.911268002,4.402689455,3.487001997,4.351998234,3.747777619,3.956436803,4.371574097,3.792953507,0.001069,0.001069,4.391195104,4.225742861,4.047672905,3.813089819,3.656970274,4.489446067,3.74586506,7.695177283,4.269047206,4.096841477,3.759095923,3.950675876,4.080367965,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.94148091,3.877301727,4.364455573,3.456720137,4.314204565,3.715231129,3.922078273,4.333610427,3.7600147,0,0,4.353061042,4.189045621,4.012522061,3.779976144,3.625212374,4.450458772,3.713335179,7.661473845,4.231973902,4.061263643,3.726451142,3.916367375,4.044933191
23448,Fabianski,GK,5.1,WHU,91.99899478,94.52531057,27.42406421,,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,,3.957447668,4.077443978,3.732751008,4.452372835,4.229661538,4.101567026,4.048400062,4.190559462,3.484540917,4.376176092,3.78722608,4.326259667,4.364585966,3.734267098,4.182560483,3.590518336,4.2157836,4.049120579,4.353999595,3.757558266,3.98999304,4.170815011,3.808655952,4.127785787,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.749160949,3.862841664,3.536290429,4.218037423,4.007047772,3.885695077,3.835326375,3.9700037,3.301144026,4.145851034,3.587898392,4.09856179,4.134870916,3.537726724,3.962425721,3.401543686,3.993900252,3.83600897,4.124841722,3.559792042,3.779993406,3.951298432,3.608200376,3.910533903
