ID,Name,Pos,Price,Team,xPts GW34-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,34,35,36,37,38,xPts if play,34,35,36,37,38,Probability to play,34,35,36,37,38,xPts,34,35,36,37,38,npG,34,35,36,37,38
143,E Mendy,GK,6.1,CHE,27.85047668,28.01141446,21.86992441,,172.6190476,86.30952381,172.6190476,86.30952381,86.30952381,,7.389130105,4.127921301,8.17410792,4.031698267,4.471866542,,0.999239237,0.973684211,0.999239237,0.973684211,0.973684211,,7.383508731,4.019291793,8.167889365,3.925600944,4.354185844,,0,0,0,0,0.00E+00
30,Martinez,GK,5.5,AVL,26.5206867,26.57312364,19.64368991,,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,,3.487117296,4.551954858,7.074226346,8.46838206,3.036477347,,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,,3.456834435,4.512424724,7.073639744,8.467679854,3.010107938,,7.11254E-05,0.000117531,0.000131714,0.000167711,3.57E-05
231,Alisson,GK,6,LIV,25.78621095,25.89185475,19.55515257,,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,,4.731386375,4.370718932,8.005490832,4.13019979,4.787035191,,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,,4.669131291,4.313209472,8.003967248,4.075855056,4.724047886,,1.08E-03,0.000844633,0.001668728,0.000900465,9.63E-04
257,Ederson,GK,6.1,MCI,25.87410298,25.94374251,19.18097037,,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,,4.639121117,4.091743146,4.600822041,8.329777102,4.36702966,,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,,4.598834013,4.056209587,4.560867534,8.329086389,4.329105455,,0.001438725,0.001135699,0.001191354,0.00182948,1.09E-03
559,Ramsdale,GK,5.1,ARS,24.57880323,24.64844276,18.41074611,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.979747865,3.976628153,7.883522063,4.234600542,4.651219493,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.945186897,3.942094276,7.882868354,4.19782638,4.610827323,,0.000532171,0.000458026,0.001085371,0.00046826,5.99E-04
353,Lloris,GK,5.4,TOT,22.65199491,22.72163443,16.99405241,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.776718954,3.831191727,6.675499773,4.305050846,4.204050674,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.743921131,3.797920852,6.674946234,4.267664878,4.167541812,,0,0,0,0,0.00E+00
170,Pickford,GK,4.8,EVE,23.29387916,23.3463161,16.98248553,,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,,2.703038314,3.276785519,6.726855533,7.553398009,3.113958231,,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,,2.67956456,3.248329224,6.726297736,7.552771674,3.086915962,,1.13E-04,0.00013743,3.76E-04,0.000396415,1.33E-04
200,Schmeichel,GK,4.9,LEI,22.9554324,23.00786935,16.92058581,,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,,3.370035043,2.549866951,7.656996643,6.094895145,3.365414586,,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,,3.340768949,2.527723369,7.656361718,6.094389751,3.336188617,,2.94E-04,0.000223278,0.000774899,0.000485709,3.43E-04
112,Pope,GK,5.4,BUR,22.25307064,22.35871443,16.66000777,,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,,4.277733405,3.877515015,3.828226694,6.366575339,4.116067944,,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,,4.221447439,3.826495081,3.77785529,6.365363669,4.061909156,,0.000120667,0.000127804,0.000119554,0.000187531,0.000130926
270,de Gea,GK,5.1,MUN,18.26176833,20.34109634,16.38421263,,174.8571429,87.42857143,87.42857143,0,87.42857143,,6.869013585,3.961738222,3.847267969,0.00127,3.736976677,,0.999809683,0.986842105,0.986842105,0,0.986842105,,6.867706292,3.909610088,3.796646022,0,3.687805931,,0.00E+00,0,0.00E+00,0,0.00E+00
146,Guaita,GK,4.6,CRY,21.2092098,21.5284204,15.95253852,,85.19047619,85.19047619,85.19047619,170.3809524,85.19047619,,3.8543235,3.427606289,4.201015052,6.925765961,3.399823678,,0.960526316,0.960526316,0.960526316,0.998289435,0.960526316,,3.702179151,3.292306041,4.035185511,6.913918986,3.265620112,,1.94E-04,0.000141979,1.99E-04,2.59E-04,1.51E-04
475,Sa,GK,5.3,WOL,20.82405758,20.89369711,15.60058791,,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,,3.698624771,4.024635837,3.133122809,7.267392053,2.819650288,,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,,3.666505135,3.989685052,3.105914111,7.266789434,2.795163852,,0.00E+00,0,0,0,0.00E+00
199,Meslier,GK,4.8,LEE,20.13094883,20.20058836,15.14293811,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,3.490596691,2.977984521,6.444586362,3.915358758,3.422858035,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,,3.460283614,2.952123076,6.444051971,3.881356958,3.393133215,,0.00E+00,0,0,0,0.00E+00
69,R Sanchez,GK,4.6,BHA,18.64543452,18.73227663,14.22149118,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.895343131,3.90643925,3.538259779,3.622390691,3.846341024,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.861515151,3.872514909,3.507532786,3.590933087,3.812938588,,0,0,0,0,0
