ID,Name,Pos,Price,Team,xPts GW15-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Goals,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
257,Ederson,GK,6,MCI,88.3662325,88.76570619,27.0063165,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.281135453,4.043895831,3.955367145,3.859028034,3.805287375,3.49081241,3.667129946,3.722139812,4.182225746,3.997310897,3.860288214,3.716687966,3.582366928,3.863229025,4.29508534,3.849015635,3.265912662,3.901616888,4.200225674,3.666733521,4.333433674,3.516895417,4.084522442,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.243957171,4.008777788,3.921017904,3.825515422,3.772241458,3.46049746,3.635283818,3.689815966,4.145906417,3.962597407,3.826764659,3.684411466,3.5512569,3.82967993,4.257785914,3.815589973,3.237550789,3.867734426,4.16375003,3.634890835,4.295801224,3.486353956,4.049051589,,0.001536993,0.002064381,0.001565847,0.001843992,0.001569352,0.001374201,0.001176765,0.001447673,0.001941502,0.001875787,0.001713003,0.001497401,0.001519682,0.001397688,0.001589202,0.001710863,0.001373599,0.001242379,0.002324558,0.001668677,0.001937167,0.001401804,0.001821419
231,Alisson,GK,6,LIV,79.95919633,80.56445949,24.42837252,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.789051742,4.070207332,3.046807385,3.737829004,3.09869687,2.91924926,3.929614861,3.522995905,3.547944166,3.48937673,4.104833918,3.101728502,3.593705161,3.606881727,3.23813126,3.920912529,2.655557645,3.317585244,3.810350445,3.598732361,3.531071819,3.365237438,4.028817642,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.739195798,4.016651973,3.006717814,3.688647043,3.057924543,2.880838086,3.877909403,3.476640696,3.50126069,3.443463878,4.050822945,3.060916285,3.546419567,3.559422757,3.19552427,3.869321575,2.620616097,3.273932806,3.760214255,3.55138062,3.484610348,3.320957998,3.975806884,,0.001654529,0.001759671,0.001257781,0.001875229,0.001353961,0.000864045,0.00176361,0.001269623,0.001675034,0.001554103,0.002107977,0.001248288,0.001575322,0.00116688,0.001380439,0.002111567,0.000688652,0.001337386,0.001682752,0.001422374,0.001556047,0.001315028,0.001396164
143,E Mendy,GK,6.3,CHE,59.94319656,71.31317579,20.90932584,,84.32142857,84.32142857,84.32142857,84.32142857,44.46428571,84.32142857,0,0,0,0,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,168.6428571,84.32142857,84.32142857,84.32142857,84.32142857,84.32142857,,3.384666438,3.450151887,3.097592079,2.883209165,3.67786298,6.315511924,0.001143,0.001143,0.001143,0.001143,3.085573593,3.202659033,3.053463725,3.695534874,3.233767972,3.559186707,2.935540415,5.965571088,3.247563244,2.906361417,3.647759786,2.353200349,3.565193998,,0.960526316,0.960526316,0.960526316,0.960526316,0.486842105,0.480263158,0,0,0,0,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,0.979484072,0.960526316,0.960526316,0.960526316,0.960526316,0.960526316,,3.251061184,3.313961681,2.975318707,2.769398277,1.790538556,3.0331077,0,0,0,0,2.963774635,3.076238281,2.932932262,3.549658497,3.106119236,3.418692495,2.81966382,5.843181862,3.119369958,2.791636624,3.503769268,2.260310862,3.424462656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Ramsdale,GK,4.9,ARS,69.22291575,70.40781879,20.9608391,,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.329808391,3.0872544,2.765485044,3.144210081,3.498940958,2.650143439,2.467207329,3.469768546,2.944087369,2.426967614,3.448082462,2.569784252,2.930954924,3.051287903,2.732092913,2.961244877,3.573195403,5.1686932,2.709529906,2.592092989,3.239172743,2.985054219,3.280737276,,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.986495845,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.242181854,3.006010863,2.692709121,3.061467711,3.406863564,2.580402823,2.402280821,3.378458848,2.866611385,2.363100045,3.35734345,2.502158351,2.853824531,2.970990853,2.660195731,2.88331738,3.479163945,5.098894366,2.638226488,2.523880016,3.153931355,2.90650016,3.194402084,,0.000893017,0.000864722,0.000832039,0.00093531,0.000766379,0.000467654,0.000690418,0.001055369,0.000619478,0.00047429,0.000968077,0.000684907,0.000936903,0.000919456,0.000734115,0.000696919,0.000792412,0.001196132,0.000757747,0.000698971,0.001029346,0.000780766,9.24E-04
30,Martinez,GK,5.5,AVL,69.18199114,69.58146483,20.61343213,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.217325266,3.291511416,3.586027017,2.918824602,2.810717473,3.019282574,2.77452255,2.812040301,3.334714449,3.094787664,3.581253877,3.132733026,3.440321202,2.642466771,3.136532721,3.031526812,3.066504337,2.559776642,2.603674338,3.810048612,2.999634142,3.646124138,2.27769529,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.198069546,3.262927238,3.554885204,2.893476914,2.78630861,2.993062489,2.750428012,2.787619951,3.305755086,3.067911876,3.550153514,3.105527713,3.410444728,2.619519033,3.10929441,3.005200395,3.039874168,2.537547003,2.581063482,3.776961347,2.973584688,3.614460428,2.257915305,,8.79867E-05,0.000148648,0.000167729,9.32533E-05,0.000132235,0.000124364,0.000120428,0.000118662,0.000163593,0.000124086,0.000184211,0.000101797,0.000141926,0.000111087,0.000134723,9.84529E-05,0.000135748,0.000108851,0.000118118,0.000183897,0.000135578,0.000137026,6.01E-05
270,de Gea,GK,5,MUN,60.57915126,63.36336179,19.62897216,,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,2.888777164,2.711176346,3.336557722,2.7992533,3.215220994,3.274370281,2.544018572,2.865004138,2.716945867,3.086521908,2.539457746,3.183455257,2.025030078,2.787077612,1.963066327,2.835622214,2.569084337,3.367707896,2.347483359,3.181616112,2.840389188,2.660933224,2.743240106,,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,2.713930125,2.547078831,3.134608176,2.629824811,3.020615512,3.076184711,2.390038501,2.691595993,2.552499143,2.899706109,2.385753724,2.990772439,1.902462468,2.618386073,1.844249155,2.663992448,2.413587127,3.163872945,2.20539884,2.989044611,2.668470895,2.499876739,2.577201889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
112,Pope,GK,5.4,BUR,60.0665999,62.43779103,19.22159927,,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,168.1428571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,2.801275036,3.234998941,2.418681442,3.053652156,1.854205382,4.977030147,2.765114788,2.21789328,2.374142655,2.119052585,2.754749495,2.690553089,2.51024676,2.648798859,3.073469657,2.222780401,2.901441129,2.239607223,3.28863094,2.658039759,2.994501206,2.105239365,3.36855445,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.972299169,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,2.653839508,3.064735839,2.291382418,2.892933621,1.756615625,4.839162276,2.619582431,2.101162054,2.249187778,2.007523501,2.60976268,2.548945032,2.37812851,2.509388393,2.911708096,2.105791959,2.748733702,2.121733158,3.115545101,2.518142929,2.836895879,1.994437293,3.191262111,,0.000206691,0.00027705,0.000175473,0.000220787,0.000146404,0.000403042,0.000219774,0.000163783,0.000181122,0.000163711,0.000153101,0.000166582,0.000140251,0.000187041,0.000213455,0.000111782,0.000223564,0.000167072,0.000183185,0.000223944,0.000217084,0.000165028,0.000230879
146,Guaita,GK,4.6,CRY,61.50130455,62.10656771,19.30794655,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.093050027,3.121316655,2.674605846,2.157966038,3.473290456,2.805318814,2.759728877,2.076976953,2.90962577,2.658811111,2.521193344,3.246979079,2.712187554,2.2016165,2.792987506,2.784356991,2.225687844,2.479011648,2.988302878,2.517693655,3.25621427,2.447071181,2.417328948,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.052352,3.080246699,2.639413664,2.129571748,3.427589266,2.768406724,2.723416655,2.049648309,2.87134122,2.623826754,2.488019748,3.20425567,2.676500875,2.172647862,2.75623767,2.747720715,2.196402478,2.446393073,2.948983104,2.484566107,3.213369345,2.414872876,2.385521989,,0.000233831,0.000226065,0.000237175,0.000174778,0.000292919,0.000218903,0.000162146,0.000173383,0.000236772,0.000198092,0.000148537,0.000267164,0.00015682,0.000118386,0.000197649,0.000214592,0.000188143,0.00018901,0.000260577,0.000182733,0.000293418,0.00018584,0.000191822
408,Fabianski,GK,5,WHU,58.50372701,60.92477964,18.52261532,,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,83.64285714,,2.638560848,2.231658988,3.364017958,3.039294068,2.624980464,2.665365157,2.940256508,1.9089922,3.151008175,2.240624402,3.296252025,3.244679054,1.790825103,2.977468906,2.164247716,3.009426627,2.62228423,3.169520525,2.065884955,2.748288154,2.839201837,2.258436797,2.762659369,,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,2.499689224,2.114203252,3.186964381,2.879331222,2.486823597,2.525082781,2.785506165,1.808518926,2.98516564,2.122696802,3.122765076,3.073906472,1.69657115,2.820760017,2.050339941,2.851035752,2.48426927,3.002703655,1.957154168,2.603641409,2.689770162,2.139571703,2.617256244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
