ID,Name,Pos,Price,Team,xPts GW19-38,xPts +2 per sub,xPts +2 per sub with 0.86 decay,GW xMins,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
30,Martinez,GK,5.5,AVL,83.7913847,86.10416711,30.9076144,,87.80904762,0,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.73014312,0.00103,7.954211884,8.107528776,3.930945901,4.213633817,4.209843432,4.364716166,4.138274781,4.323863269,3.74951952,3.939602921,4.151345024,3.87567017,3.417290304,3.694983431,4.675455862,4.13883079,4.494773269,3.345047044,,0.991315789,0,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.697749772,0,7.919373923,8.072019316,3.896808739,4.177041734,4.173284266,4.326812052,4.102337131,4.28631393,3.716957903,3.90539058,4.11529387,3.842013035,3.387613836,3.662895417,4.634853219,4.102888313,4.455739712,3.315997951,,8.81596E-05,0,0.000242355,0.000276494,0.00011402,0.000157254,0.000121351,0.000173163,9.25498E-05,0.000134687,0.000106128,0.000128055,9.46619E-05,0.000128038,0.000102973,0.000109095,0.000173712,0.0001274,0.000129365,5.53571E-05
69,R Sanchez,GK,4.6,BHA,80.94208307,83.24938072,30.39302773,,87.80904762,87.80904762,144.4519048,175.6180952,87.80904762,0,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.306054028,3.252453311,5.811348045,7.809174746,3.517104001,0.001069,7.569329054,4.321142021,4.068871803,4.052147588,3.20734536,3.062795689,4.47914283,3.435834918,3.372117944,4.152057673,3.977323299,3.530748992,3.721768341,3.92154765,,0.991315789,0.991315789,0.994058172,0.995620187,0.991315789,0,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.268659349,3.224208321,5.776818013,7.774972021,3.48656073,0,7.536176808,4.283616314,4.033536864,4.016957885,3.179492098,3.036197727,4.440245011,3.405997405,3.342833761,4.11600033,3.942783386,3.500087224,3.689447721,3.887492105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,de Gea,GK,5,MUN,77.33719453,79.6445214,30.16715734,,82.55,82.55,165.1,165.1,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,82.55,,3.865408723,4.111023063,8.058024539,7.133874384,3.739727607,3.818053934,3.951888086,3.594397563,3.97581708,3.056317684,3.573856155,2.990177369,3.689077955,3.637044635,4.226371366,3.344195812,4.048276011,3.818622876,3.448628804,3.779164378,,0.939473684,0.939473684,0.967905125,0.967905125,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,0.939473684,,3.631449774,3.862197983,7.799403246,6.904913575,3.513375673,3.586961196,3.71269486,3.376841921,3.735175519,2.871330035,3.357543809,2.809192949,3.465791658,3.416907723,3.970564679,3.141783961,3.803248779,3.587495702,3.239896008,3.550425481,,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0.00E+00
353,Lloris,GK,5.4,TOT,88.03567632,90.33124114,30.8188688,,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,0,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,,4.237327006,3.759614463,3.801439464,7.647059126,3.225682304,4.076350466,8.189262249,0.001353,3.665996861,7.952566979,3.145988474,3.841521825,4.356667225,3.655128376,4.244957162,3.856806402,3.781010583,6.918351311,4.248984419,4.068845325,,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,0.995620187,0,0.991315789,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.995620187,0.991315789,0.991315789,,4.200529166,3.726965179,3.768426963,7.613566436,3.1976698,4.04095058,8.153394812,0,3.634160573,7.917736223,3.118668048,3.808161241,4.31883301,3.623386472,4.208093061,3.823313083,3.748175491,6.888050226,4.212085344,4.033510616,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00
112,Pope,GK,5.4,BUR,82.72733035,85.1753913,29.67498111,,0,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,0.001112,2.992460052,7.647516107,7.155794363,3.261557007,3.325474697,6.985344138,3.804768324,3.811898787,6.87287908,3.790458945,4.026748711,3.101495416,4.057477391,3.394872684,4.260482198,3.7159519,3.913426618,3.173695872,4.349496415,,0,0.986842105,0.993334488,0.993334488,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,0,2.953085577,7.596541493,7.108097327,3.218641783,3.281718451,6.938783239,3.754705583,3.761742224,6.827067819,3.740584485,3.973765176,3.060686266,4.004089531,3.350203307,4.204423221,3.667057796,3.861934162,3.131936715,4.292266199,,0.00E+00,0.000139563,0.000436099,0.000354562,0.00015033,0.000172658,0.000354416,0.000134413,0.000151868,0.000313991,0.000167373,0.000195611,9.95E-05,0.00020393,0.000154133,0.000170082,0.000203285,0.000196144,0.00015031,2.18E-04
231,Alisson,GK,6,LIV,82.06020814,86.50792282,29.06980434,,0,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,174.8571429,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,0.001231,3.835776799,3.591794217,8.823262523,4.229952405,4.153480988,4.271683608,8.407802348,0.001231,4.211748387,4.262159701,3.850294972,4.442017456,3.358184826,4.038347406,4.42049874,4.351398883,4.053803125,4.105154881,4.633620709,,0,0.986842105,0.986842105,0.993334488,0.986842105,0.986842105,0.986842105,0.993334488,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,0,3.785306052,3.544533767,8.764450957,4.174295136,4.098829923,4.215477245,8.351760037,0,4.156330645,4.206078652,3.799633196,4.383569858,3.313998184,3.985211256,4.362334283,4.294143634,4.00046361,4.051139685,4.572652015,,0,0.001224158,0.00079962,0.003364351,0.001173358,0.00151445,0.001429555,0.003110703,0,0.001473257,0.001038502,0.001333989,0.001943065,0.000621163,0.001224962,0.00158282,0.001361681,0.001436716,0.00122163,1.31E-03
257,Ederson,GK,6,MCI,84.08591112,84.43327954,28.39958763,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.232992396,4.259743771,3.873239254,3.98659365,4.180182912,4.548290419,4.430257692,4.168058919,4.182951534,3.976406007,4.278280102,4.592051569,4.330605809,3.644045004,4.361542892,4.503061934,4.130977327,4.707403252,3.997727746,4.438115623,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.196232199,4.22275126,3.839603229,3.951973231,4.143881324,4.508792107,4.391784402,4.131862618,4.146625902,3.94187406,4.241126617,4.552173227,4.292997916,3.61239935,4.323666335,4.463956397,4.09510305,4.666523171,3.963010636,4.399574093,,0.001690822,0.001443752,0.001296738,0.001104445,0.0013639,0.001786119,0.00175909,0.001604035,0.001428423,0.001489344,0.001310007,0.001434392,0.00159604,0.001290027,0.001185905,0.002169352,0.001592421,0.00188077,0.001329547,0.001691932
556,A Fernandez,GK,4.5,BRE,73.81386539,74.14401623,27.31681384,,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.570751797,2.946770101,6.999863809,5.869373609,3.914902971,2.832879522,3.854270625,3.070862051,3.964929377,3.711606323,3.880387396,3.143616543,2.939179388,3.471226156,3.434844752,3.282009677,2.835387874,3.700183362,3.358603896,3.622967205,,0.991315789,0.991315789,0.995620187,0.995620187,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.539742637,2.921179729,6.969205715,5.84366685,3.880905129,2.808278199,3.820799328,3.044194039,3.930497095,3.679373952,3.846689295,3.116316715,2.913654935,3.441081297,3.405015837,3.253508014,2.810764769,3.668050191,3.329437073,3.591504595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Ramsdale,GK,4.9,ARS,79.06384724,81.55086248,27.90179758,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,0,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.282195397,4.473753438,3.533132788,3.549592494,4.432079391,4.123552884,3.507583665,7.811073058,0.001579,4.005630777,3.990454734,3.862858741,4.093494352,4.437806353,3.957464323,3.662987905,3.751326634,4.186665042,4.158105647,4.246885611,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.993334488,0,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.225850721,4.414888261,3.486644199,3.502887329,4.373762557,4.069295609,3.461431248,7.759008253,0,3.952925109,3.93794875,3.812031652,4.039632584,4.379414164,3.905392424,3.614790695,3.701967073,4.131577344,4.103393731,4.191005537,,0.000895661,0.000747004,0.000436839,0.000660164,0.001005349,0.000603817,0.00045455,0.001566255,0,0.000892828,0.000860902,0.000696339,0.000667005,0.000730337,0.000694446,0.000758317,0.000676954,0.001003069,0.000774058,0.000899767
