ID,Name,Pos,Price,Team,xPts GW5-38,xPts +2 per sub,xPts +2 per sub with 0.87 decay,GW xMins,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
45113,Ederson,GK,6,MCI,158.6342774,159.2074353,35.64443605,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.421581477,4.696543753,4.159276896,4.959329857,4.411930416,5.2166069,3.279441453,4.133096136,4.871593658,4.6331468,5.182921999,4.979715968,4.952701498,5.250890926,3.941852773,4.109351786,5.185301575,3.823975707,4.949631832,5.247013281,5.321328871,4.885464853,4.842894849,4.815338839,3.652555118,5.014723286,4.879759852,4.603281487,4.435110646,4.966821295,5.151596047,5.044431386,4.271422572,4.733325373,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.374499322,4.655757978,4.12315686,4.916261992,4.373616284,5.171304787,3.250962093,4.097203459,4.829287713,4.592911578,5.137912414,4.936471066,4.909691196,5.205291084,3.907620893,4.07366531,5.140271324,3.790767497,4.906648187,5.201447113,5.275117331,4.843038447,4.80083813,4.773521423,3.62083556,4.971174374,4.83738299,4.563305621,4.396595212,4.923688373,5.106858502,5.000624482,4.234328639,4.692220179
90826,Alisson,GK,5.9,LIV,161.05608,161.9066063,36.18559614,,87.80904762,87.80904762,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.951604438,5.209139603,5.283272785,3.977365604,4.929405898,4.208337089,3.431757402,4.887905779,5.453766086,5.289186396,3.885399558,5.351380258,4.820190461,4.980786518,4.880790343,4.699934612,4.271996691,5.101680962,5.366168614,4.729197274,4.961852233,4.47052575,5.502538259,5.289552254,3.085969797,4.468448953,5.151246936,5.570934888,4.668411717,4.178192232,5.078067468,4.787377702,5.028455858,5.206591948,,0.991315789,0.991315789,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.908603663,5.163902338,5.213756038,3.925031846,4.864545294,4.152964233,3.386602699,4.82359123,5.382006006,5.219591838,3.83427588,5.280967359,4.756766903,4.915249854,4.816569418,4.638093367,4.215786208,5.034553581,5.295561132,4.666970995,4.896564703,4.411703043,5.43013644,5.219952882,3.045364931,4.409653572,5.083467371,5.497633113,4.606985247,4.123216018,5.011250791,4.72438589,4.962291966,5.138084159
185291,E Mendy,GK,5.5,CHE,148.5368451,149.9263188,33.87345602,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.844932565,4.589438457,4.7700454,3.340061301,4.644393493,4.99964209,4.481017208,4.538494727,4.172393924,4.380351406,4.176533751,4.404048138,5.334177796,5.093607004,3.152927187,4.884684456,2.979513532,4.983302097,4.327574389,5.038335441,3.556175059,4.96321124,4.4338479,5.073681344,4.73303607,4.7726549,4.650667274,3.879960913,4.780328625,3.879947822,5.159002162,5.26134702,2.783499178,4.668352012,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.742933984,4.4928187,4.669623392,3.269744221,4.546616788,4.894386467,4.386680003,4.442947469,4.084554052,4.288133482,4.088606725,4.311331335,5.221879316,4.986373173,3.086549773,4.781848994,2.916786931,4.878390474,4.23646756,4.932265221,3.481308216,4.858722582,4.340503734,4.966867,4.633393205,4.672177955,4.552758489,3.798277525,4.679690127,3.79826471,5.05039159,5.150581819,2.724899196,4.570070917
192208,Raya,GK,4.5,BRE,136.4127151,137.8021888,32.42949461,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.3867641,4.796795942,4.776365897,3.721011077,5.064817463,4.106265112,4.27311692,3.449336935,4.2250565,4.739840811,5.063770353,2.220161439,3.38847363,4.060298718,2.728158598,5.173688581,4.722872139,4.872777491,3.504988763,4.57363532,3.595349215,4.73404318,4.732597975,4.408742315,4.058443008,4.308706302,4.57250031,4.406127453,3.186827779,5.140408522,2.449890606,4.243429274,3.148964736,2.512095408,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.294411172,4.695810764,4.675810826,3.642674001,4.958189727,4.019817426,4.183156563,3.376719315,4.136107942,4.640054689,4.957164661,2.173421198,3.317137343,3.974818745,2.67072368,5.064768821,4.623443252,4.770192702,3.431199526,4.477348261,3.519657652,4.634379113,4.632964334,4.315926687,3.973002103,4.217996696,4.476237145,4.313366875,3.119736668,5.032189396,2.398313962,4.15409392,3.082670742,2.459209188
176642,Meslier,GK,4.5,LEE,133.6413808,134.2145387,31.57584338,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.757319248,4.283793293,5.07109484,3.493111796,4.255668482,4.281457152,3.527360769,4.209519008,4.613001394,2.246473328,5.084668239,2.99904967,2.251338334,3.989860145,4.087895126,4.125928564,4.39125511,5.051628021,3.630437325,4.676403118,4.78733509,3.00547936,4.101648789,4.489461445,3.366275509,4.427255334,2.479124469,4.533052407,4.28759139,5.020439149,1.999168675,4.145585241,3.959918866,3.182518917,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.716005686,4.24659193,5.027056385,3.462776878,4.218711361,4.244276076,3.496728426,4.172962659,4.572941119,2.226964481,5.04051191,2.973005292,2.231787238,3.955211359,4.052394984,4.090098132,4.353120526,5.00775862,3.598909843,4.635792249,4.745760864,2.979379145,4.066029207,4.450474017,3.337042064,4.388808117,2.45759523,4.493686425,4.250357043,4.976840599,1.981807473,4.109584106,3.925530097,3.154881252
24087,Pope,GK,4.6,NEW,148.7115426,149.2847005,33.07566349,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.763240677,4.831534538,4.323754263,5.401924969,4.846059418,4.771020098,3.85783361,5.102084333,3.438788835,4.676351234,4.998574662,3.765038927,4.509793339,5.036782614,3.78787696,4.989449579,4.641962438,4.518802094,5.290618244,3.059218618,4.549621867,2.539299202,4.988369882,5.276846451,4.07397733,4.598768474,4.486621734,3.696434561,4.965219365,5.108166257,4.019210262,4.944426984,4.666568352,3.49005815,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.739244113,4.789576475,4.286205871,5.355013516,4.803975218,4.729587555,3.824331371,5.057776758,3.408925669,4.635740815,4.955165988,3.732342537,4.470629345,4.993042134,3.754982239,4.946120149,4.601650658,4.479559865,5.244673401,3.032651719,4.510111993,2.517247393,4.945049828,5.231021206,4.038598053,4.5588318,4.447658967,3.664333945,4.922100354,5.063805866,3.984306594,4.90148854,4.62604289,3.45974975
140080,Ramsdale,GK,5,ARS,146.4803053,147.3487263,32.62778217,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.670601848,3.837329189,5.071321835,4.554267684,3.728158252,3.119185746,4.86444715,2.915071066,4.924501435,5.308984704,3.517337177,4.779626024,4.516716998,4.320421772,4.585938259,3.446856645,4.079577706,4.910967085,4.750936828,4.458644875,4.459117384,5.359588298,4.79604883,4.82666767,4.989268597,2.802015914,4.298090392,5.063127656,2.587341643,3.810868816,4.35707629,4.558590896,5.194397816,4.97028352,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.609146561,3.786838016,5.004593917,4.494343109,3.679103538,3.078143829,4.800441267,2.876714868,4.859705364,5.239129642,3.471056425,4.716736208,4.457286512,4.263574117,4.525596966,3.401503268,4.025899052,4.846349097,4.688424502,4.399978495,4.400444787,5.2890674,4.732942925,4.763158885,4.923620326,2.765147284,4.241536571,4.996507555,2.553297674,3.760725805,4.299746339,4.498609437,5.126050476,4.904885053
192988,R Sanchez,GK,5.2,BHA,140.4043715,140.9775294,31.86227211,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.562989521,4.432742329,4.995745017,4.620902817,2.571907519,3.515463894,4.323274761,5.100223849,2.358409467,3.600129274,4.550447736,4.460612133,4.691753532,3.831319564,4.681124355,2.906629286,4.22649707,5.153315172,4.390927562,4.753730179,4.126996502,4.30585145,4.629604413,3.868404856,4.541912803,3.215117719,3.28738116,2.703340566,4.962355374,4.763740895,4.864160839,3.557515634,4.853005202,4.226821596,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.52336356,4.394247461,4.952360916,4.580773924,2.549572533,3.484934865,4.285730533,5.055932431,2.337928542,3.568864994,4.51093069,4.421875238,4.651009356,3.798047578,4.640472486,2.881387505,4.189793279,5.108562698,4.352795823,4.712447785,4.091156796,4.268458529,4.589399954,3.834810814,4.502469876,3.18719696,3.25883285,2.679864188,4.919261235,4.722371566,4.821919442,3.526621419,4.810860683,4.190114988
23259,Lloris,GK,5.5,TOT,149.019491,149.5926489,32.56624112,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.305933319,4.971017443,2.652524458,4.652381167,3.817424497,4.342211549,5.076652867,3.850119583,4.616451747,5.205293469,3.188894816,4.978286137,4.548781716,4.692465213,4.631239724,4.086013076,4.784902287,2.991288485,4.448142176,4.540778286,3.87095745,4.779902245,5.295796212,4.895958269,4.899042672,4.59301833,5.35656239,4.373752179,4.109452912,2.859548583,4.852266789,4.464866513,4.762764339,4.830253556,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.268539687,4.927848081,2.629489377,4.611978909,3.784273179,4.30450287,5.032566145,3.816684334,4.576361508,5.160089605,3.161201782,4.935053652,4.509279138,4.651714857,4.591021064,4.050529278,4.743349189,2.965311506,4.409513573,4.501345211,3.83734124,4.738392567,5.249806403,4.853440737,4.856498354,4.553131592,5.310044875,4.335769595,4.073765557,2.834715661,4.810128683,4.426092673,4.721403491,4.788306617
