ID,Name,Pos,Price,Team,xPts GW27-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,28,29,30,31,32,33,34,35,36,37,38,xPts if play,28,29,30,31,32,33,34,35,36,37,38,Probability to play,28,29,30,31,32,33,34,35,36,37,38,xPts,28,29,30,31,32,33,34,35,36,37,38
24087,Pope,GK,5.1,NEW,51.71148414,51.85994049,27.11979198,,87.80904762,175.6180952,87.80904762,131.7135714,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.85149978,7.891998715,4.039434101,6.331687925,3.638830167,4.665790514,4.861079554,3.676336676,4.389925224,4.495376704,3.228426806,,0.991315789,0.999917079,0.991315789,0.995328433,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.809368335,7.891344302,4.004354805,6.30210902,3.6072298,4.625271807,4.818864916,3.644410594,4.351802189,4.456337906,3.200390468
92390,Kepa,GK,5.2,CHE,53.49595221,56.05542605,27.9754908,,85.19047619,170.3809524,85.19047619,85.19047619,0,85.19047619,85.19047619,85.19047619,85.19047619,170.3809524,85.19047619,,5.42102026,8.374403706,5.113371268,4.674729318,0.001167,4.863170522,3.990457424,5.441783752,5.607074187,6.815216827,4.796008381,,0.960526316,0.998289435,0.960526316,0.960526316,0,0.960526316,0.960526316,0.960526316,0.960526316,0.998289435,0.960526316,,5.207032618,8.360078743,4.911527666,4.490200529,0,4.671203264,3.832939368,5.226976498,5.385742311,6.803558954,4.606692261
192208,Raya,GK,5.1,BRE,52.44479965,52.60128129,28.14210207,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.164939502,8.539115327,4.694438618,5.234645716,5.109904136,3.654432171,5.74464243,3.043241182,4.90336633,3.880284261,2.861130639,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.12008608,8.538407256,4.653671124,5.18918695,5.065528653,3.622696313,5.694754746,3.016813035,4.860784464,3.846587056,2.836283978
176642,Meslier,GK,4.5,LEE,47.98801793,48.14449956,25.47351884,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.578025417,8.351610896,4.653493769,2.769396539,4.618845327,4.530906195,4.968239644,2.086928655,4.141564698,4.149302614,3.487629055,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.53826888,8.350918373,4.613081849,2.745346517,4.578734302,4.491558852,4.925094405,2.068805327,4.105598479,4.113269197,3.45734175
131313,E Martinez,GK,4.5,AVL,46.89376119,47.05024282,25.14193818,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.901811385,7.162170105,4.957264474,4.066828466,3.919022538,4.579204433,3.445604534,4.398073418,3.429225793,2.443364668,3.9398506,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.859243023,7.161576211,4.914214546,4.031511272,3.884988921,4.539437658,3.415682179,4.359879623,3.399445674,2.422145975,3.905636108
2019410,N Neto,GK,4.3,BOU,45.60409158,45.74633391,23.55153817,,87.87619048,175.752381,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,87.87619048,,3.910939499,7.875873497,3.945045836,2.852710535,3.92296018,4.407132487,4.20917999,3.005712428,4.051806708,3.388653548,4.334845468,,0.992105263,0.999931468,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,0.992105263,,3.880063661,7.875333744,3.913900737,2.830189136,3.891989442,4.372339336,4.175949621,2.981983119,4.01981876,3.36190102,4.300623004
90826,Alisson,GK,6.2,LIV,57.53058461,59.71555641,25.18202902,,0,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,,0.001342,7.040809319,4.443023365,5.231913157,5.750870756,4.927954263,9.725976252,5.032418216,5.126228196,5.270468048,5.52767392,,0,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,,0,7.03946933,4.384562532,5.163072195,5.675201404,4.86311276,9.724125229,4.966202187,5.058777825,5.201119784,5.454941369
140080,Ramsdale,GK,5.1,ARS,47.27919907,47.45288328,22.97117687,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.961230944,4.897797583,2.967966147,4.430255754,5.167259868,2.577451274,3.824077277,4.272782071,4.394001643,5.194485117,5.006070726,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.91814657,4.855264078,2.942191704,4.391782481,5.122386296,2.555068144,3.790868185,4.235676332,4.355843207,5.149375115,4.962596954
90843,D Ward,GK,4.7,LEI,44.31452964,44.78973538,23.24836627,,86.30952381,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.670337982,8.020007393,4.648225939,1.824834933,4.366481936,4.049426949,4.528735974,4.139712683,2.521932703,3.567024037,3.965008368,,0.973684211,0.999239237,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.573750141,8.013906073,4.525904204,1.776812961,4.251574517,3.942863082,4.409558712,4.030772875,2.455566053,3.473154984,3.860666043
