ID,Name,Pos,Price,Team,xPts GW25-38,xPts +2 per sub,xPts +2 per sub with 0.81 decay,GW xMins,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,25,26,27,28,29,30,31,32,33,34,35,36,37,38
90826,Alisson,GK,6,LIV,71.96820038,73.85121867,28.8553828,,174.8571429,87.42857143,87.42857143,34.97142857,131.1428571,87.42857143,87.42857143,69.94285714,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,10.50115428,4.554563409,5.770605367,5.400778931,5.118620224,4.482302092,5.313163049,5.71314545,4.928805642,4.414755168,5.15276493,5.024387003,5.306328178,5.460130497,,0.999809683,0.986842105,0.986842105,0.394736842,0.992891694,0.986842105,0.986842105,0.789473684,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,10.49915573,4.494634944,5.694676349,2.13188642,5.082235505,4.423324433,5.243253009,4.510377987,4.863952936,4.356666284,5.084965391,4.958276648,5.23650807,5.388286675
140080,Ramsdale,GK,5.1,ARS,65.36447696,66.14802701,27.68925167,,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,62.34442381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,9.560260698,5.403334765,4.762174235,4.913333099,4.953536849,2.966590778,4.412957983,5.084246268,2.567405688,3.855651694,4.275427958,4.446302663,5.128649398,4.998696923,,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.703834211,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,9.559467953,5.356411069,4.720818512,4.87066468,4.910519292,2.940828279,4.374634927,3.578466458,2.545109797,3.822168403,4.238299241,4.407690035,5.084111127,4.955287187
23433,Pickford,GK,4.7,EVE,56.95101814,57.15960503,22.78816643,,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,7.368614664,4.673123626,4.16173385,2.942900056,3.271517217,3.276805915,4.416454584,4.191175948,3.938651798,4.023784215,3.631799937,2.206029639,4.329228991,4.954170133,,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,7.368003652,4.632541237,4.125592477,2.917343292,3.243106673,3.248349443,4.378101163,4.154778894,3.904447717,3.988840826,3.600260621,2.186872013,4.291633055,4.911147076
92390,Kepa,GK,5.3,CHE,62.51495558,64.68973665,23.31150895,,84.07142857,84.07142857,84.07142857,84.07142857,126.1071429,84.07142857,84.07142857,46.23928571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,3.920173276,5.229175083,4.794772475,5.392537621,6.738874735,5.089656495,4.71381965,4.100644969,4.956855563,4.001530084,5.558420262,5.530655197,2.85828786,4.783324878,,0.947368421,0.947368421,0.947368421,0.947368421,0.970504204,0.947368421,0.947368421,0.521052632,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.713848367,4.953955341,4.542416029,5.108719852,6.54010626,4.821779837,4.465723879,2.136651852,4.695968428,3.790923237,5.265871827,5.239568082,2.707851657,4.531570937
131313,E Martinez,GK,4.5,AVL,58.38113759,58.59890177,22.21265684,,87.80904762,87.80904762,87.80904762,87.80904762,131.7135714,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.619817644,4.540306675,4.006255842,5.074677343,5.138726854,4.92340211,4.105855955,4.097837621,4.553909761,3.400546678,4.436213092,3.448331889,2.489861493,4.036029618,,0.991315789,0.991315789,0.991315789,0.991315789,0.995328433,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.579698175,4.500877696,3.971464673,5.030607776,5.114720947,4.88064625,4.070199837,4.062251137,4.51436265,3.371015615,4.397688084,3.418385849,2.468239012,4.000979887
231959,Sa,GK,5,WOL,55.04282759,56.55995133,21.2241498,,175.6180952,87.80904762,87.80904762,52.68542857,87.80904762,87.80904762,87.80904762,64.97869524,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,6.660349089,3.373251929,3.780960327,4.490965635,4.667598907,3.335367777,4.215492274,4.027379616,4.462653806,3.700371522,4.369389884,3.323552666,4.705014978,3.198385637,,0.999917079,0.991315789,0.991315789,0.594789474,0.991315789,0.991315789,0.991315789,0.733573684,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,6.659796806,3.343957899,3.748125672,2.671179087,4.627064496,3.306402742,4.178884052,2.954379703,4.42389918,3.668236717,4.331445182,3.294690235,4.664155637,3.170610182
192208,Raya,GK,5.1,BRE,59.18989338,62.93847844,20.85305747,,0,87.80904762,175.6180952,18.4399,136.1040238,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,0.001097,5.025292246,10.38116798,4.774305018,6.308325473,4.459809032,4.990704375,4.882066586,3.456188086,5.413332372,2.807719973,4.63525339,3.606012352,2.621506958,,0,0.991315789,0.999917079,0.208176316,0.995771967,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,0,4.981651551,10.38030717,0.993897229,6.281653667,4.421079112,4.947364047,4.839669692,3.426173821,5.366321854,2.783337141,4.594999873,3.574696982,2.59874124
88473,Guaita,GK,4.6,CRY,60.33840542,60.54699232,20.82097872,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.873939096,4.247571833,6.230228186,3.300968681,4.292268553,4.397849749,4.552651904,4.76674326,4.42299893,4.238542277,3.207894723,5.030667384,4.35966742,4.890937717,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.848981203,4.210685025,6.22971157,3.272302374,4.254993589,4.359657896,4.513115717,4.725347858,4.384588676,4.201733883,3.18003669,4.98698001,4.321807151,4.848463784
45113,Ederson,GK,5.7,MCI,57.38608514,60.66512724,20.73429077,,87.80904762,87.80904762,87.80904762,3.512361905,87.80904762,87.80904762,87.80904762,36.8798,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.215590077,4.716571381,4.804231377,4.790204514,3.687137567,4.89024622,4.792952867,4.366664179,4.258171613,4.780833819,5.033512362,4.97364245,4.183614298,4.526692525,,0.991315789,0.991315789,0.991315789,0.039652632,0.991315789,0.991315789,0.991315789,0.416352632,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.170296794,4.675611683,4.76251042,0.189944215,3.655117688,4.847778293,4.751329856,1.818072122,4.221192755,4.739316052,4.989800281,4.930450292,4.147282911,4.487381774
