ID,Name,Pos,Price,Team,xPts GW1-38,xPts +2 per sub,xPts +2 per sub with 0.87 decay,GW xMins,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
45113,Ederson,GK,6,MCI,176.1709289,177.7288236,36.24274575,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.5327741,5.424241814,4.660445986,5.098276989,5.453168352,4.619585056,4.191153137,5.035083432,4.422860055,5.240276678,3.238095533,4.132619409,4.895129994,4.576411592,5.212437594,5.101414156,4.993615108,5.2337598,3.843708353,4.105891442,5.255211979,3.844111542,4.889646625,5.271067059,5.242732456,4.929658819,4.849781431,4.809607649,3.636522394,5.034155556,4.840170069,4.617934078,4.454876976,4.99274668,5.198202485,5.014920058,4.204330331,4.862926229,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.437347277,5.31004725,4.562331333,4.990944842,5.338364808,4.522330634,4.102918334,4.929081676,4.329747212,5.129955063,3.1699251,4.045616895,4.792074626,4.480066085,5.102702066,4.994015963,4.888486369,5.123575383,3.762788178,4.019451622,5.144575938,3.763182878,4.786706696,5.160097226,5.132359141,4.825876528,4.74768077,4.708352751,3.559964027,4.928173333,4.738271752,4.520714413,4.361090092,4.887636224,5.088766643,4.909342794,4.115818114,4.760548835
140080,Ramsdale,GK,5,ARS,168.2993195,169.8572142,35.1730475,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.768323418,4.70866628,5.454835043,5.172709296,4.688503758,3.868856601,5.210869341,4.863580671,3.730381895,2.949316942,5.189840456,2.710337174,5.193443207,5.532652238,3.376534928,5.054981548,4.600388611,4.434404352,4.726551344,3.457951044,4.103783965,5.076113275,5.021206406,4.488806454,4.537614513,5.526823259,5.040661815,4.955479773,5.272754057,2.62974462,4.399517027,5.290792709,2.378534168,3.680770342,4.519684563,4.654321804,5.447913121,5.201009685,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.667937662,4.609536464,5.33999641,5.063810153,4.589798415,3.787406988,5.101166829,4.761189499,3.65184754,2.887226059,5.080580657,2.653277444,5.084107561,5.416175349,3.305449982,4.948560884,4.503538325,4.341048471,4.627045,3.385152075,4.017388513,4.969247733,4.915496797,4.394305265,4.442085786,5.410469085,4.934542618,4.851153883,5.161748709,2.574381576,4.306895616,5.1794076,2.328459764,3.60328044,4.424533309,4.556336082,5.333220213,5.091514744
90826,Alisson,GK,6,LIV,178.208472,179.5768931,36.12610311,,69.92857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,5.097921076,5.148311867,4.112741473,5.581921448,4.958956922,5.166047684,5.345460089,3.732547131,4.907335678,4.113783109,3.204111305,4.842133859,5.473680181,5.350320085,3.775848534,5.3797868,4.687357248,4.906572647,4.98767945,4.658079373,4.081554641,5.168435305,5.338080414,4.720469995,4.934064572,4.404112882,5.462258577,5.315519403,2.800845916,4.41454076,5.207701451,5.598638507,4.598511511,4.105874523,5.183683419,4.683707807,4.924419835,5.231153706,,0.789473684,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.024674534,5.080570921,4.058626453,5.508475113,4.893707489,5.098073372,5.275125088,3.683434669,4.842765472,4.059654383,3.161951945,4.778421571,5.401658074,5.279921136,3.726166316,5.309000131,4.625681494,4.842012481,4.922052089,4.596788855,4.027849975,5.100429577,5.267842513,4.658358548,4.869142669,4.346164029,5.390386754,5.245578358,2.76399268,4.356454697,5.139179063,5.524972211,4.538004781,4.051849858,5.115477058,4.622080072,4.859624837,5.162322736
185291,E Mendy,GK,5.5,CHE,162.4607104,164.0186052,33.42818881,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.765545707,3.742520952,4.757137553,4.535364175,4.7978123,4.482810875,4.727290413,3.073251382,4.558603048,5.011178231,4.285783426,4.584248203,4.037092262,4.276096223,4.057066396,4.334933255,5.218243295,5.064559673,2.86428822,4.822608426,2.667633766,4.957487571,4.189710373,5.009303459,3.37920846,4.96499252,4.259104436,4.994589532,4.572674056,4.779008437,4.57179074,3.704311661,4.83495915,3.716599543,5.033885102,5.251633272,2.449339337,4.621823737,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.665218429,3.663731038,4.656987289,4.439882824,4.696805725,4.388435909,4.62776851,3.008551353,4.462632457,4.905679742,4.195556407,4.487737715,3.952100846,4.186073144,3.971654472,4.243671503,5.108385542,4.957937365,2.803987415,4.721079828,2.611473055,4.853119411,4.101505944,4.903844438,3.308067229,4.860466361,4.169439079,4.889440278,4.476407234,4.678397733,4.475542514,3.626326153,4.733170536,3.638355342,4.927908574,5.141072572,2.397774298,4.524522184
131313,E Martinez,GK,4.5,AVL,156.3512867,156.9939183,32.8236448,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.093006581,4.893105084,4.431147935,4.261906745,3.48136999,2.380099545,4.173085229,4.956010801,4.814653554,5.097631138,3.347907981,4.679548719,4.696516472,4.174029026,3.75917613,4.089141161,2.612212521,3.106473837,4.888270287,4.928057848,4.827522696,4.365683478,2.054597118,3.746265073,4.727857424,4.645448934,4.040446321,5.19980646,3.037238435,5.217464442,4.404554638,4.511398821,4.841587939,3.51294006,4.71154868,3.384441223,2.29718434,4.331632144,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.04877784,4.850612329,4.392666914,4.22489545,3.45113704,2.35943026,4.136845279,4.91297176,4.772842089,5.053362236,3.318834043,4.638910533,4.655730934,4.137780879,3.726530653,4.053630198,2.589527518,3.079496564,4.845819518,4.885261556,4.785599473,4.327770964,2.036754564,3.713731718,4.686799715,4.605106877,4.005358234,5.154650246,3.010862417,5.172154882,4.366304558,4.472220884,4.79954257,3.482432949,4.670632599,3.355050023,2.277235108,4.294015339
23259,Lloris,GK,5.5,TOT,164.4653137,165.1079453,33.2428772,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.065132986,3.273324203,5.030861381,5.166255099,4.198384676,4.982436608,2.313964655,4.534953479,3.677812878,4.265017183,5.025362505,3.688441402,4.595317571,5.149540387,2.914351879,5.029348272,4.632807277,4.547357907,4.578199637,3.983873229,4.78926953,2.690201853,4.300724904,4.456171579,3.622809093,4.829732694,5.314476667,4.898921506,4.831640926,4.534091623,5.289964519,4.337149633,3.981282127,2.547548939,4.815412986,4.292879782,4.848524688,4.872530749,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.021146305,3.244897967,4.987172322,5.121390252,4.161925019,4.939168079,2.293869699,4.495570988,3.645873976,4.227978876,4.981721199,3.6564102,4.555410865,5.104820694,2.889043033,4.985672353,4.592575003,4.507867694,4.538441587,3.949276435,4.747678505,2.666839574,4.263376504,4.417473247,3.591347856,4.787790278,5.268324633,4.85637824,4.789681939,4.494716617,5.244025354,4.299484912,3.946707834,2.525425488,4.773594926,4.25559951,4.806419079,4.830216667
192988,R Sanchez,GK,5,BHA,155.206339,155.8489706,31.49537954,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.477569068,4.398258521,3.991622412,4.855148531,4.596687532,4.338079725,4.972729257,4.629144903,2.331500308,3.419861787,4.439019122,5.151150532,2.100398699,3.400191785,4.639795911,4.347253353,4.714830157,3.767073309,4.643872156,2.68515491,4.099855712,5.126560868,4.382238266,4.80058462,4.133251835,4.253466434,4.688799367,3.767072133,4.663869128,3.100979474,3.05520421,2.46293806,4.989012528,4.852562398,4.848662851,3.463032874,4.891540955,4.08701735,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.447369126,4.360063118,3.956958323,4.812985399,4.556768929,4.300406927,4.929545029,4.588944434,2.311253068,3.390162987,4.400469746,5.106416856,2.082158395,3.370663803,4.599502947,4.309500889,4.673885579,3.734359251,4.603543793,2.661836459,4.064251702,5.082040734,4.344181986,4.758895333,4.097357805,4.216528436,4.648080846,3.734358085,4.623367106,3.074049915,3.028672173,2.441549388,4.945686893,4.810421724,4.806556042,3.432959168,4.849061784,4.05152483
23173,de Gea,GK,5,MUN,160.2781963,160.9208279,31.60069427,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.41548957,4.574538603,2.714517098,4.877356242,4.236985314,3.838112876,4.501279295,4.983353153,2.141856809,4.786793496,4.4856117,3.480555732,3.12455329,4.343281488,4.205296614,4.739306712,5.272068539,4.774304403,5.251822548,2.482735264,3.560713199,4.721241681,4.8606535,4.440467513,4.766900999,2.383478691,5.013775742,4.165574672,4.247586224,4.958199052,5.14711056,3.447599156,3.18772293,4.436250034,4.111840421,4.956319163,5.138766715,4.908260271,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.377144529,4.534812347,2.69094366,4.835000253,4.200190442,3.804781896,4.462189238,4.940076665,2.123256473,4.745223974,4.446657703,3.450329854,3.097419011,4.305563517,4.168776933,4.698149575,5.226284786,4.732843338,5.206214615,2.461174668,3.529791216,4.680241424,4.818442562,4.401905559,4.725504228,2.36278006,4.970235058,4.129399944,4.210699291,4.915141008,5.102411968,3.417659479,3.160040073,4.397724705,4.076132334,4.913277444,5.094140583,4.865635905
192208,Raya,GK,4.5,BRE,147.1703843,148.7282791,31.43267281,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,3.991450966,3.575295579,4.499465309,4.728147071,4.26219598,4.749377686,4.646768374,3.562869084,4.915106775,3.999181017,4.160303921,3.16744619,3.953710777,4.725462263,4.924803963,1.888436764,3.198005938,3.859760747,2.428982245,5.032504774,4.629536653,4.782808139,3.302629162,4.483082975,3.334437408,4.668965666,4.554791924,4.185071875,3.914610587,4.233289682,4.540099383,4.178377861,2.864209598,5.055884703,2.127396022,4.082113979,2.928669181,2.200088611,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.90742042,3.500026198,4.404739724,4.628607133,4.172465539,4.649390787,4.548941672,3.487861313,4.811630843,3.914987733,4.072718575,3.100763112,3.87047476,4.625978847,4.82112388,1.8486802,3.130679497,3.778502626,2.377845777,4.926557305,4.532072723,4.682117441,3.233100127,4.38870228,3.264238726,4.570671652,4.458901567,4.096965099,3.832197732,4.144167794,4.444518343,4.090412012,2.803910449,4.949445025,2.082608738,3.996174738,2.867012988,2.153770956
