ID,Name,Pos,Price,Team,xPts GW10-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
90826,Alisson,GK,5.9,LIV,146.3811177,147.0660895,29.69481841,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.198412112,3.37146133,4.913749074,5.529173149,5.368610712,3.890997084,5.293677627,4.865422655,4.961682202,4.859232097,4.653111914,9.437894427,8.968969302,5.356124927,4.76194378,4.983476334,4.473560861,5.56352613,5.353495991,3.023787765,4.45816392,5.241501476,5.640681247,4.699129151,4.181763388,5.058307457,4.768290177,5.071530243,5.14331437,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.143169848,3.327099996,4.849094481,5.456420871,5.297971097,3.839799754,5.224023974,4.801403936,4.89639691,4.795294833,4.591886757,9.436098232,8.967262351,5.285649599,4.699286625,4.917904277,4.414698218,5.490321839,5.283055254,2.984001084,4.399503869,5.172534351,5.566461757,4.637298504,4.126740186,4.99175078,4.705549517,5.004799582,5.075639181
23259,Lloris,GK,5.5,TOT,131.5508864,132.0199996,28.0060879,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.283368755,5.058769885,3.844837337,4.636079844,5.270578486,3.192328181,5.059886596,4.519231453,4.732871605,4.644607831,4.064335418,7.386916784,2.915428472,4.420174776,4.55918997,3.853260584,4.781003594,5.370170544,4.822644213,4.880663514,4.539212351,5.414263937,4.397253562,4.102646533,2.863803206,4.863712402,4.504587219,4.735294232,4.922094974,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.246171079,5.014838462,3.81144796,4.59581915,5.224807673,3.164605331,5.015945475,4.479985496,4.691770352,4.604273079,4.029039874,7.386304254,2.890110277,4.381789048,4.519597005,3.819798058,4.739484352,5.323534853,4.780763355,4.838278805,4.499792875,5.367245329,4.359066887,4.067018287,2.838933336,4.821474899,4.465468436,4.69417194,4.879350465
131313,E Martinez,GK,4.6,AVL,125.260325,125.7294382,27.25717911,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.188642544,3.595018939,4.797222714,4.587081212,4.243586385,3.911130589,4.115504425,2.908987283,3.277985977,4.840284637,4.962399023,8.995490471,4.477420041,2.312526449,3.842193508,4.788387155,4.69954151,4.186706774,5.315206867,3.320073186,5.283181102,4.453557267,4.40743629,4.919994963,3.695755715,4.659772956,3.533150778,2.616589053,4.344762874,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.143583279,3.563799038,4.755562622,4.547246033,4.206734188,3.877165507,4.079764518,2.883725025,3.249519257,4.798250586,4.919304505,8.994744557,4.438537183,2.292443983,3.808827091,4.746803793,4.658729702,4.150348531,5.269048492,3.291240972,5.237300845,4.414881638,4.369161186,4.877268691,3.663660994,4.619306506,3.502468152,2.593866043,4.307032038
24087,Pope,GK,4.7,NEW,132.0792119,132.5483252,28.16621339,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.772955599,3.891527227,5.116278664,3.469031624,4.743286794,4.96828289,3.768910524,4.525776227,5.166200616,3.801673951,5.115116321,9.004255069,4.568318888,5.404903962,3.083329245,4.520177251,2.487018192,5.018115744,5.39838783,4.096003018,4.608753716,4.560466055,3.715616462,4.989633851,5.070772485,4.023433268,5.096974082,4.670611553,3.502325926,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.731506247,3.857732386,5.071847823,3.438905824,4.702095093,4.925137275,3.736180511,4.486473434,5.121336242,3.768659414,5.070695574,9.003508428,4.528646645,5.357966638,3.056552965,4.48092308,2.465420403,4.97453737,5.351507094,4.060432466,4.568730328,4.520862008,3.683349266,4.94630282,5.02673683,3.988492927,5.052710886,4.630050979,3.47191099
231959,Sa,GK,5.1,WOL,123.2885697,123.757683,26.32729016,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.243411011,5.22734275,4.438266926,4.414621277,4.342552369,4.277454167,3.771450549,4.725572256,3.843764246,4.294340421,4.315543653,4.729505326,2.831970863,4.694907599,5.258514717,4.735197252,3.460859483,4.174338348,4.904508842,5.130124748,3.520640686,4.524504843,4.253992246,4.635849497,4.044975854,4.495603818,3.627267154,4.872604,3.537891851,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.215244547,5.181947405,4.399724081,4.376283776,4.30484073,4.240307855,3.738698479,4.684534391,3.810384188,4.257047465,4.278066564,4.729113151,2.807377432,4.654136033,5.212848668,4.694075802,3.430804651,4.138087515,4.861917055,5.085573665,3.490066701,4.48521309,4.217049682,4.595590804,4.009848432,4.456563048,3.595767202,4.830289281,3.507168053
88473,Guaita,GK,4.5,CRY,115.0505407,119.1831168,26.06968532,,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,162.8333333,162.8333333,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,,4.582812529,3.92878222,4.530626583,4.398681733,4.516720286,3.835989075,4.754310421,4.568086421,4.792315481,3.285814081,3.060468001,7.230027873,6.638758937,4.074039574,4.033871193,2.708682113,4.015575277,2.435059023,3.305378944,4.148837117,4.424949344,4.331985769,4.599252775,4.300087579,4.083892233,2.983500136,4.962890872,4.382428054,4.912255102,,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.993171773,0.993171773,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,,4.22101154,3.618615202,4.172945537,4.051417386,4.160137105,3.533147832,4.378970125,4.207448019,4.413974785,3.026407706,2.818852106,7.180659604,6.593427987,3.752404871,3.715407678,2.494838788,3.698556176,2.242817521,3.044427975,3.821297345,4.075611238,3.989986893,4.236153872,3.960606981,3.761479688,2.747960652,4.571083698,4.036446892,4.524445488
192208,Raya,GK,4.5,BRE,119.7272574,120.1963706,25.62382317,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.108160136,4.203702896,3.43044406,4.230849395,4.716372723,5.088818997,2.141723678,3.375782113,4.055195252,2.735873845,5.210225199,9.343491815,4.762394645,3.46488782,4.570471741,3.563474387,4.803541372,4.674437367,4.352061574,3.976193574,4.315736231,4.535804553,4.426822867,3.16073649,5.180654321,2.450981509,4.244950491,3.129004306,2.442239039,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.072484009,4.167197055,3.400653362,4.194107808,4.675414749,5.044626621,2.123124499,3.34646611,4.019979083,2.712114941,5.164978506,9.342717044,4.721037007,3.434798005,4.530780803,3.532528425,4.761826407,4.633843568,4.314267355,3.941663472,4.278257469,4.496414672,4.388379406,3.133287989,5.135664428,2.42969667,4.208086448,3.101831374,2.421030121
23173,de Gea,GK,5.1,MUN,124.9402878,128.7918113,26.73247603,,81.83333333,87.80904762,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,163.6666667,163.6666667,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,87.80904762,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,81.83333333,,4.748175094,4.438200234,3.526797651,3.308556535,4.363813197,4.332322602,4.752344478,5.247824314,4.626239312,5.283439357,2.626256258,7.479742683,8.910420683,4.822708592,4.452547992,4.563952206,2.608978404,4.84353634,4.091687505,4.21634561,4.905679809,5.138769582,3.594502164,3.258760465,4.542847701,4.155689365,4.8185883,5.157161934,4.889986154,,0.921052632,0.991315789,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.993171773,0.993171773,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.991315789,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,,4.373319166,4.399657969,3.248366258,3.047354704,4.019301629,3.990297133,4.377159388,4.833522394,4.261009892,4.866325723,2.418920238,7.428669306,8.849578312,4.44196844,4.101031045,4.203640189,2.403006425,4.461151892,3.768659544,4.179729977,4.518389298,4.733077247,3.310725677,3.001489902,4.18420183,3.827608626,4.438173434,4.75001757,4.503934616
45113,Ederson,GK,6,MCI,139.5392541,141.9737963,27.97011582,,87.80904762,87.80904762,0,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.162695778,3.298890454,0.001372,4.831763275,4.614032281,5.229101646,4.961543568,5.03328068,5.241079551,3.939598935,4.114093754,9.281552097,7.859711744,4.99420858,5.323063005,5.376456043,4.911713571,4.862117383,4.840531445,3.670687529,4.954615861,4.861725969,4.558111328,4.426216904,5.027143062,5.223272128,5.033707385,4.269085878,4.712929532,,0.991315789,0.991315789,0,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.117861841,3.270242195,0,4.789803226,4.573963054,5.183691026,4.918456479,4.989570611,5.195564913,3.905386628,4.078366098,9.280782462,7.859060009,4.950837821,5.276836405,5.329765767,4.869059216,4.819893732,4.798495251,3.638810506,4.911588933,4.819505717,4.51852773,4.387778705,4.983486293,5.177912133,4.98999361,4.232012238,4.67200146
