ID,Name,Pos,Price,Team,xPts GW25-38,xPts +2 per sub,xPts +2 per sub with 0.81 decay,GW xMins,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,25,26,27,28,29,30,31,32,33,34,35,36,37,38
281,Alisson,GK,5.4,LIV,64.01243554,65.90793365,26.52268474,,174.8571429,87.42857143,87.42857143,34.97142857,174.8571429,87.42857143,87.42857143,69.94285714,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,9.194159054,3.995285493,4.926925873,4.676383166,6.275076362,3.932514917,4.488645086,4.952537733,4.235030533,3.895107108,4.456758505,4.202310532,4.655579994,4.572684617,,0.999809683,0.986842105,0.986842105,0.394736842,0.999809683,0.986842105,0.986842105,0.789473684,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,9.192409245,3.942715947,4.862097901,1.845940723,6.273882106,3.8807713,4.429583966,3.90989821,4.179306447,3.843855699,4.398116946,4.147016972,4.594322362,4.512517714,,1.20E-03,5.95E-04,7.19E-04,7.49E-04,7.12E-04,5.15E-04,6.17E-04,8.23E-04,5.37E-04,5.84E-04,7.37E-04,6.30E-04,6.82E-04,6.82E-04
15,Ramsdale,GK,4.9,ARS,57.11488818,57.91580665,24.10374483,,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,62.34442381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,8.235507963,4.738068898,4.038603214,4.40140811,4.292741378,2.621976598,3.798525864,4.364002313,2.273031265,3.589544848,3.69875308,3.980551968,4.361726636,4.414892978,,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.703834211,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,8.234825067,4.69692251,4.003531134,4.363185355,4.255462308,2.599206801,3.765538665,3.071534123,2.253291783,3.558372485,3.666632329,3.945984017,4.323848484,4.376553118,,7.70E-04,5.06E-04,3.44E-04,3.60E-04,4.34E-04,2.08E-04,3.05E-04,4.80E-04,1.80E-04,2.77E-04,2.45E-04,3.13E-04,3.78E-04,3.88E-04
182,Pickford,GK,4.4,EVE,50.69870736,50.92466268,20.23333655,,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,6.519082089,4.025755936,3.686325946,2.788980666,2.993964505,2.826728635,3.903090069,3.733201084,3.598376689,3.416890026,3.228000223,2.153890892,3.805461577,4.406530512,,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,6.51854152,3.990795424,3.654313116,2.764760571,2.967964287,2.802180728,3.869194813,3.70078118,3.567127628,3.387217033,3.19996759,2.13518605,3.772414147,4.368263273,,2.57E-04,1.55E-04,1.72E-04,9.21E-05,1.36E-04,1.12E-04,1.75E-04,1.20E-04,1.25E-04,1.47E-04,1.04E-04,9.17E-05,1.29E-04,2.08E-04
31,E Martinez,GK,4.9,AVL,52.63302109,52.85897641,20.08321856,,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.919862974,4.06826821,3.418918496,4.428094644,6.25533865,4.272770029,3.670030568,3.423493367,3.940924619,2.862343159,3.831818202,3.080546573,2.232287869,3.635128771,,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.885822059,4.032938512,3.389227888,4.389640138,6.254819951,4.235664394,3.63815925,3.39376303,3.9067008,2.837485969,3.798541886,3.053794458,2.212902211,3.603560548,,3.00E-05,3.25E-05,2.75E-05,4.56E-05,5.25E-05,4.22E-05,2.73E-05,3.05E-05,3.84E-05,2.46E-05,2.83E-05,2.99E-05,1.87E-05,2.82E-05
133,Kepa,GK,4.7,CHE,53.80422701,56.03135753,20.32059203,,84.07142857,84.07142857,84.07142857,84.07142857,168.1428571,84.07142857,84.07142857,46.23928571,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,84.07142857,,3.204852103,4.401505014,3.90230005,4.594141067,7.0147971,4.256798624,4.05321354,3.336864951,4.158387144,3.27105915,4.636202158,4.679163634,2.334380174,4.084066178,,0.947368421,0.947368421,0.947368421,0.947368421,0.996961057,0.947368421,0.947368421,0.521052632,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,0.947368421,,3.036175676,4.169846856,3.696915837,4.352344169,6.993479532,4.032756591,3.839886512,1.738682264,3.939524663,3.098898142,4.392191518,4.432891863,2.21151806,3.869115327,,2.60E-03,4.20E-03,3.47E-03,3.99E-03,6.24E-03,3.04E-03,3.03E-03,2.65E-03,4.06E-03,2.29E-03,3.96E-03,4.53E-03,1.75E-03,2.93E-03
478,Sa,GK,5,WOL,49.66256444,51.1970566,19.61407538,,175.6180952,87.80904762,87.80904762,52.68542857,87.80904762,87.80904762,87.80904762,64.97869524,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,5.947080741,3.151106251,3.366952671,4.037265136,4.043605506,3.364362239,3.78215046,3.464404441,4.139029224,3.316306445,3.978224893,2.916226288,4.254918969,2.800040015,,0.999917079,0.991315789,0.991315789,0.594789474,0.991315789,0.991315789,0.991315789,0.733573684,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,5.946587604,3.123741381,3.337713345,2.401322805,4.008489985,3.335145409,3.749305469,2.54139593,4.103085023,3.287506941,3.94367715,2.890901165,4.217968357,2.775723878,,5.32E-05,3.20E-05,2.36E-05,4.18E-05,3.64E-05,2.67E-05,4.04E-05,3.45E-05,3.47E-05,2.44E-05,3.73E-05,2.63E-05,3.97E-05,2.28E-05
152,Guaita,GK,4.4,CRY,54.15200514,54.37796046,18.92050244,,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.790159235,3.74734818,5.826949846,2.930429629,3.819020041,3.837286939,3.933528263,4.31320982,3.947844414,3.872112404,2.859775128,4.521097981,3.799458627,4.377613382,,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.765928905,3.71480542,5.82646667,2.904981161,3.785854867,3.803963132,3.899368676,4.275752998,3.913560502,3.838486165,2.834940239,4.481835814,3.766463329,4.339597266,,8.16E-05,9.96E-05,1.51E-04,7.52E-05,1.41E-04,1.12E-04,1.23E-04,1.31E-04,9.97E-05,1.20E-04,8.53E-05,1.61E-04,1.09E-04,1.49E-04
81,Raya,GK,4.7,BRE,52.99065676,56.74832002,21.39344081,,0,87.80904762,175.6180952,18.4399,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,0.001097,4.329448138,8.682536842,4.095848158,6.848297467,3.977903225,4.290029037,4.28088293,3.207738564,4.673559017,2.520923019,4.095978972,3.077663514,2.475025819,,0,0.991315789,0.999917079,0.208176316,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,0,4.291850299,8.681816878,0.85265858,6.8477296,3.943358276,4.252773522,4.243706841,3.179881887,4.632972847,2.499030793,4.060408629,3.050936436,2.453532174,,0.00E+00,4.13E-05,6.99E-05,4.29E-05,5.10E-05,2.94E-05,3.04E-05,3.76E-05,2.17E-05,4.53E-05,2.01E-05,3.66E-05,2.60E-05,2.16E-05
238,Meslier,GK,4.5,LEE,49.19879816,50.91172716,18.88938985,,87.80904762,87.80904762,87.80904762,52.68542857,175.6180952,87.80904762,87.80904762,57.07588095,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.15582164,2.911960669,3.637732274,3.952408257,7.0903778,4.118568103,2.608817077,3.784146372,3.776933314,4.328320766,1.822096297,3.690566615,3.514779582,3.08115885,,0.991315789,0.991315789,0.991315789,0.594789474,0.999917079,0.991315789,0.991315789,0.644355263,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.11973161,2.88667259,3.606141441,2.350850827,7.089789859,4.08280159,2.58616156,2.438334631,3.74413363,4.290732717,1.80627283,3.658516957,3.484256496,3.054401418,,4.42E-05,2.06E-05,2.88E-05,2.89E-05,6.48E-05,3.32E-05,2.36E-05,3.17E-05,4.08E-05,3.76E-05,1.66E-05,2.79E-05,2.81E-05,3.06E-05
