ID,Name,Pos,Price,Team,xPts GW26-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,26,27,28,29,30,31,32,33,34,35,36,37,38
81,Raya,GK,4.7,BRE,56.81410937,57.00549368,28.14295041,,87.80904762,175.6180952,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.398658235,8.713037557,4.124373138,6.899008721,4.003747193,4.342109541,4.312781608,3.283498168,4.75414228,2.572262791,4.153451317,3.112392409,2.506894202,,0.991315789,0.999917079,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.36045936,8.712315063,4.088556214,6.898436649,3.968977809,4.304401747,4.275328504,3.254983579,4.712856307,2.549924719,4.117381871,3.085363738,2.485123805,,3.99E-05,6.88E-05,4.20E-05,5.07E-05,2.91E-05,3.02E-05,3.77E-05,2.17E-05,4.58E-05,2.02E-05,3.65E-05,2.58E-05,2.14E-05
113,R Sanchez,GK,4.6,BHA,58.22460366,62.34056742,27.50325196,,87.80904762,175.6180952,0,175.6180952,87.80904762,122.9326667,0,87.80904762,175.6180952,87.80904762,87.80904762,175.6180952,87.80904762,,4.051269321,8.213629997,0.001132,8.298617314,2.99962923,4.660638333,0.001132,4.246020519,7.787317071,4.409338692,3.032615416,6.892225249,3.857967626,,0.991315789,0.999917079,0,0.999917079,0.991315789,0.994455066,0,0.991315789,0.999917079,0.991315789,0.991315789,0.999917079,0.991315789,,4.016087246,8.212948915,0,8.297929185,2.973579818,4.6347954,0,4.209147183,7.786671339,4.371047067,3.006279545,6.891653739,3.824464223,,3.76E-05,6.96E-05,0.00E+00,8.13E-05,2.65E-05,4.66E-05,0.00E+00,3.82E-05,7.21E-05,4.01E-05,2.31E-05,6.96E-05,3.14E-05
133,Kepa,GK,4.7,CHE,51.23460336,54.31991113,23.94109595,,84.07142857,84.07142857,84.07142857,168.1428571,84.07142857,84.07142857,0,84.07142857,84.07142857,84.07142857,84.07142857,152.1692857,84.07142857,,4.381217597,3.86773682,4.544178652,6.982295607,4.237167629,4.032280308,0.001167,4.207505509,3.211971228,4.540727311,4.673046255,4.780832681,4.058014422,,0.947368421,0.947368421,0.947368421,0.996961057,0.947368421,0.947368421,0,0.947368421,0.947368421,0.947368421,0.947368421,0.986700845,0.947368421,,4.150627197,3.664171724,4.305011354,6.96107681,4.014158806,3.820055028,0,3.986057851,3.042920111,4.301741663,4.427096452,4.717251647,3.844434716,,3.92E-03,3.28E-03,3.77E-03,6.07E-03,2.92E-03,2.92E-03,0.00E+00,3.84E-03,2.17E-03,3.81E-03,4.44E-03,4.23E-03,2.82E-03
281,Alisson,GK,5.4,LIV,58.33132117,60.59524034,24.82938542,,87.42857143,87.42857143,0,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,,3.981336477,4.841527632,0.001342,6.24755815,3.888795116,4.467270606,4.953209211,4.215799469,8.439767839,4.518211867,4.183916679,4.630635273,4.548045316,,0.986842105,0.986842105,0,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,,3.928950471,4.777823321,0,6.246369131,3.837626759,4.408490729,4.888035406,4.160328423,8.438161604,4.45876171,4.128865144,4.569705862,4.488202614,,5.75E-04,6.94E-04,0.00E+00,6.88E-04,4.89E-04,5.78E-04,8.08E-04,5.21E-04,1.27E-03,6.99E-04,5.98E-04,6.66E-04,6.58E-04
152,Guaita,GK,4.4,CRY,51.49699648,51.70558338,22.6164471,,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.753745241,5.832946364,2.9106592,3.834892717,3.856395389,3.946402875,4.30555761,3.978195013,3.888190192,2.862717445,4.481895308,3.832693868,4.413223342,,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.721146927,5.832462691,2.885382422,3.801589701,3.822905639,3.912131482,4.268167241,3.94364753,3.85442433,2.837857004,4.442973585,3.799409948,4.374897981,,9.87E-05,1.48E-04,7.25E-05,1.36E-04,1.06E-04,1.21E-04,1.26E-04,9.77E-05,1.18E-04,8.33E-05,1.57E-04,1.04E-04,1.48E-04
376,Pope,GK,5.4,NEW,51.71734509,51.91965343,22.41444023,,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,122.9326667,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,2.089100681,4.29101449,4.180932118,6.919287527,3.661229808,5.290830597,3.278406522,4.053517201,4.199683174,3.30781904,3.860513088,3.86599307,3.0952855,,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.994455066,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,2.070958491,4.253750417,4.144624023,6.918713773,3.629434918,5.26149329,3.24993615,4.018315604,4.163212241,3.279093243,3.82698758,3.832419972,3.068405389,,5.62E-05,1.21E-04,1.20E-04,2.02E-04,1.04E-04,1.97E-04,1.03E-04,1.02E-04,1.50E-04,9.00E-05,1.06E-04,1.36E-04,7.05E-05
31,E Martinez,GK,4.9,AVL,48.46415511,48.67274201,22.41144534,,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.050553563,3.398418111,4.347757038,6.221234893,4.272891153,3.631856673,3.483710506,3.9376291,2.822848111,3.822259177,3.038955728,2.206396858,3.600224682,,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.015377703,3.368905533,4.310000201,6.220719023,4.235784467,3.600316865,3.45345723,3.9034339,2.798333904,3.789065873,3.012564797,2.187236043,3.568959573,,3.22E-05,2.73E-05,4.50E-05,5.14E-05,4.24E-05,2.69E-05,2.96E-05,3.69E-05,2.43E-05,2.79E-05,2.94E-05,1.86E-05,2.79E-05
15,Ramsdale,GK,4.9,ARS,50.4025685,50.62835797,22.39859505,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.680209912,4.083640705,4.428428334,4.328115352,2.648207866,3.82140022,4.383643182,2.277190219,3.628348916,3.709744317,3.994380901,4.411297483,4.449502043,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.639565984,4.048177509,4.38997093,4.290529087,2.625210271,3.788214376,4.345574701,2.257414619,3.59683957,3.677528117,3.959692856,4.372988847,4.41086163,,4.89E-04,3.24E-04,3.50E-04,4.07E-04,2.03E-04,2.97E-04,4.64E-04,1.74E-04,2.70E-04,2.37E-04,3.03E-04,3.72E-04,3.75E-04
254,D Ward,GK,4,LEI,49.12064759,49.75374807,22.21975659,,86.30952381,86.30952381,86.30952381,172.6190476,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,86.30952381,,3.81686129,3.432411386,3.497869556,7.520023172,4.394628297,1.894034754,4.21745983,3.71585099,4.218568139,3.667601786,2.755055813,3.325429542,3.795069812,,0.973684211,0.973684211,0.973684211,0.999239237,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,0.973684211,,3.716417571,3.34208477,3.405820357,7.514302221,4.278980184,1.844191734,4.106474045,3.618065438,4.107553188,3.57108595,2.682554344,3.237918238,3.695199554,,1.06E-03,7.62E-04,9.09E-04,1.87E-03,1.38E-03,4.91E-04,1.06E-03,9.29E-04,1.10E-03,9.15E-04,7.08E-04,6.68E-04,1.04E-03
