ID,Name,Pos,Price,Team,xPts GW19-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,
307,Ederson,GK,5.4,MCI,85.37669411,86.68655587,27.67963838,,87.80904762,149.275381,87.80904762,87.80904762,175.6180952,87.80904762,43.90452381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.505363243,6.142992428,4.652493513,3.3799999,7.832324106,4.561941053,4.66198557,4.285082191,4.301776502,4.28057924,3.411032208,4.271369509,4.235795035,3.956323361,3.866731709,4.189183454,4.508111259,4.368649641,3.95276838,3.987147606,,0.991315789,0.997125726,0.991315789,0.991315789,0.999917079,0.991315789,0.495657895,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.474921931,6.125335787,4.61209028,3.350647269,7.831674642,4.522324196,2.310749953,4.247869636,4.26441897,4.243405788,3.381410086,4.234276037,4.199010499,3.921965816,3.833152197,4.152803703,4.468961872,4.330711367,3.918441707,3.952522376,,0.000494712,0.001361233,0.00085932,0.000578745,0.001337994,0.00082062,8.54E-04,6.52E-04,6.50E-04,8.43E-04,5.53E-04,8.56E-04,9.87E-04,5.82E-04,6.66E-04,7.81E-04,1.14E-03,7.62E-04,6.12E-04,7.65E-04,8.61E-04
15,Ramsdale,GK,4.9,ARS,81.4065708,81.92246374,26.45717923,,87.80904762,87.80904762,153.6658333,87.80904762,175.6180952,87.80904762,79.02814286,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.968311682,3.046816925,6.844422075,4.19527563,6.637716346,3.829822544,3.71544194,4.718698739,3.969371464,4.341970803,4.299943905,2.533511371,3.686482155,4.327237985,2.256713122,3.535649783,3.662542964,3.969501565,4.4061056,4.444853361,,0.991315789,0.991315789,0.997583818,0.991315789,0.999917079,0.991315789,0.892184211,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.933850028,3.020357725,6.827884705,4.158842974,6.63716594,3.796563559,3.314858634,4.677720565,3.934900606,4.304264214,4.262602287,2.511509825,3.654467968,4.28965934,2.23711535,3.504945456,3.63073667,3.935029578,4.367842051,4.406253319,,0.000344421,0.000305559,0.000919144,0.000402291,7.60E-04,0.000341268,4.21E-04,5.58E-04,4.13E-04,4.25E-04,6.01E-04,2.36E-04,3.60E-04,5.59E-04,2.10E-04,3.23E-04,2.78E-04,3.80E-04,4.33E-04,4.54E-04,6.80E-04
281,Alisson,GK,5.5,LIV,91.08353743,91.57181889,27.05513209,,87.42857143,87.42857143,131.1428571,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,,4.178187705,4.068674248,5.758297962,4.593943844,4.815192019,4.092820384,4.47895854,4.016408882,4.917620352,4.646007439,2.747574047,3.934225596,4.535281175,4.994956924,4.135943069,3.849980411,4.4576563,4.149975739,4.534944576,9.234687368,,0.986842105,0.986842105,0.992891694,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,,4.123211551,4.015139061,5.717366218,4.533497215,4.75183423,4.038967485,4.420024875,3.963561396,4.852914821,4.584875762,2.711421756,3.88245947,4.475606422,4.929233806,4.081522765,3.799322774,4.399002927,4.095370795,4.475274253,9.232929846,,0.000697515,0.000530052,0.00100865,6.33E-04,8.59E-04,4.81E-04,5.93E-04,7.28E-04,7.78E-04,8.81E-04,3.63E-04,6.07E-04,8.39E-04,9.25E-04,6.21E-04,6.53E-04,8.63E-04,7.27E-04,7.29E-04,1.56E-03,4.04E-03
133,Kepa,GK,4.6,CHE,75.67950108,79.60047674,26.32167059,,165.2333333,79.5952381,119.3928571,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,,6.396296662,4.450561944,3.952098243,4.401375509,3.899974503,4.534754044,3.207484643,4.538507075,3.963167068,4.585895427,4.267670673,4.386488177,4.087439216,3.446615898,4.22638863,3.345782366,4.718348572,4.792915007,2.362556964,4.102380628,,0.996060323,0.894736842,0.93818869,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,,6.37109732,3.98208174,3.707813874,3.938072824,3.489450871,4.057411513,2.869854681,4.060769488,3.545991587,4.103169593,3.818442181,3.92475258,3.657182457,3.083814224,3.781505616,2.993594749,4.221680301,4.288397638,2.113866758,3.670551088,,0.007834767,0.004946652,0.006152776,5.94E-03,4.19E-03,6.51E-03,3.56E-03,7.00E-03,4.90E-03,5.80E-03,4.92E-03,4.27E-03,4.42E-03,3.97E-03,5.82E-03,3.31E-03,5.25E-03,6.24E-03,2.45E-03,4.01E-03,3.24E-04
113,R Sanchez,GK,4.6,BHA,80.79804653,81.71319431,24.77658555,,87.80904762,87.80904762,140.4944762,87.80904762,87.80904762,87.80904762,61.46633333,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,4.10657775,2.925722685,6.200887861,4.683485878,4.013667269,4.183978629,3.608873343,3.951243184,4.003241269,3.541023629,4.007231476,2.979832495,3.163272688,2.72914874,4.327262849,4.417349399,4.385199543,3.084563649,4.27555398,7.901176512,,0.991315789,0.991315789,0.996219558,0.991315789,0.991315789,0.991315789,0.693921053,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,4.070915364,2.900315093,6.177445763,4.6428135,3.978811738,4.147644077,2.504273189,3.916929756,3.968476279,3.510272635,3.972431834,2.953955002,3.135802162,2.705448237,4.289683987,4.378988207,4.347117547,3.057776649,4.238424169,7.900521338,,3.47E-05,2.52E-05,7.30E-05,4.81E-05,2.96E-05,4.40E-05,2.40E-05,3.84E-05,4.19E-05,3.64E-05,4.31E-05,2.64E-05,2.25E-05,2.25E-05,3.74E-05,3.91E-05,4.29E-05,2.45E-05,4.82E-05,6.84E-05,4.09E-05
425,Lloris,GK,5.5,TOT,77.11501184,77.45076039,23.80572114,,87.80904762,149.275381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.013360538,4.956836457,3.923357903,2.603975681,3.661922091,3.928216989,3.487307578,4.139513235,4.570340639,4.056396644,4.133240637,3.918237564,4.672350594,3.607384628,3.508653736,2.474288144,4.292187019,3.772509344,3.997377321,4.044053517,,0.991315789,0.997125726,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.97850767,4.942589153,3.889286637,2.581362208,3.630121189,3.894103526,3.457023065,4.10356483,4.530650838,4.021170042,4.097346705,3.884210764,4.631774917,3.576057341,3.478183848,2.452800905,4.254912763,3.739748079,3.962663255,4.008934105,,2.03E-05,3.32E-05,2.44E-05,1.54E-05,2.49E-05,2.63E-05,1.91E-05,2.17E-05,3.17E-05,2.67E-05,2.38E-05,2.25E-05,3.30E-05,1.65E-05,2.49E-05,1.40E-05,2.51E-05,2.02E-05,2.96E-05,2.87E-05,1.43E-05
2,Leno,GK,4.5,FUL,70.82741584,71.82417935,23.50727236,,173.5142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,78.08142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,6.457743263,3.341596868,2.999159847,2.807179006,4.397026081,3.32146771,4.206938366,3.541516045,3.083579255,2.131444165,4.305487347,3.660988052,3.961629351,4.062901456,3.533421051,2.188340543,3.703280146,3.917421889,4.056276077,2.958219861,,0.999512982,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.881052632,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,6.454598225,3.27124746,2.936019639,2.748080501,4.304457111,3.251542074,3.706534118,3.466957813,3.018661797,2.086571656,4.214845508,3.583914619,3.878226627,3.977366689,3.45903324,2.142270216,3.625316354,3.834949849,3.970880791,2.895941548,,5.16E-05,1.93E-05,2.62E-05,1.81E-05,3.71E-05,2.13E-05,3.14E-05,2.80E-05,2.44E-05,1.64E-05,3.12E-05,3.08E-05,2.79E-05,4.17E-05,2.36E-05,1.80E-05,3.61E-05,3.13E-05,2.94E-05,2.36E-05,1.88E-05
31,E Martinez,GK,4.9,AVL,77.6074939,77.93765974,23.46434107,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,4.391164803,4.244476501,4.048053261,3.896259655,2.080288427,3.341279621,4.110932064,4.257035954,3.580544745,4.671842451,3.039546378,4.563725968,3.867241687,3.693955524,4.141711911,3.141398421,4.115612758,3.241651712,2.374350419,7.42188849,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,4.353031003,4.207616574,4.012899114,3.862423716,2.062222764,3.312263245,4.075231864,4.220066958,3.54945054,4.631271188,3.013150318,4.524093611,3.833657746,3.661876436,4.105744413,3.114117856,4.07987191,3.213500526,2.35373106,7.42127306,,3.56E-05,4.72E-05,3.55E-05,4.09E-05,1.65E-05,2.76E-05,3.16E-05,3.34E-05,2.82E-05,4.38E-05,2.05E-05,4.21E-05,2.70E-05,3.17E-05,4.01E-05,2.68E-05,2.88E-05,2.97E-05,1.85E-05,6.29E-05,1.75E-04
327,de Gea,GK,4.9,MUN,76.66907791,78.13256713,23.42126204,,87.42857143,139.8857143,87.42857143,87.42857143,87.42857143,87.42857143,43.71428571,87.42857143,87.42857143,87.42857143,87.80904762,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,,4.530371585,4.803168508,2.914355346,4.136838099,3.91194833,3.768885056,3.842376487,2.274060377,4.139123546,3.417369222,3.441736222,4.229766722,4.228646167,3.29281595,2.781638947,3.904688306,3.468651828,4.256911526,4.325153302,7.790063635,,0.986842105,0.994235182,0.986842105,0.986842105,0.986842105,0.986842105,0.493421053,0.986842105,0.986842105,0.986842105,0.991315789,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,,4.470761432,4.775479117,2.876008565,4.082406019,3.860475326,3.719294464,1.895909451,2.24413853,4.084661394,3.372403838,3.411847461,4.174111897,4.173006086,3.249489424,2.745038434,3.853310829,3.423011672,4.200899532,4.26824339,7.78858105,,3.90E-05,6.02E-05,1.99E-05,2.97E-05,3.40E-05,3.64E-05,3.49E-05,1.65E-05,3.91E-05,2.15E-05,1.95E-05,3.48E-05,3.03E-05,2.26E-05,2.14E-05,2.95E-05,2.51E-05,3.17E-05,3.15E-05,5.97E-05,1.49E-04
