ID,Name,Pos,Price,Team,xPts GW6-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
376,Pope,GK,5,NEW,132.640408,133.2135659,26.20386218,,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.595896407,3.865896415,5.010938093,4.297616477,4.355613673,3.404645103,4.675568623,3.088202891,4.308968601,4.304099911,3.714393259,3.91421349,4.429748829,3.424880473,4.56191587,4.272675037,4.17159731,4.787583843,3.001666218,4.317230507,2.384448807,4.59070441,4.597374173,3.743261049,4.060759522,4.004655407,3.471723373,4.419135237,4.538921095,3.780416977,4.209963758,4.191101832,3.306559365,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.555984675,3.832324157,4.967422052,4.260295071,4.317788607,3.375078448,4.634965001,3.061384287,4.27154861,4.266722201,3.682136686,3.880221636,4.391279957,3.39513809,4.522299232,4.235570228,4.135370281,4.746007457,2.975599117,4.279738768,2.363741752,4.550837766,4.557449608,3.710753782,4.025495031,3.969878137,3.441574197,4.380758536,4.499504148,3.74758704,4.173403546,4.154705421,3.277844507,,0.000169272,0.000145781,0.000233115,0.000172389,0.000202341,0.000136168,0.000200555,0.000117973,0.000185633,0.000181215,0.000126736,0.000171337,0.000233685,0.000118636,0.000213268,0.000136825,0.000180351,0.000188431,0.00011606,0.000161244,8.36482E-05,0.000181122,0.000182572,0.000168458,0.000163556,0.000150051,0.000145949,0.000162113,0.000224188,0.000146768,0.000188892,0.000211967,0.000102443
281,Alisson,GK,5.5,LIV,137.538622,138.3980957,26.03169964,,87.80904762,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.517695234,4.708473932,3.567327934,4.484180622,3.681117032,3.175580593,4.364047572,4.676989723,4.578946339,3.379015298,4.656999707,4.199931795,4.376368176,4.209479597,4.172786089,3.957615495,4.446645148,4.774704101,4.157078661,4.420185224,3.967622467,4.851972044,4.699057249,2.739130796,4.031286245,4.351036148,4.879959823,4.06144835,3.760671709,4.494416338,4.098419612,4.489620129,4.422180868,,0.991315789,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.478462618,4.646520328,3.520389409,4.425178245,3.632681282,3.133796638,4.306625894,4.615450385,4.518697045,3.33455457,4.595723395,4.144669534,4.318784384,4.154091707,4.117881008,3.905541606,4.38813666,4.711879047,4.102380257,4.362024892,3.915416908,4.788130307,4.637227549,2.703089602,3.978243005,4.293785672,4.815749825,4.00800824,3.711189186,4.435279281,4.044493038,4.43054618,4.363994278,,0.000927474,0.001036232,0.000586094,0.000922506,0.000678735,0.000592051,0.001031819,0.001044523,0.001336951,0.000674945,0.001282616,0.000858466,0.001212702,0.000935731,0.000745678,0.000725078,0.000837605,0.001147412,0.000704118,0.000782801,0.000963777,0.001078048,0.001220144,0.000478566,0.000839687,0.001080682,0.001292218,0.000834038,0.000835,0.001157626,0.000980249,0.00106204,0.001036762
307,Ederson,GK,5.5,MCI,133.2155756,133.7887335,24.63709797,,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.056576783,3.667267388,4.284343825,3.841024472,4.477719286,2.836424095,3.574318856,4.351827918,3.94038928,4.526729694,4.333196169,4.167751131,4.60050054,3.485773224,3.490940736,4.560339435,3.284148961,4.353687058,4.473559957,4.641374312,4.335101465,4.259621536,4.2246572,3.266357576,4.226898289,4.230652467,4.034477699,3.924909121,4.264655446,4.413609492,4.348610281,3.866498493,4.038640075,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.021348616,3.635420066,4.247137682,3.807668206,4.438833829,2.811791991,3.543278718,4.314035728,3.90617011,4.48741862,4.295565781,4.131557503,4.560548825,3.455502036,3.460624672,4.520736487,3.25562872,4.315878723,4.434710621,4.601067641,4.297454531,4.222630086,4.187969388,3.237991839,4.190191015,4.19391259,3.999441445,3.890824384,4.22762028,4.375280778,4.310846034,3.832921006,4.003567674,,9.83E-04,9.56E-04,9.59E-04,1.10E-03,1.47E-03,6.15E-04,7.77E-04,1.06E-03,1.12E-03,1.40E-03,1.33E-03,1.24E-03,1.31E-03,6.71E-04,8.92E-04,1.19E-03,7.73E-04,1.22E-03,1.20E-03,1.23E-03,9.98E-04,8.97E-04,1.18E-03,7.60E-04,1.19E-03,1.39E-03,8.54E-04,9.62E-04,1.13E-03,1.53E-03,1.06E-03,8.30E-04,1.07E-03
81,Raya,GK,4.5,BRE,116.4173109,117.8067845,23.39242005,,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.113910243,3.995724603,3.366257105,4.47329273,3.593375932,3.913821668,3.259989759,3.666030428,4.231325172,4.307232275,1.94046107,3.040572029,3.494676427,2.533778905,4.683430322,3.910083158,4.207211683,3.047582622,4.202680748,3.046469831,4.198371945,4.096790211,3.839012393,3.597659355,3.894795112,3.957360088,3.942441533,2.895636946,4.495662694,2.153646854,3.781627412,2.703435564,2.336562128,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.027301606,3.911604085,3.295388534,4.379118146,3.517725912,3.831425422,3.191358396,3.58885084,4.142244642,4.216553701,1.899609258,2.976559986,3.421104292,2.480436191,4.584831789,3.827765618,4.118638805,2.983422988,4.114203259,2.982333624,4.109985168,4.010541996,3.75819108,3.521919158,3.812799426,3.874047244,3.859442764,2.834676168,4.401017164,2.10830692,3.702014203,2.646521131,2.287371347,,5.41E-05,4.19E-05,3.40E-05,4.36E-05,2.85E-05,3.73E-05,2.93E-05,3.47E-05,4.19E-05,4.23E-05,1.94E-05,3.38E-05,3.37E-05,2.69E-05,5.40E-05,4.37E-05,5.19E-05,2.75E-05,3.92E-05,3.15E-05,4.94E-05,3.75E-05,4.91E-05,3.02E-05,3.52E-05,3.39E-05,4.30E-05,2.37E-05,5.23E-05,2.17E-05,4.17E-05,2.73E-05,2.40E-05
147,E Mendy,GK,5,CHE,125.6521796,127.0416533,23.99040664,,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.041714107,4.105699895,2.983972188,4.099846664,4.419477951,3.875059801,3.879262813,3.645761651,3.846058605,3.707931895,3.835879236,4.759939327,4.353792268,2.832031162,4.40018238,2.563967621,4.385341879,3.724174418,4.350238567,3.04211514,4.26867871,3.767053314,4.476618667,4.18376981,4.127223549,4.178946159,3.291556166,4.185623565,3.350105256,4.529510136,4.583974758,2.397726195,4.161143136,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.956625389,4.019264108,2.92115172,4.013534103,4.32643631,3.793479594,3.797594122,3.569008774,3.765088951,3.629870171,3.755123884,4.659730078,4.262133484,2.772409453,4.307546962,2.509989355,4.293018892,3.645770746,4.258654597,2.978070611,4.17881179,3.687746928,4.382374064,4.095690446,4.040334633,4.090968345,3.222260246,4.097505174,3.279576724,4.434152028,4.487470026,2.347247749,4.073540123,,3.74E-05,3.58E-05,2.41E-05,2.84E-05,3.76E-05,3.11E-05,3.39E-05,3.50E-05,2.71E-05,3.05E-05,2.55E-05,4.84E-05,3.79E-05,2.15E-05,3.51E-05,1.95E-05,4.43E-05,3.03E-05,4.65E-05,2.45E-05,4.85E-05,3.56E-05,4.16E-05,3.85E-05,3.04E-05,3.35E-05,2.83E-05,4.20E-05,2.46E-05,3.91E-05,4.69E-05,1.74E-05,3.16E-05
398,D Henderson,GK,4.6,NFO,110.2834415,110.8565994,22.46312953,,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.468940352,3.62405065,3.945918621,3.287032098,3.668180418,3.670288582,3.298915693,2.232252522,2.736741978,3.740937331,3.962463826,2.742795776,2.991185989,3.714120921,3.553099778,4.222812197,3.831099325,3.665207108,2.010295552,3.190443676,4.099272467,2.380321984,3.620360949,3.98135011,3.363638098,3.059232397,1.83374077,3.647160902,3.440800566,3.955591767,2.603542804,3.07019441,3.637566413,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.430131133,3.592578631,3.911651433,3.258486819,3.636325167,3.638415023,3.270267214,2.212867172,2.712975535,3.708450244,3.928052955,2.71897676,2.9652099,3.681866713,3.522243911,4.186140406,3.797829251,3.633377678,1.992837722,3.162737192,4.063673522,2.359650767,3.588920973,3.946775227,3.334427556,3.032665379,1.817816179,3.615488189,3.41091993,3.921240575,2.58093309,3.043532195,3.60597702,,6.51E-04,5.27E-04,5.95E-04,4.78E-04,5.18E-04,4.09E-04,3.64E-04,3.24E-04,3.31E-04,5.65E-04,4.73E-04,3.80E-04,3.54E-04,5.06E-04,5.92E-04,5.26E-04,6.52E-04,4.81E-04,2.89E-04,4.07E-04,5.60E-04,3.29E-04,4.25E-04,5.06E-04,4.19E-04,4.70E-04,2.62E-04,4.50E-04,4.57E-04,6.26E-04,2.86E-04,4.10E-04,3.82E-04
113,R Sanchez,GK,4.7,BHA,124.0610097,124.6341676,23.59691927,,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.984876515,4.526519756,4.357090747,2.389726868,3.297385114,3.836141631,4.583303441,2.219275958,3.526582375,4.078676923,4.115680074,4.069209516,3.5977576,4.188874033,2.833939842,3.703107938,4.779287044,4.053461633,4.349861762,3.748035999,3.975102271,3.982024661,3.55416855,4.147262898,2.903477633,3.11358141,2.674276798,4.356093416,4.38563444,4.461557135,3.231571707,4.325911769,3.798362251,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.950271008,4.487210506,4.319252853,2.368973977,3.268749928,3.80282777,4.543501069,2.200003298,3.495956792,4.043256834,4.079938642,4.033871644,3.566513916,4.152496969,2.809329312,3.670949369,4.73778271,4.018260518,4.312086647,3.715487265,3.940581646,3.947443921,3.523303402,4.111247194,2.878263222,3.086542413,2.651052815,4.318264183,4.347548667,4.422812033,3.203508058,4.288344641,3.765376473,,4.48E-05,3.98E-05,3.58E-05,1.98E-05,3.09E-05,3.46E-05,4.78E-05,1.77E-05,2.68E-05,3.10E-05,3.93E-05,3.83E-05,3.10E-05,3.43E-05,2.45E-05,3.62E-05,4.93E-05,2.89E-05,4.51E-05,2.60E-05,3.81E-05,3.99E-05,3.56E-05,4.28E-05,2.49E-05,2.17E-05,2.19E-05,3.86E-05,3.83E-05,4.24E-05,2.51E-05,4.74E-05,3.17E-05
15,Ramsdale,GK,5,ARS,126.2312153,127.2838469,23.20344023,,79.35238095,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.309973921,4.561426953,3.961359507,3.411431989,2.946645054,4.101655858,2.793321981,4.188831707,4.684112499,3.240848815,4.199924625,4.083805681,3.890257601,4.197610202,3.030292905,3.664411451,4.30854741,4.252472798,3.920503382,3.824244983,4.878886642,4.189547373,4.47876849,4.329496247,2.523285908,3.768636748,4.429011033,2.350123023,3.639702125,3.871490117,4.228069095,4.473736,4.490796986,,0.894736842,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,2.961555614,4.501408178,3.909236355,3.366544726,2.907873409,4.047686702,2.756567745,4.1337155,4.62247944,3.198206067,4.144662459,4.030071396,3.839070001,4.142378489,2.99042063,3.616195511,4.251855996,4.196519208,3.868917811,3.77392597,4.814690765,4.134421749,4.419837326,4.272529191,2.490084778,3.719049422,4.370734572,2.319200352,3.591811308,3.820549458,4.172436607,4.414871053,4.431707552,,4.68E-04,6.92E-04,5.64E-04,5.04E-04,4.00E-04,6.52E-04,3.57E-04,6.25E-04,7.79E-04,3.53E-04,5.05E-04,6.22E-04,4.50E-04,5.25E-04,4.07E-04,5.81E-04,5.59E-04,6.98E-04,5.18E-04,5.91E-04,8.04E-04,5.95E-04,5.84E-04,8.06E-04,3.24E-04,5.03E-04,7.74E-04,2.89E-04,4.37E-04,4.25E-04,5.56E-04,6.30E-04,6.25E-04
425,Lloris,GK,5.5,TOT,126.9661919,127.5393498,23.21323098,,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.379216261,2.33164538,4.041324712,3.312767273,3.836031071,4.487426302,3.269344769,4.144337372,4.566795186,2.928413682,4.254165305,3.88449465,4.164025289,4.110711662,3.666003663,4.110862723,2.776643317,3.757558158,4.02325389,3.601714441,4.133369174,4.598200697,4.103875572,4.230203292,4.171958386,4.788340089,3.818873768,3.611001855,2.501590027,4.412165437,3.860750021,4.180800043,4.02058869,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.341186225,2.31139688,4.006228998,3.283998504,3.80271817,4.448456548,3.240953091,4.108347074,4.527136175,2.902982721,4.217221238,3.850760881,4.127864017,4.075013376,3.634167315,4.075163126,2.752530362,3.724926732,3.988315107,3.570436394,4.097474126,4.558268954,4.068236653,4.193467316,4.135728221,4.746757136,3.785709864,3.579643154,2.479865693,4.373849263,3.827222455,4.144493095,3.985673052,,3.10E-05,1.21E-05,3.08E-05,1.72E-05,1.89E-05,2.91E-05,1.98E-05,2.21E-05,2.74E-05,1.68E-05,3.39E-05,2.37E-05,2.70E-05,1.99E-05,2.13E-05,2.50E-05,1.50E-05,2.49E-05,2.62E-05,1.84E-05,2.13E-05,3.28E-05,2.63E-05,2.35E-05,2.34E-05,3.38E-05,1.79E-05,2.45E-05,1.36E-05,2.46E-05,2.18E-05,2.94E-05,2.74E-05
