ID,Name,Pos,Price,Team,xPts GW4-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
281,Alisson,GK,5.5,LIV,147.012566,147.9067765,27.08458981,,87.80904762,87.80904762,87.80904762,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.996402584,4.456279882,4.549272161,4.749900753,3.472236543,4.494769817,3.681790648,3.204035361,4.36928618,4.713963581,4.585974262,3.366755847,4.695529661,4.140960874,4.357766472,4.279483526,4.183432193,3.87910889,4.480592531,4.778733378,4.144362788,4.414988303,3.974044812,4.791713517,4.733774017,2.760151995,4.025609119,4.361666681,4.911940584,4.065661887,3.747159436,4.55812887,4.079418358,4.434647597,4.469714913,,0.991315789,0.991315789,0.991315789,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.953012772,4.41758061,4.509765324,4.687402059,3.42654922,4.435628109,3.633346034,3.161877001,4.311795572,4.651937745,4.525632496,3.322456428,4.633746376,4.086474547,4.300427439,4.223174532,4.128387033,3.828067984,4.421637366,4.715855307,4.089831699,4.356896352,3.921754749,4.728664655,4.671487516,2.723834206,3.972640578,4.30427633,4.847309787,4.012166336,3.697854706,4.49815349,4.025741801,4.376296971,4.410902874,,0.001337239,0.000895973,0.000956572,0.001070184,0.000603722,0.000967895,0.00069765,0.000613883,0.00107642,0.001071257,0.001390317,0.000694649,0.001372856,0.000891262,0.001227188,0.000961554,0.000782367,0.000746886,0.000865049,0.00118341,0.000724232,0.000805974,0.001002415,0.001080915,0.00126838,0.000496213,0.000863088,0.001123819,0.001325291,0.00087009,0.000859376,0.001189574,0.000991958,0.001102612,0.001109704
307,Ederson,GK,5.5,MCI,142.4284163,143.0363111,25.84577521,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.533017891,4.73417605,4.005237147,3.656860381,4.318723076,3.846721718,4.52142562,2.825366105,3.568788907,4.361589775,3.92572801,4.559691566,4.396727357,4.179594957,4.605963106,3.38316045,3.49871931,4.591589384,3.272315375,4.305438061,4.511077986,4.59044876,4.324355483,4.255148136,4.226420777,3.25056971,4.278568351,4.216959126,4.047436019,3.919087029,4.300475201,4.422538072,4.355613054,3.778432261,4.108165885,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.493652209,4.693063469,3.970454824,3.625103436,4.281218376,3.813315977,4.482160608,2.800830031,3.537796793,4.323712811,3.891636162,4.520094244,4.358545251,4.143298475,4.565963952,3.353780372,3.468335695,4.551715055,3.243897899,4.268048731,4.471902835,4.550584337,4.286801869,4.218195534,4.189717649,3.222341079,4.241412363,4.180338166,4.012287232,3.885052852,4.263128969,4.384131821,4.317787993,3.745619559,4.072489707,,0.001129793,0.001501661,0.001009871,0.000973742,0.00098017,0.001135816,0.001555555,0.000630626,0.000790493,0.001096702,0.001123968,0.001437176,0.001347882,0.001273376,0.001340898,0.000684065,0.000918101,0.001212604,0.000787093,0.001249348,0.00121382,0.001224763,0.001015209,0.000913233,0.00121967,0.000780171,0.001257384,0.001390502,0.000886485,0.000977947,0.001161695,0.00157534,0.001083872,0.000846282,0.001089518
376,Pope,GK,5,NEW,138.0156305,139.4893147,24.81281988,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.332636824,2.561338157,4.574455574,3.857216468,4.96190841,4.357701997,4.440300351,3.424844401,4.693026077,3.084164023,4.251161986,4.364352028,3.676137038,3.903562804,4.447813868,3.431004833,4.621202155,4.276981882,4.187091612,4.71983746,2.990523783,4.326109533,2.416933352,4.635526449,4.642172854,3.762397003,4.146171348,3.942358154,3.468148288,4.437249567,4.59228621,3.787258831,4.230366184,4.182981107,3.256487936,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.241423418,2.507415249,4.478151246,3.776011911,4.85744718,4.265960902,4.346820344,3.352742413,4.594225528,3.019234254,4.161663839,4.272470932,3.598744679,3.821382535,4.354175681,3.358773152,4.523913689,4.186940158,4.098942315,4.620472461,2.927565387,4.235033543,2.366050545,4.537936418,4.544442899,3.683188645,4.05888353,3.85936114,3.39513464,4.343833787,4.4956065,3.707527066,4.141305843,4.094918347,3.187930295,,0.000150619,9.69058E-05,0.000173611,0.000151496,0.000232834,0.000178513,0.000207124,0.000141081,0.00020605,0.000120949,0.000191982,0.000193217,0.000130045,0.000172716,0.000242076,0.000121472,0.000220845,0.000140333,0.000187422,0.000188204,0.000119886,0.000168526,8.63986E-05,0.000186336,0.000186523,0.000174536,0.000167422,0.000155183,0.000149631,0.000166554,0.000239036,0.000150277,0.000195675,0.000213673,0.000105117
15,Ramsdale,GK,5,ARS,135.7913312,136.7123838,24.54035518,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,8.74E+01,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,4.501219215,4.174293711,3.339928671,4.595220521,4.044572878,3.41569107,2.954317937,4.125021509,2.834607823,4.253178872,4.734655331,3.185837085,4.24875158,4.104851733,3.910381402,4.200038797,3.031692,3.689574237,4.330342234,4.342303488,3.865439647,3.817842634,4.838427551,4.250283652,4.491386476,4.351837932,2.52038415,3.789062899,4.487894754,2.388725786,3.600617462,3.870714364,4.248019479,4.523153791,4.541611591,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,4.441992646,4.119368794,3.295982241,4.534757093,3.991354813,3.370747766,2.915445333,4.07074491,2.797310351,4.197215992,4.672357234,3.143918176,4.192846954,4.050840526,3.858929015,4.144775129,2.991801316,3.641027208,4.273364046,4.285167916,3.814578599,3.767607863,4.774764031,4.194358867,4.432289286,4.294576907,2.487221201,3.739206808,4.428843508,2.357295183,3.553240916,3.819783912,4.192124486,4.46363861,4.481853544,,7.66E-04,6.66E-04,4.90E-04,7.15E-04,5.81E-04,5.19E-04,4.16E-04,6.79E-04,3.71E-04,6.70E-04,8.01E-04,3.65E-04,5.23E-04,6.50E-04,4.73E-04,5.41E-04,4.20E-04,6.06E-04,5.78E-04,7.19E-04,5.38E-04,5.99E-04,8.08E-04,6.19E-04,6.02E-04,8.40E-04,3.36E-04,5.26E-04,8.29E-04,3.00E-04,4.51E-04,4.38E-04,5.85E-04,6.47E-04,6.47E-04
147,E Mendy,GK,5,CHE,134.0337679,135.5074521,24.35872734,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.022986257,4.113642828,4.025634623,4.125742673,2.980371745,4.100704977,4.466632001,3.814213255,3.955997215,3.668972013,3.86222079,3.718497931,3.825422133,4.729814279,4.389901247,2.871404376,4.413283747,2.55557073,4.443701351,3.732919047,4.405219252,3.034441661,4.285879161,3.748139688,4.497726286,4.138792749,4.164417752,4.203716977,3.304425175,4.270286382,3.349632031,4.47396795,4.630377258,2.429251735,4.16230722,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.938291809,4.027039821,3.94088442,4.038884932,2.917627077,4.014374346,4.372597643,3.733914029,3.872713063,3.591730497,3.780910878,3.640213764,3.74488693,4.630239242,4.297482273,2.810953758,4.32037251,2.501769241,4.350149743,3.654331278,4.312477794,2.970558678,4.195650126,3.669231484,4.403037312,4.05166027,4.0767458,4.115217672,3.234858329,4.180385616,3.279113462,4.379779151,4.532895631,2.378109593,4.074679699,,4.24E-05,3.83E-05,3.72E-05,3.54E-05,2.38E-05,2.78E-05,3.70E-05,3.08E-05,3.32E-05,3.46E-05,2.70E-05,2.98E-05,2.50E-05,4.62E-05,3.70E-05,2.12E-05,3.44E-05,1.92E-05,4.38E-05,3.01E-05,4.74E-05,2.40E-05,4.80E-05,3.43E-05,4.09E-05,3.81E-05,2.99E-05,3.34E-05,2.80E-05,4.11E-05,2.41E-05,3.73E-05,4.58E-05,1.71E-05,3.09E-05
81,Raya,GK,4.5,BRE,123.2133499,124.6870341,23.80090246,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,8.68E+01,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.312811,3.857776241,4.079988687,4.012079936,3.325219371,4.343968098,3.548842719,3.883515416,3.173946397,3.562545389,4.232341403,4.30306658,1.941270861,2.999971217,3.469119134,2.48823609,4.571144521,3.886790099,4.224062772,3.013582987,4.162470879,3.024451061,4.207657647,4.0685151,3.790980128,3.571855723,3.850119139,3.95749603,3.841873077,2.798361061,4.495087583,2.112053071,3.754997426,2.663751595,2.333150881,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.222014979,3.776559899,3.994094188,3.927615095,3.255214752,4.252516138,3.474130241,3.801757197,3.107126473,3.487544434,4.143239479,4.212475704,1.900402001,2.936813928,3.396085047,2.435852172,4.474909899,3.804962939,4.135135135,2.950139135,4.074839913,2.960778407,4.119075381,3.982862151,3.71117002,3.496658761,3.769063999,3.874180324,3.760991538,2.739448196,4.40045416,2.067588796,3.675944849,2.607672614,2.284031915,,4.54E-05,3.09E-05,5.34E-05,4.26E-05,3.31E-05,4.15E-05,2.78E-05,3.71E-05,2.87E-05,3.42E-05,4.11E-05,4.11E-05,1.90E-05,3.30E-05,3.34E-05,2.64E-05,5.13E-05,4.31E-05,5.27E-05,2.68E-05,3.83E-05,3.11E-05,4.87E-05,3.67E-05,4.71E-05,3.00E-05,3.44E-05,3.32E-05,4.23E-05,2.32E-05,5.09E-05,2.14E-05,4.13E-05,2.67E-05,2.36E-05
113,R Sanchez,GK,4.5,BHA,131.1098711,131.7177658,24.05588093,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.204662325,4.062865358,3.946421778,4.429508856,4.324048895,2.343218465,3.243953679,3.879029079,4.584713271,2.205584438,3.42096091,4.082734763,4.015263135,4.092440429,3.552762218,4.165229366,2.77333579,3.656962581,4.679374491,4.014076478,4.350416613,3.703336945,3.938100604,3.9666224,3.521919486,4.180624517,2.858670044,3.003755078,2.650406038,4.364413366,4.382139814,4.429724996,3.194724741,4.33510666,3.70132355,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.168148152,4.02758258,3.91215022,4.391042069,4.286497944,2.322869462,3.215782502,3.845342774,4.544898655,2.186430678,3.391252565,4.047279435,3.980393744,4.056900815,3.521909283,4.129057638,2.749251559,3.625204748,4.638737818,3.979217392,4.312636679,3.671176387,3.90390131,3.932175416,3.491334396,4.144319094,2.833844752,2.977669837,2.627389354,4.326511881,4.34408439,4.391256332,3.166981079,4.297459681,3.669180477,,4.85E-05,3.58E-05,4.28E-05,3.77E-05,3.48E-05,1.94E-05,3.00E-05,3.35E-05,4.62E-05,1.73E-05,2.61E-05,3.02E-05,3.85E-05,3.87E-05,3.01E-05,3.34E-05,2.40E-05,3.46E-05,4.67E-05,2.81E-05,4.43E-05,2.53E-05,3.76E-05,3.92E-05,3.50E-05,4.15E-05,2.42E-05,2.11E-05,2.14E-05,3.74E-05,3.73E-05,4.13E-05,2.43E-05,4.79E-05,3.11E-05
425,Lloris,GK,5.5,TOT,134.9489422,135.556837,23.88800864,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.425205265,3.701003126,4.40780198,2.351172156,4.023366514,3.306295446,3.840754946,4.490262769,3.277128653,4.126619063,4.497114187,2.902626184,4.262465873,3.958923298,4.099610439,4.102645518,3.656007923,4.151624595,2.787357966,3.741057894,4.021776797,3.525562847,4.167796726,4.63366083,4.157424153,4.237221664,4.170284707,4.730116501,3.803955265,3.613794842,2.480717724,4.40095623,3.795204222,4.249354572,4.034262795,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.386775851,3.668862835,4.3695237,2.330754082,3.988426752,3.27758288,3.807401022,4.451268382,3.248669378,4.090782635,4.458060301,2.877419167,4.225449722,3.924543175,4.064008559,4.06701728,3.624258381,4.115571013,2.763151962,3.70856976,3.98685084,3.494946117,4.131602702,4.593421144,4.121320206,4.200424739,4.134069077,4.689039174,3.770920917,3.582411887,2.459174649,4.3627374,3.76224587,4.212452283,3.999228407,,2.55E-05,2.07E-05,3.02E-05,1.18E-05,2.92E-05,1.66E-05,1.86E-05,2.82E-05,1.93E-05,2.13E-05,2.57E-05,1.64E-05,3.31E-05,2.29E-05,2.63E-05,1.92E-05,2.06E-05,2.44E-05,1.46E-05,2.36E-05,2.56E-05,1.78E-05,2.06E-05,3.16E-05,2.64E-05,2.28E-05,2.31E-05,3.19E-05,1.72E-05,2.39E-05,1.33E-05,2.37E-05,2.12E-05,2.83E-05,2.68E-05
238,Meslier,GK,4.5,LEE,120.8905392,121.4984339,22.72755392,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,8.78E+01,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.477328591,4.286765508,3.700368392,4.447467425,2.931250602,3.732835824,3.809812722,3.202002604,3.464618319,4.129922006,1.97230263,4.526015039,2.537786743,2.162989986,3.452795946,3.647157757,3.472048152,3.956705548,4.278216029,3.20486063,4.024651574,4.153308336,2.727021721,3.776710593,3.886315356,2.90608063,4.092316586,2.343891316,3.901452216,3.684597115,4.310455834,1.769633041,3.74391842,3.381952375,2.854019365,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.447130737,4.249538334,3.668233614,4.408844682,2.905795005,3.700419092,3.776727506,3.174195739,3.434530844,4.094056894,1.955174739,4.486710171,2.515748068,2.144206125,3.42281114,3.615485072,3.441896155,3.922344684,4.2410631,3.177028946,3.989700652,4.117240132,2.70333969,3.743912843,3.852565776,2.880843614,4.056778047,2.323536471,3.867571184,3.652599298,4.273022928,1.754265176,3.711405445,3.352582789,2.82923446,,2.67E-05,4.04E-05,3.28E-05,4.53E-05,2.77E-05,3.77E-05,2.75E-05,2.95E-05,3.39E-05,4.33E-05,1.90E-05,4.57E-05,2.37E-05,2.10E-05,2.47E-05,3.68E-05,3.04E-05,4.06E-05,3.66E-05,3.42E-05,3.27E-05,4.69E-05,2.06E-05,3.31E-05,2.95E-05,2.38E-05,3.41E-05,2.35E-05,3.50E-05,4.19E-05,3.69E-05,1.69E-05,3.06E-05,2.97E-05,2.94E-05
