ID,Name,Pos,Price,Team,xPts GW18-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,,,,,
307,Ederson,GK,5.4,MCI,90.18423626,91.51146643,27.89805716,,87.80904762,87.80904762,149.275381,87.80904762,87.80904762,175.6180952,87.80904762,43.90452381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.628716927,3.482717802,6.141063829,4.67253914,3.376030677,7.883211415,4.606520967,4.664910129,4.322624062,4.298475073,4.281179313,3.411458612,4.286407903,4.228802351,3.969451501,3.899743902,4.179448804,4.513602892,4.378834396,3.924859919,4.051739937,,0.991315789,0.991315789,0.997125726,0.991315789,0.991315789,0.999917079,0.991315789,0.495657895,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.588520175,3.452473147,6.123412731,4.631961826,3.346712516,7.882557732,4.566516969,2.312199534,4.285085484,4.26114621,4.244000651,3.381832787,4.249183835,4.192078541,3.934979948,3.865877705,4.14315359,4.474405814,4.340807676,3.890775609,4.016553774,,0.000973758,0.000498962,0.00140017,0.000905034,0.000595589,0.001409838,0.00083852,8.73E-04,6.92E-04,6.62E-04,8.74E-04,5.74E-04,8.86E-04,1.00E-03,6.04E-04,7.03E-04,8.39E-04,1.19E-03,7.87E-04,6.17E-04,8.02E-04,8.61E-04,,,,
281,Alisson,GK,5.4,LIV,95.62558349,96.14018074,27.14633872,,87.42857143,87.42857143,87.42857143,131.1428571,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,,4.368019133,4.245719276,4.102063714,5.709797542,4.616457996,4.820733039,4.142932427,4.471486152,4.016822375,4.916307801,4.634089773,2.713869119,3.967135852,4.535392022,5.036527434,4.136994699,3.841301672,4.516228228,4.138333786,4.548775014,9.264857079,,0.986842105,0.986842105,0.986842105,0.992891694,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,,4.310545197,4.189854548,4.048089192,5.669210554,4.555715127,4.757302341,4.088420158,4.412650808,3.963969449,4.85161954,4.573114907,2.678160315,3.914936696,4.475715812,4.970257336,4.082560558,3.790758229,4.456804172,4.083882026,4.488922711,9.263093816,,0.000906316,0.000723548,0.000544845,0.001006764,0.000659805,8.78E-04,0.000504714,5.98E-04,7.40E-04,7.87E-04,9.36E-04,3.70E-04,6.34E-04,8.70E-04,9.36E-04,6.37E-04,6.65E-04,8.95E-04,7.33E-04,7.59E-04,1.62E-03,6.80E-04,,,,
133,Kepa,GK,4.5,CHE,79.45108496,83.59895174,26.22959547,,79.5952381,159.1904762,79.5952381,119.3928571,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,,4.641047927,6.209496381,4.42684727,3.956313524,4.374439615,3.880350681,4.517311642,3.186949217,4.509300339,3.919129221,4.569578374,4.273769466,4.380708449,4.089771082,3.425898678,4.26460693,3.376980575,4.674289784,4.809449299,2.336159893,4.137337914,,0.894736842,0.987877917,0.894736842,0.93818869,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,,4.152516566,6.134224352,3.960863347,3.711768603,3.913972287,3.471892714,4.041805154,2.851480879,4.034637145,3.506589303,4.088570124,3.823898996,3.919581244,3.659268863,3.065277764,3.815700937,3.021508935,4.182259281,4.303191478,2.090248325,3.70182866,,0.005388969,0.008655327,0.005267208,0.00667494,6.67E-03,4.54E-03,7.05E-03,3.83E-03,7.67E-03,5.22E-03,6.26E-03,5.41E-03,4.70E-03,4.80E-03,4.26E-03,6.38E-03,3.65E-03,5.61E-03,6.67E-03,2.64E-03,4.45E-03,4.04E-03,,,,
15,Ramsdale,GK,4.9,ARS,84.50756911,85.04083047,25.72193992,,87.80904762,87.80904762,87.80904762,153.6658333,87.80904762,175.6180952,87.80904762,79.02814286,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.640614317,3.991910458,2.992766684,6.796611597,4.170624979,6.610824401,3.820833522,3.671672099,4.685216061,3.926218877,4.306636391,4.267040966,2.505190954,3.656414093,4.306046038,2.193733567,3.473064489,3.684981617,3.950553025,4.428053463,4.435704962,,0.991315789,0.991315789,0.991315789,0.997583818,0.991315789,0.999917079,0.991315789,0.892184211,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.608998456,3.957243867,2.966776868,6.780189746,4.134406394,6.610276225,3.787652599,3.275807873,4.644528658,3.892122766,4.269236654,4.229985084,2.483435349,3.624661023,4.268651427,2.174682723,3.442903665,3.652980461,3.916245591,4.389599315,4.397184366,,0.000310152,0.000355439,0.000305785,0.000921279,4.04E-04,7.70E-04,3.49E-04,4.17E-04,5.54E-04,4.31E-04,4.21E-04,6.13E-04,2.38E-04,3.63E-04,5.63E-04,2.11E-04,3.17E-04,2.87E-04,3.84E-04,4.31E-04,4.65E-04,3.24E-04,,,,
113,R Sanchez,GK,4.6,BHA,84.19059745,85.12311365,24.27238358,,87.80904762,87.80904762,87.80904762,140.4944762,87.80904762,87.80904762,87.80904762,61.46633333,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,3.497370761,4.098432811,2.966123176,6.167496993,4.669952089,3.99348632,4.152040648,3.649426471,3.938669024,3.981883843,3.531366005,4.056721378,2.960626862,3.12392082,2.687863325,4.364645429,4.424739409,4.378525665,3.111179801,4.270166066,7.899274189,,0.991315789,0.991315789,0.991315789,0.996219558,0.991315789,0.991315789,0.991315789,0.693921053,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,3.466998857,4.062841158,2.940364738,6.144181127,4.629397242,3.958806044,4.115983453,2.532413858,3.904464793,3.947304325,3.500698879,4.021491955,2.934916155,3.096792034,2.664521354,4.326741929,4.38631404,4.340501626,3.084161661,4.233083045,7.898619173,,3.14484E-05,3.52019E-05,2.5687E-05,7.29808E-05,4.83E-05,2.96E-05,4.64E-05,2.50E-05,3.91E-05,4.31E-05,3.67E-05,4.44E-05,2.66E-05,2.23E-05,2.27E-05,3.75E-05,4.05E-05,4.35E-05,2.54E-05,4.90E-05,6.98E-05,4.09E-05,,,,
425,Lloris,GK,5.5,TOT,81.26343168,81.61654865,24.02731022,,87.80904762,87.80904762,149.275381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.07896016,3.994003672,4.956322968,3.905286086,2.574695205,3.649007328,3.928336592,3.458490265,4.159561077,4.614823431,4.065408431,4.139122114,3.929356993,4.667098912,3.660094842,3.5097391,2.479073405,4.284885536,3.794398949,4.05826188,4.039347509,,0.991315789,0.991315789,0.997125726,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.043537612,3.959318904,4.94207714,3.871371759,2.55233601,3.61731858,3.89422209,3.428456008,4.123438573,4.574747333,4.030103569,4.103177107,3.89523363,4.626568842,3.628309808,3.479259786,2.457544609,4.247674688,3.76144759,4.023019079,4.004268965,,2.58999E-05,2.03912E-05,3.42847E-05,2.58153E-05,1.56E-05,2.50E-05,2.69E-05,1.90E-05,2.25E-05,3.19E-05,2.73E-05,2.42E-05,2.30E-05,3.32E-05,1.72E-05,2.53E-05,1.43E-05,2.52E-05,2.09E-05,3.05E-05,2.97E-05,1.43E-05,,,,
2,Leno,GK,4.5,FUL,74.1533299,75.19219868,23.57941059,,86.75714286,173.5142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,78.08142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.077358022,6.329899537,3.362529773,2.934392554,2.731267127,4.418296687,3.295671006,4.18980134,3.576534172,3.083351295,2.092768287,4.257123828,3.620628532,3.933514678,4.020606428,3.525229289,2.106541883,3.652866987,3.894573632,4.009812481,2.921259966,,0.978947368,0.999512982,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.881052632,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,3.991518906,6.326816761,3.291739673,2.872615869,2.673766767,4.325279915,3.226288459,3.691435497,3.501238715,3.018438636,2.048710007,4.167500169,3.544404773,3.850703843,3.935962082,3.451013936,2.062193633,3.575964524,3.812582608,3.925395376,2.859759756,,3.9035E-05,5.08877E-05,1.99202E-05,2.62289E-05,1.78E-05,3.69E-05,2.15E-05,3.22E-05,2.86E-05,2.50E-05,1.65E-05,3.11E-05,3.11E-05,2.80E-05,4.25E-05,2.42E-05,1.81E-05,3.58E-05,3.16E-05,2.92E-05,2.36E-05,1.88E-05,,,,
327,de Gea,GK,4.9,MUN,80.67344543,82.16325044,23.66220846,,87.42857143,87.42857143,139.8857143,87.42857143,87.42857143,87.42857143,87.42857143,43.71428571,87.42857143,87.42857143,87.42857143,87.80904762,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,,4.013983461,4.524384754,4.772951071,2.954181334,4.126116774,3.898213724,3.751889757,3.90070695,2.277719175,4.141344945,3.427014712,3.493234112,4.23011897,4.278352628,3.263430155,2.771879021,3.918476685,3.464986446,4.270780896,4.30828749,7.757856561,,0.986842105,0.986842105,0.994235182,0.986842105,0.986842105,0.986842105,0.986842105,0.493421053,0.986842105,0.986842105,0.986842105,0.991315789,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,,3.961167889,4.464853376,4.745435877,2.915310527,4.071825764,3.846921438,3.702522787,1.924690929,2.247749186,4.086853564,3.381922413,3.462898131,4.17445951,4.222058514,3.220490284,2.735406929,3.866917781,3.419394519,4.214586411,4.251599497,7.756380106,,2.64658E-05,3.90595E-05,6.15576E-05,2.0563E-05,2.96501E-05,3.49009E-05,3.64E-05,3.59E-05,1.68E-05,3.97E-05,2.19E-05,2.02E-05,3.52E-05,3.03E-05,2.23E-05,2.15E-05,3.04E-05,2.56E-05,3.27E-05,3.16E-05,6.15E-05,1.75E-04,,,,
81,Raya,GK,4.6,BRE,80.99794145,82.3367915,23.25945758,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,43.90452381,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,3.714230827,2.704167515,4.800682843,4.264912352,4.438029213,3.145951659,4.34741236,3.286390224,4.263871826,4.312128138,4.009024929,3.635128594,4.003070312,4.323525763,4.13551849,3.096138616,4.776512261,2.427054771,3.96907851,2.983019796,6.657091573,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.495657895,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,3.681975664,2.680683955,4.758992702,4.227874956,4.399488433,3.118631552,4.309658516,1.62892526,4.226843465,4.274680709,3.974209712,3.603560372,3.968306806,4.285979355,4.099604777,3.069251096,4.735032023,2.405977716,3.934610197,2.957114624,6.65653956,,3.21409E-05,2.61274E-05,4.91139E-05,4.38848E-05,4.99E-05,2.59E-05,3.73E-05,3.02E-05,4.72E-05,3.58E-05,4.57E-05,2.75E-05,3.15E-05,3.33E-05,3.83E-05,2.27E-05,4.72E-05,2.11E-05,3.98E-05,2.71E-05,6.34E-05,1.49E-04,,,,
376,Pope,GK,5.3,NEW,81.03187537,81.97419911,23.09148246,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,61.46633333,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,,4.246743737,3.115823119,4.164945514,4.003639915,3.935283663,4.476703327,2.871975534,3.94295493,2.143143638,4.454445755,4.432476994,3.530916911,3.80801378,3.800419454,3.319906765,4.161792017,4.327685249,3.45872141,4.059883243,3.939678685,6.671583744,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.693921053,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,,4.20986412,3.088764655,4.128776251,3.968871463,3.901108832,4.437826693,2.847034694,2.736099436,2.124532127,4.41576241,4.393984431,3.500253685,3.774944186,3.767415811,3.291075996,4.125650139,4.29010272,3.428685145,4.024626362,3.905465686,6.67103053,,0.000186087,8.86232E-05,0.000161779,0.000103293,1.36E-04,1.36E-04,8.96E-05,1.17E-04,6.40E-05,1.41E-04,1.31E-04,1.28E-04,1.25E-04,1.06E-04,1.15E-04,1.23E-04,1.71E-04,1.10E-04,1.50E-04,1.57E-04,1.88E-04,3.04E-05,,,,
