ID,Name,Pos,Price,Team,xPts GW11-38,xPts +2 per sub,xPts +2 per sub with 0.84 decay,GW xMins,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts if play,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Probability to play,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,xPts,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,npG,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
478,Sa,GK,5,WOL,106.0910278,106.560141,24.32058647,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.625529972,3.935669964,3.851150755,3.80221922,3.909348083,3.370468409,4.110615451,3.40599302,3.760419143,3.838300143,4.119984967,2.631023913,4.003425953,4.757339777,4.107581745,3.114317657,3.648678784,4.228990966,4.406100314,3.301896064,4.077154134,3.596475612,4.238232081,3.583342139,4.063817238,3.092705388,4.358289087,3.045597994,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.585360896,3.901491777,3.817706551,3.769199947,3.875398481,3.341198552,4.074918001,3.376414659,3.727762871,3.804967537,4.119643334,2.608175548,3.968659359,4.716026037,4.071910641,3.087272267,3.61699289,4.192265518,4.367836812,3.273221704,4.041747269,3.565243061,4.201426382,3.552223642,4.028526193,3.065847684,4.320440788,3.01914938,,4.62977E-05,2.97985E-05,4.61442E-05,3.61693E-05,3.48745E-05,3.15103E-05,3.52206E-05,3.72265E-05,3.12236E-05,3.95251E-05,3.91879E-05,2.58149E-05,4.01214E-05,5.04688E-05,3.9351E-05,3.25E-05,2.68998E-05,5.38982E-05,3.74232E-05,2.75687E-05,4.47464E-05,3.72992E-05,3.68648E-05,2.81897E-05,3.86278E-05,3.00908E-05,4.35727E-05,2.55E-05
113,R Sanchez,GK,4.7,BHA,113.8613153,114.3132259,24.57812023,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.849232717,4.652668654,2.091834686,3.456009496,4.07217509,4.157794601,4.030954677,3.518798217,4.146529234,2.815243069,8.138117878,9.031485476,4.008802972,4.381324235,3.732069286,3.945562935,4.052220105,3.522656996,4.145415009,2.882138257,3.048467541,2.549483421,4.420176093,4.374546402,4.414208323,3.155292717,4.28084424,3.835746249,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.81580517,4.6122639,2.073668753,3.425996782,4.036811464,4.121687437,3.995949018,3.488240233,4.110519901,2.790794906,8.137443058,9.030736576,3.973989683,4.343275893,3.69965921,3.911298835,4.017029772,3.492065501,4.109415352,2.857109161,3.021994007,2.52734317,4.381790353,4.336556921,4.375874408,3.12789149,4.243668487,3.802435821,,3.70E-05,4.73E-05,1.87E-05,2.82E-05,3.30E-05,3.95E-05,4.10E-05,3.22E-05,3.60E-05,2.64E-05,7.98E-05,8.92E-05,3.04E-05,4.97E-05,2.75E-05,4.04E-05,4.45E-05,3.80E-05,4.57E-05,2.68E-05,2.28E-05,2.32E-05,3.82E-05,4.09E-05,4.45E-05,2.60E-05,5.07E-05,3.19E-05
2,Leno,GK,4.5,FUL,94.54180762,95.67962377,22.12198512,,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,173.5142857,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,86.75714286,,4.457286897,3.711290294,3.673844255,4.024908743,1.493762405,3.026508339,3.580778625,3.877784955,3.232766495,3.277045249,5.506404815,2.538602023,4.300450061,3.204652365,3.9512757,3.45122103,2.981329846,1.840983942,4.206172295,3.458065868,3.763716682,3.861977809,3.391529754,1.898490728,3.489914823,3.649423163,3.889868876,2.719230824,,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.999512982,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,0.978947368,,4.363449278,3.633157866,3.596500166,3.940173822,1.462314776,2.962792374,3.505393812,3.796147377,3.164708253,3.208054822,5.503723096,2.48515777,4.20991427,3.137186,3.868090949,3.378563745,2.918565007,1.802226385,4.117621299,3.385264481,3.684480542,3.780673013,3.320129128,1.858522502,3.416442932,3.572593201,3.807976899,2.661983859,,3.77E-05,2.89E-05,3.26E-05,3.26E-05,1.37E-05,2.78E-05,2.23E-05,3.71E-05,2.79E-05,2.01E-05,4.49E-05,1.67E-05,3.46E-05,2.11E-05,2.99E-05,2.70E-05,2.36E-05,1.56E-05,3.05E-05,2.96E-05,2.63E-05,4.03E-05,2.34E-05,1.70E-05,3.45E-05,3.00E-05,2.76E-05,2.25E-05
376,Pope,GK,5.3,NEW,114.676143,115.1452562,25.03186175,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.381966999,4.654526456,3.084235832,4.402763266,4.292131548,3.674405262,3.890044851,4.526823273,3.364935097,4.636941037,8.041453251,4.17203721,4.840874387,3.006305895,4.256799995,2.2695821,4.614648201,4.696285362,3.746136777,4.109633051,4.067101971,3.468875882,4.408199804,4.530765901,3.725835812,4.314725777,4.170308661,3.262622481,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.352597285,4.614105568,3.057451679,4.364528743,4.254857774,3.642495953,3.856262883,4.487511387,3.335713292,4.596672865,8.040786446,4.13580636,4.798835215,2.980198501,4.219833047,2.249872572,4.574573625,4.655501831,3.713604536,4.073944132,4.031782401,3.438751434,4.369918069,4.491419776,3.69347987,4.27725579,4.134092823,3.23428918,,1.33E-04,1.92E-04,1.16E-04,1.71E-04,1.77E-04,1.22E-04,1.65E-04,2.38E-04,1.12E-04,2.15E-04,2.73E-04,1.74E-04,1.80E-04,1.14E-04,1.54E-04,8.09E-05,1.77E-04,1.65E-04,1.64E-04,1.60E-04,1.38E-04,1.43E-04,1.55E-04,2.19E-04,1.39E-04,1.92E-04,2.04E-04,9.84E-05
425,Lloris,GK,5.5,TOT,111.7672678,112.236381,24.84282176,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,4.47027414,3.265485761,4.144484592,4.621459435,2.928330871,4.340479464,3.926266536,4.234743238,4.09373576,3.60995991,6.373980046,2.663433723,3.731653278,4.023544983,3.555462782,4.157226466,4.706892654,4.100698897,4.220248134,4.113064184,4.836870357,3.823862814,3.604158626,2.496921916,4.394379609,3.92378322,4.209958814,4.119716207,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,4.431453339,3.237127595,4.108493015,4.581325708,2.90290063,4.302785826,3.89217001,4.197967836,4.058184897,3.578610258,6.37345151,2.640303903,3.699246815,3.988603671,3.524586395,4.121124236,4.666017007,4.065087565,4.18359861,4.077345468,4.794865957,3.790655584,3.572859354,2.47523812,4.356217891,3.88970826,4.173398646,4.083939724,,2.97E-05,2.05E-05,2.26E-05,2.78E-05,1.76E-05,3.67E-05,2.46E-05,2.63E-05,2.03E-05,2.14E-05,3.93E-05,1.54E-05,2.54E-05,2.69E-05,1.88E-05,2.20E-05,3.15E-05,2.73E-05,2.40E-05,2.37E-05,3.43E-05,1.83E-05,2.53E-05,1.42E-05,2.51E-05,2.13E-05,3.05E-05,2.97E-05
31,E Martinez,GK,4.9,AVL,107.3905658,107.859679,23.68108464,,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,175.6180952,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,87.80904762,,3.439187483,4.198203878,4.186847213,3.748671983,3.517735024,3.677200923,2.753117696,2.861763705,4.39493838,4.316828668,7.692992179,3.953483326,2.034067783,3.489649523,4.192895554,4.339040801,3.634307394,4.845363123,3.025902979,4.708285307,4.064112638,3.890528942,4.42074465,3.18453572,4.102563317,3.229721284,2.340296293,4.021602887,,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.999917079,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,0.991315789,,3.409320855,4.161745791,4.15048775,3.716117726,3.487186272,3.645267336,2.729209042,2.836911547,4.35677181,4.27934042,7.692354269,3.919150444,2.01640351,3.459344672,4.156483566,4.301359657,3.602746303,4.803284969,2.999625401,4.667397566,4.028819029,3.85674277,4.382353973,3.156880541,4.066935794,3.201673704,2.319972667,3.986678441,,2.41E-05,3.44E-05,3.91E-05,2.35E-05,3.25E-05,2.46E-05,2.25E-05,2.29E-05,3.49E-05,4.71E-05,6.76E-05,4.03E-05,1.60E-05,2.75E-05,3.08E-05,3.22E-05,2.79E-05,4.41E-05,1.95E-05,4.04E-05,2.91E-05,3.16E-05,4.25E-05,2.63E-05,2.82E-05,2.84E-05,1.82E-05,3.05E-05
152,Guaita,GK,4.5,CRY,103.6619353,107.7945113,24.05015056,,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,162.8333333,162.8333333,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,81.41666667,,3.514409084,4.297974831,4.03208779,4.183329336,3.511011366,4.309365199,4.29426406,4.455777327,3.19323248,2.976736872,6.904131769,6.170155624,3.969559185,3.742559561,2.762241921,3.727960893,2.493557462,3.053288946,3.845274804,3.90789243,3.90196393,4.34399082,3.967975267,3.865898093,2.779236026,4.724581937,4.013746484,4.581313561,,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.993171773,0.993171773,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,0.921052632,,3.236955735,3.958661029,3.71376507,3.853066493,3.233826258,3.969152157,3.955243213,4.104005433,2.941135179,2.741731329,6.856988793,6.128024403,3.656172934,3.447094333,2.544170191,3.433648191,2.296697663,2.812239819,3.541700477,3.599374607,3.593914146,4.001044176,3.654714061,3.560695612,2.559822656,4.351588627,3.696871762,4.219630912,,1.76E-04,1.88E-04,1.66E-04,2.34E-04,1.50E-04,1.76E-04,2.29E-04,1.92E-04,1.53E-04,1.05E-04,3.32E-04,2.75E-04,1.64E-04,1.70E-04,1.22E-04,1.47E-04,1.07E-04,1.20E-04,2.17E-04,2.05E-04,1.89E-04,2.05E-04,1.52E-04,1.86E-04,1.24E-04,2.38E-04,1.85E-04,2.18E-04
281,Alisson,GK,5.4,LIV,125.2597117,125.9446835,26.88239431,,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,174.8571429,174.8571429,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,87.42857143,,3.134204808,4.393688629,4.780975859,4.662012578,3.376646609,4.64236301,4.255331752,4.347986396,4.244136468,4.115072159,8.534034541,7.888764154,4.762503043,4.159463863,4.403118424,3.960687357,4.901021902,4.749626635,2.629881037,3.977920483,4.445025011,4.975735246,4.067598834,3.748808613,4.517941127,4.070573233,4.549156226,4.419759742,,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.999809683,0.999809683,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,0.986842105,,3.092965272,4.335876936,4.718068282,4.600670307,3.332217049,4.581279287,4.199340545,4.290776049,4.188292567,4.060926472,8.532410366,7.887262785,4.69983853,4.104734076,4.345182655,3.90857305,4.836534772,4.687131548,2.595277339,3.925579424,4.38653784,4.910265045,4.014077796,3.699482184,4.458494533,4.017013059,4.489298908,4.361605008,,5.77E-04,1.01E-03,9.53E-04,1.37E-03,6.69E-04,1.26E-03,7.95E-04,1.18E-03,9.21E-04,7.18E-04,1.72E-03,1.39E-03,1.11E-03,6.85E-04,7.59E-04,9.48E-04,1.04E-03,1.24E-03,4.67E-04,8.03E-04,1.11E-03,1.18E-03,8.14E-04,8.27E-04,1.14E-03,9.50E-04,9.84E-04,1.02E-03
574,N Neto,GK,4.5,BOU,84.74431249,90.45276718,20.57611235,,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,159.1904762,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,79.5952381,,3.697786394,3.836536529,3.108849134,2.679466083,3.611640331,3.980878196,2.478339405,3.845825602,2.661826781,3.387976302,7.025956143,3.148079906,3.555164296,3.596456522,1.871815422,2.607303511,2.187778021,3.333097576,3.943863664,3.173863133,2.321228515,3.425324279,3.586791192,3.840691206,2.869953739,3.51797721,2.989526095,3.698842471,,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.987877917,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,,3.308545721,3.432690578,2.781601856,2.397417021,3.231467665,3.561838386,2.217461573,3.441001854,2.381634489,3.031347217,6.940786922,2.816703074,3.180936476,3.217882151,1.67478222,2.33285051,1.957485598,2.982245199,3.528720121,2.839772277,2.076888671,3.064763829,3.209234224,3.436407922,2.567853345,3.14766382,2.674839137,3.309490632,,3.74E-05,4.72E-05,3.04E-05,3.09E-05,4.14E-05,4.14E-05,2.12E-05,3.50E-05,2.86E-05,3.44E-05,7.71E-05,2.68E-05,3.16E-05,3.07E-05,2.15E-05,2.42E-05,2.45E-05,2.97E-05,4.63E-05,3.54E-05,2.50E-05,3.76E-05,3.81E-05,5.12E-05,2.62E-05,2.83E-05,3.54E-05,3.35E-05
